	Term	p-value	z-score	CS	Related Genes
251	ARX1	3.45e-01	1.87	-0.79	RPL7A, RPL3, RPL36A
252	PPP2R1A	3.57e-01	1.98	-0.82	PRDX2, FECH, DYNLL1
253	TBP	7.74e-02	0.55	-0.83	RB1, BTAF1, E2F1, MCM2, ATF4
254	CALM3	2.43e-01	1.19	-0.83	RIOK3, PON2, HRAS1, SNCA
255	FOS	1.11e-01	0.65	-0.84	RB1, EEF1D, LMNA, ANP32E, ATF4
256	PIN1	6.36e-02	0.53	-0.88	CCNB1, UBB, PABPC1, PRKAB1, SNCA
257	NEDD4	5.80e-02	0.52	-0.9	NFE2, RNF11, UBB, WBP2, RPS3A
258	CTNNB1	1.21e-01	0.74	-0.91	HSPA8, AHCTF1, RPL41, LMNA, RPLP2, SNCA, RAB8B, HIST1H1C
259	RHOA	3.30e-01	2.01	-0.92	ARHGAP21, UBB, APLP2
260	CCDC85B	5.14e-02	0.52	-0.94	GFI1B, NGFRAP1, PRC1, PSMF1, AQP1
261	FYN	5.98e-01	11.59	-0.95	TUBA1B, SPHK1, DYNLL1, MKI67, CENPA, SNCA
262	SMAD1	2.12e-01	1.27	-1.0	MAP2K3, PIGQ, PSMD1, UBA52
263	ASF1	1.64e-01	1.05	-1.08	MCM7, MCM4, MCM6, MCM2
264	FLNA	3.14e-01	2.18	-1.08	OTUD5, CCNB1, LMNA
265	PWP2	2.98e-01	2.18	-1.18	RPL7A, RPL3, RPL36A
266	DNM1	2.91e-01	2.18	-1.19	PRNP, CLIC4, AP1B1
267	EEF1G	3.74e-02	0.6	-1.23	EEF1G, EEF1B2, FEN1, EEF1D, NUP85
268	COPS5	4.64e-02	0.66	-1.25	TMOD1, UBE2H, GFI1B, DYNLL1, PPOX
269	CASP8	2.95e-01	2.3	-1.26	RB1, UBB, DEDD2
270	RFC1	2.87e-01	2.3	-1.28	RB1, CD47, SSBP3
271	RUVBL1	1.69e-01	1.33	-1.34	HSPA8, MORF4L2, H2AFX, CENPA
272	SMURF2	3.74e-02	0.66	-1.35	EEF1G, RNF11, UBB, TXNIP, ANAPC5
273	TNFRSF1B	3.74e-02	0.67	-1.36	HSPA8, RPS16, UBB, RPL23, RPS27L
274	TUBB	2.75e-01	2.48	-1.47	DLST, DYNLL1, RAB8B
275	CSNK1E	5.38e-01	10.58	-1.48	EIF5, PDAP1, HDGF
276	TSGA14	1.42e-01	1.35	-1.5	EEF1G, CDT1, EEF1D, RANGAP1
277	HSPA5	3.43e-02	0.73	-1.52	PRNP, ACSL1, PSME3, H2AFX, SNCA
278	PRKG1	5.25e-01	10.91	-1.52	H2AFX, CENPA
279	SETDB1	1.45e-01	1.4	-1.55	RNF10, PHF10, PABPC4, BHLHB2
280	STAT1	1.48e-01	1.42	-1.56	RNF11, LMO2, E2F1, MCM5
281	DIPA	1.35e-01	1.37	-1.57	NGFRAP1, PRC1, PSMF1, AQP1
282	HSP90AB1	1.45e-01	1.47	-1.62	PSMD1, RPS3A, SNCA, AARS
283	TAF9	2.64e-01	2.63	-1.64	SERINC1, RPS24, HCFC1
284	PHLDA3	1.22e-01	1.41	-1.73	MCM5, DYNLL1, GCLM, LBR
285	MAPK10	4.92e-01	10.4	-1.8	HSPA8, GCH1, APLP2
286	ITGB1	1.22e-01	1.56	-1.91	CD82, ICAM4, CD47, RAB8B
287	MAPK14	1.39e-03	0.45	-2.02	MAP2K3, RB1, RPL41, FEN1, H3F3B, GADD45A, RANGAP1, MKI67, SFRS2, ANK1, CSDA, E2F1, RANBP10, PSMD1, BIRC5, NCAPD3, S100A9, LBR
288	VCL	1.04e-01	1.64	-2.15	HSPA8, FEN1, TFRC, RPS24
289	HIST1H3A	1.06e-01	1.7	-2.22	UHRF1, HAT1, TLK1, DEK
290	C1ORF103	1.06e-01	1.7	-2.23	RNF10, CETN3, COX17, MRPS12
291	CLTC	1.01e-01	1.73	-2.28	HSPA8, AP1B1, PRKAB1, SNCA
292	PAK1	4.71e-01	12.05	-2.5	H3F3B, CD47, DYNLL1
293	BTK	5.55e-01	21.94	-2.67	TUBB2C, FTL1
294	CAMK2A	4.11e-01	10.59	-3.24	DAPK2, CLCN3, SNCA
295	ABL1	3.99e-01	10.39	-3.36	RB1, GPX1, ST5, E2F1, MKI67, CENPA
296	MAP3K1	2.50e-05	0.48	-3.74	MAP2K3, HSPA8, RPS16, RPL3, CD82, UBB, RPS8, RPS27L, RPLP2, RPL24, UBE2L6, UBA52
297	ATM	5.98e-03	1.38	-4.57	H2AFX, LMNA, NUSAP1, E2F1, AP1B1, SLC4A1, ANAPC5, KLF1, MCM2
298	PRKDC	1.26e-02	2.01	-5.51	H2AFX, LMNA, AP1B1, E2F1, RPA1, ANAPC5, SLC4A1, PRKAB1, HIST1H1C, KLF1
299	SYK	3.18e-01	11.71	-5.73	UBB, SLC4A1, SNCA
300	MAPK1	2.39e-01	8.26	-5.83	RB1, CCNB1, CSDA, H3F3B, SPHK1, DAPK2, E2F1, SNCA
301	MAPK9	1.75e-02	2.59	-6.58	RB1, HSPA8, NFE2, H3F3B, APLP2, H2AFX, KIF22, MCM2
302	AKT1	1.61e-02	2.52	-6.58	DNAJB1, RNF11, CARHSP1, H3F3B, TAL1, RPL23, APLP2, LMNA, SFRS2, LBR, THOC4
303	PLK1	1.21e-02	2.49	-6.88	CCNB1, MCM7, PRC1, BIRC5, RANGAP1, SNCA, MCM2
304	MAPK3	1.98e-01	8.06	-6.89	MAP2K3, H3F3B, TAL1, SPHK1, DAPK2, LMNA, SNCA
305	IKBKE	1.56e-05	0.92	-7.46	HSPA8, RPL3, TFRC, PABPC4, DLST, ASNS, ETFA, RPS3A, MRPL14, EEF1B2, DNAJB1, EIF5, RPS16, EEF1D, EIF3I, PSME3, PSMD1, PABPC1, MCM2, AARS
306	MAPK8	3.51e-02	3.8	-7.91	HSPA8, NFE2, FZR1, H3F3B, PSMD4, APLP2, LMNA, H2AFX, HDGF, SNCA
307	GSK3B	1.38e-01	7.06	-7.98	RB1, MKI67, SFRS2, ANK1, PRKAB1, CSDA, TAL1, LMNA, E2F1, RANBP10, PSMD1, LBR, ATF4, MCM2
308	RPS6KA3	2.29e-02	3.37	-8.1	CARHSP1, H3F3B, PRKAR2B, TAL1, LMNA, E2F1, HMGN2, SFRS2, LBR, PRKAB1, ATF4
309	CSNK2A2	6.30e-02	4.85	-8.11	EEF1B2, PRNP, APLP2, RPLP2, HDGF, SNCA, KLF1, MCM2
310	PRKCA	1.04e-01	6.23	-8.14	SLC6A9, TFRC, EEF1D, SPHK1, APLP2, LMNA, H2AFX, E2F1, BIRC5, HRAS1, HMGN2, AQP1
311	PRKACA	1.11e-01	6.37	-8.15	RB1, NFE2, NUP85, PRKAR2B, UHRF1, TAL1, BIRC5, HMGN2, ATF4, KLF1
312	PRKACB	1.13e-01	6.49	-8.29	HSPA8, TUBA1B, PRKAR2B, PRKAB1, ATF4
313	PRKCB	1.22e-01	6.78	-8.32	RB1, SPHK1, LMNA, HRAS1, KIF22, RANGAP1, MKI67, LBR
314	SGK1	1.57e-02	3.22	-8.45	CARHSP1, RPL3, EIF3I, RPS3A, PABPC1, LBR
315	EGFR	2.04e-02	3.71	-9.12	HSPA8, CD82, HRAS1, ATP5C1, EEF1G, RABGEF1, PSMD4, UBB, UROD, MT-CO2, PABPC1, S100A9, HIST1H3E
316	LYN	7.08e-02	5.81	-9.2	UBB, MYD116, SPHK1, SLC4A1, SNCA, IGHG
317	PRKCE	2.47e-02	4.27	-10.08	TMOD1, PRKAR2B, LMNA, AP1B1, HRAS1, HNRNPAB, SNCA
318	MAP3K14	1.77e-06	1.19	-11.74	HSPA8, RPL3, RPS8, RPL23, RPS3A, RPL7A, CSDA, RPS16, RPLP2, RPL24, RPS2, PABPC1, RPS24
319	CDK4	4.27e-03	3.99	-14.13	RB1, HSPA8, CDT1, CSDA, IFI27, BIRC5, MCM2
320	PDGFRB	1.50e-01	14.9	-16.28	PRDX2, BAG1, HRAS1, PDAP1
321	TNIK	5.25e-01	135.87	-18.96	PSMD1, MRPL14
322	MAPK13	1.77e-02	7.65	-19.46	EEF1B2, MAP2K3, EEF1D, RPLP2, PABPC1, HIST1H1C
323	MAP3K7	2.30e-01	28.05	-20.69	MAP2K3, HSPA8, SIVA1, UBB
324	RAF1	2.24e-01	28.95	-21.94	RB1, HSPA8, BAG1, HRAS1
325	TAF1	1.45e-01	31.07	-34.43	RB1, RPL7A, GFI1B, MCM6
326	TGFBR1	9.83e-02	27.62	-36.97	MAP2K3, UBB, EIF2AK1, DAPK2, ANAPC5, UBA52
327	MAP3K3	6.85e-03	14.16	-45.79	MAP2K3, HSPA8, DNAJB1, RPS16, UBB, RPL23, PSME3, RPS27L, UBA52
328	PIK3CA	1.13e-01	38.7	-49.41	EIF2AK1, APLP2, ATPIF1, HRAS1
