	Term	p-value	z-score	CS	Related Genes
230	Iron Homeostasis (Mus Musculus)	2.99e-01	11.48	-4.21	FTH1
231	Kennedy Pathway (Mus Musculus)	6.74e-02	3.91	-4.37	CHKB, CHKA
232	Cori Cycle (Homo Sapiens)	3.54e-01	12.69	-4.39	SLC2A1
233	Neurotransmitter Release Cycle (Homo Sapiens)	3.71e-01	12.89	-4.45	SLC38A2
234	Dopamine Metabolism (Homo Sapiens)	3.18e-01	12.32	-4.47	PPP2CB
235	Macrophage Markers (Mus Musculus)	3.37e-02	3.5	-4.84	CD74, CD83
236	Nlr Proteins (Mus Musculus)	2.18e-01	10.32	-5.07	RELA
237	Serotonin Transporter Activity (Homo Sapiens)	2.79e-01	13.25	-5.11	PPP2CB
238	Tca Cycle Nutrient Utilization And Invasiveness Of Ovarian Cancer (Homo Sapiens)	1.51e-01	8.38	-5.59	STAT3
239	Iron Metabolism In Placenta (Homo Sapiens)	5.29e-02	4.7	-5.93	TFRC, FTH1
240	Mismatch Repair (Mus Musculus)	2.39e-01	12.29	-6.04	POLD1
241	Mismatch Repair (Homo Sapiens)	2.39e-01	12.32	-6.06	POLD1
242	Rala Downstream Regulated Genes (Homo Sapiens)	2.39e-01	12.68	-6.23	YBX3
243	Folate-Alcohol And Cancer Pathway (Homo Sapiens)	2.18e-01	13.19	-6.48	CEBPB
244	Acetylcholine Synthesis (Homo Sapiens)	1.96e-01	13.59	-7.14	CHKA
245	Regulation Of Cardiac Hypertrophy By Mir-208 (Mus Musculus)	1.74e-01	13.33	-7.84	HOPX
246	Acetylcholine Synthesis (Mus Musculus)	1.74e-01	14.71	-8.65	CHKA
