	Term	p-value	z-score	CS	Related Genes
28	ZFX_ChIP-Seq_MESC_Mouse	7.24e-26	-1.15	62.96	PANK4, DAZAP2, AHCTF1, PRR7, RPL3, TFRC, RPL32, CD81, ZFAND2A, A730098D12RIK, EIF4A3, AKAP8L, LRMP, ACTB, UBL3, TBK1, RPL18A, ARIH2, PIM3, JUNB, EMD, GRASP, 1110007M04RIK, HIST1H1C, HMGN1, NDEL1, CD97, CDV3, RNF44, NUDC, MREG, TPM4, IFNGR1, ATP1B3, JUND1, VPS37B, JOSD2, ZCRB1, WBP11, GNL3, TPST2, NISCH, PTP4A1, MORF4L1, PRKAR1A, TAX1BP1, RPL24, CCDC86, RPL27, UBA52, SQSTM1, 2310044H10RIK, ARF6, ATF4, DDX6, CEBPB, GGNBP2, BRI3, RPL12, CUL3, LENG9, FOXO1, GNA13, PPP2CB, SOCS3, STIP1, SNX2, UBB, TRA2A, RABAC1, 2600009E05RIK, 2600005C20RIK, MARK2, HSPA9, CD164, HSPA8, PRNP, 1300018I05RIK, GADD45A, STAT3, NTAN1, LSM4, KLF2, LASS2, NFKBIA, CCT6A, RPS29, UBE2O, LRP10, 3110001A13RIK
29	IRF8_ChIP-ChIP_GC-B_Mouse	1.10e-14	-1.94	59.34	CD274, DGKA, H2-Q6, D16ERTD472E, ATP10D, H2-M3, BHLHB2, H2-Q5, LRMP, SMG7, ETS1, ACTB, H2-EA, H2-DMB2, TBK1, CCL5, H2-DMB1, CASP1, HIST2H3C1, SKIL, UBE1L, OSBPL9, CD74, UVRAG, CD164, MEF2C, H2-T10, 2310016C08RIK, GADD45G, HIST2H3B, ELF1, IRF4, CD69
30	EKLF_ChIP-Seq_ERYTHROCYTE_Mouse	1.63e-21	-1.31	59.32	H2-T23, ALAS2, DYRK3, RPL3, CD82, LDB1, RPL32, TCF25, CETN3, SLC2A1, SLC4A1, AQP1, ZNRD1, UROD, 5730469M10RIK, EMD, TPM4, IFNGR1, HMHA1, JOSD2, MIF, TPST2, PRKAR1A, MORF4L2, SPATA13, TAX1BP1, CCDC86, RPL24, MYH9, RPL27, PFDN5, ARF6, GYPA, OAT, WBP2, STXBP2, ADRB2, UGCG, POLD1, MKNK2, TRA2A, RPL19, HSPA9, PRNP, CDT1, GADD45A, SLC25A37, RANBP10, UBE2O, LRP10, RPS24
31	KLF4_ChIP-ChIP_MESC_Mouse	3.03e-19	-1.44	58.29	DYRK3, LDB1, CD82, PPP1R10, DGKA, ATP2A3, NRM, ACTB, ALAD, HIST2H3C1, CCR6, SCD1, JUNB, HIST1H1C, CD97, KLF13, WSB1, MREG, TPM4, HMHA1, EMP1, MORF4L1, B3GNT5, TXNIP, ATF3, CSNK1G2, 2310044H10RIK, BC031781, ATF4, RPL12, AW549877, STXBP2, UNC84B, ZFP36L1, GNA13, UBB, POLD1, HIST1H3H, 2610028H07RIK, SLC38A2, MARK2, RPL19, EGR1, CD164, MAP3K1, KLF4, LSM4, KLF2, CCT6A, NFKBIA, TUBA6, RPS29, KLF9, UBE2O, SERINC1, STT3B
32	ATF3_ChIP-Seq_GBM1-GSC_Human	2.57e-23	-1.18	58.19	DYRK3, ISCA1, CLIC4, BTG1, RPL3, RPL32, PPP1R10, POP4, SLC2A1, IRS2, ETS1, ETS2, HERPUD1, FAM134B, FAM102A, NFKBIZ, PDE4B, RPS13, HIST1H1C, CDV3, TPM4, TSC22D3, ARRDC3, EMP1, PLRG1, VPS37B, YWHAZ, TGFBR2, PTP4A1, PTP4A2, DAD1, MORF4L2, B3GNT5, MYH9, RPL24, TMBIM6, MATR3, RPL27, SNORA65, SQSTM1, ATF3, CEBPB, WBP2, RPL12, NEDD9, DENND3, ATP1A1, ZFP36L1, NUAK2, UBB, LMNA, RPL19, HSPA9, EGR1, PLK3, PRNP, H3F3B, GADD45A, STAT3, SORL1, HOPX, GADD45G, PER1, KLF6, BCL6, RPS29, PDCD4, UBE2O, HBP1, EIF3F
33	RELA_ChIP-Seq_FIBROSARCOMA_Human	2.65e-19	-1.24	50.4	CD274, AHCTF1, CLIC4, CD83, LENG9, CXCR5, TNFAIP3, CD3G, DENND3, RELA, ETS2, ZFP36L1, UBB, CCL5, RNF19A, FTH1, LMNA, NFKBIZ, CCR7, TNFRSF4, JUNB, SKIL, HMGN1, MAP4K1, SRGN, EGR1, CD74, PLK3, ST6GAL1, GCH1, H3F3B, TPM4, KLF4, MLL5, NFKBIA, SLC25A37, PER1, PTP4A2, FCHSD2, RILPL2, IRF4, IRF1, REL, MYH9, CD69, SQSTM1, NFKBID
34	POU5F1_ChIP-Seq_MESC_Mouse	2.36e-24	-0.97	50.26	EIF4A1, RPL3, 5730427N09RIK, POP4, DGKA, D16ERTD472E, ACTB, RABGEF1, UROD, EG630499, SESN1, PIM3, JUNB, JMJD3, CD97, RNF44, ST6GAL1, ARRDC3, CIRBP, HMHA1, JUND1, MIF, ZCRB1, HIST2H3B, TXNIP, RPL27, CSNK1G2, 2310044H10RIK, CD274, HVCN1, BHLHB2, ZFP36L1, RAP1B, SOCS3, H2-EA, UGCG, NUAK2, UBB, TMEM23, PLCG2, DHX38, SLC38A2, SKIL, TBC1D15, MLL1, PLK3, HSPA8, 1300018I05RIK, EGR2, 2510006D16RIK, EGR3, H3F3B, GADD45A, LSM4, GADD45G, NFKBIA, ARPC3, UBE2O, HBP1, DAZAP2, DYRK3, LDB1, PPP1R10, ZFAND2A, CHD7, ATP2A3, SLC2A1, UBL3, ZNRD1, MYD116, ARIH2, HIST2H3C1, CCR7, CCR6, SCD1, HIST1H1C, 1190002H23RIK, D19WSU162E, PLAUR, YWHAZ, FCHSD2, IRF1, MYH9, BC031781, SATB1, AW549877, ATP10D, LENG9, ATP1A1, GNA13, CNR2, TRA2A, PLEKHA2, STAT3, 2310016C08RIK, KLF2, CD2, PER1, KLF6, CD6, KLF9
35	VDR_ChIP-Seq_THP-1_Human	6.77e-18	-1.32	49.63	CEBPB, OAT, TFRC, CD82, SATB1, PPP1R10, ZFAND2A, CETN3, CHD7, LENG9, IRS2, DENND3, USE1, ACTB, ETS2, ARHGAP4, PIM3, CCR6, HIST1H1C, CD97, SRGN, CDT1, CDV3, HSPA8, MEF2C, MBNL1, KLF13, MAP3K1, WSB1, H3F3B, GADD45A, ARRDC3, LMO2, CIRBP, LAPTM5, HMHA1, VPS37B, KLF4, NFKBIA, PTP4A2, BCL6, MORF4L2, KLF9, MYH9, RPL27, PRKD2, ATF4
36	MYC_ChIP-ChIP_MESC_Mouse	7.39e-21	-1.09	48.08	EIF4A1, AHCTF1, DYRK3, RPL3, TFRC, RPL32, LDB1, PPP1R10, CD81, 5730427N09RIK, POP4, CETN3, NRM, LRMP, SMG7, BZW2, HERPUD1, RPS15, ALAD, MYD116, RPL18A, NFKBIZ, RPL39, JUNB, 1110007M04RIK, RPS13, KPNA1, MAP4K1, CDV3, D8ERTD738E, KLF13, TAGAP1, HMHA1, MIF, WBP11, GTPBP4, GNL3, PTP4A1, MORF4L1, IMPACT, HIST2H3B, MORF4L2, BXDC2, RPL24, STRAP, CCDC86, MATR3, RPL27, UBA52, BC031781, ATF3, CSNK1G2, ARF6, ATF4, RPL12, ODC1, CXCR4, RELA, GNA13, SFRS5, UBB, TMEM66, TRA2A, 2610028H07RIK, 2600009E05RIK, SNX8, 2600005C20RIK, RPL19, CD164, CDT1, GNA-RS1, H3F3B, STAT3, LSM4, CCT6A, SLC25A37, KLF7, EIF5, RPS29, ARPC3, KLF9, SERINC1, STT3B, RPS24
37	MYC_ChIP-Seq_BL_Human	1.44e-13	-1.71	47.86	EIF4A1, PRR7, DGKD, LDB1, TCF25, WBP2, ODC1, AKAP8L, SLC2A1, ETS1, GNA13, STIP1, PLCG2, PIM3, SLC38A2, JUNB, RPL19, EGR1, CD164, CDT1, HSPA8, RNF44, KLF13, CIRBP, LAPTM5, HMHA1, VPS37B, NFKBIA, PER1, RILPL2, POLR1D, MYH9
38	ZFP281_ChIP-ChIP_E14_Mouse	2.05e-17	-1.31	47.69	EIF4A1, TFRC, LDB1, TCF25, ACTB, HERPUD1, ALAD, KRTCAP3, MYD116, RPL18A, UTX, HMGN2, TNFRSF4, JUNB, GRASP, JMJD3, WSB1, CIRBP, PLAUR, JUND1, YWHAZ, MORF4L1, ELF1, FCHSD2, NGFRAP1, PRKAR1A, IRF1, TXNIP, MATR3, BC031781, DDX6, GGNBP2, HVCN1, AW549877, ATP10D, STXBP2, BHLHB2, THY1, ZFP36L1, SOCS3, UBB, MKNK2, SKIL, EGR1, PLK3, HSPA8, EGR2, MAP3K1, EGR3, PLEKHA2, STAT3, KLF2, GADD45G, TUBA6, EIF5, KLF9, REL, HBP1
39	VDR_ChIP-Seq_LYMPHOBLASTOID_Human	1.36e-12	-1.8	46.76	CD97, SRGN, PRNP, CD274, NAPSA, KLF13, RSAD2, CHD7, CXCR4, VPS37B, PTP4A1, NFKBIA, GNA13, SPATA13, MKNK2, PDCD4, CD69, JUNB
40	SPI1_ChIP-Seq_NB4_Human	2.44e-26	-0.8	44.8	EIF4A1, BTG1, LDB1, POP4, ZFAND2A, CHD7, EIF4A3, ATP2A3, NRM, LRMP, SMG7, GIMAP6, BZW2, USE1, ETS2, HERPUD1, ARHGAP4, RPS15, RABGEF1, RPL18A, RNF19A, TBC1D10C, PIM3, CCR7, JUNB, RPS13, HMGN1, UNC45A, CSNK1G3, KLF13, ELOVL5, TSC22D3, MIF, YWHAZ, GTPBP4, MORF4L1, PTP4A2, ELF1, RILPL2, DAD1, PRKAR1A, TAX1BP1, POLR1D, TXNIP, MYH9, PRKD2, MATR3, RPL27, TMBIM6, PFDN5, ARF6, CD274, CEBPB, WBP2, CUL3, HVCN1, DENND3, ATP1A1, ADRB2, STK4, SAMSN1, FOXO1, SNN, SNX2, CNR2, POLD1, LMNA, PLCG2, SNX8, MARK2, UVRAG, HSPA8, CDT1, MAP3K1, H3F3B, GADD45A, LAPTM5, CHCHD10, LSM4, HOPX, NFKBIA, RNF145, KLF7, EIF5, ARPC3, SERINC1, STT3B, HNRNPC, LRP10, EIF3D
41	TRIM28_ChIP-ChIP_MESC_Mouse	4.26e-20	-1.06	44.64	PANK4, EIF4A1, DYRK3, AHCTF1, CLIC4, CD83, RPL32, CETN3, ATP2A3, SLC2A1, TNFAIP3, ETS1, ETS2, ALAD, RPL18A, UTX, ARIH2, HMGN2, JUNB, GRASP, HMGN1, KPNA1, NDEL1, CD97, CDV3, NUDC, RNF44, D8ERTD738E, KLF13, HMHA1, JUND1, JOSD2, ZCRB1, VPS37B, EIF3S5, PTP4A1, IMPACT, ELF1, HIST2H3B, TAX1BP1, MATR3, UBA52, ATF4, ARF6, DDX6, CEBPB, H2-Q6, ODC1, ATP1A1, RELA, FOXO1, GNA13, SOCS3, SNN, SFRS5, UBB, TMEM66, TRA2A, 2600005C20RIK, EGR1, UVRAG, CD164, CDT1, 1300018I05RIK, MAP3K1, GNA-RS1, GCH1, CHKA, NTAN1, KLF2, LASS2, BCL6, KLF9, UBE2O, STT3B, LRP10, RPS24, 3110001A13RIK
42	FLI1_ChIP-Seq_MEGAKARYOCYTES_Human	5.74e-33	-0.58	40.76	EIF4A1, CD83, RPL3, DGKD, TFRC, RPL32, CD82, CD81, POP4, SLC4A1, IRS2, ETS2, ACTB, RPS15, RABGEF1, RPL18A, FTH1, TBC1D10C, PIM3, JUNB, HMGN1, MBNL1, RNF44, ST6GAL1, WSB1, TPM4, F2R, LMO2, CIRBP, HMHA1, ZCRB1, GTPBP4, TPST2, NGFRAP1, PRKAR1A, TXNIP, RPL24, PRKD2, RPL27, UBA52, ATF3, CSNK1G2, ATF4, GGNBP2, BRI3, STXBP2, STK4, FOXO1, ZFP36L1, SOCS3, SFRS5, NUAK2, DDRGK1, PLCG2, DHX38, SNX8, TBC1D15, HSPA9, UVRAG, CD164, EGR1, EGR3, CHKA, H3F3B, LSM4, GADD45G, EIF5, RPS29, ARPC3, REL, HBP1, SERINC1, STT3B, LRP10, DAZAP2, AHCTF1, CLIC4, PRR7, BTG1, LDB1, ATP2A3, SLC2A1, TNFAIP3, CD3E, USE1, CD3D, ARHGAP4, LBH, FAM102A, PDE4B, ARIH2, CCR7, CTSE, NDEL1, UNC45A, CDV3, VPS37B, JOSD2, YWHAZ, TGFBR2, PTP4A2, ELF1, FCHSD2, RILPL2, DAD1, IRF1, TAX1BP1, ARHGEF3, MYH9, TMBIM6, PFDN5, WBP2, RPL12, NEDD9, CXCR4, DENND3, RELA, GNA13, PUF60, CCL5, LMNA, RPL19, MAP3K1, GCH1, STAT3, LAPTM5, KLF2, SLC25A37, PER1, RNF145, KLF7, KLF6, CD6, KLF9, FOSB, EIF3D
43	XRN2_ChIP-Seq_HELA_Human	8.61e-18	-1.08	40.3	EIF4A1, PRR7, RPL3, BTG1, TFRC, RPL32, PPP1R10, CD81, ZFAND2A, AKAP8L, CETN3, EIF4A3, BZW2, ACTB, FTH1, NDEL1, CSNK1G3, WSB1, TSC22D3, CIRBP, RPL24, TMBIM6, RPL27, XIST, ATF4, OAT, RPL12, LENG9, RELA, STIP1, SFRS5, PUF60, UBB, TMEM66, DDRGK1, MKNK2, TRA2A, SLC38A2, RPL19, GCH1, H3F3B, GADD45A, STAT3, CCT6A, PER1, RPS29, SERINC1, HNRNPC, LRP10, NFKBID, RPS24
44	GATA1_ChIP-Seq_MEL_Mouse	8.08e-18	-1.08	40.21	ALAS2, DYRK3, ISCA1, BTG1, LDB1, CD82, RPL32, PPP1R10, CD81, HBB-B2, ATP2A3, HBB-B1, SLC4A1, LRMP, BACH2, AQP1, ALAD, UBL3, MYD116, 5730469M10RIK, HIST2H3C1, CTSE, NDEL1, MBNL1, ATP1B3, VPS37B, YWHAZ, ELF1, HIST2H3B, DAD1, TXNIP, ATF3, BC031781, ATF4, CD274, GYPA, WBP2, ODC1, ATP1A1, ADRB2, FOXO1, STIP1, SNN, CNR2, LMNA, PLCG2, TBC1D15, MARK2, UBE1L, MAP3K1, GADD45A, STAT3, LASS2, PDCD4, RANBP10, EIF3D
45	MEIS1_ChIP-Seq_HPC-7_Mouse	1.22e-16	-1.12	38.77	H2-T23, DYRK3, GGNBP2, BTG1, TFRC, PPP1R10, CD81, TCF25, ATP2A3, CXCR4, LRMP, GIMAP6, RNASET2B, STIP1, ZNRD1, CNR2, TMEM66, SESN1, NFKBIZ, PIM3, CCR7, RABAC1, JUNB, SKIL, HIST1H1C, PRNP, TPM4, ARRDC3, CIRBP, LAPTM5, EMP1, HMHA1, LSM4, NISCH, LASS2, NGFRAP1, FCHSD2, PRKAR1A, RPS29, IRF1, TAX1BP1, ARHGEF3, TXNIP, RPL27, PRKD2, CSNK1G2, BC031781, ARF6
46	SMAD2_ChIP-ChIP_HaCaT_Human	3.31e-16	-1.08	36.5	BTG1, RPL3, DGKD, LRMP, SMG7, GIMAP6, ETS1, ACTB, ETS2, TBK1, UBL3, CASP1, HMGN2, JUNB, KPNA1, CSNK1G3, CDV3, MBNL1, WSB1, TPM4, IFNGR1, CIRBP, EMP1, ATP1B3, VPS37B, YWHAZ, PTP4A1, MORF4L1, FCHSD2, BXDC2, B3GNT5, TAX1BP1, ARHGEF3, POLR1D, MYH9, RPL24, MATR3, ATF3, BHLHB2, DENND3, SAMSN1, ZFP36L1, TMEM66, SLC38A2, SKIL, TBC1D15, PRNP, EGR2, H3F3B, GADD45A, LAPTM5, KLF4, NFKBIA, KLF7, KLF6
47	GATA2_ChIP-Seq_K562_Human	1.77e-13	-1.3	36.36	ALAS2, CLIC4, CD83, TFRC, LDB1, CD82, SLC2A1, TNFAIP3, SLC4A1, ACTB, AQP1, RABGEF1, LBH, FAM102A, UROD, FTH1, HMGN2, JUNB, CD97, MEF2C, ST6GAL1, WSB1, TPM4, RSAD2, ELOVL5, LMO2, ATP1B3, VPS37B, YWHAZ, PTP4A2, MYH9, CEBPB, BHLHB2, ATP1A1, ADRB2, SAMSN1, ZFP36L1, PLCG2, RHBDL2, SNX8, SKIL, OSBPL9, CDT1, H3F3B, GADD45A, LAPTM5, KLF4, KLF2, GADD45G, LASS2, SLC25A37, KLF6, STK17B, KLF9, PDCD4, UBE2O, STT3B
48	EGR1_ChIP-Seq_ERYTHROLEUKEMIA_Human	7.21e-27	-0.63	36.14	PANK4, CD83, RPL3, DGKD, CD82, NRM, SLC4A1, IRS2, BZW2, BACH2, AQP1, TBK1, TBC1D10C, PIM3, HMGN2, TNFRSF4, JUNB, HMGN1, CD97, CSNK1G3, RNF44, MEF2C, TPM4, ACTN2, LMO2, CIRBP, HMHA1, NISCH, MORF4L1, PRKAR1A, SPATA13, MATR3, ATF3, DDX6, SH2D2A, CUL3, HVCN1, SNF1LK, BHLHB2, STK4, ZFP36L1, SOCS3, UGCG, SNN, NUAK2, TMEM23, PLCG2, RHBDL2, SKIL, SNX8, MARK2, PLK3, HSPA8, UVRAG, EGR1, CDT1, NAPSA, EGR2, EGR3, CHKA, GADD45A, NTAN1, MLL5, LSM4, GADD45G, EIF5, BCL6, ARPC3, RANBP10, REL, UBE2O, HBP1, RPS24, CPM, DAZAP2, CLIC4, PRR7, DYRK3, BTG1, TCF25, ZFAND2A, CHD7, AKAP8L, ATP2A3, SLC2A1, TNFAIP3, LITAF, ALAD, LBH, FAM102A, UTX, GRASP, UNC45A, KLF13, IFNGR1, TSC22D3, PLAUR, JOSD2, YWHAZ, PTP4A1, EIF3S4, PTP4A2, ERAF, FCHSD2, LCK, IRF4, RASA1, IBRDC3, CEBPB, WBP2, NEDD9, CXCR4, DENND3, ATP1A1, PPP2CB, POLD1, MKNK2, TRA2A, LMNA, GCH1, STAT3, LAPTM5, SORL1, HS3ST1, KLF2, SLC25A37, PER1, KLF6, CD6, KLF9
49	SMAD3_ChIP-ChIP_HaCaT_Human	3.31e-16	-1.07	36.13	BTG1, RPL3, DGKD, LRMP, SMG7, GIMAP6, ETS1, ACTB, ETS2, TBK1, UBL3, CASP1, HMGN2, JUNB, KPNA1, CSNK1G3, CDV3, MBNL1, WSB1, TPM4, IFNGR1, CIRBP, EMP1, ATP1B3, VPS37B, YWHAZ, PTP4A1, MORF4L1, FCHSD2, BXDC2, B3GNT5, TAX1BP1, ARHGEF3, POLR1D, MYH9, RPL24, MATR3, ATF3, BHLHB2, DENND3, SAMSN1, ZFP36L1, TMEM66, SLC38A2, SKIL, TBC1D15, PRNP, EGR2, H3F3B, GADD45A, LAPTM5, KLF4, NFKBIA, KLF7, KLF6
50	WT1_ChIP-ChIP_NEPHRON PROGENITOR_Mouse	1.01e-15	-1.09	35.81	TFRC, SLC2A1, ETS1, ETS2, BACH2, UBL3, 5730469M10RIK, UTX, PIM3, KPNA1, HIST1H1C, JMJD3, CSNK1G3, MBNL1, KLF13, TPM4, IFNGR1, EMP1, YWHAZ, ELF1, FCHSD2, LCK, PRKAR1A, MATR3, SQSTM1, ATF3, DDX6, GGNBP2, SATB1, BRI3, BHLHB2, ZFP36L1, SOCS3, LMNA, SLC38A2, SKIL, OSBPL9, EGR1, MAP3K1, EGR3, CHKA, PLEKHA2, LAPTM5, SCOTIN, GADD45G, SLC25A37, PER1, KLF6, KLF9, PDCD4
51	GATA1_ChIP-Seq_MEGAKARYOCYTES_Human	6.38e-20	-0.83	34.99	DYRK3, CLIC4, CD83, TFRC, LDB1, CD82, ATP2A3, SLC2A1, SLC4A1, ETS1, LITAF, ACTB, BACH2, AQP1, RPS15, LBH, FAM102A, FTH1, NFKBIZ, HMGN2, JUNB, NDEL1, MBNL1, ST6GAL1, KLF13, RSAD2, ELOVL5, IFNGR1, LMO2, F2R, YWHAZ, TGFBR2, PTP4A2, ELF1, FCHSD2, NGFRAP1, DAD1, ARHGEF3, POLR1D, MYH9, WBP2, STXBP2, NEDD9, DENND3, SAMSN1, FOXO1, UGCG, SOCS3, SNN, TMEM66, PLCG2, HIST1H3H, SLC38A2, SNX8, OSBPL9, HSPA9, EGR1, EGR3, PLEKHA2, STAT3, LAPTM5, KLF2, GADD45G, CD2, SLC25A37, KLF7, EIF5, KLF9, RANBP10, UBE2O, FOSB
52	GATA4_ChIP-Seq_HL-1_Mouse	3.93e-14	-1.19	34.97	PANK4, CPM, POP4, AKAP8L, NRM, BZW2, PRR8, HERPUD1, TBK1, ZNRD1, MYD116, UROD, FTH1, NFKBIZ, PDE4B, HMGN1, NDEL1, JMJD3, MBNL1, MREG, JOSD2, VPS37B, YWHAZ, GTPBP4, GNL3, IMPACT, ELF1, PRKAR1A, BXDC2, ATF4, CD274, OAT, H2-DMA, CUL3, ODC1, ATP1A1, STIP1, NUAK2, UBB, UBE1L, UVRAG, 1300018I05RIK, MAP3K1, CHKA, PLEKHA2, MLL5, LSM4, BCL6, RANBP10, REL, HBP1, EIF3F, HNRNPC
53	NANOG_ChIP-PET_MESC_Mouse	2.14e-09	-1.83	34.6	CPM, H2-T23, BTG1, CD83, TFRC, D16ERTD472E, ETS2, BACH2, ZNRD1, RPL18A, ARIH2, HIST2H3C1, CCR7, SCD1, GRASP, 1110007M04RIK, RPS13, JMJD3, MAP4K1, TPM4, F2R, PLAUR, MIF, MORF4L1, NGFRAP1, IRF1, ARHGEF3, MYH9, IAP, ATF4, OAT, WBP2, CUL3, SNF1LK, SAMSN1, FOXO1, ZFP36L1, RAP1B, PPP2CB, SOCS3, UBB, TMEM23, RABAC1, MARK2, OSBPL9, SUI1-RS1, CD164, HSPA8, MAP3K1, CHKA, H3F3B, MLL5, NTAN1, KLF4, LASS2, NFKBIA, NSEP1, TUBA6, KLF7, KLF6, FOSB, LRP10
54	SALL4_ChIP-ChIP_XEN_Mouse	2.44e-12	-1.36	34.5	DYRK3, CEBPB, AHCTF1, LDB1, PPP1R10, EBI2, AKAP8L, SLC2A1, LITAF, ETS2, BACH2, GNA13, SOCS3, PPP2CB, SNX2, UBL3, UBB, 5730469M10RIK, SLC38A2, JUNB, TBC1D15, MAP3K1, ELOVL5, PLEKHA2, GADD45A, STAT3, PLAUR, GADD45G, PTP4A1, PTP4A2, KLF6, EIF5, STK17B, B3GNT5
55	RUNX2_ChIP-Seq_MC3T3_Mouse	4.46e-18	-0.9	33.97	DAZAP2, PRR7, CLIC4, RPL3, D16ERTD472E, AKAP8L, SMG7, ACTB, ARHGAP4, AQP1, ZNRD1, RPL18A, FTH1, RNF19A, PIM3, JUNB, ST6GAL1, TPM4, TSC22D3, CIRBP, PLAUR, YWHAZ, PRKAR1A, IRF1, SPATA13, ARHGEF3, MYH9, SNORA65, SQSTM1, CSNK1G2, 2310044H10RIK, OAT, WBP2, ZFP36L1, SOCS3, MKNK2, LMNA, SLC38A2, SNX8, SKIL, RPL19, HSPA9, UVRAG, CD164, HSPA8, EGR2, STAT3, LAPTM5, NTAN1, MLL5, KLF4, CD2, SLC25A37, PER1, KLF7, ARPC3, PDCD4, FOSB, HBP1
56	SPI1_ChIP-Seq_ERYTHROLEUKEMIA_Mouse	4.30e-19	-0.84	33.55	DYRK3, ISCA1, BTG1, LDB1, CD82, RPL32, TCF25, ATP2A3, TNFAIP3, LRMP, HBA-A1, USE1, ETS2, RPS15, RPL18A, ARIH2, PIM3, CCR7, HMGN2, CTSE, JUNB, UNC45A, CSNK1G3, D8ERTD738E, ELOVL5, D19WSU162E, CIRBP, ATP1B3, ZCRB1, YWHAZ, GTPBP4, IMPACT, LCK, TAX1BP1, TMBIM6, PRKD2, MATR3, RPL27, PFDN5, 2310044H10RIK, BC031781, ATF4, CEBPB, ATP1A1, STK4, SAMSN1, CNR2, POLD1, LMNA, DHX38, OSBPL9, UVRAG, CHKB, LAPTM5, EIF5, PDCD4, SERINC1, STT3B, LRP10, EIF3D
57	KLF1_ChIP-Seq_FETAL-LIVER-ERYTHROID_Mouse	8.93e-15	-1.09	33.48	ALAS2, GYPA, CD82, WBP2, H2-DMA, CHD7, SLC2A1, CD3G, SLC4A1, ADRB2, ATP1A1, HBA-A1, LITAF, ACTB, UGCG, SFRS5, UBB, RNF19A, 5730469M10RIK, LMNA, SCD1, UVRAG, CSNK1G3, KLF13, MAP3K1, RSAD2, 1190002H23RIK, 2310016C08RIK, LMO2, EMP1, MIF, MLL5, LSM4, RNF145, IMPACT, RASA1, SPATA13, STRAP, SERINC1, ARF6
58	DMRT1_ChIP-Seq_TESTES_Mouse	5.19e-18	-0.88	33.18	CPM, DAZAP2, CLIC4, CD83, TCF25, EIF4A3, IRS2, ACTB, BACH2, SESN1, PDE4B, JUNB, CD97, ST6GAL1, RNF44, KLF13, IFNGR1, 1190002H23RIK, ARRDC3, LMO2, CIRBP, VPS37B, YWHAZ, NISCH, MORF4L1, PTP4A2, FCHSD2, POLR1D, STRAP, TMBIM6, MATR3, CEBPB, GGNBP2, SATB1, BRI3, WBP2, RPL12, CUL3, HVCN1, ATP1A1, FOXO1, ZFP36L1, PUF60, PLCG2, RABAC1, SLC38A2, SKIL, MARK2, MLL1, EGR1, UVRAG, MAP3K1, H3F3B, STAT3, SORL1, GADD45G, NFKBIA, KLF6, EIF5, BCL6
59	HSF1_ChIP-Seq_STHDH STRIATAL_Mouse	3.68e-10	-1.61	33.09	CEBPB, BTG1, ZFAND2A, USE1, ACTB, STIP1, UBB, TMEM66, POLD1, MKNK2, HIST1H3H, RABAC1, SLC38A2, RPS13, HIST1H1C, HSPA8, 1300018I05RIK, NUDC, MBNL1, ELOVL5, JUND1, LSM4, GADD45G, TPST2, CCT6A, ELF1, LCK, MORF4L2, TXNIP, FOSB, MATR3, PFDN5, ATF3
60	SOX2_ChIP-ChIP_HESC_Human	7.96e-11	-1.48	32.64	CLIC4, BTG1, CD82, PPP1R10, CETN3, STXBP2, LENG9, NEDD9, ZFP36L1, GNA13, SOCS3, TMEM23, TRA2A, DHX38, HIST1H3H, SLC38A2, SKIL, PRNP, EGR3, H3F3B, STAT3, ARRDC3, WBP11, LSM4, GADD45G, EIF3S5, MORF4L1, PRKAR1A, RPS29, MORF4L2, RASA1, RANBP10, XCL1, HBP1, ATF3, ATF4
61	ZFP42_ChIP-ChIP_MESC_Mouse	9.03e-14	-1.13	32.16	PANK4, EIF4A1, AHCTF1, RPL3, SATB1, PPP1R10, RPL12, DGKA, AKAP8L, CETN3, UNC84B, ADRB2, CD3E, BZW2, ETS1, GNA13, SOCS3, CD1D1, ZNRD1, NUAK2, UBB, UTX, ARIH2, HIST2H3C1, HIST1H3H, RPL39, MARK2, HIST1H1C, WSB1, D19WSU162E, CIRBP, PLRG1, WBP11, CCT6A, MORF4L1, EIF5, KLF9, RPL24, MATR3, ATF3, 2310044H10RIK, BC031781, ATF4, ARF6
62	TCF3_ChIP-ChIP_MESC_Mouse	1.71e-15	-0.97	31.43	PANK4, DYRK3, RPL3, TFRC, LDB1, CHD7, SLC2A1, TNFAIP3, LRMP, IRS2, SMG7, UBL3, CASP1, HIST1H1C, CD97, JMJD3, MEF2C, ST6GAL1, RNF44, KLF13, TPM4, CIRBP, HMHA1, ZCRB1, YWHAZ, PTP4A2, ELF1, MYH9, ATF3, 2310044H10RIK, SATB1, HVCN1, AW549877, ATP10D, BHLHB2, NEDD9, UNC84B, ZFP36L1, RAP1B, GNA13, SERPINB1A, SOCS3, UBB, TMEM23, LMNA, PLCG2, DHX38, SKIL, TBC1D15, PLK3, KLF2, GADD45G, NFKBIA, BCL6, RPS29, KLF9, RANBP10, 3110001A13RIK
