	Term	p-value	z-score	CS	Related Genes
221	CALM1	1.55e-02	0.75	-2.5	NFKBIA, UVRAG, NUDC, MAP3K1, TBK1, LAPTM5, REL, MATR3, YWHAZ, RELA, ACTB
222	ZUO1	3.05e-01	3.33	-2.54	ELF1, RPL3, RPS13
223	ITGB1	2.82e-01	3.19	-2.55	CD82, CD81, PLAUR
224	DLG4	3.49e-02	0.98	-2.57	HSPA9, GNA13, HSPA8, STIP1, EIF4A1, UBB, ACTN2, SLC2A1, UBA52, SQSTM1, GRASP
225	UBQLN4	1.02e-01	1.52	-2.6	SRGN, DAZAP2, OAT, UBA52, HERPUD1
226	ESR2	1.61e-02	0.81	-2.68	HSPA8, RPL18A, RPL32, LCK, MKNK2, RPS24, GTPBP4, ACTB, RPS13, GNL3, HIST1H1C
227	COPS6	1.62e-01	2.08	-2.69	CUL3, SLC2A1, MIF, EMD
228	HSPA1A	5.63e-03	0.67	-2.78	HSPA8, STIP1, MAP3K1, TBK1, REL, YWHAZ, RELA
229	ARF6	8.77e-02	1.53	-2.79	EIF3S4, NUDC, OAT, RPS29, POLD1
230	PPP2R1A	1.60e-01	2.2	-2.87	PPP2CB, EIF4A1, ARIH2, TGFBR2
231	EEF1G	2.63e-01	3.44	-2.95	ARIH2, SKIL, GADD45G
232	SUMO2	8.60e-02	1.61	-2.97	HSPA9, HSPA8, RPL3, CUL3, PLAUR
233	RNPS1	7.79e-02	1.58	-3.04	PUF60, RANBP10, STRAP, DHX38, YWHAZ
234	HSP90AB1	4.36e-03	0.71	-3.12	MAP3K1, TBK1, STAT3, MYH9, YWHAZ, RELA, ACTB
235	C1ORF103	2.56e-01	3.56	-3.13	CETN3, ATF3, GADD45G
236	GSTK1	2.56e-01	3.59	-3.16	UNC45A, POLD1, MATR3
237	PARP1	1.44e-01	2.28	-3.19	CASP1, RELA, FOXO1, HIST1H1C
238	HDAC3	3.27e-02	1.19	-3.2	NFKBIA, HSPA8, KLF6, STAT3, EMD, RELA
239	SMAD1	3.11e-02	1.19	-3.23	STAT3, NEDD9, HBP1, SKIL, UBA52, SQSTM1
240	BCL2	2.52e-01	3.68	-3.25	PRNP, IRS2, TMBIM6
241	PRKACA	2.64e-05	0.41	-3.49	MAP4K1, CD74, MEF2C, CEBPB, AKAP8L, IRS2, ATP1A1, ADRB2, YWHAZ, RELA, RAP1B, GNA13, PRKAR1A, LCK, PDE4B, HMGN2, EMD, ATF4, HMGN1
242	IRS1	2.74e-02	1.24	-3.51	NISCH, HSPA8, SOCS3, ATP2A3, IRS2, YWHAZ
243	CCDC85B	1.34e-01	2.42	-3.54	NGFRAP1, FCHSD2, HNRNPC, AQP1
244	GRIN1	6.57e-02	1.71	-3.56	PRKAR1A, ACTN2, MYH9, ATP1A1, ACTB
245	YWHAB	4.42e-02	1.47	-3.59	HSPA9, PRNP, HSPA8, ACTN2, TNFAIP3, IRS2, ATP1A1, THY1, SAMSN1, YWHAZ, ACTB, CCT6A, RABGEF1, TBK1, MYH9, EMD, EIF3D, MARK2
246	PIN1	6.01e-02	1.75	-3.78	SOCS3, UBB, STAT3, HNRNPC, RELA
247	PCNA	2.03e-02	1.23	-3.81	CDT1, UBB, GADD45A, POLD1, RELA, GADD45G
248	PTP4A3	1.55e-02	1.22	-4.05	UNC45A, OAT, POLD1, STRAP, ATP1B3, TBC1D15
249	CLPB	1.24e-01	2.69	-4.12	UVRAG, TXNIP, SQSTM1, ETS2
250	MAPK1	3.11e-05	0.5	-4.14	MAP4K1, PLK3, CEBPB, MAP3K1, H3F3B, STAT3, ATP1A1, ETS1, RELA, ETS2, FOXO1, PPP2CB, BCL6, LCK, MKNK2, PDE4B, SQSTM1, NDEL1
251	TAF9	2.28e-03	0.84	-4.16	CEBPB, KLF6, TRA2A, SERINC1, RELA, RPS24, KPNA1
252	RHOA	1.65e-02	1.29	-4.23	RAP1B, UBB, ARHGEF3, RABAC1, ACTB, TGFBR2
253	SMAD9	1.17e-01	2.7	-4.29	EIF3S5, UNC45A, EIF3F, ACTB
254	RFC1	1.15e-01	2.72	-4.36	POLD1, REL, PLAUR, RELA
255	CDH1	1.12e-01	2.74	-4.41	CCT6A, GNA13, LMNA, NEDD9
256	CASP8	1.23e-02	1.31	-4.56	TBK1, UBB, CUL3, CASP1, TNFAIP3, SQSTM1
257	SMURF1	1.27e-02	1.32	-4.56	SFRS5, UBB, STRAP, UBA52, SQSTM1, TGFBR2
258	HNRNPA1	1.23e-02	1.32	-4.62	HSPA9, NFKBIA, EIF4A3, HNRNPC, YWHAZ, ACTB
259	IL7R	1.11e-02	1.36	-4.85	HSPA8, SOCS3, TPM4, STAT3, YWHAZ, ACTB
260	FLNA	4.72e-02	2.04	-4.86	MAP3K1, LMNA, PLCG2, YWHAZ, ACTB
261	CHD3	4.37e-02	2.01	-4.93	PUF60, BCL6, SATB1, BHLHB2, SKIL
262	COPS5	4.37e-02	2.05	-5.02	MEF2C, CUL3, MYH9, MIF, YWHAZ
263	HDAC4	1.11e-02	1.41	-5.03	NFKBIA, MEF2C, BCL6, STAT3, YWHAZ, MARK2
264	HGS	9.32e-03	1.39	-5.11	HSPA8, DAZAP2, UBB, LCK, ATP1A1, UBA52
265	XPO1	1.00e-02	1.42	-5.2	EIF4A1, NUDC, PUF60, EIF4A3, PRKD2, YWHAZ
266	IGF1R	2.05e-05	0.61	-5.29	STAT3, NEDD9, CD3G, IRS2, ADRB2, YWHAZ, ETS1, ACTB, GNA13, SOCS3, CD6, RASA1, PLCG2
267	TNFRSF1B	1.00e-02	1.46	-5.33	HSPA9, HSPA8, UBB, MYH9, HNRNPC, ATP1A1
268	CSNK1E	3.64e-05	0.65	-5.33	CSNK1G3, PER1, SOCS3, EIF4A1, SNN, EIF5, PRKD2, MIF, HNRNPC, STK4, YWHAZ, CSNK1G2
269	MED19	3.83e-02	2.14	-5.45	HSPA9, NFKBIA, EIF4A1, AHCTF1, LMNA
270	PLCG2	9.89e-02	3.24	-5.57	LCK, SH2D2A, PLCG2, BACH2
271	GNAI2	3.52e-02	2.26	-5.92	F2R, CXCR5, CXCR4, ADRB2, ACTB
272	ATM	3.90e-01	11.96	-6.73	LMNA, SLC4A1, MATR3, ADRB2
273	CLTC	3.13e-02	2.53	-6.87	NFKBIA, HSPA8, REL, YWHAZ, RELA
274	IKBKE	2.66e-07	0.59	-7.08	HSPA9, HSPA8, RPL3, TFRC, RPL32, TNFAIP3, MIF, RELA, ACTB, NFKBIA, STIP1, PPP2CB, EIF5, TBK1, RPL18A, DAD1, REL, STRAP, MYH9, HNRNPC, EIF3F, EIF3D, PFDN5
275	PRKCA	5.19e-05	0.9	-7.15	MAP4K1, MEF2C, DGKD, TFRC, CD3G, ATP1A1, ADRB2, YWHAZ, ACTB, FOXO1, AQP1, PPP2CB, SFRS5, LCK, LMNA, PLCG2, MYH9, PRKD2, HMGN2, MARK2, HMGN1
276	MAPK3	9.69e-05	1.22	-9.02	CEBPB, MAP3K1, H3F3B, STAT3, ATP1A1, ETS1, ETS2, ZFP36L1, PPP2CB, BCL6, LCK, MKNK2, LMNA, SQSTM1, NDEL1
277	CHUK	4.72e-06	1.1	-10.87	HSPA9, NFKBIA, MAP3K1, TBK1, H3F3B, IRF1, REL, TNFAIP3, MYH9, IRS2, RELA, ACTB
278	GSK3B	2.00e-04	1.87	-12.88	CEBPB, IFNGR1, CUL3, STAT3, AKAP8L, IRS2, ADRB2, YWHAZ, ETS1, RELA, FOXO1, SFRS5, LMNA, MKNK2, RANBP10, PDE4B, STRAP, HBP1, SQSTM1, JUNB, MARK2, ATF4, NDEL1
279	SYK	4.03e-05	1.62	-13.2	MAP4K1, UBB, LCK, RASA1, STAT3, PLCG2, CD3G, SLC4A1, CD3E, GRASP
280	CSNK2A1	2.19e-04	1.96	-13.43	PRNP, CD74, EGR1, MEF2C, GCH1, ODC1, ADRB2, RELA, NFKBIA, STIP1, SNN, EIF5, IRF1, FTH1, TRA2A, MYH9, FOSB, EIF3F, HNRNPC, HMGN1
281	INSR	2.13e-04	2.07	-14.19	MAP4K1, NFKBIA, SOCS3, SNX2, LCK, RASA1, STAT3, IRS2, ADRB2, ATP1A1, CD3D
282	CDK2	3.32e-04	2.3	-14.98	MAP4K1, CDT1, NUDC, CEBPB, BTG1, RPL12, EIF4A3, STAT3, CHD7, IRS2, ETS2, FOXO1, PRKAR1A, POLD1, LMNA, MKNK2, REL, UBE2O, DHX38, HBP1, SQSTM1, NDEL1
283	PRKCE	1.46e-04	2.22	-15.82	GNA13, LCK, PRKAR1A, ACTN2, STAT3, LMNA, MYH9, IRS2, PRKD2, YWHAZ, ACTB
284	PRKG1	9.89e-02	9.52	-16.4	RAP1B, GNA13, SFRS5, ADRB2
285	MAPK14	4.49e-04	2.65	-16.6	MEF2C, H3F3B, GADD45A, STAT3, IRS2, ETS1, FOXO1, RELA, ETS2, ZFP36L1, SFRS5, LCK, MKNK2, RANBP10, MATR3, HBP1, SQSTM1, JUNB, HMGN1
286	MAPK9	4.59e-04	2.78	-17.4	RAP1B, HSPA8, H3F3B, LCK, STAT3, IRS2, JUNB, YWHAZ, ETS2, MARK2, NDEL1
287	PRKCB	4.61e-04	2.84	-17.82	OSBPL9, CEBPB, F2R, STAT3, CD3G, STK4, YWHAZ, ACTB, GNA13, PPP2CB, LMNA, PLCG2, PDE4B, PRKD2
288	CDK4	3.05e-01	23.44	-17.88	HSPA8, CDT1, PRKAR1A
289	CAMK2A	8.27e-02	9.83	-18.47	CEBPB, ACTN2, ETS1, SQSTM1, ETS2
290	SRC	5.11e-04	2.99	-18.55	CD97, MAP4K1, DGKA, STAT3, ADRB2, WBP11, ETS1, YWHAZ, ETS2, FOXO1, TGFBR2, NFKBIA, LCK, RASA1, POLD1, PLCG2, EIF3D, EMD
291	CSNK2A2	9.70e-03	5.55	-20.36	NFKBIA, PRNP, EGR1, MEF2C, EGR2, TBK1, EIF3F, HNRNPC, STK4, RELA
292	PRKDC	2.83e-02	7.53	-21.11	MEF2C, LMNA, IRS2, MATR3, SLC4A1, ADRB2, YWHAZ, RELA, HIST1H1C
293	PTK2	2.07e-01	20.22	-21.32	LCK, STAT3, NEDD9, CXCR4
294	MTOR	5.09e-02	9.33	-21.59	PRKAR1A, STAT3, IRS2, EIF3F, YWHAZ
295	PRKACB	1.40e-02	6.49	-22.06	RAP1B, HSPA8, EGR1, PRKAR1A, ADRB2, YWHAZ, ATF4
296	CDK1	1.46e-02	6.57	-22.14	EIF4A1, CDT1, MEF2C, CEBPB, GADD45A, IRS2, MLL5, FOXO1, TGFBR2, GADD45G, STIP1, ELF1, SFRS5, LMNA, RANBP10, SQSTM1, NDEL1
297	FYN	1.68e-03	4.28	-22.35	MAP4K1, STAT3, PLAUR, NEDD9, CD3G, THY1, CD3E, CD3D, CD2, LCK, POLD1, RASA1, PLCG2, CTLA4, SNX8
298	AKT1	5.74e-03	5.41	-22.47	TBK1, H3F3B, LMNA, PDCD4, PRKD2, IRS2, ADRB2, STK4, YWHAZ, MARK2, FOXO1, ZFP36L1
299	MAPK10	1.73e-02	7.11	-23.07	RAP1B, HSPA8, CEBPB, GCH1, IRS2, MARK2, NDEL1
300	CDK5	2.03e-02	7.46	-23.18	CSNK1G3, LCK, STXBP2, STAT3, CSNK1G2, NDEL1
301	PRKCD	1.08e-03	4.18	-23.34	GNA13, LCK, HVCN1, STAT3, CXCR4, IRS2, ADRB2, YWHAZ, ACTB
302	PAK1	4.33e-02	9.76	-23.91	MAP3K1, H3F3B, CASP1, YWHAZ, FOXO1, TGFBR2
303	ABL1	5.27e-03	5.8	-24.46	MAP4K1, NFKBIA, CDV3, CEBPB, LCK, POLD1, RASA1, NEDD9, STK4, SNX8, YWHAZ, EMD
304	SGK1	3.89e-03	5.84	-26.04	NFKBIA, DDX6, RPL3, MATR3, EIF3F, RABAC1, FOXO1
305	PRKCZ	2.21e-03	5.34	-26.47	NFKBIA, PPP2CB, STAT3, IRS2, SQSTM1, YWHAZ, RELA, MARK2
306	BTK	1.15e-01	19.17	-30.72	LCK, STAT3, PLCG2, RELA
307	JAK2	6.13e-04	5.07	-30.76	NFKBIA, HSPA8, SOCS3, IFNGR1, STAT3, PLCG2, CTLA4, CXCR4, IRS2
308	PDGFRB	1.70e-02	14.09	-45.86	SNX2, RASA1, STAT3, PLAUR, PLCG2, IRS2
309	ERBB2	1.44e-02	13.57	-45.87	UBB, CD82, RASA1, SH2D2A, STAT3, PLCG2, IRS2
310	JAK1	9.67e-04	8.58	-48.53	SOCS3, IFNGR1, LCK, STAT3, PLAUR, PLCG2, CXCR4, IRS2
311	TNIK	5.16e-01	158.45	-51.34	NUDC, STRAP
312	MAP3K7	4.53e-05	6.6	-53.13	HSPA9, MAP4K1, HSPA8, SOCS3, DAZAP2, UBB, STAT3, SKIL, RELA, ACTB, TGFBR2
313	MAP3K14	1.46e-06	4.92	-53.43	HSPA9, HSPA8, MAP3K1, RPL3, RPL32, ACTB, RAP1B, NFKBIA, REL, RPL24, RPL27, RPS24, RPS13
314	MAPK13	4.53e-03	12.49	-54.39	CCT6A, EIF4A1, STIP1, NUDC, MEF2C, YWHAZ, HIST1H1C
315	MAP3K3	1.69e-06	5.1	-54.81	HSPA9, HSPA8, NUDC, AKAP8L, YWHAZ, ACTB, NFKBIA, CCT6A, UBB, MYH9, MATR3, UBA52, PFDN5, SQSTM1, MARK2
316	RAF1	1.11e-02	22.42	-80.1	RAP1B, MAP4K1, HSPA8, MAP3K1, LCK, TSC22D3, YWHAZ
317	TGFBR1	3.68e-04	15.78	-101.75	GNA13, NUAK2, WSB1, UBB, IFNGR1, MKNK2, STRAP, UBA52, YWHAZ, SQSTM1, TGFBR2
318	PIK3CA	3.62e-02	45.74	-118.94	LCK, NEDD9, IRS2, YWHAZ, SQSTM1
