	Term	p-value	z-score	CS	Related Genes
221	TAF9	1.28e-02	0.55	-1.72	EEF1A1, APP, RPS14, CEBPB, KLF6, TBCA
222	CASP8	3.23e-01	2.73	-1.74	APP, IL1B, CASP1
223	PIN1	7.59e-02	1.02	-1.79	APP, PKM2, BTK, FOS, MCL1
224	MED19	3.10e-01	2.77	-1.87	EEF1A1, EIF4A1, RPS12
225	SYK	2.42e-06	0.18	-1.89	CD79B, TYROBP, CD72, FCER1G, SELPLG, POU2AF1, RPS6KA1, BTK, PTPN6, PIK3CG, MYD88, VAV1
226	XRCC6	6.93e-02	1.05	-1.92	NCF4, ARRB2, ATP6V1E1, PRKACB, VAV1
227	SMARCA4	7.42e-02	1.09	-1.93	CEBPB, BCL7A, JUNB, ACTB, ATF3
228	HSPA1A	1.86e-01	1.78	-1.93	PSTPIP1, ARRB2, FOS, PGLYRP1
229	HDAC4	3.10e-01	2.89	-1.95	BCL6, NCF4, MARK2
230	SDHA	3.10e-01	2.93	-1.97	GRN, SELPLG, ARRB2
231	TNFRSF1B	1.37e-02	0.64	-1.99	RPS14, SSR4, RPS3, ATP1A1, SLC25A5, GAPDH
232	PARP1	1.71e-01	1.77	-2.03	H2AFY, CASP1, CTSG, PRKACB
233	GNAI2	2.98e-01	2.96	-2.06	CXCR4, PIK3CG, ACTB
234	STAT1	1.68e-01	1.8	-2.08	IRF2, CXCR4, FOS, ARRB2
235	HGS	2.90e-01	3.08	-2.21	APP, ACLY, ATP1A1
236	HTT	1.43e-01	1.79	-2.26	CASP1, FPR2, SGK1, GAPDH
237	PLCG2	1.24e-02	0.71	-2.27	CAP1, FCER1G, BTK, WAS, HCST, VAV1
238	UBB	1.57e-01	1.89	-2.27	DUSP1, ADRBK1, ARRB2, ACTB
239	PRKCA	5.03e-05	0.29	-2.28	ANXA2, GSTP1, RPS6, NCF4, TACSTD2, CYBA, ATP1A1, FOS, IQGAP1, ACTB, RHOB, MARCKS, SELL, POU2AF1, ADRBK1, SPP1, BTK, CD9, PRKD2, PTPN6, SGK1, MARK2
240	CHD3	1.48e-01	1.86	-2.32	BCL6, TALDO1, RPL29, SERF2
241	PHLDA3	1.40e-01	1.83	-2.33	RPN2, SSR4, DYNLRB1, ATP5L
242	FLNA	6.01e-02	1.2	-2.35	RPS6KA1, BTK, ARRB2, PRKACB, ACTB
243	HSPA5	2.86e-01	3.24	-2.35	APP, ERP29, ARRB2
244	CDH1	1.35e-01	1.97	-2.58	ACTN1, NEDD9, IQGAP1, PPP1CA
245	KAT5	1.32e-01	2.1	-2.77	APP, LDHA, GAPDH, ACTB
246	ATN1	1.27e-01	2.06	-2.78	GRN, SYVN1, CASP1, GAPDH
247	XPO1	1.27e-01	2.11	-2.84	EIF4A1, PRKD2, IQGAP1, GAPDH
248	CREB1	1.27e-01	2.16	-2.91	CEBPB, RPS6KA1, SGK1, PPP1CA
249	TUBB	4.64e-02	1.4	-3.04	APP, PSTPIP1, RABAC1, ACTB, VAV1
250	C1ORF103	4.27e-02	1.51	-3.39	RAB27A, ATP1B1, PFN1, S100A8, ATF3
251	BCL2	4.15e-02	1.53	-3.47	LGALS3, MYD88, ITM2B, MCL1, PPP1CA
252	PRKDC	4.73e-01	11.23	-4.14	VCP, LASP1, ACTN1, NCF4, RPS6
253	ATM	4.41e-01	10.93	-4.58	VCP, LASP1, RPS6, PPP1CA
254	LYN	7.80e-05	0.72	-5.38	CD79B, DOK2, CD72, FCER1G, DOK3, WAS, BTK, NEDD9, CSK, PTPN6, PIK3CG, ACTB
255	MAPK3	2.08e-04	0.88	-5.81	CEBPB, DUSP1, FOS, ARRB2, ATP1A1, ZFP36L1, PPP1CA, ZFP36, BCL6, ADRBK1, RPS6KA1, RPS3, PRKACB, NDEL1, MCL1
256	PRKCD	1.08e-04	0.86	-6.15	EEF1A1, ADRBK1, RPS6, NCF4, RPS3, CXCR4, PTPN6, CYBA, LCP1, ACTB, PPP1CA
257	FYN	4.75e-04	1.33	-7.85	APP, PTPN18, VCP, FCER1G, WAS, NEDD9, AATK, CD3D, VAV1, CD79B, LDHA, TYROBP, DOK3, BTK, CSK, PTPN6, RIN3
258	AKT1	4.94e-04	1.34	-7.89	VCP, RAB3D, RPS6, NCF4, ARRB2, GATA2, PPP1CA, ZFP36L1, ACLY, RPS3, ZYX, PRKD2, CSK, MARK2, MYD88
259	PAK1	2.86e-01	11.16	-8.12	ARPC1B, RAC2, CASP1, CYBA
260	RPS6KA3	2.19e-01	9.21	-8.62	ACLY, LASP1, ZFP36, CEBPB, RPS6KA1, RPS6, PRKD2, FOS
261	MAPK9	8.16e-04	1.63	-8.88	APP, DUSP1, ZYX, RPS3, RAC2, FOS, ARRB2, JUNB, MARK2, MCL1, NDEL1
262	ABL1	4.41e-04	1.55	-9.23	APP, PTPN18, CEBPB, WAS, NEDD9, VAV1, LGALS3, VPREB1, LASP1, PSTPIP1, DOK2, DOK3, BTK, PTPN6, RIN3
263	CDK1	1.46e-03	1.88	-9.35	PDIA3, EIF4A1, APP, CEBPB, VCP, DUSP1, PKM2, NME2, IQGAP1, PPP1CA, GNAI2, ACLY, ZFP36, MARCKS, LDHA, GNB2, ZYX, GAPDH, PPIA, MCL1, NDEL1
264	PRKCZ	2.20e-01	10.33	-9.66	BTK, PIK3CG, MARK2, TLR2
265	PRKACA	1.50e-03	2.0	-9.91	CD74, CEBPB, ATP1A1, IQGAP1, FPR2, FOS, ACLY, LASP1, MARCKS, RPS19, ADRBK1, IRF2, CSK, LCP1, SGK1, CAMP
266	PRKCE	2.67e-04	1.59	-10.16	RPS19, BTK, RPS3, PRKD2, ENO1, IQGAP1, SLC25A5, GAPDH, PRKACB, ACTB, GNAI2
267	PRKG1	1.19e-01	7.47	-10.37	LASP1, SPP1, GAPDH, PIK3CG
268	MTOR	1.66e-01	9.05	-10.56	RPS6KA1, EIF3F, SGK1, MCL1
269	CSNK1E	1.18e-02	3.4	-10.84	LGALS3, EIF4A1, PKM2, TAGLN2, PRKD2, MIF, PFN1, PPIA
270	CDK2	4.20e-03	2.68	-11.03	CEBPB, BTG1, MS4A3, STX7, TBCA, FOS, PPP1CA, ACLY, MARCKS, ZFP36, ADRBK1, RPS6KA1, ZYX, RPS3, TAGLN2, PTPN6, SGK1, S100A8, MCL1, NDEL1
271	PRKCB	2.58e-03	2.52	-11.41	OSBPL9, CEBPB, ANXA2, ACTN1, LST1, ACTB, EEF1A1, LGALS3, LDHA, MARCKS, ADRBK1, BTK, PRKD2
272	MAPK10	2.43e-03	2.54	-11.58	APP, CEBPB, DUSP1, RAC2, ARRB2, IQGAP1, MARK2, MCL1, NDEL1
273	PDGFRB	3.64e-01	20.33	-11.64	ADRBK1, PIK3CG, VAV1
274	SRC	2.78e-03	2.6	-11.67	APP, PTPN18, ANXA2, ACTN1, WAS, AATK, ENO1, PIK3CG, VAV1, DOK2, ADRBK1, ARHGDIB, CSK, PTPN6, RIN3, GAPDH, PRKACB
275	GSK3B	5.81e-03	3.13	-12.02	APP, CEBPB, CEBPE, STX7, ARRB2, PPP1CA, ACLY, MARCKS, ZFP36, ADRBK1, RPS6KA1, ZYX, RPS3, PLP2, SGK1, PRKACB, JUNB, MARK2, MCL1, NDEL1
276	CSNK2A1	1.45e-02	3.93	-12.15	CD74, APP, EGR1, CDCA7, WAS, ARID3A, FOS, ARRB2, LGALS3, MARCKS, PSMA4, IRF2, CDC42EP3, SPP1, FOSB, EIF3F
277	CDK5	8.41e-03	3.48	-12.19	APP, ACTN1, AATK, CSK, CORO1A, NDEL1, PPP1CA
278	INSR	1.42e-02	4.0	-12.35	APP, ACTN1, CALM3, CSK, PTPN6, ATP1A1, CD3D, VAV1
279	CSNK2A2	3.65e-02	5.29	-12.55	EGR1, LGALS3, GMFG, COTL1, WAS, SPP1, EIF3F, FOS, ARRB2
280	MAPK8	4.73e-02	5.87	-12.72	APP, CEBPB, CEBPE, DUSP1, GSTP1, RAC2, JUNB, S100A11, MCL1, NDEL1
281	CDK4	3.43e-01	21.12	-12.76	CSK, ARRB2, PPP1CA
282	MAP3K1	1.81e-06	1.21	-13.01	RPS9, SSR4, RPS6, ARRB2, RPL10A, ACTB, ARHGAP4, RPS14, RAC2, CALM3, SLC25A5, RPL18, RPS11, RPS13
283	IKBKB	1.91e-05	1.5	-13.04	EEF1A1, NME2, RPS3, CALM3, CSK, FOS, ARRB2, IQGAP1, SGK1, ACTB, MYD88, PPP1CA
284	MAPK14	2.46e-02	4.85	-13.09	DUSP1, GSTP1, STX7, NME2, FOS, ZFP36L1, EEF1A1, MYL4, ACLY, ZFP36, ADRBK1, RPS6KA1, LCP1, SGK1, JUNB
285	IGF1R	6.87e-03	3.56	-13.09	ACLY, VCP, BTK, NEDD9, CSK, ACTB, PIK3CG, VAV1, GNAI2
286	ERBB2	2.82e-01	18.38	-13.38	PTPN18, SH3BGRL3, PIK3CG, VAV1
287	PRKACB	1.97e-02	4.71	-13.57	EGR1, ZFP36, CBFB, RPS6KA1, NME2, PYGL, LCP1
288	CAMK2A	3.95e-02	6.17	-14.22	CEBPB, GLO1, ACTN1, CALM3, IQGAP1, PPP1CA
289	SGK1	1.97e-02	5.76	-16.6	MARCKS, VCP, EIF3F, RABAC1, GAPDH, LTF
290	JAK2	3.78e-03	4.41	-18.52	VCP, BTK, SIRPA, CXCR4, PTPN6, PPIA, VAV1, PIK3CG
291	JAK1	1.60e-01	16.83	-20.02	BTK, CXCR4, PTPN6, PIK3CG
292	TGFBR1	4.21e-01	46.23	-21.06	EEF1A1, GNB2, RNF130, PPP1CA
293	CHUK	1.20e-02	7.03	-22.44	EEF1A1, MYL6, CALM3, ARRB2, ACTB, VAV1, PPP1CA
294	TAF1	3.55e-01	42.5	-24.86	RPL27A, RPS3, FOS
295	PTK2	1.44e-02	9.24	-28.55	CD79B, ACTN1, NEDD9, CXCR4, CSK, GAPDH, PIK3CG
296	MAP3K14	2.40e-09	1.77	-29.51	RPS9, RPL32, RPS6, ARRB2, RPL10A, RPL9, ACTB, EEF1A1, RPL27A, RPS3, CALM3, RPL27, RPL18, RPS11, GAPDH, RPS13, RPS12
297	MAP3K7	3.65e-04	7.55	-46.22	EEF1A1, TRIM30, RPS3, CALM3, PTPN6, ARRB2, FOS, ENO1, ACTB, MYD88
298	MAP3K3	8.52e-07	4.25	-48.28	VCP, IQGAP1, ACTB, GNAI2, PPP1CA, EEF1A1, MYL6, DNAJC7, GNB2, CALM3, SLC25A5, SGK1, GAPDH, PFDN5, S100A8, MARK2
299	RAF1	1.57e-02	17.28	-52.34	EEF1A1, PKM2, TSC22D3, GNB2, ARRB2, PRKACB, VAV1
300	PIK3CA	3.71e-05	9.28	-74.95	GNB2, WAS, RAC2, NEDD9, PFN1, SGK1, HCST, VAV1, RHOB, GNAI2
301	TNIK	1.24e-02	61.09	-194.63	RPS14, RPN2, ANXA2, DSTN, CALM3, TBCA
