	Term	p-value	z-score	CS	Related Genes
240	PRKACA	6.67e-01	12.8	-1.58	NFE2, MARCKS, FPR2, FOS, CAMP
241	CAV1	2.20e-01	2.0	-1.58	PTPN6, NEDD8, PPP1CA
242	HDAC4	2.27e-01	2.02	-1.59	YWHAB, SUMO2, NCF4
243	KAT5	2.24e-01	2.05	-1.61	NDUFV2, GAPDH, HIST2H2AC
244	SMURF2	2.17e-01	2.06	-1.64	EEF1G, ATP5B, UBE2L3
245	HSPA5	7.42e-02	1.08	-1.64	YWHAB, ERP29, ARRB2, GABARAP
246	C1ORF103	2.10e-01	2.15	-1.76	RPLP1, RAB27A, S100A8
247	PAK1	6.61e-01	14.7	-1.87	CYBA, DYNLL1
248	PLK1	6.30e-01	13.67	-2.22	PSMB1, PSMA7
249	ATM	5.44e-01	11.64	-3.1	VCP, HINT1, PPP1CA
250	CDK5	5.61e-01	12.43	-3.21	CORO1A, PPP1CA
251	INSR	4.81e-01	10.6	-3.33	YWHAB, EIF4H, PTPN6
252	SRC	4.87e-01	10.79	-3.35	ANXA2, YWHAB, ARHGDIB, PTPN6, GAPDH, PRKACB, PIK3CG
253	MAPK1	2.67e-03	0.96	-3.92	DUSP1, FOS, ARRB2, DUSP6, PPP1CA, ZFP36, MARCKS, RPS6KA1, RPS3, ZYX, GAPDH, PRKACB, MCL1
254	MAPK9	2.75e-03	1.05	-4.29	NFE2, NUP210, DUSP1, ZYX, RPS3, FOS, ARRB2, DUSP6, MCL1
255	RPS6KA3	3.51e-01	9.76	-4.97	BRD3, ZFP36, YWHAB, RPS6KA1, FOS, SAP30
256	CAMK2A	3.40e-01	9.9	-5.2	YWHAB, GLO1, PPP1CA
257	PRKCE	1.10e-03	1.17	-5.66	COPB2, ATP5B, YWHAB, RPS3, VDAC1, SLC25A5, GAPDH, HNRNPAB, PRKACB
258	GSK3B	2.83e-01	8.65	-5.72	BRD3, MARCKS, ZFP36, NUP210, RPS6KA1, ZYX, RPS3, ARRB2, PRKACB, MCL1, PPP1CA
259	PRKCB	2.70e-01	8.48	-5.91	EEF1A1, LGALS3, MARCKS, ANXA2, YWHAB, LST1
260	MAPK10	2.10e-01	7.24	-5.95	DUSP1, ARRB2, DUSP6, MCL1
261	IGF1R	3.00e-01	9.45	-5.97	VCP, YWHAB, MAPRE1, PIK3CG
262	PRKG1	2.07e-01	7.27	-5.98	GAPDH, CENPA, PIK3CG
263	PRKDC	1.84e-01	6.81	-6.2	VCP, YWHAB, SUMO2, NCF4, CIB1, GABARAP
264	CDK2	9.75e-02	4.76	-6.31	BRD3, NEDD8, FOS, SAP30, PPP1CA, MARCKS, ZFP36, RPS6KA1, ZYX, RPS3, PTPN6, S100A8, MCL1
265	JAK1	5.23e-01	22.61	-6.35	PTPN6, PIK3CG
266	CDK1	1.44e-01	5.98	-6.39	ZFP36, VCP, MARCKS, NUP210, DUSP1, GNB2, ZYX, GAPDH, PPIA, MCL1, NME1, PPP1CA
267	MTOR	2.64e-01	9.05	-6.44	RPS6KA1, CFP, MCL1
268	MAPK8	1.71e-01	6.65	-6.47	NFE2, YWHAB, DUSP1, GSTP1, S100A11, DUSP6, MCL1
269	CSNK2A1	1.54e-02	2.41	-6.61	BRD3, YWHAB, RPS5, CDCA7, FOS, ARRB2, HSP90B1, NME1, EEF1B2, C3, LGALS3, MARCKS, PIP4K2A, ERH
270	CSNK2A2	8.25e-02	4.6	-6.67	EEF1B2, LGALS3, RPLP1, ERH, FOS, ARRB2, HSP90B1
271	PRKCA	1.69e-01	6.84	-6.67	MARCKS, ANXA2, SELL, YWHAB, POU2AF1, GSTP1, NCF4, PTPN6, CYBA, FOS
272	AKT1	9.05e-02	4.89	-6.73	VCP, NCF4, PRG2, RPS3, ZYX, ARRB2, SAP30, PPP1CA
273	MAPK3	1.06e-02	2.22	-6.73	ZFP36, DUSP1, RPS6KA1, RPS3, FOS, ARRB2, PRKACB, DUSP6, MCL1, PPP1CA
274	PRKACB	8.26e-03	2.11	-6.84	ZFP36, CBFB, YWHAB, RPS6KA1, ERH, PYGL, LYZ
275	FYN	1.09e-01	5.56	-7.2	CD79B, VCP, TYROBP, FCER1G, DOK3, YWHAB, PTPN6, DYNLL1, CENPA
276	PRKCD	8.03e-03	2.21	-7.21	EEF1A1, YWHAB, NCF4, RPS3, PTPN6, CYBA, PPP1CA
277	CSNK1E	1.10e-01	5.58	-7.23	BRD3, LGALS3, YWHAB, PPIA, NME1
278	SYK	2.29e-03	1.78	-7.48	CD79B, TYROBP, FCER1G, POU2AF1, RPS6KA1, PTPN6, PIK3CG
279	MAPK14	5.51e-02	4.2	-7.51	EEF1A1, RPL41, ZFP36, DUSP1, YWHAB, GSTP1, RPS6KA1, VDAC1, FOS, S100A9, DUSP6, SAP30
280	ABL1	8.63e-02	5.32	-7.53	C3, LGALS3, GPX1, DOK3, YWHAB, PTPN6, CENPA, PSMA7
281	PRKCZ	1.45e-01	7.29	-7.79	YWHAB, PRG2, PIK3CG, GABARAP
282	LCK	4.36e-02	4.21	-8.16	CD79B, TYROBP, DOK3, PTPN6, GAPDH, PIK3CG
283	LYN	1.14e-01	6.43	-8.18	CD79B, FCER1G, DOK3, PTPN6, PIK3CG
284	ERBB2	3.92e-01	19.18	-8.44	SH3BGRL3, PIK3CG, HSP90B1
285	CHUK	3.30e-01	15.73	-8.65	EEF1A1, ARRB2, PPP1CA
286	SGK1	3.27e-02	4.31	-9.34	MARCKS, VCP, EIF3I, GAPDH, LTF
287	JAK2	1.86e-02	4.16	-10.69	VCP, SLC40A1, SIRPA, PTPN6, PPIA, PIK3CG
288	IKBKB	7.13e-03	3.9	-12.87	EEF1A1, YWHAB, RPS3, FOS, ARRB2, LYZ, PPP1CA
289	BTK	3.37e-04	2.52	-14.85	ATP5B, FTL1, FCER1G, H2AFZ, RPS3, PIP4K2A, PTPN6, GAPDH
290	MAP3K1	7.95e-04	3.03	-15.53	RPS4X, RPS14, RPS9, SSR4, RPS8, ARRB2, SLC25A5, RPL10A, RPS11
291	CDK4	9.99e-02	11.94	-15.81	COPB2, IFI27, ARRB2, PPP1CA
292	PTK2	6.24e-02	10.05	-17.02	CD79B, NEDD8, CIB1, GAPDH, PIK3CG
293	MAPK13	2.00e-05	2.05	-17.43	EEF1B2, EEF1A1, RPS14, MARCKS, DUSP1, YWHAB, RPS3, GAPDH, DUSP6, HSP90B1
294	PIK3CA	4.79e-01	58.31	-18.3	YWHAB, GNB2
295	TAF1	2.64e-01	35.64	-25.37	RPL27A, RPS3, FOS
296	MAP3K7	2.34e-02	12.68	-30.33	EEF1A1, SIVA1, RPS3, PTPN6, ARRB2, FOS
297	TGFBR1	1.49e-01	29.07	-30.72	EEF1A1, GNB2, RNF130, DUSP6, PPP1CA
298	RAF1	2.22e-02	12.93	-31.41	EEF1A1, YWHAB, GNB2, VDAC1, ARRB2, PRKACB
299	MAP3K3	3.17e-03	12.18	-48.24	EEF1A1, VCP, DNAJC7, YWHAB, GNB2, SLC25A5, GAPDH, S100A8, PPP1CA
300	MAP3K14	4.59e-07	4.92	-59.41	RPS9, RPS8, RPS5, ARRB2, RPL10A, RPS4X, EEF1A1, RPL27A, RPS3, RPS2, RPS11, GAPDH, RPS12
301	TNIK	2.07e-01	98.48	-81.02	COPB2, RPS14, ANXA2
