	Term	p-value	z-score	CS	Related Genes
139	Mp0001614 Abnormal Blood Vessel 	1.50e-01	0.56	-0.59	RB1, TMOD1, CLIC4, SPHK1, PON2, H2AFX, LMO2, HRAS1, MPO, COL5A1, TAL1, RPL24, HIST1H1C
140	Mp0002075 Abnormal Coat/Hair Pigmentati 	7.44e-01	2.65	-0.61	LMNA, MCM2
141	Mp0002998 Abnormal Bone Remodeling 	7.95e-01	3.23	-0.63	ANK
142	Mp0002148 Abnormal Hypersensitivity Rea 	7.88e-01	3.22	-0.65	TAX1BP1
143	Mp0002115 Abnormal Skeleton Extremities 	2.44e-01	0.76	-0.65	RYK, E2F1, MT1, HS6ST1, LBR, ANK, ATF4
144	Mp0004087 Abnormal Muscle Fiber 	2.26e-01	0.76	-0.65	TMOD1, RB1, LMNA, E2F1, MPO
145	Mp0005387 Immune System Phenotype 	7.82e-01	3.22	-0.66	E2F2
146	Mp0001145 Abnormal Male Reproductive 	2.31e-01	0.77	-0.66	CAR2, CSDA, UBB, H2AFX, LMNA, E2F1, LBR, ATF4, AQP1
147	Mp0001790 Abnormal Immune System 	7.82e-01	3.24	-0.66	E2F2
148	Mp0000432 Abnormal Head Morphology 	2.57e-01	0.82	-0.68	RB1, LDB1, RYK, UROS, LMNA, HRAS1, SSBP3
149	Mp0000470 Abnormal Stomach Morphology 	7.74e-01	3.26	-0.68	CAR2
150	Mp0001175 Abnormal Lung Morphology 	7.21e-01	2.7	-0.69	FEN1, FNTB, E2F1, HS6ST1
151	Mp0000428 Abnormal Craniofacial Morphol 	7.60e-01	3.21	-0.69	LDB1
152	Mp0002177 Abnormal Outer Ear 	7.69e-01	3.25	-0.69	LMNA
153	Mp0002081 Perinatal Lethality 	1.38e-01	0.63	-0.69	CAR2, FEN1, RYK, HBA-A1, ANK1, RABGEF1, SLC6A9, MAFG, SPNB1, ALDH1A1, E2F1, MCM4, AGRN, LBR, TAPT1, ATF4
154	Mp0002572 Abnormal Emotion/Affect Behav 	6.63e-01	2.32	-0.7	PRNP, SRR, COMT, CLCN3
155	Mp0005197 Abnormal Uvea Morphology 	7.66e-01	3.29	-0.7	ATF4
156	Mp0002111 Abnormal Tail Morphology 	6.02e-01	2.0	-0.7	LMNA, RPL24, SSBP3, HIST1H1C
157	Mp0009745 Abnormal Behavioral Response 	5.58e-01	1.81	-0.7	SLC6A9, PRKAR2B, CLCN3, SOD1
158	Mp0005381 Digestive/Alimentary Phenotyp 	2.16e-01	0.81	-0.71	CAR2, GPX1, SNCA
159	Mp0003953 Abnormal Hormone Level 	2.00e-01	0.77	-0.72	UBB, PRKAR2B, LMNA, E2F1, TXNIP, ADIPOR1, ACSS1, PRKAB1, ATF4, CTSB, SOD1
160	Mp0002116 Abnormal Craniofacial Bone 	6.72e-01	2.43	-0.72	RYK, LMNA, HRAS1, SSBP3, ATF4
161	Mp0001963 Abnormal Hearing Physiology 	6.85e-01	2.45	-0.72	RB1, GPX1, SOD1
162	Mp0005000 Abnormal Immune Tolerance 	3.67e-01	1.15	-0.72	GADD45A, E2F1, E2F2, MT1, MPO, CTSB
163	Mp0001186 Pigmentation Phenotype 	6.05e-01	2.07	-0.73	RB1, LMNA, MCM2
164	Mp0002752 Abnormal Somatic Nervous 	1.97e-01	0.8	-0.74	GPX1, APLP2, LMNA, E2F1, RPL24, E2F2, AGRN, CLCN3, PRKAB1, SNCA, SOD1
165	Mp0000920 Abnormal Myelination 	2.25e-01	0.87	-0.75	LMNA, PRKAB1, LBR
166	Mp0001929 Abnormal Gametogenesis 	5.86e-01	2.07	-0.75	RB1, PRNP, CSDA, UBB, LDB1, LMNA, H2AFX
167	Mp0010329 Abnormal Lipoprotein Level 	5.36e-01	1.83	-0.75	PRKAR2B, PON2, TXNIP
168	Mp0000653 Abnormal Sex Gland 	2.34e-01	0.89	-0.76	CAR2, CSDA, UBB, H2AFX, LMNA, E2F1, LBR, SOD1, SNCA, AQP1
169	Mp0008874 Decreased Physiological Sensi 	2.29e-01	0.91	-0.78	SRR, TXNIP, SNCA
170	Mp0002098 Abnormal Vibrissa Morphology 	7.32e-01	3.24	-0.78	LBR
171	Mp0005334 Abnormal Fat Pad 	5.42e-01	1.94	-0.8	CLCN3, PRKAB1, ATF4
172	Mp0001340 Abnormal Eyelid Morphology 	6.81e-01	2.7	-0.8	ALDH1A1, ATF4
173	Mp0005193 Abnormal Anterior Eye 	3.91e-01	1.36	-0.8	RB1, GPX1, ALDH1A1, RPL24, ATF4
174	Mp0003698 Abnormal Male Reproductive 	5.63e-01	2.12	-0.81	PRNP, CAR2, CSDA, UBB, E2F1, CLCN3, LBR, ATF4
175	Mp0002069 Abnormal Eating/Drinking Beha 	4.88e-01	1.76	-0.81	UBB, SLC6A9, PRKAR2B, APLP2, HRAS1, ACSS1, PRKAB1
176	Mp0002697 Abnormal Eye Size 	6.19e-01	2.41	-0.81	RYK, ATF4
177	Mp0000026 Abnormal Inner Ear 	5.28e-01	1.99	-0.83	RB1, GPX1, SOD1
178	Mp0001970 Abnormal Pain Threshold 	6.29e-01	2.49	-0.83	SLC6A9, E2F1
179	Mp0005391 Vision/Eye Phenotype 	3.20e-01	1.21	-0.84	RB1, CLCN3, LBR, HS6ST1
180	Mp0000163 Abnormal Cartilage Morphology 	2.60e-01	1.02	-0.84	RB1, E2F1, MT1, LBR, ANK
181	Mp0005551 Abnormal Eye Electrophysiolog 	6.10e-01	2.45	-0.85	E2F1, CLCN3
182	Mp0002405 Respiratory System Inflammati 	5.74e-01	2.34	-0.86	E2F2, MT1
183	Mp0002210 Abnormal Sex Determination 	4.12e-01	1.54	-0.86	CSDA, UBB, LMNA, H2AFX, E2F1, SOD1
184	Mp0000377 Abnormal Hair Follicle 	2.73e-01	1.12	-0.87	LMNA, FNTB, AARS
185	Mp0010630 Abnormal Cardiac Muscle 	5.30e-01	2.1	-0.87	TMOD1, RB1, TXNRD2
186	Mp0002092 Abnormal Eye Morphology 	2.57e-01	1.08	-0.89	RB1, CLCN3, HS6ST1
187	Mp0003935 Abnormal Craniofacial Develop 	4.10e-01	1.6	-0.9	UHRF1, HRAS1, SSBP3, CENPA
188	Mp0003755 Abnormal Palate Morphology 	4.77e-01	1.89	-0.9	RYK, LMNA, LBR
189	Mp0001119 Abnormal Female Reproductive 	3.72e-01	1.47	-0.91	RB1, UBB, E2F1, LBR, SOD1
190	Mp0002113 Abnormal Skeleton Development 	2.91e-01	1.21	-0.92	NFE2, UHRF1, E2F1, MT1, HS6ST1, LBR, ATF4
191	Mp0001943 Abnormal Respiration 	2.83e-01	1.21	-0.93	RB1, SLC6A9, ALDH1A1, LMNA, AGRN, LBR, MCM2
192	Mp0001944 Abnormal Pancreas Morphology 	4.27e-01	1.75	-0.94	E2F1, MT1, ATF4
193	Mp0002693 Abnormal Pancreas Physiology 	4.33e-01	1.76	-0.94	E2F1, CTSB, ATF4
194	Mp0000627 Abnormal Mammary Gland 	5.16e-01	2.24	-0.96	RB1, HRAS1
195	Mp0002269 Muscular Atrophy 	6.98e-01	3.42	-0.97	LMNA
196	Mp0009115 Abnormal Fat Cell 	6.98e-01	3.44	-0.97	FEN1
197	Mp0005385 Cardiovascular System Phenoty 	4.42e-01	1.86	-0.99	TXNRD2, TXNIP, SOD1
198	Mp0002452 Abnormal Antigen Presenting 	3.79e-01	1.62	-0.99	RABGEF1, RSAD2, GADD45A, PON2, H2AFX, TAX1BP1, MT1, CLCN3, CTSE, SAMSN1
199	Mp0001544 Abnormal Cardiovascular Syste 	4.42e-01	1.87	-0.99	TXNRD2, TXNIP, SOD1
200	Mp0002925 Abnormal Cardiovascular Devel 	2.77e-01	1.28	-0.99	TMOD1, RB1, CLIC4, TAL1, SPHK1, H2AFX, LMO2, RPL24, HIST1H1C
201	Mp0005464 Abnormal Platelet Physiology 	6.75e-01	3.39	-1.01	GPX1
202	Mp0002932 Abnormal Joint Morphology 	4.94e-01	2.2	-1.01	RPL24, ANK
203	Mp0003115 Abnormal Respiratory System 	6.79e-01	3.43	-1.01	FEN1
204	Mp0005332 Abnormal Amino Acid 	4.82e-01	2.17	-1.03	SRR, GCLM
205	Mp0008569 Lethality At Weaning 	6.71e-01	3.46	-1.03	CLCN3
206	Mp0000767 Abnormal Smooth Muscle 	6.75e-01	3.46	-1.03	SPHK1
207	Mp0004085 Abnormal Heartbeat 	3.45e-01	1.55	-1.04	TMOD1, LMNA, SLC4A1
208	Mp0001542 Abnormal Bone Strength 	1.78e-01	1.1	-1.05	UROS, LMNA
209	Mp0005386 Behavior/Neurological Phenoty 	4.30e-01	1.99	-1.07	PRNP, LBR
210	Mp0004924 Abnormal Behavior 	4.30e-01	2.0	-1.08	PRNP, LBR
211	Mp0002161 Abnormal Fertility/Fecundity 	2.44e-01	1.27	-1.09	CAR2, PRNP, CLIC4, FECH, APLP2, ABCB4, CLCN3, SOD1, CSDA, UBB, LMNA, SPNB1, E2F1, LBR, HIST1H1C, ATF4
212	Mp0002108 Abnormal Muscle Morphology 	6.55e-01	3.53	-1.09	ANK
213	Mp0005164 Abnormal Response To 	6.42e-01	3.5	-1.13	MPO
214	Mp0002971 Abnormal Brown Adipose 	6.46e-01	3.53	-1.13	ADIPOR1
215	Mp0002938 White Spotting 	6.83e-01	3.83	-1.13	RPL24
216	Mp0005395 Other Phenotype 	3.88e-01	1.93	-1.14	XIST, ANK
217	Mp0005023 Abnormal Wound Healing 	3.58e-01	1.83	-1.17	FNTB, MT1
218	Mp0003091 Abnormal Cell Migration 	6.29e-01	3.55	-1.18	FZR1
219	Mp0000681 Abnormal Thyroid Gland 	1.20e-01	1.04	-1.18	E2F1, CTSB
220	Mp0003121 Genomic Imprinting 	1.08e-01	0.99	-1.19	RB1, XIST
221	Mp0005389 Reproductive System Phenotype 	6.29e-01	3.56	-1.19	MT1
222	Mp0005410 Abnormal Fertilization 	6.33e-01	3.6	-1.2	PRNP
223	Mp0000639 Abnormal Adrenal Gland 	6.33e-01	3.63	-1.21	E2F1
224	Mp0008872 Abnormal Physiological Respon 	1.69e-01	1.26	-1.21	SLC4A1, MT1
225	Mp0001905 Abnormal Dopamine Level 	1.78e-01	1.27	-1.22	COMT, SNCA
226	Mp0001756 Abnormal Urination 	3.41e-01	1.82	-1.22	SLC4A1, AQP1
227	Mp0002233 Abnormal Nose Morphology 	3.41e-01	1.83	-1.23	ALDH1A1, HRAS1
228	Mp0000747 Muscle Weakness 	1.82e-01	1.28	-1.23	LMNA, MCM2
229	Mp0003690 Abnormal Glial Cell 	1.01e-01	1.0	-1.24	MT1, CLCN3
230	Mp0002168 Other Aberrant Phenotype 	1.78e-01	1.3	-1.25	XIST, ANK
231	Mp0003221 Abnormal Cardiomyocyte Apopto 	9.70e-02	1.0	-1.25	BNIP3L, PLRG1
232	Mp0004484 Altered Response Of 	1.32e-01	1.13	-1.25	BNIP3L, TXNIP
233	Mp0001915 Intracranial Hemorrhage 	5.96e-01	3.53	-1.26	SPHK1
234	Mp0005375 Adipose Tissue Phenotype 	6.10e-01	3.64	-1.27	E2F1
235	Mp0000647 Abnormal Sebaceous Gland 	1.91e-01	1.36	-1.27	LMNA, SNCA
236	Mp0009250 Abnormal Appendicular Skeleto 	3.10e-01	1.78	-1.28	LMNA, ATF4
237	Mp0001666 Abnormal Nutrient Absorption 	1.65e-01	1.3	-1.28	ABCB4, MT1
238	Mp0001881 Abnormal Mammary Gland 	5.91e-01	3.54	-1.29	RB1
239	Mp0005310 Abnormal Salivary Gland 	1.24e-01	1.14	-1.3	E2F1, CTSB
240	Mp0003763 Abnormal Thymus Physiology 	2.22e-01	1.52	-1.3	KLF13, MT1
241	Mp0003638 Abnormal Response/Metabolism  	3.06e-01	1.81	-1.31	PACS2, MT1
242	Mp0008058 Abnormal Dna Repair 	1.32e-01	1.19	-1.32	FEN1, GADD45A
243	Mp0003137 Abnormal Impulse Conducting 	5.86e-01	3.66	-1.33	LMNA
244	Mp0000049 Abnormal Middle Ear 	5.91e-01	3.67	-1.33	ANK
245	Mp0002095 Abnormal Skin Pigmentation 	5.91e-01	3.67	-1.34	ANK1
246	Mp0000733 Abnormal Muscle Development 	5.81e-01	3.69	-1.34	RB1
247	Mp0004947 Skin Inflammation 	2.79e-01	1.73	-1.35	TAX1BP1, CTSE
248	Mp0005220 Abnormal Exocrine Pancreas 	1.36e-01	1.22	-1.35	E2F1, ATF4
249	Mp0003119 Abnormal Digestive System 	2.00e-01	1.47	-1.37	LDB1, MCM4
250	Mp0005330 Cardiomyopathy 	2.97e-01	1.84	-1.37	LMNA, PLRG1
251	Mp0009785 Altered Susceptibility To 	2.79e-01	1.78	-1.38	CD47, S100A9
252	Mp0001664 Abnormal Digestion 	2.88e-01	1.82	-1.39	TFRC, SNCA
253	Mp0010678 Abnormal Skin Adnexa 	6.21e-02	0.89	-1.4	FNTB, HRAS1
254	Mp0009046 Muscle Twitch 	5.76e-01	3.83	-1.41	MAFG
255	Mp0000762 Abnormal Tongue Morphology 	2.44e-01	1.67	-1.43	RYK, LMNA
256	Mp0002332 Abnormal Exercise Endurance 	6.54e-02	0.97	-1.48	ACSS1, ADIPOR1
257	Mp0002734 Abnormal Mechanical Nocicepti 	2.48e-01	1.75	-1.48	SLC6A9, E2F1
258	Mp0001270 Distended Abdomen 	5.44e-01	3.86	-1.58	RB1
259	Mp0000343 Altered Response To 	5.32e-01	3.85	-1.6	SOD1
260	Mp0001440 Abnormal Grooming Behavior 	5.44e-01	3.91	-1.6	PRNP
261	Mp0003453 Abnormal Keratinocyte Physiol 	5.32e-01	3.86	-1.6	FNTB
262	Mp0008875 Abnormal Xenobiotic Pharmacok 	6.87e-02	1.08	-1.62	CYB5, COMT
263	Mp0002933 Joint Inflammation 	5.09e-01	4.03	-1.78	ANK
264	Mp0003866 Abnormal Defecation 	5.03e-01	4.14	-1.86	GPX1
265	Mp0006035 Abnormal Mitochondrial Morpho 	4.97e-01	4.09	-1.87	ADIPOR1
266	Mp0003693 Abnormal Embryo Hatching 	4.67e-02	1.08	-1.89	BIRC5, CDCA8
267	Mp0003075 Altered Response To 	4.79e-01	3.99	-1.9	GPX1
268	Mp0000427 Abnormal Hair Cycle 	4.91e-01	4.13	-1.91	LMNA
269	Mp0003329 Amyloid Beta Deposits 	4.38e-02	1.07	-1.93	PRNP, DLST
270	Mp0009333 Abnormal Splenocyte Physiolog 	4.66e-01	4.18	-2.07	KLF13
271	Mp0000613 Abnormal Salivary Gland 	4.59e-01	4.18	-2.11	E2F1
272	Mp0004142 Abnormal Muscle Tone 	4.53e-01	4.28	-2.21	SLC6A9
273	Mp0001919 Abnormal Reproductive System 	4.39e-01	4.25	-2.25	MT1
274	Mp0001299 Abnormal Eye Distance/ 	4.39e-01	4.32	-2.29	LMNA
275	Mp0004742 Abnormal Vestibular System 	4.26e-01	4.28	-2.3	RB1
276	Mp0002090 Abnormal Vision 	4.46e-01	4.46	-2.34	CLCN3
277	Mp0005666 Abnormal Adipose Tissue 	4.19e-01	4.5	-2.46	E2F1
278	Mp0001501 Abnormal Sleep Pattern 	4.12e-01	4.42	-2.47	PRNP
279	Mp0003786 Premature Aging 	4.05e-01	4.39	-2.48	LMNA
280	Mp0000685 Abnormal Immune System 	4.05e-01	4.49	-2.54	E2F2
281	Mp0003787 Abnormal Imprinting 	2.80e-02	1.21	-2.55	RB1, XIST
282	Mp0002877 Abnormal Melanocyte Morpholog 	1.53e-02	1.04	-2.61	RB1, LMNA
283	Mp0000749 Muscle Degeneration 	3.90e-01	4.54	-2.67	LMNA
284	Mp0000003 Abnormal Adipose Tissue 	3.60e-01	4.52	-2.88	E2F1
285	Mp0004130 Abnormal Muscle Cell 	3.67e-01	4.58	-2.88	TXNIP
286	Mp0006072 Abnormal Retinal Apoptosis 	3.67e-01	4.72	-2.98	RB1
287	Mp0002006 Tumorigenesis 	3.44e-01	4.59	-3.07	RB1
288	Mp0010307 Abnormal Tumor Latency 	3.36e-01	4.64	-3.11	CTSB
289	Mp0003567 Abnormal Fetal Cardiomyocyte 	3.36e-01	4.69	-3.14	TXNRD2
290	Mp0001853 Heart Inflammation 	3.44e-01	4.81	-3.22	TAX1BP1
291	Mp0002928 Abnormal Bile Duct 	3.28e-01	4.89	-3.3	ABCB4
292	Mp0004859 Abnormal Synaptic Plasticity 	3.44e-01	4.96	-3.32	CLCN3
293	Mp0005085 Abnormal Gallbladder Physiolo 	3.44e-01	5.1	-3.42	ABCB4
294	Mp0003868 Abnormal Feces Composition 	3.03e-01	5.02	-3.66	ABCB4
295	Mp0005083 Abnormal Biliary Tract 	3.36e-01	5.62	-3.77	ANK1
296	Mp0003252 Abnormal Bile Duct 	3.12e-01	5.29	-3.79	ABCB4
297	Mp0002166 Altered Tumor Susceptibility 	2.86e-01	5.11	-3.92	RB1
298	Mp0002396 Abnormal Hematopoietic System 	2.86e-01	5.13	-3.94	LDB1
299	Mp0005187 Abnormal Penis Morphology 	2.60e-01	5.28	-4.37	SNCA
300	Mp0009053 Abnormal Anal Canal 	2.42e-01	5.26	-4.51	GPX1
301	Mp0003300 Gastrointestinal Ulcer 	2.14e-01	5.16	-4.54	RB1
302	Mp0000383 Abnormal Hair Follicle 	2.51e-01	5.55	-4.68	FNTB
303	Mp0003315 Abnormal Perineum Morphology 	2.33e-01	5.49	-4.71	RB1
304	Mp0004043 Abnormal Ph Regulation 	2.33e-01	5.58	-4.8	CAR2
305	Mp0005248 Abnormal Harderian Gland 	1.85e-01	5.01	-4.81	ALDH1A1
306	Mp0001529 Abnormal Vocalization 	2.33e-01	5.64	-4.85	LBR
307	Mp0005379 Endocrine/Exocrine Gland Phen 	2.42e-01	5.65	-4.85	E2F1
308	Mp0004264 Abnormal Extraembryonic Tissu 	2.42e-01	5.68	-4.88	RB1
309	Mp0010030 Abnormal Orbit Morphology 	1.85e-01	5.11	-4.91	LMNA
310	Mp0004185 Abnormal Adipocyte Glucose 	2.23e-01	5.73	-4.92	E2F1
311	Mp0005275 Abnormal Skin Tensile 	2.42e-01	5.87	-5.04	COL5A1
312	Mp0002139 Abnormal Hepatobiliary System 	7.27e-03	1.68	-5.08	ABCB4, ALDH1A1
313	Mp0001346 Abnormal Lacrimal Gland 	1.85e-01	5.41	-5.19	E2F1
314	Mp0010352 Gastrointestinal Tract Polyps 	1.85e-01	5.46	-5.24	MCM2
315	Mp0008260 Abnormal Autophagy 	1.95e-01	5.8	-5.39	BNIP3L
316	Mp0002638 Abnormal Pupillary Reflex 	2.14e-01	6.19	-5.44	RPL24
317	Mp0008438 Abnormal Cutaneous Collagen 	1.85e-01	5.97	-5.73	COL5A1
318	Mp0002163 Abnormal Gland Morphology 	1.65e-01	5.96	-5.86	E2F1
319	Mp0008057 Abnormal Dna Replication 	1.45e-01	6.01	-6.44	FEN1
320	Mp0003195 Calcinosis 	1.13e-01	5.63	-6.58	ANK
321	Mp0002009 Preneoplasia 	1.24e-01	5.8	-6.64	RB1
322	Mp0006054 Spinal Hemorrhage 	1.24e-01	5.81	-6.65	SPHK1
323	Mp0010234 Abnormal Vibrissa Follicle 	1.13e-01	5.91	-6.91	HRAS1
324	Mp0003950 Abnormal Plasma Membrane 	1.35e-01	6.25	-6.94	UGCG
325	Mp0002138 Abnormal Hepatobiliary System 	1.24e-01	6.12	-7.0	ABCB4
326	Mp0005360 Urolithiasis 	1.24e-01	6.23	-7.13	SPNB1
