	Term	p-value	z-score	CS	Related Genes
121	USF1_C2C12_mm9	3.89e-05	-1.17	9.76	EIF4A1, RPL34, DBI, ARRB2, KRTCAP2, ALDH2, CYTIP, ATP6V1E1, RPS11, JUNB, NDEL1, CAP1, DUSP1, ACTN1, 2700094K13RIK, PGD, PSMA4, TAGLN2, GAPDH, ARL8A, ATP6V0E, CD63, GRN, VCP, PRCP, COX5A, CLN5, GNAI2, ATP5L, LDHA, TCTEX1D2, PSAP, SPP1, LRRC8D, RPL18, ATP6V1D, SERF2, NDUFA7, SEPT11, ARPC5, SC4MOL, KLF6, OSTM1, BCL6, GNB2, RPL27A, ZYX, DEGS1, EIF3F
122	POLR2A_ES-Bruce4_mm9	1.92e-05	-1.08	9.64	MIDN, IFITM2, ALAS1, HIBADH, RPL32, TRIOBP, ZFP36, LGALS1, BCL7A, MYEOV2, SH3BGRL3, B2M, RPS13, DUSP1, RPS6, FOS, ATP1B1, RHOB, APRT, EEF1A1, MYL6, 2010107E04RIK, SLC25A5, PFN1, GAPDH, VCP, GSTP1, ATP1A1, ZFP36L1, GNAI2, CST3, SPP1, LRRC8D, S100A11, BC037034, MCTS1, SEPT11, NDFIP1, SHFM1, CMTM6, TBCA, KLF2, PPP1CA, TSPAN14, GNB2, RPL27A, STK17B, CD9, CRLF3, ITM2B
123	TBP_MEL cell line_mm9	3.89e-05	-1.14	9.47	HIST2H2AA2, MIDN, IFITM2, MAST3, NCF4, HBB-B1, SLC2A3, TRIOBP, KRTCAP2, RASSF5, COTL1, FCER1A, MYEOV2, JUNB, RAB8A, RPS13, PSENEN, RPS9, HMHA1, FOS, MYL6, COX7A2L, 2010107E04RIK, ADPRH, TAGLN2, GRN, CEBPB, HDC, GLO1, GNAI2, CST3, TCTEX1D2, NCKAP1L, BC037034, EGR1, PTPN18, NDUFA3, NDUFA1, TBCA, HIGD2A, KLF6, TSPAN14, DHRS7, ARHGAP30, GNB2, ALOX5AP, 2310009A05RIK, MAN2B1, DYNLRB1
124	eGFP-GATA2_K562_hg19	3.89e-05	-1.14	9.46	NDUFA13, MS4A3, BTG1, RPL31, RPL34, RAB3D, DBI, RPL9, MRPL33, FCRLA, RPS19, TMSB4X, ARHGDIB, SH3BGRL3, RPS11, ATP6V1E1, B2M, RPS13, RPS12, CD52, RPS6, STX7, SSU72, MYL4, BTK, ERP29, RPL27, TAGLN2, PRR13, SELPLG, PNKP, GLO1, NEDD9, PRDX5, LDHA, CCL5, NCKAP1L, MCTS1, CD72, SHFM1, NDUFA3, NDUFA1, TBCA, HIGD2A, PPP1CA, LRG1, RPL27A, CDK2AP2, CRLF3
125	POLR2AphosphoS2_MEL cell line_mm9	3.89e-05	-1.14	9.44	HIST2H2AA2, NDUFA13, MIDN, BTG1, ZFAND3, RAB3D, PYGL, RPL10A, ARHGAP4, MRPL33, UBL5, PGLYRP1, RPS11, CLIC1, CAMP, PDIA3, CAP1, SSR4, DUSP1, 2700094K13RIK, SSU72, NME2, HMHA1, VAV1, DOK3, PRKD2, SLC25A5, GAPDH, H2-D1, VPS28, ATP6V0E, LY6E, GSTP1, PNKP, POMP, WAS, CLN5, INPP5K, CSK, NADK, MCTS1, NDUFA1, PSMB8, PPP1CA, HIGD2A, LRG1, CD9, P4HB, MYO1F
126	RCOR1_CH12.LX_mm9	7.69e-05	-1.22	9.39	EIF4A1, SAMD9L, CEBPB, WDR1, RPL31, POMP, WAS, ARRB2, ACTB, ARHGAP4, CLN5, GNAI2, CST3, VPREB3, RPL36AL, H2-DMB1, SIRPA, SH3BGRL3, ACADM, CLIC1, S100A11, SERF2, PDIA3, LYPLA2, NAPSA, TMEM184B, DUSP1, CMTM6, 2700094K13RIK, FOS, SC4MOL, APRT, PSMB9, SCAMP2, EEF1A1, ACLY, COX7A2L, DOK3, BCL6, POU2AF1, ADPRH, 2310009A05RIK, TAGLN2, LTB, DYNLRB1, GAPDH, MYD88, TLR2
127	POLR2A_HepG2_hg19	1.01e-05	-0.98	9.29	EIF4A1, NDUFA13, RPL31, RAB3D, RPL34, HP, RPL10A, RPL9, RPS14, LGALS3, ZFP36, LGALS1, RPS19, RPL36AL, RASSF5, COTL1, MYEOV2, ATP6V1E1, JUNB, TMSB10, B2M, RPL39, PRKACB, RPS13, RPS12, PDIA3, RPS9, SEPX1, ACTN1, RPS6, SSU72, TALDO1, CYBA, ATP1B1, PGD, SCAMP2, COX7A2L, SPATA13, ERP29, RPL27, RIN3, LY6E, PRR13, PFKFB4, VCP, RPN2, GLO1, TWF2, GATA2, PLAC8, GNG10, LDHA, ATP6V1D, MCL1, EGR1, NDFIP1, SHFM1, DSTN, ARPC5, HIGD2A, SLC6A6, BCL6, ARPC3, RPL27A, LRP10, ITM2B, TNFAIP8, BTG1, ALAS1, HIBADH, WDR1, RNPEPL1, DBI, MRPL33, PIGX, UBL5, LASP1, BCL7A, ALDH2, TMSB4X, ACADM, RAB8A, NDEL1, LYPLA2, FCER1G, H2AFV, FOS, APRT, PSMA4, DNAJC7, IRF2, PFDN5, CD63, PRCP, ATP1A1, GNAI2, CST3, ADRBK1, RPS3, CSK, CKB, RPL18, PTPN18, SEPT11, NDUFA7, PKM2, SYVN1, NDUFA1, SORL1, KLF2, PPP1CA, MARCKS, TSPAN14, LRG1, OSTM1, ZYX, FOSB, PTPN6, P4HB, EIF3F
128	PML_MCF-7_hg19	9.30e-05	-1.23	9.27	WDR1, RPL31, ATP1A1, RPL10A, COX5A, PIGX, CST3, LGALS3, UBL5, RPS19, RPL36AL, INPP5K, TMSB10, RPS9, NDUFA7, PKM2, DUSP1, ACTN1, NDUFA1, DSTN, MIF, PPP1CA, APRT, SLC25A5, LRP10, GAPDH, PPIA
129	HDAC1_K562_hg19	3.89e-05	-1.11	9.24	NDUFA13, OLFML2B, MS4A3, HIBADH, RAB3D, RPL34, GMFG, ATP2A3, LRMP, DBI, FAIM3, PIGX, MRPL33, FCRLA, LGALS3, UBL5, COTL1, MYEOV2, OSTF1, CYTIP, RPL39, RPS13, LYPLA2, H2AFV, EEF1A1, ACLY, PSMA4, IL1B, CDC42EP3, SPATA13, IRF2, RPL29, PRR13, SELPLG, HDC, WAS, PRDX5, SPP1, NCKAP1L, SERF2, MARK2, CMTM7, PTPN18, NDUFA3, SYVN1, RAB27A, HIGD2A, EIF3F, LRP10
130	TCF3_myocyte_mm9	6.59e-05	-1.16	9.07	APP, CD63, CEBPB, MIDN, BTG1, HIBADH, AATK, ATP1A1, ENO1, RPL10A, COX5A, ACTB, ZFP36L1, PRDX5, LDHA, LGALS1, BCL7A, RPL36AL, PSAP, COTL1, SH3BGRL3, JUNB, MCL1, EGR1, NDFIP1, H2AFY, LMO4, DUSP1, ACTN1, RPS6, G0S2, AI467606, EEF1A1, KLF6, MARCKS, DNAJC7, CDC42EP3, ZYX, ADSSL1, CALM3, DEGS1, TAGLN2, P4HB, LRP10, PFN1, PPIA, CLEC2D, ATF3
131	ZNF143_K562_hg19	7.69e-05	-1.17	8.97	EIF4A1, NDUFA13, ALAS1, HIBADH, RPL31, RPL34, GLO1, POMP, ATP2A3, WAS, RPL10A, COX5A, PIGX, UBL5, LDHA, KRTCAP2, LBH, ALDH2, TCTEX1D2, MYEOV2, INPP5K, ACADM, JUNB, RNF130, S100A11, MCL1, RPS12, MCTS1, CD74, EGR1, NDUFA7, RPS9, SEPT11, TALDO1, PGD, DOK2, PSMA4, BCL6, GNB2, RPL27A, ERP29, BTK, PTPN6, DYNLRB1, CRLF3, VPS28, MYO1F, PRR13
132	JUND_GM12878_hg19	1.35e-04	-1.23	8.81	RPN2, ZFAND3, PRCP, CLN5, PRDX5, ADRBK1, CCL4, CCL3, JUNB, SEPT11, DUSP1, SYVN1, OSM, FOS, EMP3, RHOB, MYL6, KLF6, MARCKS, BCL6, GNB2, FOSB, CALM3, P4HB, ATF3
133	CTCF_GM12891_hg19	7.69e-05	-1.14	8.8	SELPLG, GSTP1, GLO1, CDCA7, PRCP, ACTB, GNAI2, ARHGAP4, ZFP36L1, CD79B, KRTCAP2, PRDX5, TMSB4X, TCTEX1D2, PSAP, COTL1, MYEOV2, NCKAP1L, SH3BGRL3, ACADM, B2M, ATP6V1D, JUNB, TPD52, NDUFA7, SEPT11, RPS6, CYBA, TBCA, MIF, ATP1B1, PGD, VAV1, PPP1CA, RHOB, EEF1A1, DHRS7, DOK3, SELL, KLHL6, ARPC3, POU2AF1, SPATA13, TAGLN2, PFN1, CRLF3, HCST, TLR2
134	POLR2A_GM12878_hg19	2.21e-05	-0.99	8.75	SAMD9L, NDUFA13, IFITM1, RPL32, RAB3D, RPL34, ENO1, RPL9, RPS14, RPS19, ARHGDIB, RPS6KA1, MYEOV2, ATP6V1E1, TMSB10, JUNB, RPL39, RPS13, RPS12, RPS9, SEPX1, RPS6, SSU72, TALDO1, CYBA, ATP1B1, PGD, SCAMP2, DOK2, SPATA13, BTK, ERP29, RPL27, RIN3, PRR13, RPN2, CDCA7, TWF2, IQGAP1, CD79B, GNG10, PSAP, INPP5K, NCKAP1L, SHFM1, SELL, GNB2, RPL27A, LRP10, TNFAIP8, ALAS1, HIBADH, ATP2A3, LRMP, DBI, SLC2A3, LITAF, MRPL33, PIGX, UBL5, ALDH2, GM2A, BCL7A, TSPO, RAB8A, CD52, FCER1G, ANXA2, H2AFV, RHOB, APRT, PSMA4, LCP1, HCST, PFDN5, PNKP, WAS, CXCR4, PRCP, GNAI2, CLN5, CST3, CCL5, RPL18, CMTM7, PTPN18, SEPT11, NDUFA7, CD72, NDUFA3, NDUFA1, KLF2, PPP1CA, MARCKS, LRG1, OSTM1, KLHL6, STK17B, POU2AF1, FOSB, CD69, CRLF3, CLEC2D, MYO1F
135	ATF2_GM12878_hg19	1.17e-04	-1.16	8.45	IFITM1, NDUFA13, SELPLG, RPL32, HIBADH, GLO1, RPL34, POMP, LRMP, ATP1A1, RPL10A, FAIM3, ATP5L, CLN5, FCRLA, RPS14, GLIPR1, LBH, RPS19, RPL36AL, RGS1, CCL5, ARHGDIB, RAC2, CCL3, RPL18, MCTS1, RPS9, NDUFA7, PKM2, SSU72, FOS, APRT, COX7A2L, ARHGAP30, ARPC3, KLHL6, BTK, TAGLN2, RPL29, PFDN5
136	SP1_GM12878_hg19	9.94e-05	-1.12	8.36	VCP, BTG1, SELPLG, WDR1, RPL31, GMFG, GLO1, DBI, RPL9, SLC2A6, CD79B, UBL5, LBH, RGS1, RAC2, ATP6V1E1, B2M, JUNB, RAB8A, RPS9, NDUFA7, LMO4, ACTN1, STX7, TBCA, ACLY, SLC6A6, KLF6, ARHGAP30, STK17B, ERP29, DYNLRB1, CD69, RPL29, CLEC2D, PRR13
137	CHD2_MEL cell line_mm9	7.28e-05	-1.08	8.31	EIF4A1, VCP, GLO1, HDC, LST1, RPL10A, ACTB, TRIOBP, CST3, LASP1, RPS19, H2-DMB1, ADRBK1, CSK, RPS11, ATP6V1E1, B2M, CLIC1, JUNB, BC037034, CD74, NDUFA7, SSR4, ACTN1, 2700094K13RIK, RPS6, NDUFA1, SYVN1, HMHA1, ARID3A, PGD, PSMB8, VAV1, PSMB9, ARHGAP30, RPL27A, CDK2AP2, ERP29, RPL27, PTPN6, PLP2, ITM2B, H2-D1, H2-AB1, ATP6V0E
138	CHD2_CH12.LX_mm9	7.69e-05	-1.07	8.26	EIF4A1, APP, CEBPB, SELPLG, RPN2, RPL31, GSTP1, GLO1, TWF2, WAS, ATP2A3, NEDD9, SLC2A6, KRTCAP2, LASP1, LGALS1, RPS19, H2-DMB1, SIRPA, SH3BGRL3, CAMP, SERF2, MCTS1, PSENEN, PDIA3, NAPSA, ACTN1, SYVN1, NDUFA1, H2AFV, AI467606, PSMB8, RHOB, EEF1A1, ACLY, TSPAN14, ARHGAP30, FCGR4, GNB2, ADPRH, 2310009A05RIK, PRKD2, MAN2B1, CALM3, PTPN6, DYNLRB1, ATF3, H2-AB1
139	MYC_K562_hg19	2.73e-05	-0.94	8.09	EIF4A1, NDUFA13, OLFML2B, RPL32, RPL31, RPL34, GMFG, RAB3D, ENO1, RPL10A, RPL9, RPS14, ZFP36, RPS19, RPL36AL, MYEOV2, RPS11, ATP6V1E1, RPL39, B2M, TMSB10, RPS13, RPS12, RPS9, RPS6, SSU72, HMHA1, CYBA, MIF, EEF1A1, RAB32, ACLY, COX7A2L, MYL6, DOK2, DOK3, SPATA13, ERP29, BTK, RPL27, TAGLN2, RPL29, PFN1, PPIA, ARL8A, VPS28, GLO1, CDCA7, ZFP36L1, LDHA, PRDX5, INPP5K, NCKAP1L, ATP6V1D, MARK2, NADK, MCTS1, SHFM1, RAB27A, HIGD2A, SLC6A6, RPL27A, GNB2, MAN2B1, ALAS1, HIBADH, WDR1, RNPEPL1, MAST3, ARPC1B, DBI, SLC2A3, RCSD1, CXCL2, TRIOBP, MRPL33, UBL5, LASP1, BCL7A, SH3BGRL3, ACADM, CYTIP, RAB8A, NDEL1, DUSP1, TSC22D3, NME2, H2AFV, VAV1, APRT, PSMA4, DNAJC7, IRF2, ADSSL1, GAPDH, PFDN5, CD63, GRN, CEBPB, SELPLG, GSTP1, PNKP, POMP, COX5A, CCL5, RPS3, LRRC8D, RPL18, RNF130, PTPN18, NDUFA7, SEPT11, PKM2, PLEKHA2, NDUFA3, NDUFA1, G0S2, DHRS7, KLF6, LRG1, OSTM1, KLHL6, STK17B, P4HB, EIF3F, CRLF3
140	ZMIZ1_K562_hg19	1.49e-04	-1.13	8.06	CD63, NDUFA13, SELPLG, RPL32, HIBADH, GLO1, GMFG, POMP, ENO1, PYGL, RPL10A, CD3D, CXCL2, PIK3CG, UBL5, RPS19, BCL7A, RPL36AL, TMSB4X, RPS6KA1, COTL1, CTSH, CSK, CKB, ATP6V1D, RAB8A, PDIA3, RPS9, NDUFA7, PLEKHA2, ACTN1, RPS6, TALDO1, PGD, VAV1, HIGD2A, RHOB, PPP1CA, SCAMP2, RAB32, DOK2, DNAJC7, KLHL6, CD69, RPL29, SLC25A5, PFDN5
141	USF1_myocyte_mm9	1.49e-04	-1.13	8.06	APP, EIF4A1, CD63, GRN, VCP, RPL31, RPL34, PRCP, DBI, COX5A, LITAF, CLN5, GNAI2, ATP5L, KRTCAP2, ALDH2, RPS19, TCTEX1D2, PSAP, CYTIP, RPL18, RPS11, ATP6V1D, SERF2, NDEL1, CAP1, PSENEN, NDUFA7, SEPT11, DUSP1, ACTN1, 2700094K13RIK, NME2, ARPC5, PGD, SC4MOL, KLF6, PSMA4, OSTM1, BCL6, GNB2, ZYX, TAGLN2, DEGS1, EIF3F, GAPDH, ATP6V0E
142	PHF8_K562_hg19	1.49e-04	-1.12	8.03	TNFAIP8, NDUFA13, PFKFB4, OLFML2B, ZFAND3, RAB3D, POMP, ATP2A3, WAS, ARRB2, CORO1A, SLC2A6, CXCL2, CD3D, PIGX, MRPL33, FCRLA, UBL5, LASP1, GM2A, TMSB4X, ATP6V1E1, B2M, JUNB, PRKACB, TPD52, PTPN18, TMEM184B, NDUFA3, RPS6, LAPTM5, H2AFV, HMHA1, SORL1, HIGD2A, SCAMP2, ACLY, OSTM1, IL1B, ERP29, CD9, RPL27, P4HB, CD69, MYO1F, VPS28, PRR13
143	ZZZ3_GM12878_hg19	2.38e-04	-1.18	7.92	NAPSA, RPL32, ANXA2, RPL34, G0S2, H2AFV, RPS14, GLIPR1, DOK2, RPS3, RPL27, EIF3F, RPL29
144	HCFC1_CH12.LX_mm9	7.69e-05	-1.02	7.88	EIF4A1, APP, SAMD9L, GRN, OLFML2B, ALAS1, MAST3, TWF2, WAS, CXCR4, LITAF, CST3, GPI1, KRTCAP2, SH3BGRL3, ACADM, ATP6V1E1, RPL39, JUNB, BC037034, RPS13, SERF2, S100A11, PDIA3, OSBPL9, NAPSA, NDUFA7, FCER1G, H2AFY, NDUFA3, 2700094K13RIK, SYVN1, HMHA1, CYBA, ARID3A, AI467606, COX7A2L, 2010107E04RIK, OSTM1, FCGR4, RPL27A, TAGLN2, RIN3, DYNLRB1, LRP10, PFN1, ITM2B, ATF3
145	CTCF_thymus_mm9	1.49e-04	-1.06	7.61	EIF4A1, TNFAIP8, OLFML2B, GLO1, LRMP, ACAA1A, RPL10A, SLC2A6, CLN5, PIGX, UBL5, LGALS1, GM2A, BCL7A, RPL36AL, TCTEX1D2, RPS3, SH3BGRL3, BC037034, RPS13, NDEL1, MCL1, PDIA3, OSBPL9, PTPN18, NDUFA7, TMEM184B, FCER1G, NDFIP1, NDUFA3, STX7, CMTM6, NME2, TALDO1, ARPC5, ASPRV1, KLF2, HIGD2A, APRT, PSMB9, DHRS7, ARHGAP30, SPATA13, PRKD2, DEGS1, RPL27, H2-D1
146	SRF_K562_hg19	2.63e-04	-1.14	7.6	RPL32, WDR1, GSTP1, IQGAP1, ACTB, CLN5, RPL18, JUNB, MCL1, CAP1, EGR1, SSU72, TALDO1, FOS, EMP3, PGD, MYL6, SPATA13, ZYX, FOSB, DEGS1, DYNLRB1, PFN1, RPL29, PPIA, VPS28
147	USF1_A549_hg19	1.31e-04	-1.05	7.6	EIF4A1, BTG1, MAST3, DBI, ENO1, ARRB2, RPS14, LASP1, KRTCAP2, LBH, RPL36AL, RPS11, ATP6V1E1, JUNB, TPD52, CAP1, PSENEN, RPS9, DUSP1, ACTN1, RPS6, H2AFV, HMHA1, APRT, RAB32, ACLY, COX7A2L, PSMA4, DNAJC7, ERP29, ARHGEF3, RPL27, TAGLN2, RPL29, SLC25A5, PPIA, GAPDH, PRR13, CD63, GRN, PNKP, COX5A, LDHA, PSAP, LRRC8D, RPL18, ATP6V1D, NDUFA7, PKM2, DSTN, ARPC5, HIGD2A, SLC6A6, KLF6, OSTM1, BCL6, STK17B, GNB2, EIF3F, P4HB
148	MYOG_myocyte_mm9	8.34e-05	-0.98	7.48	BTG1, ALAS1, OLFML2B, WDR1, HIBADH, ZFAND3, DBI, ARRB2, RPL10A, LITAF, SLC2A6, ACTB, GPI1, LGALS3, KRTCAP2, ZFP36, PSTPIP1, LASP1, LGALS1, RPS19, GM2A, BCL7A, RPS6KA1, TSPO, SH3BGRL3, OSTF1, PRKACB, CLIC1, JUNB, PDIA3, H2AFY, DUSP1, LMO4, STX7, TALDO1, FOS, MIF, SCAMP2, EEF1A1, RAB32, ACLY, 2010107E04RIK, DNAJC7, ADPRH, SPATA13, CDC42EP3, ERP29, ADSSL1, RPL27, RIN3, PFDN5, CD63, GSTP1, GATA2, SERPINB1A, PRDX5, LDHA, CKB, RPL18, CMTM7, SEPT11, DSTN, G0S2, ARID3A, AI467606, SC4MOL, KLF2, DHRS7, BCL6, GNB2, CDK2AP2, DEGS1, TGFBI, LRP10, CLEC2D
149	eGFP-JUND_K562_hg19	1.49e-04	-1.04	7.43	MS4A3, RPL34, GMFG, NCF4, ATP2A3, DBI, PYGL, CD3D, FAIM3, PIGX, MRPL33, ZFP36, ALDH2, BCL7A, RPS19, RPL36AL, TMSB4X, ARHGDIB, INPP5K, NCKAP1L, RPS11, TMSB10, B2M, RPS13, CAMP, PDIA3, SEPT11, PKM2, ANXA3, NDUFA3, STX7, RAB27A, TALDO1, CYBA, MMP9, SCAMP2, RHOB, APRT, RAB32, DHRS7, DOK2, OSTM1, BCL6, SPATA13, PTPN6, PLP2, PRR13
150	MXI1_CH12.LX_mm9	1.49e-04	-1.03	7.37	NDUFA13, CEBPB, RPL32, HIBADH, GSTP1, RAB3D, WAS, PRCP, PIK3CG, TRIOBP, PIGX, ATP5L, VPREB3, ALDH2, COTL1, MYEOV2, ATP6V1E1, PRKACB, SERF2, BC037034, RPS13, PSENEN, LYPLA2, RPS9, NAPSA, DUSP1, ANXA3, NDUFA3, RPS6, CMTM6, NDUFA1, OSM, H2AFV, RAB27A, FOS, AI467606, EEF1A1, TSPAN14, COX7A2L, DHRS7, DOK3, 2010107E04RIK, RIN3, PTPN6, RPL29, MYO1F, VPS28
151	MAFK_K562_hg19	1.49e-04	-1.03	7.36	CD63, GRN, NDUFA13, VCP, BTG1, RPN2, DBI, PRCP, ATP1A1, ARRB2, CD3D, PIK3CG, MRPL33, FCRLA, UBL5, KRTCAP2, LDHA, GLIPR1, LBH, GM2A, RPS19, RPL36AL, RPS3, NCKAP1L, SH3BGRL3, RPS13, MCTS1, RPS9, ANXA2, LMO4, TSC22D3, SHFM1, NDUFA1, G0S2, EMP3, SCAMP2, HIGD2A, RAB32, PSMA4, KLHL6, ARPC3, BTK, CDK2AP2, DYNLRB1, RPL29, CRLF3, PFDN5
152	SRF_myocyte_mm9	1.64e-04	-1.03	7.29	EIF4A1, MIDN, HIBADH, WDR1, GSTP1, GMFG, RPL10A, RPL9, ACTB, ZFP36, LDHA, GLIPR1, LASP1, RPS19, PSAP, INPP5K, RPL18, RPS11, PRKACB, JUNB, MCL1, OSBPL9, CAP1, EGR1, ACTN1, DSTN, FOS, ARPC5, MYL6, TSPAN14, KLF6, ZYX, FOSB, RPL27, CALM3, TAGLN2, P4HB, PFN1, PPIA, GAPDH, ATF3
153	UBTF_K562_hg19	1.21e-04	-1.0	7.25	NDUFA13, OLFML2B, ALAS1, RNPEPL1, HIBADH, RPL31, ZFAND3, GMFG, RAB3D, RPL34, ATP2A3, DBI, PYGL, ARRB2, RCSD1, SLC2A6, RPL9, PIK3CG, PIGX, UBL5, LGALS3, ZFP36, LASP1, ARHGDIB, RAC2, MYEOV2, CTSH, OSTF1, RPS11, ATP6V1E1, RPL39, TMSB10, RAB8A, TPD52, CD52, ANXA2, H2AFV, CYBA, ATP1B1, ACLY, DNAJC7, CDC42EP3, SPATA13, ADPRH, RPL27, TAGLN2, RPL29, SLC25A5, GAPDH, ARL8A, PRR13, CD63, RPN2, POMP, RPS3, RABAC1, PTPN18, SEPT11, NDUFA3, RAB27A, SLC6A6, DHRS7, LRG1, OSTM1, KLHL6, GNB2, CDK2AP2, CALM3, MYO1F
154	PRDM1_HeLa-S3_hg19	1.93e-04	-1.05	7.24	VCP, CEBPB, MIDN, TNFAIP8, BTG1, PNKP, POMP, SLC2A3, ENO1, RPL10A, CXCL2, ZFP36L1, GNAI2, RPS14, LGALS3, TMSB4X, RASSF5, RABAC1, B2M, TMSB10, MARK2, SERF2, MCL1, SSR4, LMO4, PKM2, SYVN1, H2AFV, PSMB8, EEF1A1, MYL6, PSMA4, BCL6, STK17B, IRF2, ARHGEF3, PLP2, HCST, ARL8A, ATF3
155	POLR2A_endothelial cell of umbilical vein_hg19	9.35e-05	-0.96	7.23	NDUFA13, SAMD9L, ALAS1, IFITM2, OLFML2B, WDR1, RPL32, RPL31, MAST3, RAB3D, GMFG, PYGL, RPL10A, MRPL33, PIGX, LGALS3, UBL5, RPS14, ZFP36, GLIPR1, LASP1, LBH, LGALS1, BCL7A, RPL36AL, RPS6KA1, COTL1, MYEOV2, ACADM, ATP6V1E1, RPS11, JUNB, RPL39, RPS13, RAB8A, RPS12, NDEL1, PDIA3, TPD52, SEPX1, ACTN1, RPS6, SSU72, H2AFV, HMHA1, FOS, PGD, ATP1B1, SCAMP2, PSMA4, DNAJC7, SPATA13, IRF2, PRKD2, RPL27, RIN3, SLC25A5, RPL29, PFDN5, ARL8A, LY6E, CD63, RPN2, TWF2, CXCR4, IQGAP1, COX5A, GNAI2, ATP5L, CST3, GNG10, RPS3, INPP5K, RPL18, ATP6V1D, PTPN18, NDUFA7, NDFIP1, SHFM1, NDUFA1, HIGD2A, PPP1CA, MARCKS, KLHL6, STK17B, FOSB, MAN2B1, CD69
156	eGFP-FOS_K562_hg19	1.49e-04	-1.01	7.21	CD63, GRN, CEBPB, MIDN, RPN2, CEBPE, GLO1, PNKP, GSTP1, MGST2, ARRB2, ENO1, CD3D, LITAF, CXCL2, TRIOBP, FCRLA, PRDX5, VPREB1, CCL5, PSAP, TCTEX1D2, ARHGDIB, COTL1, SH3BGRL3, RABAC1, ATP6V1D, SERF2, LYPLA2, ANXA2, DUSP1, PKM2, LAPTM5, G0S2, FOS, ARPC5, EMP3, EEF1A1, KLF6, LCN2, ZYX, ADSSL1, TAGLN2, PLP2, P4HB, GAPDH, VPS28
157	NELFE_CH12.LX_mm9	1.49e-04	-1.0	7.13	ALAS1, DBI, RCSD1, SLC2A6, ARHGAP4, LASP1, KRTCAP2, BCL7A, SH3BGRL3, OSTF1, ATP6V1E1, JUNB, BC037034, MARK2, RPS12, PDIA3, EGR1, CD72, H2AFY, NDUFA3, 2700094K13RIK, STX7, CMTM6, RPS6, OSM, NME2, SYVN1, NDUFA1, HMHA1, ARID3A, FOS, TBCA, PSMB8, PSMB9, EEF1A1, DHRS7, PSMA4, OSTM1, ARPC3, STK17B, LY6D, CD9, PTPN6, MAN2B1, DYNLRB1, MYO1F, H2-AB1
158	STAT1_GM12878_hg19	1.49e-04	-0.99	7.09	NDUFA13, WDR1, GLO1, NCF4, WAS, ATP2A3, RCSD1, COX5A, TRIOBP, ZFP36L1, CST3, FCRLA, CD79B, LGALS3, UBL5, KRTCAP2, LGALS1, RPS19, RGS1, RAC2, MYEOV2, CTSH, NCKAP1L, RPL18, ATP6V1E1, B2M, RNF130, RAB8A, CD52, CD74, PTPN18, SEPT11, PKM2, SHFM1, RPS6, NDUFA1, TALDO1, PPP1CA, MYL6, DNAJC7, SPATA13, LCP1, GAPDH, CLEC2D, VPS28, MYD88, LY6E
159	STAT3_MCF 10A_hg19	1.17e-04	-0.96	7.04	EIF4A1, IFITM1, IFITM2, BTG1, HIBADH, ZFAND3, RPL34, RAB3D, DBI, ARRB2, PYGL, RPL10A, RPL9, CD3D, LITAF, ACTB, PIGX, UBL5, GLIPR1, KRTCAP2, LGALS1, LBH, GM2A, RPS19, CASP1, EMB, B2M, TMSB10, CAMP, RAB8A, RPS13, RPS12, CAP1, LYPLA2, SEPX1, LMO4, RPS6, MIF, FOS, PGD, RHOB, APRT, EEF1A1, COX7A2L, RPL27, RIN3, TAGLN2, RPL29, PFDN5, PPIA, GRN, RPN2, GSTP1, PNKP, TACSTD2, COX5A, ATP5L, PLAC8, CST3, LDHA, S100A11, MCTS1, NDUFA7, NDFIP1, PKM2, NDUFA3, CMTM6, NDUFA1, ARPC5, HIGD2A, SLC6A6, BCL6, STK17B, CD9, FOSB, DYNLRB1, MYD88
160	ESRRA_GM12878_hg19	3.76e-04	-1.09	6.94	MIDN, BTG1, MAST3, WAS, ENO1, COX5A, GNAI2, ATP5L, VPREB3, LBH, MYEOV2, JUNB, TMSB10, RAB8A, NADK, MCL1, CAP1, PKM2, NDUFA1, CYBA, HIGD2A, PPP1CA, PFN1, SLC25A5, RPL29, PPIA, GAPDH, VPS28
161	RFX5_SK-N-SH_hg19	3.49e-04	-1.07	6.84	TNFAIP8, VCP, GRN, CEBPB, MIDN, BTG1, HIBADH, PNKP, ATP1A1, SLC2A6, RPS6KA1, COTL1, TSPO, OSTF1, B2M, JUNB, CD74, CD72, SSR4, LMO4, PKM2, SYVN1, ATP1B1, PSMB8, RHOB, MYL6, KLHL6, FOSB
162	SRF_MCF-7_hg19	2.32e-04	-1.01	6.83	GRN, PFKFB4, RPL32, RPN2, WDR1, PNKP, IQGAP1, RPL9, ACTB, ZFP36, RPS19, GM2A, RPS3, INPP5K, RPL18, RPS11, PRKACB, JUNB, MARK2, MCL1, MCTS1, CAP1, EGR1, ANXA3, SSU72, RAB27A, DSTN, FOS, PGD, APRT, HIGD2A, MYL6, GNB2, ZYX, FOSB, DEGS1, P4HB, RPL29, PPIA, VPS28
