	Term	p-value	z-score	CS	Related Genes
138	PML_MCF-7_hg19	1.65e-05	-1.18	11.03	DDX6, RPL3, OAT, RPL12, LENG9, ATP1A1, SMG7, USE1, GNA13, UGCG, RABGEF1, TBK1, PUF60, UBB, FTH1, TRA2A, MKNK2, WSB1, ATP1B3, MIF, GADD45G, CCT6A, NFKBIA, RPS29, POLR1D, LRP10, ARF6
139	CEBPB_HeLa-S3_hg19	5.55e-06	-1.07	11.02	CD274, EIF4A1, DYRK3, RPL3, OAT, ZFAND2A, STXBP2, AKAP8L, ODC1, ATP1A1, LITAF, FOXO1, RPS15, GNA13, ALAD, PPP2CB, SNX2, ZNRD1, PUF60, DHX38, JUNB, RHBDL2, CD97, UNC45A, CD164, PRNP, NUDC, WSB1, PLEKHA2, GADD45A, ATP1B3, MIF, VPS37B, TGFBR2, CCT6A, KLF7, SLC25A37, PER1, IMPACT, EIF5, RILPL2, ARPC3, STK17B, PDCD4, RANBP10, UBE2O, RPL27, EIF3D
140	BATF_GM12878_hg19	2.81e-05	-1.22	10.91	SRGN, PANK4, PRNP, CD274, WSB1, STAT3, ZCRB1, MLL5, BZW2, SAMSN1, HERPUD1, NFKBIA, PTP4A2, KLF7, ELF1, UBB, RPS29, POLR1D, RPL24, CCR7, LRP10, SNX8, ATF3, MARK2
141	EGR1_MCF-7_hg19	1.89e-05	-1.18	10.89	CD97, HSPA8, EGR1, CD164, MAP3K1, GGNBP2, TFRC, WBP2, TCF25, ATP1A1, NTAN1, BZW2, LITAF, BACH2, PTP4A2, RNF145, UBL3, RNF19A, PDCD4, DHX38, MATR3, TMBIM6, SKIL, KPNA1
142	TCF12_myocyte_mm9	2.07e-05	-1.19	10.89	CD82, POP4, AW549877, H2-DMA, ADRB2, ALAD, ZNRD1, PUF60, UROD, FTH1, PIM3, HMGN2, HMGN1, CD97, CDT1, EGR1, MEF2C, EGR2, CHKB, TPM4, TAGAP1, F2R, CIRBP, JOSD2, MLL5, LSM4, GADD45G, NISCH, PER1, PRKAR1A, SQSTM1, ATF3, ATF4
143	NR3C1_A549_hg19	1.90e-05	-1.16	10.73	CLIC4, GGNBP2, CD82, CUL3, RPL12, ODC1, EIF4A3, DENND3, ACTB, STIP1, SNN, RNF19A, LMNA, SKIL, JUNB, TNFRSF4, SLC38A2, HIST1H1C, SRGN, HSPA9, HSPA8, KLF13, IFNGR1, GADD45A, STAT3, EMP1, HMHA1, ATP1B3, JOSD2, MLL5, YWHAZ, TGFBR2, NFKBIA, PTP4A1, KLF7, PER1, MORF4L1, PTP4A2, KLF6, ELF1, TXNIP, CCDC86, HBP1, CSNK1G2
144	EP300_HeLa-S3_hg19	1.36e-05	-1.13	10.7	CPM, PRR7, CEBPB, BTG1, RPL32, TFRC, WBP2, SAMSN1, ACTB, ZFP36L1, NUAK2, RNF19A, FTH1, LMNA, MKNK2, JUNB, TBC1D15, HSPA9, PRNP, CD164, MBNL1, MREG, CHKA, IFNGR1, GADD45A, PLEKHA2, STAT3, ARRDC3, EMP1, HMHA1, TGFBR2, PTP4A1, RNF145, PTP4A2, KLF7, KLF6, BCL6, PDCD4, TXNIP, RPL24, HBP1, CSNK1G2, ATF3
145	KAT2A_CH12.LX_mm9	1.20e-05	-1.09	10.44	EIF4A1, CD83, GGNBP2, LDB1, POP4, STXBP2, EIF4A3, ATP2A3, NEDD9, TNFAIP3, STK4, ETS2, RELA, FOXO1, ACTB, RPS15, RPL18A, TRA2A, LMNA, RABAC1, JUNB, TBC1D15, MARK2, RPS13, HIST1H1C, CD164, CSNK1G3, PRNP, NAPSA, NUDC, D8ERTD738E, CHKB, IFNGR1, TSC22D3, VPS37B, PLRG1, SLC25A37, IMPACT, ARPC3, IRF4, RASA1, STRAP, MYH9, SERINC1, PRKD2, HBP1, PFDN5
146	EP300_K562_hg19	3.81e-06	-0.98	10.41	DAZAP2, DYRK3, ISCA1, CD83, TCF25, ZFAND2A, POP4, CETN3, SLC2A1, ATP2A3, SMG7, BZW2, CD3D, USE1, ACTB, BACH2, ARHGAP4, ALAD, ZC3H12D, ZNRD1, LBH, RPL18A, UROD, FTH1, SESN1, RNF19A, EMD, RPL39, RPS13, HIST1H1C, UNC45A, CSNK1G3, RNF44, WSB1, ELOVL5, ARRDC3, PLAUR, ZCRB1, VPS37B, JOSD2, YWHAZ, GTPBP4, PTP4A2, IMPACT, RILPL2, RASA1, POLR1D, TXNIP, RPL24, MATR3, TMBIM6, RPL27, ATF4, CD274, DDX6, OAT, SH2D2A, HVCN1, STXBP2, ATP10D, ATP1A1, SAMSN1, FOXO1, PPP2CB, STIP1, NUAK2, UBB, POLD1, MKNK2, DHX38, HIST1H3H, RABAC1, TBC1D15, RPL19, HSPA9, CD164, HSPA8, UVRAG, MAP3K1, H3F3B, STAT3, CCT6A, NFKBIA, RNF145, EIF5, BCL6, ARPC3, RANBP10, EIF3F, NFKBID, EIF3D, RPS24
147	ATF3_GM12878_hg19	2.13e-05	-1.13	10.3	PANK4, DAZAP2, WBP2, BRI3, POP4, ZFAND2A, TNFAIP3, STK4, ZFP36L1, GNA13, TBK1, SNX2, UROD, SESN1, PLCG2, HMGN2, SNX8, RPS13, RPL19, MAP4K1, UVRAG, CDV3, CD164, CIRBP, VPS37B, ZCRB1, PER1, MORF4L1, STK17B, CCDC86, HBP1, STT3B, EIF3D, UBA52, CSNK1G2, ATF4
148	MAFK_HepG2_hg19	1.01e-05	-1.05	10.29	EIF4A1, ISCA1, BTG1, RPL3, DGKA, POP4, ZFAND2A, BZW2, USE1, ETS2, ZC3H12D, RPS15, TBK1, ZNRD1, UBL3, UROD, SESN1, JUNB, KPNA1, NDEL1, UNC45A, CSNK1G3, WSB1, IFNGR1, ARRDC3, CIRBP, GTPBP4, TGFBR2, PTP4A1, MORF4L1, CCDC86, RPL24, STRAP, MATR3, TMBIM6, UBA52, OAT, WBP2, LENG9, ATP1A1, PUF60, DDRGK1, DHX38, HIST1H3H, RABAC1, TBC1D15, HSPA9, HSPA8, PRNP, GCH1, H3F3B, GADD45A, LSM4, CCT6A, NFKBIA, SLC25A37, KLF6, EIF5, BCL6, ARPC3, RPS29, FOSB, SERINC1, EIF3D, RPS24
149	ZNF143_HeLa-S3_hg19	1.20e-05	-1.07	10.28	EIF4A1, CD274, ISCA1, DYRK3, CLIC4, RPL3, ZFAND2A, EIF4A3, AKAP8L, ATP10D, ATP2A3, LITAF, RPS15, GNA13, ALAD, RABGEF1, PPP2CB, FAM102A, PUF60, UROD, TMEM66, TRA2A, ARIH2, RABAC1, NDEL1, KPNA1, UNC45A, HSPA9, CSNK1G3, CDT1, CD74, NUDC, WSB1, IFNGR1, HMHA1, EMP1, VPS37B, NTAN1, LSM4, KLF2, SLC25A37, RNF145, RILPL2, RASA1, SPATA13, RPL24, ARF6
150	TAF1_GM12891_hg19	1.10e-05	-1.05	10.21	PANK4, CD274, CUL3, STXBP2, EIF4A3, LENG9, ATP1A1, STK4, SAMSN1, USE1, FOXO1, ZFP36L1, STIP1, TBK1, LBH, PUF60, RPL18A, UBB, FTH1, LMNA, TRA2A, NFKBIZ, MKNK2, RPS13, TBC1D15, UNC45A, UVRAG, NUDC, WSB1, CHKA, GCH1, ARRDC3, ATP1B3, PLRG1, GTPBP4, NFKBIA, ARPC3, RPS29, IRF4, IRF1, REL, RPL24, SERINC1, EIF3F, CD69, EIF3D, UBA52
151	CTCF_K562_hg19	9.62e-06	-1.02	10.02	DAZAP2, DYRK3, PRR7, RPL3, DGKD, LDB1, RPL32, CD82, TFRC, TCF25, DGKA, POP4, ZFAND2A, TNFAIP3, SMG7, USE1, BACH2, ETS2, ACTB, ARHGAP4, ZC3H12D, RPS15, ALAD, RABGEF1, TBK1, ZNRD1, UBL3, SESN1, ARIH2, JUNB, KPNA1, CSNK1G3, ST6GAL1, MREG, ELOVL5, IFNGR1, TSC22D3, F2R, ATP1B3, GTPBP4, PTP4A2, FCHSD2, RILPL2, MORF4L2, IRF1, POLR1D, TXNIP, MATR3, TMBIM6, UBA52, CSNK1G2, ARF6, CD274, DDX6, CEBPB, OAT, WBP2, RPL12, ATP10D, STXBP2, ATP1A1, STK4, ZFP36L1, PPP2CB, STIP1, SNX2, PUF60, TMEM66, DDRGK1, MKNK2, SKIL, TBC1D15, CD164, PLK3, GCH1, H3F3B, NTAN1, MLL5, LSM4, SORL1, NFKBIA, SLC25A37, ARPC3, STK17B, RANBP10, UBE2O, EIF3D, RPS24
152	POLR2A_brain_mm9	1.20e-05	-1.03	9.9	CPM, CLIC4, DYRK3, PRR7, GGNBP2, DGKA, STXBP2, D16ERTD472E, CXCR4, STK4, ACTB, ZFP36L1, FAM102A, ZNRD1, SNX2, UBB, POLD1, TRA2A, ARIH2, HIST1H3H, RPL39, EMD, SLC38A2, HSPA8, CD164, PLK3, TPM4, GCH1, ACTN2, F2R, ARRDC3, ATP1B3, ZCRB1, SORL1, GADD45G, PER1, HIST2H3B, ELF1, ARPC3, MYH9, UBE2O, TXNIP, XIST, STT3B, SQSTM1, PFDN5, CSNK1G2
153	USF1_K562_hg19	2.22e-05	-1.07	9.76	EIF4A1, CLIC4, DYRK3, WBP2, BRI3, EIF4A3, IRS2, ATP1A1, STK4, HERPUD1, RPS15, NUAK2, TBK1, SNX2, RPL18A, POLD1, PLCG2, HMGN2, SNX8, TBC1D15, HSPA9, CD164, RNF44, WSB1, ACTN2, ELOVL5, CIRBP, HMHA1, VPS37B, KLF4, GADD45G, NISCH, PTP4A2, PER1, KLF6, BCL6, PRKAR1A, DAD1, STK17B, RPL24, CCDC86, RPL27, EIF3F, UBA52, ATF4
154	PBX3_SK-N-SH_hg19	1.24e-05	-1.01	9.71	CLIC4, ISCA1, BTG1, AKAP8L, BZW2, USE1, RELA, FOXO1, HERPUD1, RAP1B, RPS15, UGCG, RPL18A, UBB, UROD, RNF19A, POLD1, PIM3, JUNB, HIST1H1C, UVRAG, CDV3, NUDC, H3F3B, GADD45A, F2R, STAT3, EMP1, WBP11, LSM4, TGFBR2, CCT6A, NISCH, KLF6, EIF5, NGFRAP1, BCL6, POLR1D, RPL24, CCDC86, FOSB, TMBIM6, XIST, HNRNPC, LRP10, EIF3D, UBA52, ARF6
155	EP300_HepG2_hg19	1.00e-05	-0.99	9.64	CLIC4, BTG1, RPL3, TFRC, POP4, NRM, TNFAIP3, SMG7, HERPUD1, ZC3H12D, RPS15, RABGEF1, TBK1, UBL3, ZNRD1, JUNB, HIST1H1C, IFNGR1, ZCRB1, YWHAZ, GTPBP4, TGFBR2, PTP4A1, NISCH, ELF1, FCHSD2, RILPL2, IRF1, TXNIP, RPL24, RPL27, TMBIM6, UBA52, ATF4, ARF6, CD274, CEBPB, WBP2, ODC1, STXBP2, LENG9, FOXO1, STIP1, SNX2, UBB, DHX38, HIST1H3H, SKIL, SLC38A2, HSPA9, HSPA8, MAP3K1, GCH1, STAT3, MLL5, NFKBIA, CCT6A, SLC25A37, KLF6, BCL6, RPS29, ARPC3, PDCD4, HBP1, LRP10
156	CEBPB_K562_hg19	1.68e-05	-1.03	9.6	DYRK3, RPL3, BTG1, RPL32, POP4, AKAP8L, EIF4A3, IRS2, BZW2, BACH2, ACTB, HERPUD1, ZNRD1, ARIH2, JUNB, HIST1H1C, UNC45A, SRGN, CSNK1G3, ELOVL5, IFNGR1, CIRBP, PLAUR, PLRG1, VPS37B, PTP4A1, NISCH, RILPL2, SPATA13, STRAP, RPL24, ATF4, CD274, GYPA, OAT, WBP2, SH2D2A, STXBP2, ATP1A1, UBB, DDRGK1, SKIL, TBC1D15, RPL19, HSPA9, PLK3, CD164, MAP3K1, GADD45A, HOPX, PER1, SLC25A37, RNF145, BCL6, RANBP10, HNRNPC, EIF3D, RPS24
157	EGR1_ECC-1_hg19	1.86e-05	-1.01	9.29	PANK4, DYRK3, TFRC, BZW2, USE1, LITAF, BACH2, HERPUD1, TBK1, UBL3, LBH, FAM102A, RNF19A, JUNB, EMD, HMGN1, KPNA1, CD97, KLF13, ACTN2, PLAUR, CIRBP, VPS37B, TGFBR2, PTP4A1, NISCH, PTP4A2, IMPACT, FCHSD2, MATR3, TMBIM6, UBA52, GGNBP2, WBP2, ATP1A1, UGCG, DHX38, SKIL, HSPA8, CD164, MAP3K1, CHKA, GCH1, NTAN1, KLF2, GADD45G, RNF145, SLC25A37, KLF6, EIF5, REL, RPS24
158	CEBPD_HepG2_hg19	2.57e-05	-1.01	9.1	EIF4A1, CEBPB, OAT, RPL3, GGNBP2, TFRC, TCF25, NRM, BZW2, FOXO1, ACTB, SNN, UBB, RNF19A, FTH1, LMNA, MKNK2, SLC38A2, RPL19, HSPA9, WSB1, IFNGR1, GADD45A, ATP1B3, PLRG1, NISCH, STK17B, RPL24, SERINC1, HBP1, UBA52, ATF4
159	EBF1_GM12878_hg19	1.95e-05	-0.99	9.08	DYRK3, ISCA1, TFRC, ZFAND2A, AKAP8L, LRMP, ZC3H12D, RABGEF1, LBH, UBL3, UROD, NFKBIZ, GPR171, TBC1D10C, CCR7, CCR6, MAP4K1, CD97, UNC45A, NUDC, MREG, ELOVL5, EMP1, VPS37B, GTPBP4, PTP4A1, MORF4L1, RILPL2, LCK, RASA1, IRF1, RPL24, STRAP, PFDN5, DDX6, CD274, GGNBP2, HVCN1, RPL12, SH2D2A, CXCR5, DENND3, STK4, SAMSN1, FOXO1, CNR2, UBB, DHX38, HIST1H3H, SNX8, PRNP, CD164, HSPA8, CD74, LAPTM5, HS3ST1, NFKBIA, ARPC3, HBP1, CD69, LRP10
160	TBL1XR1_GM12878_hg19	2.54e-05	-1.0	9.05	GGNBP2, OAT, RPL3, RPL32, CD82, TCF25, POP4, SH2D2A, CXCR5, NRM, IRS2, FOXO1, ALAD, GNA13, RABGEF1, UBL3, PUF60, RPL18A, POLD1, MKNK2, GPR171, TBC1D10C, DHX38, PIM3, MARK2, TBC1D15, NUDC, STAT3, HMHA1, VPS37B, NTAN1, YWHAZ, SLC25A37, IMPACT, RILPL2, RPL24, UBE2O, SERINC1, RPL27, XIST, PFDN5, UBA52, EIF3D, RPS24, ATF4, ARF6
161	PAX5_GM12878_hg19	2.53e-05	-1.0	9.03	RPL3, TFRC, ZFAND2A, EIF4A3, AKAP8L, ACTB, HERPUD1, RPS15, ALAD, RPL18A, UROD, FTH1, RNF19A, CYTIP, JUNB, EMD, KPNA1, SRGN, CDV3, WSB1, IFNGR1, ATP1B3, VPS37B, GTPBP4, MORF4L1, RILPL2, IRF1, RPL24, CCDC86, CSNK1G2, OAT, ODC1, STK4, GNA13, STIP1, PUF60, TMEM66, POLD1, HSPA9, EGR1, H3F3B, LSM4, NFKBIA, EIF5, ARPC3, RPS29, REL, CD69, LRP10, EIF3D
162	USF1_H1-hESC_hg19	2.54e-05	-0.99	8.98	DAZAP2, EIF4A1, CLIC4, EIF4A3, IRS2, HERPUD1, KRTCAP3, TBK1, UROD, HMGN2, RNF44, WSB1, ACTN2, HMHA1, VPS37B, JOSD2, ZCRB1, GNL3, NISCH, PTP4A2, NGFRAP1, PRKAR1A, DAD1, TXNIP, RPL24, CCDC86, RPL27, UBA52, ARF6, ATF4, WBP2, BRI3, STXBP2, ATP1A1, STK4, GNA13, NUAK2, SNX2, PLCG2, RABAC1, SNX8, MARK2, TBC1D15, RPL19, HSPA9, SORL1, GADD45G, PER1, RNF145, KLF6, BCL6, STK17B, RANBP10, PDCD4, EIF3F
163	CTCF_GM12878_hg19	1.51e-05	-0.95	8.98	DAZAP2, PRR7, RPL3, DGKD, CD82, LDB1, RPL32, TFRC, POP4, EIF4A3, ETS2, ACTB, BACH2, ARHGAP4, RPS15, ZC3H12D, ALAD, LBH, UBL3, ZNRD1, UROD, ARIH2, CCR6, RPL39, HIST1H1C, UNC45A, MREG, WSB1, TSC22D3, F2R, PLRG1, VPS37B, GTPBP4, PTP4A2, FCHSD2, IRF1, MORF4L2, RPL24, TXNIP, STRAP, CSNK1G2, ARF6, DDX6, CD274, CEBPB, WBP2, RPL12, ATP10D, CXCR5, CXCR4, DENND3, ATP1A1, STK4, FOXO1, ZFP36L1, STIP1, PPP2CB, PUF60, TMEM66, MKNK2, TRA2A, PLCG2, DHX38, SKIL, SLC38A2, MAP3K1, GCH1, GADD45A, NTAN1, SORL1, HS3ST1, GADD45G, NFKBIA, CCT6A, SLC25A37, RNF145, ARPC3, STK17B, UBE2O, FOSB, EIF3D
164	USF1_ECC-1_hg19	2.78e-05	-1.0	8.95	EIF4A1, DYRK3, BTG1, EIF4A3, IRS2, HERPUD1, TBK1, UROD, RNF19A, JUNB, EMD, RNF44, WSB1, ACTN2, ELOVL5, HMHA1, VPS37B, NISCH, IMPACT, NGFRAP1, DAD1, PRKAR1A, ARHGEF3, RPL24, CCDC86, RPL27, UBA52, ARF6, ATF4, ATP1A1, STK4, NUAK2, TRA2A, PLCG2, DHX38, RABAC1, SNX8, TBC1D15, RPL19, HSPA9, CD164, SORL1, GADD45G, RNF145, PER1, KLF6, EIF5, BCL6, STK17B, EIF3F, EIF3D
165	RCOR1_MEL cell line_mm9	4.70e-05	-1.06	8.95	H2-T23, ALAS2, LDB1, WBP2, H2-DMA, H2-M3, AKAP8L, NRM, 1810064F22RIK, CD3G, SLC4A1, THY1, CD3D, H2-DMB2, UBL3, FAM102A, TBK1, CNR2, PUF60, FTH1, CTSE, SKIL, TBC1D15, NDEL1, CD74, MAP3K1, GCH1, TPM4, ELOVL5, GADD45A, F2R, STAT3, LAPTM5, VPS37B, PTP4A2, MORF4L2, REL, UBE2O
166	NFYB_GM12878_hg19	2.54e-05	-0.99	8.92	ISCA1, OAT, AKAP8L, CETN3, ATP10D, NEDD9, RELA, ACTB, ZFP36L1, ALAD, RABGEF1, SNX2, TMEM66, UROD, CCL5, TRA2A, LMNA, ARIH2, HIST1H3H, SNX8, JUNB, HIST1H1C, SRGN, HSPA9, CD74, GADD45A, CIRBP, EMP1, ATP1B3, LSM4, GTPBP4, GNL3, GADD45G, CCT6A, MORF4L1, ELF1, EIF5, MORF4L2, RANBP10, PDCD4, TXNIP, PRKD2, XIST, HNRNPC, LRP10, ARF6
167	HCFC1_K562_hg19	2.54e-05	-0.97	8.78	EIF4A1, CD274, DYRK3, EIF4A3, ATP10D, STXBP2, ODC1, LENG9, ATP2A3, CD3D, SAMSN1, FOXO1, HERPUD1, ALAD, GNA13, RAP1B, PPP2CB, LBH, ZNRD1, SNX2, UBL3, FTH1, DHX38, RPL19, SRGN, UNC45A, UVRAG, NUDC, RNF44, GCH1, ATP1B3, PLRG1, VPS37B, WBP11, KLF2, NISCH, CCT6A, PTP4A2, PER1, B3GNT5, POLR1D, RPL24, UBE2O, UBA52, NFKBID, ARF6
168	POLR2A_GM10847_hg19	2.54e-05	-0.97	8.74	GGNBP2, RPL3, TCF25, AKAP8L, EIF4A3, STXBP2, NRM, TNFAIP3, STK4, FOXO1, RAP1B, PPP2CB, LBH, ZNRD1, PUF60, LMNA, MKNK2, PLCG2, TBC1D10C, DHX38, CYTIP, RPL39, SKIL, TBC1D15, RPS13, RPL19, NDEL1, HSPA9, UNC45A, SRGN, UVRAG, CD164, NUDC, PLRG1, MIF, ZCRB1, GNL3, NISCH, SLC25A37, RPS29, STRAP, RPL24, SERINC1, RPL27, UBA52, EIF3D
169	GATA2_G1E_mm9	8.96e-05	-1.1	8.72	CD97, WSB1, LAPTM5, SLC4A1, BZW2, SAMSN1, LSM4, RABGEF1, NUAK2, RPS29, MKNK2, PDCD4, TXNIP, CTSE, EIF3D, RPL19
170	FLI1_megakaryocyte_mm9	2.43e-05	-0.96	8.64	DAZAP2, AHCTF1, ISCA1, RPL3, RPL32, PPP1R10, ZFAND2A, EIF4A3, NEDD9, STK4, RPS15, ALAD, RABGEF1, CNR2, RPL18A, PUF60, ARIH2, DHX38, JUNB, RPS13, TBC1D15, SRGN, CDT1, RNF44, CHKB, H3F3B, TPM4, F2R, LAPTM5, PLRG1, VPS37B, WBP11, LSM4, GTPBP4, EIF5, ARPC3, PRKAR1A, DAD1, TAX1BP1, TXNIP, RPL24, STRAP, CCDC86, TMBIM6, SERINC1, RPL27, PRKD2, ATF4
171	CHD1_IMR-90_hg19	2.54e-05	-0.96	8.64	DDX6, DAZAP2, ISCA1, CLIC4, TCF25, EIF4A3, DENND3, BZW2, BACH2, RAP1B, RABGEF1, NUAK2, UBL3, RPL18A, TMEM66, TRA2A, ARIH2, JUNB, TBC1D15, RPL19, NDEL1, PLK3, CDT1, HSPA8, KLF13, WSB1, ATP1B3, MLL5, WBP11, SORL1, GNL3, PTP4A2, SLC25A37, FCHSD2, EIF5, BCL6, REL, PDCD4, STRAP, RPL24, HBP1, TMBIM6, EIF3F, SQSTM1, RPS24, ATF4
172	POLR2A_GM18526_hg19	2.54e-05	-0.96	8.63	CLIC4, RPL3, OAT, CD81, SH2D2A, AKAP8L, EIF4A3, ATP10D, ATP2A3, STK4, ALAD, GNA13, ZNRD1, CNR2, PUF60, UBB, CCL5, TBC1D10C, HMGN2, RPL39, HMGN1, HSPA9, SRGN, UVRAG, ST6GAL1, PLEKHA2, CHCHD10, PLRG1, ZCRB1, WBP11, NTAN1, KLF2, GTPBP4, GNL3, NISCH, CCT6A, LCK, RPS29, RANBP10, STRAP, SERINC1, XIST, EIF3D, UBA52, PFDN5, ATF4
173	JUND_SK-N-SH_hg19	4.58e-05	-1.01	8.57	CEBPB, PRR7, BZW2, BACH2, ZNRD1, TMEM66, LMNA, SKIL, JUNB, RPL19, HIST1H1C, CD164, CDT1, PRNP, CDV3, RNF44, MBNL1, GADD45A, PLEKHA2, STAT3, CIRBP, VPS37B, PLRG1, KLF4, MLL5, TGFBR2, SLC25A37, PTP4A2, KLF7, ELF1, KLF6, FCHSD2, BCL6, RPS29, RPL24, FOSB, SNORA65, ATF3
174	PAX5_GM12891_hg19	6.27e-05	-1.03	8.53	GGNBP2, CD83, ZFAND2A, BZW2, GNA13, RNF19A, SLC38A2, SKIL, EMD, JUNB, CD74, UVRAG, KLF13, CIRBP, MLL5, YWHAZ, KLF2, PTP4A2, KLF6, FCHSD2, REL, STRAP, STT3B, LRP10, NFKBID, CSNK1G2
175	POLR2A_HepG2_hg19	6.53e-06	-0.83	8.48	PANK4, EIF4A1, ISCA1, RPL3, DGKD, TFRC, POP4, EIF4A3, NRM, IRS2, BZW2, RPS15, RABGEF1, TBK1, RPL18A, UROD, RNF19A, FTH1, PIM3, JUNB, RPL39, RPS13, HMGN1, CSNK1G3, ARRDC3, ATP1B3, ZCRB1, GTPBP4, TPST2, NISCH, SPATA13, TXNIP, RPL24, RPL27, MATR3, UBA52, ATF4, DDX6, CUL3, RAP1B, UGCG, SOCS3, SNN, DHX38, SKIL, RHBDL2, SLC38A2, SNX8, HSPA9, CDT1, HSPA8, PLK3, EGR1, UVRAG, CHKA, GADD45A, CHCHD10, CCT6A, BCL6, ARPC3, RPS29, REL, SERINC1, LRP10, NFKBID, RPS24, CLIC4, BTG1, LDB1, TCF25, AKAP8L, CETN3, TNFAIP3, ALAD, ZNRD1, ARIH2, EMD, NDEL1, UNC45A, JOSD2, VPS37B, PLRG1, GNL3, TGFBR2, IMPACT, LCK, IRF1, RASA1, MYH9, STRAP, PFDN5, ARF6, OAT, ATP10D, LENG9, ATP1A1, SRR, PUF60, TMEM66, POLD1, TRA2A, MKNK2, LMNA, RPL19, KLF4, SORL1, KLF2, SLC25A37, FOSB, EIF3F, EIF3D
176	YY1_ECC-1_hg19	3.87e-05	-0.97	8.36	DGKD, GGNBP2, POP4, STXBP2, EIF4A3, STK4, BACH2, RELA, RPS15, PPP2CB, RABGEF1, ZNRD1, RPL18A, RABAC1, JUNB, RPS13, RPL19, UNC45A, HSPA9, CSNK1G3, CDT1, NUDC, GCH1, IFNGR1, VPS37B, WBP11, LSM4, CCT6A, NISCH, MORF4L1, ELF1, RASA1, POLR1D, RANBP10, UBE2O, STRAP, RPL27, SERINC1, HNRNPC, EIF3D, UBA52, ARF6
177	RELA_GM19099_hg19	2.54e-05	-0.92	8.33	PANK4, DAZAP2, EIF4A1, CD274, RPL3, BTG1, RPL32, TCF25, HVCN1, RPL12, EIF4A3, CETN3, TNFAIP3, LRMP, STK4, USE1, RPS15, PPP2CB, SRR, TBK1, PUF60, RPL18A, UBB, UROD, TMEM66, CCL5, MKNK2, PIM3, SLC38A2, JUNB, KPNA1, HSPA9, SRGN, NUDC, PLRG1, WBP11, GTPBP4, GNL3, ARPC3, LCK, RPS29, CCDC86, SERINC1, EIF3D, PFDN5, RPS24
178	HSF1_HepG2_hg19	7.87e-05	-1.03	8.29	HSPA9, CCT6A, HSPA8, STIP1, NUDC, UBB, TMEM66, RPS29, MORF4L2, ZFAND2A, STRAP, UBE2O
179	POLR2A_limb_mm9	2.54e-05	-0.91	8.19	PANK4, CPM, CLIC4, 1810026B05RIK, BTG1, RPL32, TCF25, WBP2, RPL12, ADRB2, STK4, ETS1, ZFP36L1, FAM102A, UBB, POLD1, HIST1H3H, SLC38A2, RPL39, RHBDL2, EMD, HIST1H1C, PLK3, CD164, HSPA8, F2R, ARRDC3, ATP1B3, ZCRB1, PLRG1, KLF4, HS3ST1, GADD45G, PER1, HIST2H3B, ELF1, PRKAR1A, KLF9, UBE2O, TXNIP, STRAP, PRKD2, HNRNPC, XIST, SQSTM1, PFDN5
180	UBTF_MEL cell line_mm9	2.54e-05	-0.89	8.04	PANK4, DDX6, CLIC4, AHCTF1, DGKD, BTG1, LDB1, CD81, CUL3, ATP10D, SLC2A1, ATP2A3, ATP1A1, BZW2, ETS1, ETS2, FOXO1, SOCS3, SNN, FAM102A, RNF19A, PIM3, HMGN2, EMD, GRASP, MARK2, NDEL1, HMGN1, MAP3K1, KLF13, CHKA, H3F3B, GCH1, IFNGR1, TSC22D3, ATP1B3, NFKBIA, PTP4A1, PTP4A2, ELF1, IRF1, RASA1, SPATA13, UBE2O, STT3B, ARF6
181	FOXA2_A549_hg19	6.09e-05	-0.96	7.96	OAT, RPL3, WBP2, TCF25, POP4, EIF4A3, IRS2, BZW2, BACH2, RAP1B, FAM102A, PUF60, UBB, FTH1, ARIH2, DHX38, RABAC1, SLC38A2, TBC1D15, NDEL1, CSNK1G3, RNF44, WSB1, H3F3B, TGFBR2, RNF145, DAD1, PDCD4, UBE2O, CCDC86, FOSB, SERINC1, RPL27, EIF3D, UBA52
182	POLR2A_ES-Bruce4_mm9	2.54e-05	-0.87	7.87	CPM, CLIC4, RPL32, RPL12, AW549877, ATP10D, ATP1A1, STK4, ZFP36L1, ALAD, FAM102A, UBB, RPL18A, TRA2A, PLCG2, ARIH2, SLC38A2, SKIL, GRASP, RPS13, KPNA1, UNC45A, CD164, HSPA8, WSB1, H3F3B, GADD45A, ACTN2, ARRDC3, CIRBP, ZCRB1, KLF2, GADD45G, HIST2H3B, ELF1, IMPACT, PRKAR1A, MORF4L2, STK17B, KLF9, CCDC86, MYH9, STT3B, SQSTM1, UBA52, ARF6
183	USF1_HepG2_hg19	7.98e-05	-0.98	7.85	EIF4A1, WBP2, BRI3, STXBP2, EIF4A3, TNFAIP3, STK4, HERPUD1, RPS15, NUAK2, TBK1, SNX2, UROD, PLCG2, HMGN2, SLC38A2, SNX8, TBC1D15, RPL19, HSPA9, RNF44, WSB1, CIRBP, HMHA1, VPS37B, NISCH, PER1, KLF6, NGFRAP1, BCL6, PRKAR1A, DAD1, STK17B, PDCD4, RPL24, EIF3F, UBA52, ATF4
