	Term	p-value	z-score	CS	Related Genes
165	Mp0002069 Abnormal Eating/Drinking Beha 	7.36e-01	1.83	-0.33	MARCKS, PSAP, CCL3, PRCP, APRT
166	Mp0001119 Abnormal Female Reproductive 	7.21e-01	1.85	-0.34	TYROBP, FCER1G, FOS
167	Mp0002116 Abnormal Craniofacial Bone 	6.08e-01	1.39	-0.34	MARCKS, CBFB, LAMP1, FOS, DUSP6
168	Mp0002064 Seizures 	4.95e-01	0.99	-0.34	VCP, GPX4, PSAP, ATOX1
169	Mp0002972 Abnormal Cardiac Muscle 	3.15e-01	0.62	-0.35	MMP9, PIK3CG, H2-AB1
170	Mp0005193 Abnormal Anterior Eye 	5.31e-01	1.1	-0.35	ZFP36, GPX1, PSAP, GLRX
171	Mp0000759 Abnormal Skeletal Muscle 	6.37e-01	1.56	-0.35	VCP, LGALS1, MMP9
172	Mp0005167 Abnormal Blood-Brain Barrier 	2.04e-02	0.17	-0.35	IL1B, MMP9
173	Mp0003948 Abnormal Gas Homeostasis 	6.83e-01	1.76	-0.35	C3, DUSP1, H2-AB1
174	Mp0001731 Abnormal Postnatal Growth 	3.11e-01	0.64	-0.35	ZFP36, GPX1, LYZ2, PSAP, VDAC1, TGFBI, RPL29, ATOX1, H2-AB1, CTSB
175	Mp0005319 Abnormal Enzyme/ Coenzyme 	4.96e-01	1.03	-0.36	GPX1, DUSP1, LYZ2
176	Mp0002135 Abnormal Kidney Morphology 	6.59e-01	1.66	-0.36	PLA2G15, TNFRSF13B, LYZ2, PSAP, CORO1A, APRT
177	Mp0005620 Abnormal Muscle Contractility 	7.25e-01	1.99	-0.36	MMP9, H2-AB1
178	Mp0002557 Abnormal Social/Conspecific I 	5.74e-01	1.31	-0.36	GRN, GPX4, FOS
179	Mp0003984 Embryonic Growth Retardation 	4.18e-01	0.91	-0.37	6720456B07RIK, ALAS1, RPL29, CENPA, UBE2L3
180	Mp0003956 Abnormal Body Size 	2.75e-01	0.63	-0.37	WDR1, CBFB, GSTP1, LYZ2, PRCP, PIK3CG, HINT1, PSAP, SIRPA, FFAR2, B2M, NFE2, FCER1G, GPX1, ANXA2, GPX4, MMP9, ATOX1, DUSP6, APRT, NME1, MARCKS, OSTM1, POU2AF1, PTPN6, TGFBI, RPL29
181	Mp0001943 Abnormal Respiration 	7.30e-01	2.04	-0.37	CBFB, LYZ2, LTB4R1, H2-AB1
182	Mp0001175 Abnormal Lung Morphology 	4.75e-01	1.08	-0.37	PLA2G15, DUSP1, LYZ2, PTPN6, MMP9
183	Mp0001784 Abnormal Fluid Regulation 	6.23e-01	1.62	-0.38	GPX1, CBFB, DUSP1, SLC40A1, H2-AB1
184	Mp0002106 Abnormal Muscle Physiology 	3.27e-01	0.69	-0.38	VCP, LGALS1, H2-AB1
185	Mp0003690 Abnormal Glial Cell 	8.91e-02	0.31	-0.38	GRN, PSAP
186	Mp0002697 Abnormal Eye Size 	5.80e-01	1.39	-0.38	SLC40A1, ATOX1
187	Mp0003635 Abnormal Synaptic Transmissio 	4.03e-01	0.88	-0.38	TYROBP, PSAP, VDAC1, FOS, PRKACB, MMP9
188	Mp0008770 Decreased Survivor Rate 	6.48e-01	1.71	-0.38	NFE2, GAPDH
189	Mp0005386 Behavior/Neurological Phenoty 	3.95e-01	0.9	-0.39	PSAP, FOS
190	Mp0002128 Abnormal Blood Circulation 	3.95e-01	0.9	-0.39	NFE2, CBFB, LYZ2, F13A1, ATOX1, H2-AB1
191	Mp0001672 Abnormal Embryogenesis/ Devel 	4.33e-01	0.98	-0.39	6720456B07RIK, ALAS1, RPL29, CENPA, UBE2L3, HSP90B1
192	Mp0009278 Abnormal Bone Marrow 	2.24e-02	0.19	-0.39	FPR2, MMP9
193	Mp0001544 Abnormal Cardiovascular Syste 	6.64e-01	1.8	-0.39	PIK3CG, H2-AB1
194	Mp0005380 Embryogenesis Phenotype 	4.33e-01	0.99	-0.39	6720456B07RIK, ALAS1, RPL29, CENPA, UBE2L3, HSP90B1
195	Mp0002098 Abnormal Vibrissa Morphology 	7.06e-01	2.16	-0.39	LAMP1
196	Mp0004924 Abnormal Behavior 	3.95e-01	0.92	-0.4	PSAP, FOS
197	Mp0005385 Cardiovascular System Phenoty 	6.64e-01	1.81	-0.4	PIK3CG, H2-AB1
198	Mp0002088 Abnormal Embryonic Growth/Wei 	4.38e-01	1.0	-0.4	6720456B07RIK, ALAS1, RPL29, CENPA, UBE2L3
199	Mp0010630 Abnormal Cardiac Muscle 	4.82e-01	1.15	-0.4	ACADM, PIK3CG, H2-AB1
200	Mp0005369 Muscle Phenotype 	5.29e-01	1.25	-0.4	VCP, LGALS1, H2-AB1
201	Mp0001486 Abnormal Startle Reflex 	4.99e-01	1.17	-0.4	TYROBP, FOS
202	Mp0002092 Abnormal Eye Morphology 	4.85e-01	1.2	-0.41	SEMA4A, PSAP
203	Mp0002873 Normal Phenotype 	1.38e-01	0.46	-0.41	CD52, TPI1, GPX4, H2AFY, LYZ2, FOS, CFP, GABARAP, C3, PLA2G15, CD79B, HINT1, LGALS1, LAMP1, PSAP, ZYX, LY6A, H2-AB1, MCL1, CTSB
204	Mp0002925 Abnormal Cardiovascular Devel 	6.46e-01	1.85	-0.42	ANXA2, IL1B, MMP9, DUSP6, HSP90B1, H2-AB1
205	Mp0002169 No Abnormal Phenotype 	1.35e-01	0.45	-0.42	CD52, TPI1, GPX4, H2AFY, LYZ2, FOS, CFP, GABARAP, C3, PLA2G15, CD79B, HINT1, LGALS1, LAMP1, PSAP, ZYX, LY6A, H2-AB1, MCL1, CTSB
206	Mp0002085 Abnormal Embryonic Tissue 	6.36e-01	1.85	-0.42	6720456B07RIK, GPX4, H2AFZ, SLC40A1, ADNP, CENPA, S100A8, HSP90B1
207	Mp0001697 Abnormal Embryo Size 	4.39e-01	1.05	-0.42	GPX4, SLC40A1, CENPA, HSP90B1, NME1, RBX1
208	Mp0005266 Abnormal Metabolism 	3.10e-01	0.75	-0.42	TALDO1, MPO
209	Mp0000371 Diluted Coat Color 	7.19e-01	2.29	-0.42	RAB27A
210	Mp0003566 Abnormal Cell Adhesion 	8.91e-02	0.34	-0.42	ZYX, MYO1F
211	Mp0001324 Abnormal Eye Pigmentation 	7.16e-01	2.3	-0.42	SEMA4A
212	Mp0006072 Abnormal Retinal Apoptosis 	6.96e-02	0.3	-0.42	FOS, MMP9
213	Mp0005023 Abnormal Wound Healing 	3.26e-01	0.77	-0.42	SLPI, MMP9
214	Mp0000428 Abnormal Craniofacial Morphol 	7.35e-01	2.33	-0.43	LAMP1
215	Mp0002269 Muscular Atrophy 	3.06e-01	0.77	-0.43	C3, PSAP
216	Mp0001756 Abnormal Urination 	3.10e-01	0.77	-0.43	PSAP, APRT
217	Mp0005448 Abnormal Energy Balance 	4.67e-01	1.23	-0.43	C3, PRCP
218	Mp0002896 Abnormal Bone Mineralization 	7.35e-01	2.39	-0.44	LY6A
219	Mp0006082 Cns Inflammation 	5.75e-02	0.29	-0.44	LGALS3, CCL3
220	Mp0002184 Abnormal Innervation 	5.44e-01	1.48	-0.44	PSAP, NME1
221	Mp0003632 Abnormal Nervous System 	3.55e-01	0.91	-0.45	PSAP, ATOX1
222	Mp0005381 Digestive/Alimentary Phenotyp 	4.37e-01	1.13	-0.45	LGALS3, GPX1
223	Mp0003953 Abnormal Hormone Level 	4.96e-01	1.33	-0.46	IL1B, LTB4R1, PSAP, RAB27A, CLEC2D, LY6E, CTSB, H2-AB1
224	Mp0003111 Abnormal Nucleus Morphology 	3.14e-01	0.85	-0.47	TGFBI, CENPA
225	Mp0001663 Abnormal Digestive System 	3.26e-01	0.87	-0.48	LGALS3, GPX1
226	Mp0000631 Abnormal Neuroendocrine Gland 	6.75e-01	2.35	-0.49	RAB27A
227	Mp0009115 Abnormal Fat Cell 	6.71e-01	2.37	-0.5	LY6A
228	Mp0000266 Abnormal Heart Morphology 	4.91e-01	1.47	-0.51	PLA2G15, CBFB, ACADM, CENPA, MMP9, DUSP6, PIK3CG, LY6E, H2-AB1, HSP90B1
229	Mp0002733 Abnormal Thermal Nociception 	3.18e-01	0.92	-0.51	LGALS1, SLC40A1
230	Mp0005595 Abnormal Vascular Smooth 	6.64e-01	2.34	-0.51	MMP9
231	Mp0008569 Lethality At Weaning 	6.44e-01	2.35	-0.53	PSAP
232	Mp0009250 Abnormal Appendicular Skeleto 	6.48e-01	2.35	-0.53	CBFB
233	Mp0001614 Abnormal Blood Vessel 	5.16e-01	1.6	-0.53	PLA2G15, CBFB, ANXA2, IL1B, PSAP, ACADM, MMP9, MPO, H2-AB1
234	Mp0002971 Abnormal Brown Adipose 	6.19e-01	2.34	-0.54	C3
235	Mp0001664 Abnormal Digestion 	6.28e-01	2.36	-0.55	PSAP
236	Mp0000490 Abnormal Crypts Of 	6.02e-01	2.36	-0.58	GPX1
237	Mp0005410 Abnormal Fertilization 	6.06e-01	2.41	-0.59	TALDO1
238	Mp0000639 Abnormal Adrenal Gland 	6.06e-01	2.41	-0.59	LY6E
239	Mp0000762 Abnormal Tongue Morphology 	5.83e-01	2.42	-0.65	CBFB
240	Mp0001881 Abnormal Mammary Gland 	5.64e-01	2.42	-0.7	NME1
241	Mp0000733 Abnormal Muscle Development 	5.54e-01	2.48	-0.72	LGALS1
242	Mp0000049 Abnormal Middle Ear 	5.64e-01	2.49	-0.72	DUSP6
243	Mp0003763 Abnormal Thymus Physiology 	5.59e-01	2.5	-0.72	CORO1A
244	Mp0003385 Abnormal Body Wall 	5.59e-01	2.53	-0.73	MARCKS
245	Mp0004215 Abnormal Myocardial Fiber 	4.78e-01	2.56	-0.88	MMP9
246	Mp0001764 Abnormal Homeostasis 	4.78e-01	2.57	-0.89	MMP9
247	Mp0002168 Other Aberrant Phenotype 	5.07e-01	2.58	-0.89	MARCKS
248	Mp0001542 Abnormal Bone Strength 	5.07e-01	2.58	-0.89	LY6A
249	Mp0006138 Congestive Heart Failure 	4.66e-01	2.54	-0.89	H2-AB1
250	Mp0003943 Abnormal Hepatobiliary System 	5.01e-01	2.59	-0.9	CBFB
251	Mp0003453 Abnormal Keratinocyte Physiol 	5.07e-01	2.63	-0.91	MMP9
252	Mp0002751 Abnormal Autonomic Nervous 	5.01e-01	2.68	-0.92	PSAP
253	Mp0004484 Altered Response Of 	4.42e-01	2.65	-1.05	DUSP6
254	Mp0002090 Abnormal Vision 	4.23e-01	2.77	-1.11	CLN5
255	Mp0004036 Abnormal Muscle Relaxation 	3.96e-01	2.66	-1.15	PIK3CG
256	Mp0000538 Abnormal Urinary Bladder 	3.89e-01	2.71	-1.17	APRT
257	Mp0001501 Abnormal Sleep Pattern 	3.89e-01	2.73	-1.18	FOS
258	Mp0004883 Abnormal Blood Vessel 	4.03e-01	2.74	-1.18	MMP9
259	Mp0004742 Abnormal Vestibular System 	4.03e-01	2.79	-1.2	CYBA
260	Mp0000604 Amyloidosis 	3.75e-01	2.85	-1.29	CTSB
261	Mp0001661 Extended Life Span 	2.69e-01	2.63	-1.54	C3
262	Mp0000750 Abnormal Muscle Regeneration 	3.39e-01	2.98	-1.56	LGALS1
263	Mp0001727 Abnormal Embryo Implantation 	3.32e-01	2.92	-1.57	TYROBP
264	Mp0004084 Abnormal Cardiac Muscle 	2.53e-01	2.75	-1.61	PIK3CG
265	Mp0002166 Altered Tumor Susceptibility 	2.69e-01	2.77	-1.62	PSMB8
266	Mp0003879 Abnormal Hair Cell 	2.69e-01	2.79	-1.63	PSAP
267	Mp0010307 Abnormal Tumor Latency 	3.17e-01	2.95	-1.64	CTSB
268	Mp0005076 Abnormal Cell Differentiation 	2.93e-01	2.96	-1.68	HSP90B1
269	Mp0003279 Aneurysm 	2.61e-01	2.88	-1.68	MMP9
270	Mp0000751 Myopathy 	2.69e-01	2.9	-1.69	VCP
271	Mp0003828 Pulmonary Edema 	2.69e-01	2.93	-1.71	DUSP1
272	Mp0003890 Abnormal Embryonic-Extraembry 	2.53e-01	2.93	-1.71	HSP90B1
273	Mp0003693 Abnormal Embryo Hatching 	2.69e-01	2.93	-1.71	6720456B07RIK
274	Mp0004134 Abnormal Chest Morphology 	2.85e-01	3.01	-1.73	CBFB
275	Mp0002909 Abnormal Adrenal Gland 	2.44e-01	2.91	-1.73	LY6E
276	Mp0000465 Gastrointestinal Hemorrhage 	2.85e-01	3.01	-1.73	FFAR2
277	Mp0009053 Abnormal Anal Canal 	2.27e-01	2.79	-1.75	GPX1
278	Mp0005058 Abnormal Lysosome Morphology 	2.93e-01	3.09	-1.75	LAMP1
279	Mp0001849 Ear Inflammation 	2.69e-01	3.07	-1.8	WDR1
280	Mp0002277 Abnormal Respiratory Mucosa 	2.36e-01	2.9	-1.8	FPR2
281	Mp0002876 Abnormal Thyroid Physiology 	2.27e-01	2.94	-1.84	H2-AB1
282	Mp0004782 Abnormal Surfactant Physiolog 	2.36e-01	2.98	-1.85	LYZ2
283	Mp0008260 Abnormal Autophagy 	1.82e-01	3.5	-2.63	VCP
284	Mp0002877 Abnormal Melanocyte Morpholog 	1.55e-01	3.42	-2.98	RAB27A
285	Mp0003303 Peritoneal Inflammation 	1.45e-01	3.4	-2.99	LGALS3
286	Mp0010386 Abnormal Urinary Bladder 	1.64e-01	3.56	-2.99	PSAP
287	Mp0004510 Myositis 	1.45e-01	3.47	-3.05	H2-AB1
288	Mp0002837 Dystrophic Cardiac Calcinosis 	1.64e-01	3.66	-3.08	MMP9
289	Mp0003191 Abnormal Cellular Cholesterol 	1.55e-01	3.56	-3.1	HP
290	Mp0009840 Abnormal Foam Cell 	1.55e-01	3.7	-3.22	PLA2G15
291	Mp0003950 Abnormal Plasma Membrane 	1.26e-01	3.96	-3.85	GLRX
292	Mp0003806 Abnormal Nucleotide Metabolis 	1.26e-01	4.39	-4.26	TALDO1
