	Term	p-value	z-score	CS	Related Genes
34	TCFAP2C_ChIP-ChIP_TROPHOBLAST STEM CELLS_Mouse	3.44e-16	-1.18	39.02	MTCH1, YWHAB, RPL31, RPLP1, SLC40A1, CIB1, ARRB2, LGALS3, UBL5, KRTCAP2, ZFP36, HINT1, LGALS1, TUBB5, RNPEP, RPS6KA1, ACADM, RPS11, CTSB, BRD3, GPX1, NUP210, ANXA2, GPX4, IMP3, NSMCE1, 3300001P08RIK, UTP11L, DYNLL1, UQCR, DUSP6, EEF1G, S100A6, ERP29, CHI3L1, EIF1B, PPIA, LY6E, GRN, VCP, GLO1, CDCA7, PRCP, NEDD8, CENPA, COX5A, GSPT1, NUP160, GABARAP, ATP5L, PSAP, SERF2, MCL1, ARPC5, ATOX1, HIGD2A, SFRS1, MARCKS, GNB2, RPL27A, ZYX, PTPN6
35	ZFP42_ChIP-ChIP_MESC_Mouse	1.26e-12	-1.48	37.52	NDUFB8, TNFAIP8, IFITM2, 1190017O12RIK, DBI, UQCRH, MRPL33, ATP5L, UBE2L3, EEF1B2, ATP5B, RPS14, FTL1, TUBB5, ALDH2, RASSF5, 2310036O22RIK, SUMO2, HIST1H2AD, ACADM, HIST1H2AF, RPS11, CHCHD1, MCL1, NDUFA9, PSENEN, RPS9, CCDC56, NDUFA3, NDUFA2, 2700094K13RIK, RPL13A, SFRS1, CYBASC3, EEF1A1, DNAJC7, LCN2, SFXN1, ERH, ITM2B
36	KLF4_ChIP-Seq_MESC_Mouse	5.72e-15	-1.22	37.16	IFITM3, YWHAB, CIB1, PYGL, EEF1B2, LGALS3, KRTCAP2, HINT1, RASSF5, TMSB4X, RPS6KA1, SUMO2, ACADM, RPS11, SEC13, GPX1, ANXA2, GPX4, RPS8, 4632417K18RIK, RPS5, 2700094K13RIK, 1810027O10RIK, EEF1A1, ERP29, PPIA, ARL8A, LY6E, GRN, CBFB, MRPS33, POMP, 1110003E01RIK, PRCP, MRPL12, CENPA, COX5A, UQCRH, NUP160, GABARAP, CST3, PSAP, EIF4H, RPS2, RNF130, NDUFA7, RPL41, SIVA1, 1500032L24RIK, AI467606, PPP1CA, CYBASC3, RPS25, TSPAN14, OSTM1, PTPN6, 2310016M24RIK
37	SOX17_ChIP-Seq_XEN_Mouse	1.50e-13	-1.32	36.2	ANAPC13, IFITM2, WDR1, RPL31, GLO1, 1190017O12RIK, CDCA7, SLC40A1, MGST2, ARRB2, ATP5G2, UQCRH, NUP160, CST3, FCRLA, UBL5, CENTD3, P2RY5, TUBB5, PSAP, RPS3, ACADM, OSTF1, RPS11, CTSB, 1810033B17RIK, RPL41, HIST1H2AH, RPS5, SSR3, RNASE6, RAB27A, RPL13A, OOSP1, FOS, PRSS34, ATOX1, NME1, EEF1A1, RPS26, RPS25, MARCKS, RPL27A, ZYX, ERH, DYNLRB1, PPIA, 2310016M24RIK
38	SETDB1_ChIP-Seq_MESC_Mouse	5.48e-13	-1.31	34.2	GRN, IFITM1, IFITM2, ARL6IP1, 1190017O12RIK, LST1, 1110003E01RIK, DBI, GLRX, ATP5G3, RPL10A, CENPA, PSMB10, UBE2L3, UBL5, RPS14, CENTD3, FTL1, KRTCAP2, TUBB5, ALDH2, SUMO2, SH3BGRL3, ACADM, CD52, NUP210, DUSP1, H2AFZ, UBE2E2, CYBA, ARPC5, UTP11L, PGD, ATOX1, PSMB9, RAB32, COX7A2L, GNB2, LTB4R1, BOLA2, ZYX, ERP29, SFXN1, PTPN6, VDAC1, GAPDH, ARL8A, CNIH4
39	E2F4_ChIP-Seq_LYMPHOBLASTOID_Human	2.26e-18	-0.9	34.17	SLC46A3, ARL6IP1, RPLP1, ATP5C1, PYGL, ARRB2, HIST2H2AC, LGALS3, KRTCAP2, LAMP1, ALDH2, RPL36AL, RASSF5, RNPEP, RPS6KA1, VPS35, SH3BGRL3, ACADM, PRKACB, CHCHD1, TPI1, ANXA2, IMP3, RPS8, SSU72, TALDO1, FOS, PGD, DYNLL1, NUDT16L1, APRT, EEF1G, PLA2G15, PGP, ERP29, ERH, AURKAIP1, GAPDH, CBFB, GSTP1, POMP, PRCP, COX5A, UQCRH, GSPT1, NUP160, GABARAP, HSP90B1, CLN5, ATP5B, PRDX5, TMEM208, RPS2, NADK, S100A11, MCL1, POLR2L, SIVA1, RAB27A, ARPC5, MRPL23, PPP1CA, CYBASC3, RPS25, TSPAN14, POU2AF1, RPL27A, CDK2AP2, DEGS1, PTPN6
40	PHF8_ChIP-Seq_HELA_Human	8.53e-14	-1.21	33.83	TRUB2, COPB2, VCP, ALAS1, CBFB, WDR1, ARL6IP1, RPLP1, GLO1, RPL10A, PSMA7, UQCRH, ATP5B, RPS14, HINT1, EIF4H, PIP4K2A, B2M, TXNDC5, NDUFA9, NDUFA7, SEC13, TPI1, H2AFY, RPS8, H2AFZ, RPS5, SHFM1, SSU72, UBE2E2, HNRNPAB, APRT, HIGD2A, ATP5J2, CYBASC3, EEF1A1, RPS26, SPCS1, RPL27A, ERH, GAPDH, ARL8A
41	ESR1_ChIP-ChIP_ liver_Mouse	1.21e-09	-1.77	33.5	SEMA4A, SLC40A1, ETFB, CENPA, AKR1A4, PSMB10, ATP5L, C3, EEF1B2, COX7A2L, LRG1, SLPI, ALDH2, RNPEP, B2M, PPIA, SERF2, TMEM14C, CTSB
42	PPARG_ChIP-PET_3T3-L1 preadipocyte _Mouse	2.13e-08	-2.05	33.24	YWHAB, HP, MGST2, DBI, ETFB, ATP5G3, COX5A, C3, CCL9, ERP29, SFXN1, ACADM, 2310016M24RIK, S100A8
43	THAP11_ChIP-Seq_MESC_Mouse	1.56e-09	-1.68	31.36	MRPS33, 1190017O12RIK, NEDD8, ATP5G2, GSPT1, 2310036O22RIK, PSMB1, RPS3, CTSB, SEC11C, RPS12, BRD3, PSENEN, CCDC56, 1110020P15RIK, NDUFA3, HIST1H2AK, SSU72, 3110001D03RIK, SFRS1, HIGD2A, NME1, CYBASC3, RPS26, DNAJC7, CNIH4
44	HSF1_ChIP-Seq_STHDH STRIATAL_Mouse	3.43e-08	-1.99	31.34	IFITM2, WDR1, PSMA7, MRPL33, HSP90B1, LY6C1, ZFP36, LGALS1, ALDH2, HIST1H2AF, NADK, CTSB, MCL1, TPI1, ANXA2, HIST1H2AI, DUSP1, 1500032L24RIK, 1110020P15RIK, HIST1H2AH, DYNLL1, PGD, NME1, ATP5J2, RAB32, TYROBP, D10ERTD641E, GAPDH
45	RUNX1_ChIP-Seq_MEGAKARYOCYTES_Human	5.26e-23	-0.65	31.17	IFITM3, RPL31, NCF4, ATP5C1, EEF1B2, LGALS3, RPS14, KRTCAP2, LGALS1, LAMP1, RASSF5, RPS6KA1, PIP4K2A, CHCHD1, RPS9, NUP210, HIST1H2AH, IMP3, RPS8, RPS5, RNASE6, NSMCE1, TALDO1, RBX1, SAP30, EEF1A1, PLA2G15, TYROBP, S100A6, ERH, ADNP, RPL29, EIF1B, PPIA, LY6E, ANAPC13, CDCA7, MRPL12, UQCRH, GSPT1, HSP90B1, PLAC8, C3, ATP5B, PRDX5, NDUFV2, SERF2, NFE2, SIVA1, ARPC5, MRPL23, RPS26, RPS25, GNB2, RPL27A, WDR1, YWHAB, DBI, MRPL36, ARRB2, ATP5G2, UBL5, SH3BGRL3, FFAR2, ACADM, FCER1G, MRPS24, H2AFY, DUSP1, ANXA3, SSR3, RPL13A, H2AFV, FOS, DYNLL1, MMP9, DUSP6, DNAJC7, GAPDH, LTF, C1QB, POMP, GLRX, PRCP, COX5A, FGD2, CLN5, CST3, TMEM208, RNF130, NDUFA3, NDUFA2, COX6C, ATOX1, TSPAN14, SPCS1, OSTM1, POU2AF1, ALOX5AP, OCIAD1, ZYX, PTPN6, MYO1F
46	GFI1B_ChIP-Seq_HPC-7_Mouse	3.64e-14	-1.06	30.43	IFITM3, CBFB, RPL31, RPLP1, POMP, LST1, CDCA7, PLD4, MGST2, PRCP, NEDD8, ARRB2, ACAA1A, RPL10A, COX5A, MPO, NUP160, CLN5, HINT1, LGALS1, PSAP, SIRPA, NDUFV2, POLR2J, CHCHD1, MCL1, TIMM8B, GPX1, HIST1H2AK, RAB27A, ARPC5, MRPL23, AI467606, MMP9, DUSP6, HIGD2A, SFRS1, 2310014H01RIK, TYROBP, PGP, ZYX, VDAC1, AURKAIP1, EIF1B, PPIA, 2310016M24RIK, ARL8A, MYO1F
47	EOMES_ChIP-ChIP_TROPHOBLAST STEM CELLS_Mouse	1.19e-11	-1.29	30.07	ANAPC13, VCP, ARL6IP1, YWHAB, RPL31, RPLP1, CDCA7, SLC40A1, PRCP, ATP5G3, ATP5G2, GABARAP, HSP90B1, MRPL33, CLN5, LGALS3, KRTCAP2, ZFP36, RNPEP, PSAP, ACADM, CHCHD1, MCL1, RPS12, CTSB, NDUFA9, CD52, GPX1, ANXA2, HIST1H2AH, H2AFZ, TALDO1, MRPL23, MMP9, DUSP6, TSPAN14, MARCKS, SLPI, GNB2, CDK2AP2, ERH, LY6E
48	CREB1_ChIP-Seq_HIPPOCAMPUS_Rat	1.58e-16	-0.88	29.73	ATP5G2, RPS14, KRTCAP2, H2-OB, PRKACB, B2M, CHCHD1, BRD3, H2AFY, SSR4, GPX4, DUSP1, SSU72, RPL13A, H2AFV, FOS, DUSP6, RBX1, SAP30, 1810027O10RIK, EEF1A1, EEF1G, 1810006K21RIK, PGP, VDAC1, ADNP, SLC25A5, MAPRE1, GAPDH, PPIA, ANAPC13, GRN, VCP, 1110003E01RIK, PRCP, MRPL12, COX5A, PSMB10, GSPT1, NUP160, GABARAP, ATP5B, RPS3, TMEM208, SERF2, SEC11C, MCTS1, NDUFA7, RPL41, 1500032L24RIK, HNRNPAB, H2-AA, HIGD2A, SFRS1, GNB2, CDK2AP2, DYNLRB1, 2310016M24RIK, H2-AB1
49	HOXB4_ChIP-ChIP_EML_Mouse	1.64e-10	-1.42	29.47	VCP, IFITM2, RPLP1, GLO1, LST1, PRCP, CENPA, UQCRH, GSPT1, GABARAP, PIK3CG, MRPL33, ATP5L, UBE2L3, UBL5, ATP5B, TUBB5, TMSB4X, PSMB1, SUMO2, OSTF1, PRKACB, SERF2, RPS12, NDUFA9, 1200013B08RIK, CCDC56, KLRA17, RAB27A, RPL13A, 3110001D03RIK, DUSP6, HIGD2A, ATP5J2, EEF1G, RPS26, OSTM1, SELL, LTB4R1, CDK2AP2, DYNLRB1
50	WT1_ChIP-ChIP_NEPHRON PROGENITOR_Mouse	1.06e-11	-1.2	28.01	HIBADH, CBFB, WDR1, POMP, 1110003E01RIK, DBI, PRCP, GLRX, ETFB, PYGL, COX5A, GSPT1, PRDX5, ZFP36, LGALS1, TUBB5, TMSB4X, NPTN, SH3BGRL3, S100A11, TXNDC5, TIMM8B, SIVA1, DUSP1, H2AFZ, 2700094K13RIK, SSR3, UBE2E2, ARPC5, DYNLL1, DUSP6, APRT, SPCS1, DNAJC7, GNB2, ZYX, VDAC1, TGFBI, SLC25A5, PPIA, 2310016M24RIK
51	RELA_ChIP-Seq_FIBROSARCOMA_Human	3.08e-12	-1.14	27.9	GRN, GSTP1, PRCP, GLRX, C3, LGALS3, LGALS1, FFAR2, RPS2, PGLYRP1, NDUFV2, B2M, CTSB, NDUFA7, MRPS24, GPX4, DUSP1, RAB27A, CYBA, FOS, LYZ, MMP9, DUSP6, ATOX1, PSMB9, TSPAN14, MARCKS, LRG1, SLPI, IL1B, S100A6, LCN2, CHI3L1, UQCRC2, LTF
52	TBX5_ChIP-Seq_HL-1_Mouse	4.32e-11	-1.24	27.35	SLC46A3, ANAPC13, TNFAIP8, NDUFB8, TNFRSF13B, MRPS33, CDCA7, SLC40A1, ATP5C1, ETFB, PSMB10, GSPT1, HSP90B1, CLN5, KRTCAP2, ZFP36, TUBB5, ALDH2, BC003940, OSTF1, POLR2J, CHCHD1, NADK, SEC11C, RPS12, SEC13, RPL41, ANXA2, SSU72, NSMCE1, H2AFV, 3300001P08RIK, PGD, HIGD2A, PPP1CA, RBX1, SAP30, CYBASC3, 0910001L09RIK, 2010107E04RIK, 1810022K09RIK, GNB2, RNF181, SFXN1, DYNLRB1, TGFBI, PPIA, CNIH4
53	TCF3_ChIP-Seq_MESC_Mouse	4.17e-10	-1.35	26.94	IFITM1, IFITM2, POMP, MRPL36, CLN5, CST3, RPS4X, UBL5, RPS14, FTL1, PRDX4, P2RY5, ALDH2, THEM2, OSTF1, NDUFV2, PRKACB, MCL1, HIST1H2AN, GPX4, H2AFY, DUSP1, 1110020P15RIK, RPS8, HIST1H2AK, DUSP6, SAP30, APRT, RPS26, SLPI, SFXN1, PTPN6, ADNP, RPL29
54	FOXP1_ChIP-Seq_HESC_Human	1.17e-20	-0.63	26.9	IFITM3, IFITM1, IFITM2, HIBADH, YWHAB, RPLP1, LST1, NCF4, ATP5G2, UBE2L3, EEF1B2, RPS14, KRTCAP2, LGALS1, LAMP1, RPL36AL, NPTN, MYEOV2, RPS11, CHCHD1, RPS12, BRD3, CD52, SEC13, RPS9, TPI1, GPX4, DUSP1, UBE2E2, TALDO1, RPL13A, FOS, DYNLL1, NUDT16L1, DUSP6, SAP30, NME1, EEF1G, EEF1A1, PLA2G15, DOK3, DNAJC7, BOLA2, PGP, S100A6, ERH, ADNP, RPL29, PPIA, TRUB2, ANAPC13, VCP, GSTP1, GLO1, NEDD8, PRCP, COX5A, CENPA, CORO1A, GSPT1, GABARAP, CLN5, ATP5B, EIF4H, RPS3, RPS2, NDUFV2, RNF130, POLR2J, POLR2L, SEMA4A, RPL41, SIVA1, NDUFA2, MRPL23, ATOX1, RPS26, RPS25, MARCKS, GNB2, RPL27A, RNF181, PTPN6
55	EST1_ChIP-ChIP_JURKAT_Human	4.02e-07	-1.96	26.3	PSENEN, TRUB2, RPL41, RPS9, MRPS33, RPS5, SHFM1, NEDD8, UTP11L, COX6C, GABARAP, UQCRH, GSPT1, MRPL33, SAP30, ATP5L, SFRS1, HIGD2A, RPS26, RPS25, RPS14, OCIAD1, UQCRC2, RPS12
56	RUNX1_ChIP-Seq_HPC-7_Mouse	6.68e-11	-1.2	26.03	GRN, LST1, MPO, NUP160, KRTCAP2, CCL9, LGALS1, TMSB4X, RNPEP, ARHGDIB, EIF4H, CCL3, SH3BGRL3, FFAR2, ACADM, RPS9, FCER1G, KLRA17, NSMCE1, FOS, AI467606, MMP9, DUSP6, 2310014H01RIK, NME1, 0910001L09RIK, BOLA2, ALOX5AP, ZYX, PRTN3, TGFBI, MYO1F
57	TFEB_ChIP-Seq_HELA_Human	4.01e-10	-1.3	26.01	MTCH1, GRN, GABARAP, LGALS1, PRDX4, LAMP1, NPTN, VPS35, SERF2, TMEM14C, SEC11C, GPX1, NUP210, DUSP1, H2AFZ, SSR3, ARPC5, UTP11L, RBX1, ATP5J2, EEF1A1, GNB2, S100A6, ERP29, UQCRC2, EIF1B
58	POU5F1_ChIP-ChIP_MESC_Mouse	1.17e-06	-2.04	25.43	IFITM1, IFITM2, DUSP1, GSTP1, GLO1, CDCA7, MRPL36, FOS, IFI30, ATP5G2, DUSP6, CYBASC3, TMSB4X, ALOX5AP, SH3BGRL3, OSTF1, LY6E
59	JARID1A_ChIP-Seq_MESC_Mouse	5.26e-13	-0.97	25.39	2610039C10RIK, ATP5C1, EEF1B2, UBL5, LAMP1, 2310036O22RIK, VPS35, PRKACB, CHCHD1, PSENEN, SEC13, SSR4, RPS5, SSU72, UQCR, COX6B1, ATP5J2, RBX1, NME1, COX7A2L, DNAJC7, BOLA2, AURKAIP1, TRUB2, COPB2, GRN, NDUFB8, GLO1, POMP, NEDD8, MRPL12, NUP160, PSMB1, TMEM208, POLR2G, RPS2, POLR2J, TIMM8B, MCTS1, NDUFA9, NDUFA7, CCDC56, SHFM1, NDUFA2, COX6C, HIGD2A, EIF3I, OCIAD1, RNF181, 2310016M24RIK
60	ASH2L_ChIP-Seq_MESC_Mouse	4.06e-17	-0.71	25.05	IFITM3, SLC46A3, IFITM1, IFITM2, HIBADH, WDR1, RPL31, SLC40A1, MRPL33, RPS4X, EEF1B2, UBL5, RPS14, ZFP36, KRTCAP2, 2310036O22RIK, OSTF1, CHCHD1, RPS12, SEC13, H2AFY, SSR4, RPS5, SSR3, SSU72, TALDO1, H2AFV, PGD, AKR1A4, DUSP6, RBX1, ATP5J2, 0910001L09RIK, EEF1A1, COX7A2L, DNAJC7, IL1B, ERH, VDAC1, ADNP, AURKAIP1, TRUB2, ANAPC13, MRPS33, POMP, CDCA7, GLRX, CENPA, UQCRH, ATP5L, PLAC8, POLR2J, MCL1, TXNDC5, SEC11C, NDUFA9, RPL41, SHFM1, NDUFA2, OSM, COX6C, HNRNPAB, SFRS1, HIGD2A, RPS26, RPS25, MARCKS, GNB2, RPL27A, DYNLRB1, 2310016M24RIK, ITM2B
61	MYCN_ChIP-Seq_MESC_Mouse	7.72e-12	-1.05	24.87	HIBADH, ARL6IP1, DBI, CIB1, ARRB2, RPS4X, FTL1, 2310036O22RIK, SUMO2, NPTN, RPS11, BRD3, NUP210, H2AFY, SSR4, H2AFZ, RPL13A, PGD, DYNLL1, SAP30, BOLA2, ERH, VDAC1, ADNP, AURKAIP1, EIF1B, PPIA, GRN, MRPL12, COX5A, UQCRH, GABARAP, PSMA7, ATP5L, PRDX5, PRDX4, THEM2, EIF4H, RNF130, SERF2, NDUFA7, RPL41, SIVA1, SFRS1, CYBASC3, RPS26, OSTM1, OCIAD1, CNIH4
62	NRF2_ChIP-Seq_MEF_Mouse	3.02e-10	-1.21	24.36	SLC40A1, MGST2, ATP5G3, RPL10A, PIK3CG, MRPL33, CLN5, FTL1, SUMO2, ARHGDIB, POLR2J, TXNDC5, CTSB, RPS12, SEMA4A, DUSP1, SSR3, TALDO1, COX6C, PGD, AKR1A4, MPEG1, RAB32, MARCKS, SLPI, ALOX5AP, ZYX, CHI3L4, LY6A, PRR13
63	NKX2-5_ChIP-Seq_HL-1_Mouse	6.11e-09	-1.38	24.15	SLC46A3, GRN, RPL31, 1190017O12RIK, 1110003E01RIK, GLRX, DBI, ETFB, ACAA1A, COX5A, UQCRH, HSP90B1, CLN5, UBL5, ALDH2, 2010107H07RIK, RNPEP, OSTF1, POLR2J, SEC11C, BRD3, ANXA2, 2700094K13RIK, PGD, AKR1A4, ATP5J2, CYBASC3, RPS26, COX7A2L, 2010107E04RIK, RNF181, UQCRC2, MAPRE1, ARL8A
64	NFE2L2_ChIP-Seq_MEF_Mouse	3.02e-10	-1.19	24.14	SLC40A1, MGST2, ATP5G3, RPL10A, PIK3CG, MRPL33, CLN5, FTL1, SUMO2, ARHGDIB, POLR2J, TXNDC5, CTSB, RPS12, SEMA4A, DUSP1, SSR3, TALDO1, COX6C, PGD, AKR1A4, MPEG1, RAB32, MARCKS, SLPI, ALOX5AP, ZYX, CHI3L4, LY6A, PRR13
65	HOXC9_ChIP-Seq_NEUROBLASTOMA BE2-C_Human	1.82e-12	-0.95	23.83	ANAPC13, GRN, VCP, HIBADH, RPL31, RPLP1, GLO1, DBI, ATP5G3, RPL10A, MRPL12, CENPA, UQCRH, EEF1B2, UBL5, KRTCAP2, LGALS1, PSMB1, SUMO2, PSAP, TMEM208, VPS35, RPS2, B2M, MCL1, NDUFA9, BRD3, RPS9, MRPS24, SIVA1, HIST1H2AH, IMP3, RPS8, NSMCE1, FOS, COX6C, DUSP6, COX6B1, ATP5J2, NME1, RPS26, RPS25, DNAJC7, RNF181, UQCRC2, CNIH4, PRR13
66	CTCF_ChIP-Seq_MESC_Mouse	3.80e-10	-1.16	23.21	HIBADH, MRPS33, PRCP, RPL10A, ATP5G2, COX5A, UQCRH, NUP160, CLN5, RPS14, KRTCAP2, RASSF5, RPS6KA1, NDUFV2, POLR2J, SSR4, DUSP1, NDUFA3, RPS5, RAB27A, RPL13A, MRPL23, NME1, CYBASC3, RAB32, RPS26, 6720456B07RIK, 2010107E04RIK, SELL, BOLA2, S100A6, ZYX, ADNP, AURKAIP1, CLEC2D, 2310016M24RIK, PRR13
67	CEBPB_ChIP-Seq_THIOMACROPHAGE_Mouse	1.03e-11	-0.94	21.9	TNFAIP8, LYZ2, NCF4, PRCP, ACAA1A, RPL10A, IFI30, MPO, GABARAP, MRPL33, PIGX, CD79B, FCRLA, RPS14, LAMP1, 2310036O22RIK, PSAP, NPTN, VPS35, 1810033B17RIK, NFE2, DUSP1, ANXA3, OSM, CYBASC3, DNAJC7, SELL, FCGR4, CDK2AP2, DEGS1, PRTN3, IRF5, DYNLRB1, GAPDH, PPIA, 2310016M24RIK, CNIH4, ITM2B, LY6E, PRR13
68	TRIM28_ChIP-ChIP_MESC_Mouse	5.47e-12	-0.9	21.55	IFITM3, IFITM1, ALAS1, IFITM2, YWHAB, ATP5C1, ARRB2, RPL10A, MRPL33, UBE2L3, HINT1, RPL36AL, RASSF5, RNPEP, RPS6KA1, SIRPA, OSTF1, CHCHD1, BRD3, TPI1, MRPS24, DUSP1, IMP3, RPS8, SSU72, 3300001P08RIK, DYNLL1, DUSP6, APRT, SAP30, LTB4R1, SLC25A5, PPIA, ANAPC13, NDUFB8, VCP, CBFB, CDCA7, GLRX, ACAA1A, COX5A, UQCRH, GSPT1, PSMA7, RPS2, NDUFV2, NADK, SERF2, MCL1, NFE2, 2010001M09RIK, ARPC5, AI467606, HIGD2A, SFRS1, OSTM1, RPL27A, CNIH4, H2-AB1
69	ETS1_ChIP-Seq_JURKAT_Human	5.54e-11	-0.98	21.44	MRPS33, MRPL12, GSPT1, HSP90B1, UBL5, RPS14, KRTCAP2, LAMP1, RPS3, TMEM208, RPS11, SEC11C, RPS12, MCTS1, NDUFA9, NDUFA7, SEC13, RPS9, NDUFA3, RPS5, SHFM1, SSR3, SSU72, RPL13A, UTP11L, HIGD2A, ATP5J2, SAP30, SFRS1, NME1, RPS26, RPS25, DNAJC7, ERH, UQCRC2, RPL29, AURKAIP1, EIF1B, CNIH4
70	CNOT3_ChIP-ChIP_MESC_Mouse	9.58e-10	-1.12	21.44	TNFAIP8, ALAS1, CBFB, YWHAB, 1110003E01RIK, ATP5C1, CIB1, RPL10A, MRPL12, COX5A, GSPT1, PSMA7, UBE2L3, PRDX5, RNPEP, HIST1H2AD, VPS35, HIST1H2AF, RPS2, CHCHD1, NADK, HIST1H2AO, HIST1H2AI, HIST1H2AH, H2AFZ, RPS8, 2010001M09RIK, SSU72, ARPC5, ATOX1, PSMB9, SAP30, LTB4R1, PTPN6, PPIA, 2310016M24RIK
71	ASXL1_ChIP-Seq_BMDM_Mouse	1.53e-07	-1.3	18.68	TRUB2, COPB2, RPS9, RPL31, RPS5, LYZ2, LST1, DUSP6, PSMB8, MPEG1, EEF1A1, EEF1G, RPS25, PRDX5, TUBB5, RASSF5, 2310036O22RIK, CCL3, H2-OB, OSTF1, RPL29, CTSB
72	NANOG_ChIP-Seq_MESC_Mouse	1.29e-11	-0.8	18.46	IFITM1, IFITM2, HIBADH, WDR1, YWHAB, ATP5G2, RPS14, FTL1, HINT1, ALDH2, TMSB4X, SIRPA, SH3BGRL3, OSTF1, IFITM6, HIST1H2AN, GPX1, MRPS24, H2AFY, GPX4, DUSP1, RPS8, HIST1H2AK, 3300001P08RIK, PGD, DUSP6, SAP30, NME1, EEF1A1, DNAJC7, VDAC1, ADNP, GAPDH, PPIA, LY6E, PRR13, GSTP1, POMP, GLRX, CFP, CENPA, COX5A, UQCRH, CLN5, CST3, P2RY5, PRDX4, THEM2, NDUFV2, TXNDC5, MCL1, MCTS1, 1200013B08RIK, 1110020P15RIK, RPS26, 6720456B07RIK, SFXN1, TGFBI
73	BCL3_ChIP-Seq_MUSCLE_Mouse	6.05e-09	-1.03	17.99	ANAPC13, ALAS1, ACAA1A, COX5A, GSPT1, ATP5B, PRDX5, FTL1, TUBB5, PSAP, SERF2, SEMA4A, RPL41, SSR4, RPS8, RPS5, SSR3, SSU72, UTP11L, MARCKS, DNAJC7, OCIAD1, ERP29, DEGS1, ITM2B
74	SOX2_ChIP-Seq_MESC_Mouse	9.94e-07	-1.39	17.58	RPS9, NDUFA7, IFITM2, HIST1H2AN, GPX4, DUSP1, MRPL36, FOS, DYNLL1, RPS26, UBL5, TUBB5, SUMO2, SFXN1, POLR2J, LY6E
75	SMAD1_ChIP-Seq_MESC_Mouse	7.08e-07	-1.31	16.96	RPL41, IFITM1, IFITM2, HIST1H2AN, GPX4, 1110020P15RIK, HIST1H2AH, HIST1H2AK, UQCR, MMP9, PSMB10, EEF1B2, TSPAN14, FTL1, ADNP, SLC25A5, PPIA, MCL1
76	TCFCP2L1_ChIP-Seq_MESC_Mouse	5.87e-10	-0.86	16.81	IFITM3, GRN, CDCA7, ATP5C1, RPL10A, CORO1A, UQCRH, HSP90B1, PIGX, UBE2L3, CST3, UBL5, RPL36AL, RPS6KA1, PSAP, SH3BGRL3, OSTF1, RPS11, RPS12, HIST1H2AN, GPX1, MRPS24, NUP210, 2700094K13RIK, TALDO1, 3110001D03RIK, CYBA, UQCR, AI467606, DUSP6, ATOX1, 1810027O10RIK, TSPAN14, 2010107E04RIK, GNB2, CDK2AP2, ADNP, SLC25A5, CLEC2D, 2310016M24RIK, CNIH4, ITM2B
77	KLF4_ChIP-ChIP_MESC_Mouse	5.64e-09	-0.94	16.39	TRUB2, ANAPC13, IFITM1, IFITM2, CDCA7, GABARAP, ZFP36, FTL1, TUBB5, NPTN, ACADM, RPS11, NADK, MCL1, RPL41, RPS9, 1200013B08RIK, GPX1, RPS8, RPS5, HIST1H2AK, 2700094K13RIK, RPL13A, FOS, ATOX1, SFRS1, ATP5J2, RPS25, RPL27A, GNB2, GAPDH, PPIA, ARL8A, H2-AB1
78	NUCKS1_ChIP-Seq_HEPATOCYTES_Mouse	9.06e-08	-1.1	16.37	CBFB, H2AFY, DUSP1, FOS, ARPC5, DUSP6, PPP1CA, SAP30, HSP90B1, NME1, 6720456B07RIK, ZFP36, ZYX, PTPN6, IRF5, DYNLRB1, GAPDH, B2M, MCL1
79	FOXO1_ChIP-Seq_T-LYMPHOCYTE_Mouse	1.85e-11	-0.71	16.33	HIBADH, TNFRSF13B, RPL31, GIMAP1, MGST2, GLRX, CIB1, PYGL, FGD2, MRPL33, EEF1B2, ZFP36, TMSB4X, ARHGDIB, CCL3, NPTN, PIP4K2A, SH3BGRL3, ACADM, PRKACB, CAMP, S100A11, MCL1, MCTS1, BRD3, TPI1, GPX4, NSMCE1, 3110001D03RIK, FOS, MRPL23, MMP9, DUSP6, MPEG1, TSPAN14, MARCKS, COX7A2L, TYROBP, ALOX5AP, S100A6, ZYX, VDAC1, ADNP, CLEC2D, ARL8A
80	MEIS1_ChIP-Seq_HPC-7_Mouse	2.48e-09	-0.84	15.38	TNFRSF13B, NCF4, 2610039C10RIK, MGST2, GLRX, ETFB, CORO1A, NUP160, KRTCAP2, CCL9, 2010107H07RIK, SH3BGRL3, SEC11C, DUSP1, 1500032L24RIK, NSMCE1, TALDO1, MRPL23, DUSP6, PLA2G15, 6720456B07RIK, OSTM1, IL1B, OCIAD1, ZYX, SFXN1, PRTN3, VDAC1, TGFBI, MAPRE1, 2310016M24RIK, CNIH4, PRR13, LTF
81	RUNX2_ChIP-Seq_MC3T3_Mouse	2.16e-10	-0.68	13.98	IFITM3, IFITM1, SAMD9L, VCP, ALAS1, CBFB, LST1, CDCA7, ATP5C1, GLRX, IFI30, NUP160, FGD2, LGALS3, FTL1, KRTCAP2, CCL9, LGALS1, TUBB5, ALDH2, RASSF5, TMSB4X, ARHGDIB, NPTN, PGLYRP1, POLR2J, S100A11, MCL1, NFE2, FCER1G, ANXA2, DUSP1, H2AFZ, FOS, SAP30, RBX1, 2310014H01RIK, EEF1A1, EEF1G, S100A6, ZYX, RNF181, DYNLRB1
