	Term	p-value	z-score	CS	Related Genes
26	CREB1_ChIP-Seq_HIPPOCAMPUS_Rat	4.25e-25	-1.06	56.27	OTUD5, ISCA1, MCM7, MRPS12, GHITM, SAMD14, FTH1, FNTB, RPLP2, RAB8B, MAP2K3, BNIP3L, KLF13, IFRD2, H2AFX, DNTTIP1, JOSD2, PLRG1, JOSD1, GTPBP2, RANGAP1, 1810027O10RIK, EEF1G, TUBB2C, NDUFS7, EEF1D, MORF4L2, PSME3, HAT1, PGP, TXNIP, RPL24, MCM5, PABPC1, UBA52, ATF4, GGNBP2, WBP2, CDCA8, MRPL14, PPOX, CLCN3, ADIPOR1, DEDD2, TRAK2, DNAJB2, DNAJB1, BTAF1, UBB, LMNA, E2F1, NDUFV1, CDR2, HSPA8, RPL41, FAHD1, GCH1, H3F3B, SEMA4B, PDAP1, SFRS2, HNRNPAB, UBAC1, SFRS1, SOD1, D17WSU92E, 1700037H04RIK, SLC25A37, PQLC1, KLF9, RANBP10, ANP32E, UBE2O, RPS24, BAT5, AARS
27	CLOCK_ChIP-Seq_293T_Human	1.10e-14	-1.86	56.13	TBCEL, TFRC, CD82, MGST3, BHLHB2, COMT, AQP1, PRDX2, DNAJB1, PSMD4, LMNA, HIST1H1C, BNIP3L, UBE2H, H3F3B, RSAD2, GADD45A, DYNLL1, SFRS2, CARHSP1, EIF5, ST5, MORF4L2, SERINC1, ATF4
28	TTF2_ChIP-Seq_HELA_Human	5.17e-20	-1.3	54.45	DYRK3, FEN1, RPL3, TFRC, ARL6IP1, CETN3, GHITM, RPL7A, TUBA1B, NPTN, PSMD1, KNTC1, HMGN2, LBR, MAP2K3, GPX1, RPS8, ACSL1, RPL23, IFRD2, H2AFX, RPS3A, EEF1G, TUBB2C, NDUFS7, EEF1D, PGP, TXNIP, RPL24, MCM4, PABPC1, XIST, GGNBP2, MGST3, DLST, CENPA, UBB, RPS2, KLHDC2, HSPA8, RPL41, H3F3B, GADD45A, DEK, SFRS2, HNRNPAB, SFRS1, SOD1, EIF5, CENPL, RANBP10, HDGF, SERINC1, RPS24
29	SETDB1_ChIP-Seq_MESC_Mouse	1.86e-18	-1.37	52.97	PSCD3, CMAS, LDB1, ARL6IP1, CETN3, ICAM4, RABGEF1, FTL1, RPS16, TUBB5, MYD116, FNTB, RPLP2, LBR, BCAS2, MAP2K3, BNIP3L, USP7, PABPC4, 1190002H23RIK, ARRDC3, H2AFX, ATPIF1, JOSD2, PLRG1, GTPBP2, THOC4, ANK1, TUBB2C, NDUFS7, BIRC5, CD47, MNS1, TRIM10, ATF4, MCM2, WBP2, PON2, BHLHB2, CENPA, 2310003F16RIK, DEDD2, UGCG, H2-EA, 4930570C03RIK, UBB, FCHO1, LMNA, E2F2, SLC38A2, HIST1H3E, RYK, EIF2AK1, SFRS2, A130092J06RIK, RPS29, RPA3, KLF9, ANP32E, HDGF
30	SOX2_ChIP-Seq_MESC_Mouse	6.06e-21	-1.17	51.49	RNF10, DYRK3, RPL3, CMAS, LDB1, MRPS12, HIST2H2AB, HS6ST1, NUDT4, PSMD8, RABGEF1, FTL1, TUBB5, UROD, NUSAP1, HIST1H2AD, TLK1, PSMD1, HIST1H2AG, HIST1H2AF, EAR4, HIST1H1C, RAB8B, CTSB, TMOD1, HIST1H2AN, HIST1H2AI, HIST1H2AH, RPS8, IFRD2, RPL23, ARRDC3, H2AFX, RFX2, RPS3A, RANGAP1, GTPBP2, D030056L22RIK, EEF1G, HIST2H3B, TFDP2, CYB5, HAT1, TXNIP, CD47, SLC43A1, BHLHB2, RPS27L, CDCA8, ATP5H, CLCN3, NT5C3, CENPA, DEDD2, H2-EA, PRDX2, UGCG, CD59A, UBB, BAG1, ACSS1, SLC38A2, NDUFV1, CDR2, HIST1H3E, H3F3B, GADD45A, SEMA4B, ASNS, BSDC1, MT1, COX6C, AW146242, RPS26, D17WSU92E, ST5, MKRN1, KLF9, CENPL, UBE2O, GCLM, SSBP3, AARS
31	FOXM1_ChIP-Seq_U2OS_Human	1.46e-11	-2.09	48.53	ARL6IP1, SEMA4B, H2AFX, CDCA8, DYNLL1, MKI67, CENPA, TUBB2C, FZR1, CCNB1, PRC1, ANP32E, NUSAP1, PGP, TXNIP, HIST1H2AG, LBR, CDKN3
32	E2F4_ChIP-Seq_LYMPHOBLASTOID_Human	1.14e-23	-0.95	47.52	RB1, RNF10, DYRK3, FEN1, LDB1, ARL6IP1, ATP5C1, ETFA, MKI67, NUDT4, TUBA1B, UROD, FTH1, FNTB, NUSAP1, RPLP2, KNTC1, HMGN2, LBR, ERMAP, FADS1, KLF13, RPS8, PABPC4, DAPK2, GLRX5, APLP2, H2AFX, NIPA1, DYNLL1, PRKAB1, EEF1G, CARHSP1, PACS2, PGP, ANAPC5, HAGH, MNS1, TBCEL, CCDC23, MGST3, SLC43A1, ENDOD1, CDCA8, DLST, ADIPOR1, ARHGAP21, SRR, BTAF1, UBB, E2F2, RPS2, SLC38A2, NDUFV1, CDR2, KLHDC2, SPECC1, CDT1, HSPA8, FAHD1, GCH1, SIVA1, GADD45A, SEMA4B, STARD10, RPA1, ORC6L, TPCN1, CSDA, EIF5, ST5, PRC1, LPCAT3, CENPL, RANBP10, ANP32E, HDGF, TMCC2, NCAPD3, GCLM, SSBP3, CDKN3, AARS
33	E2F4_ChIP-ChIP_JURKAT_Human	2.12e-10	-2.07	42.97	RB1, FEN1, GYPC, CDCA8, DLST, MKI67, CENPA, CCNB1, NUP85, NUSAP1, KNTC1, HIST1H2AG, HIST1H1C, HSPA8, RPL41, GLRX5, ATPIF1, H2AFX, ORC6L, DEK, SFRS2, COX6C, LSM4, SFRS1, PHF5A, HAT1, ANP32E, BIRC5, MCM4, MCM5, SERINC1
34	SPI1_ChIP-Seq_ERYTHROLEUKEMIA_Mouse	2.43e-20	-1.0	42.73	DYRK3, ISCA1, CMAS, LDB1, CD82, ARL6IP1, ATP5C1, HBA-A1, MKI67, COMT, MPO, EEF1B2, PSMD8, RPS16, PSMD4, HMGN2, CTSE, TMEM14C, BNIP3L, RPS8, SPHK1, RPL23, RPS3A, GTPBP2, RANGAP1, PRKAB1, 1810027O10RIK, EEF1G, CYB5, HAT1, TAX1BP1, BIRC5, ANAPC5, ATF4, HEMGN, COX17, SLC43A1, RPL36A, CENPA, NT5C3, SAMSN1, LMNA, NDUFV1, HIST1H3E, SLMO2, CAR1, RIOK3, UROS, GINS4, BSDC1, HNRNPAB, RPS26, D17WSU92E, DARC, GFI1B, EIF5, SLC25A39, PQLC1, ST5, ANP32E, SERINC1, SERINC3
35	HOXB4_ChIP-ChIP_EML_Mouse	1.37e-13	-1.52	42.0	DYRK3, FEN1, RPL3, GHITM, PSMD8, TUBB5, PSMD4, HIST1H2AG, CTSE, FADS1, BCAS2, RPL23, ARRDC3, ATPIF1, AP1B1, DNTTIP1, PLRG1, KIF22, JOSD1, RANGAP1, EEF1G, A630082K20RIK, NDUFS7, TAL1, MORF4L2, CYB5, TAX1BP1, RPL24, PABPC1, ATF4, WBP2, RPL36A, RPS27L, CLCN3, CENPA, SAMSN1, UBB, PRKAR2B, CDR2, HSPA8, UBE2H, RIOK3, BSDC1, LSM4, A130092J06RIK, RPS26, PHF5A, ANP32E, SSBP3
36	NCOR1_ChIP-Seq_K562_Human	1.18e-18	-1.07	41.78	OTUD5, DYRK3, AHCTF1, ICAM4, SLC4A1, UBE2L6, TUBA1B, FTH1, RNF19A, RPLP2, HMGN2, LBR, RAB8B, TMOD1, BNIP3L, ATP6AP1, RPS8, SPHK1, DAPK2, ATPIF1, RFX2, KIF22, PRKAB1, NDUFS7, TAL1, BLVRB, ABCG4, HEMGN, CCDC23, ODC1, ENDOD1, RPS27L, PPOX, UGCG, ARHGAP21, E2F2, SLC38A2, SLC38A5, KLHDC2, NFE2, UBE2H, FAHD1, H3F3B, RIOK3, TXNRD2, GADD45A, EIF2AK1, DEK, UBAC1, SFRS1, KLF1, SLC25A37, EIF5, KLF9, ANP32E, HDGF, TMCC2, AGRN, BAT5, AARS
37	ASH2L_ChIP-Seq_MESC_Mouse	9.07e-24	-0.82	40.88	RB1, CLIC4, LDB1, ETFA, SLC4A1, HS6ST1, EEF1B2, TUBA1B, RPS16, SEC61G, RNF19A, FNTB, NUSAP1, RPLP2, PSMD1, LBR, FADS1, BCAS2, TAPT1, 2700097O09RIK, KLF13, ACSL1, RPL23, LMO2, NIPA1, RPS3A, PLRG1, KIF22, RANGAP1, PRKAB1, CARHSP1, CYB5, TAX1BP1, RPL24, CD47, ATF4, TBCEL, ABCB4, SLC43A1, RPL36A, RPS27L, DLST, MRPL14, ATP5H, PPOX, NT5C3, CENPA, TSPAN33, NUP85, FIGNL1, LMNA, PSMF1, SLC38A2, NDUFV1, CDR2, HSPA8, CDT1, RPL41, RIOK3, GADD45A, UROS, EIF2AK1, SEMA4B, ASNS, MT1, COX6C, HNRNPAB, UBAC1, SFRS1, SOD1, RPS26, SLC25A38, DARC, D17WSU92E, 1700037H04RIK, CSDA, PQLC1, RPA3, KLF9, RANBP10, HDGF, SERINC1, NCAPD3, GCLM, SERINC3, SSBP3, RPS24, CDKN3
38	SOX17_ChIP-Seq_XEN_Mouse	1.88e-15	-1.28	40.76	AHCTF1, FEN1, RPL3, TFRC, LDB1, HS6ST1, ALAD, PSMD8, RPS16, TUBB5, FTH1, FNTB, 5730469M10RIK, PSMD1, RPLP2, KNTC1, CTSB, HIST1H1C, MAP2K3, HIST1H2AH, APLP2, ARRDC3, ATPIF1, RANGAP1, PRKAB1, D030056L22RIK, HCFC1, MRPS18C, CARHSP1, NDUFS7, 1100001G20RIK, CD47, ANK, GGNBP2, ODC1, CLCN3, 2310003F16RIK, UGCG, UBB, WBP5, SLC38A2, SPECC1, RPL41, H3F3B, GADD45A, BSDC1, SOD1, RPS26, CENPL, RANBP10, HDGF, NCAPD3, SSBP3, AARS
39	BCL3_ChIP-Seq_MUSCLE_Mouse	3.73e-14	-1.38	40.02	RB1, ISCA1, CETN3, GHITM, TRAK2, HEBP1, FAM134A, SRR, FTL1, TUBB5, UBB, FTH1, LBR, HIST1H1C, RBM38, RPL41, FAHD1, RPS8, IFRD2, ATPIF1, BSDC1, SOD1, D17WSU92E, TUBB2C, CARHSP1, EIF3K, TAL1, CENPL, TXNIP, NCAPD3, CD47, HAGH, BAT5, CDKN3
40	FOXM1_ChIP-Seq_OE33 AND U2OS_Human	1.33e-14	-1.33	39.98	GGNBP2, ARL6IP1, UHRF1, HIST2H2AB, CDCA8, GHITM, CLCN3, MKI67, CENPA, TUBA1B, CCNB1, FZR1, FTH1, LMNA, NUSAP1, HIST1H2AG, LBR, FAHD1, RPS8, GLRX5, H2AFX, DYNLL1, GTPBP2, RANGAP1, PRC1, CENPL, PGP, ANP32E, BIRC5, TXNIP, ANAPC5, HDGF, MCM5, NCAPD3, HAGH, CDKN3
41	HSF1_ChIP-Seq_STHDH STRIATAL_Mouse	1.52e-09	-2.01	37.97	MRPL14, ATP5H, DNAJB1, UBB, HIST1H2AG, KNTC1, HIST1H2AF, SLC38A2, CTSB, HIST1H1C, RBM38, HSPA8, UBE2H, FAHD1, HIST1H2AI, HIST1H2AH, SEMA4B, RPA1, MT1, DYNLL1, SFRS2, RANGAP1, LSM4, TPCN1, SLC25A38, NDUFS7, CYB5, MORF4L2, ANP32E, TXNIP, HAGH, MNS1
42	ZFP42_ChIP-ChIP_MESC_Mouse	4.07e-13	-1.38	36.89	AHCTF1, RPL3, MCM7, CETN3, 2310003F16RIK, PSMD8, EEF1B2, RPL7A, FZR1, FTL1, TUBB5, UBB, NUSAP1, PSMD1, RPLP2, HIST1H2AD, HIST1H2AF, 1300017J02RIK, BCAS2, HIST1H3E, HIST1H1C, PAQR9, FAHD1, ATPIF1, PLRG1, PRKAB1, SFRS1, HCFC1, TUBB2C, EIF5, PHF5A, 5730593F17RIK, NDUFS7, MKRN1, KLF9, CENPL, RPL24, MCM4, HDGF, MCM5, HAGH, ATF4, AARS
43	GATA4_ChIP-Seq_HL-1_Mouse	5.73e-13	-1.4	36.89	BC008163, MCM7, ICAM4, UBE2L6, MKI67, TUBB5, MYD116, PSMD4, UROD, FTH1, FNTB, 6330505N24RIK, KNTC1, RAB8B, TMOD1, ACSL1, PABPC4, IFRD2, AP1B1, JOSD2, TUBB2C, BOLA3, ANAPC5, ATF4, FECH, UHRF1, PON2, ODC1, COX17, PPOX, CLCN3, ADIPOR1, DNAJB1, 4930570C03RIK, UBB, ST3GAL5, PSMF1, SPECC1, UBE2H, UROS, STARD10, LSM4, SOD1, PQLC1, ST5, RANBP10, ANP32E, TMCC2, SERINC3, BAT5, AARS
44	GATA1_ChIP-Seq_MEGAKARYOCYTES_Human	2.97e-19	-0.92	36.84	DYRK3, CLIC4, TFRC, LDB1, CD82, ETFA, ICAM4, SLC4A1, NUDT4, AQP1, FTH1, FNTB, TLK1, HMGN2, LBR, ERMAP, CTSB, KLF13, GPX1, RSAD2, ACSL1, LMO2, RFX2, PRKAB1, ANK1, KEL, NGFRAP1, TFDP2, BOLA3, PABPC1, HEMGN, FECH, GYPC, WBP2, ENDOD1, PPOX, CLCN3, NT5C3, SAMSN1, DEDD2, UGCG, PRKAR2B, WBP5, E2F2, ST3GAL5, ACSS1, SLC38A2, NDUFV1, RBM38, NFE2, SMOX, TXNRD2, RYK, SEMA4B, BSDC1, UBAC1, TPCN1, KLF1, SLC25A38, SLC25A37, GFI1B, EIF5, COL5A1, SLC6A9, LPCAT3, KLF9, RANBP10, ANP32E, UBE2O, RHAG
45	EOMES_ChIP-ChIP_TROPHOBLAST STEM CELLS_Mouse	1.06e-13	-1.32	36.75	RB1, OTUD5, CLIC4, GYPA, LDB1, ARL6IP1, ODC1, DLST, MRPL14, ATP5H, ALAD, FTH1, 5730469M10RIK, BAG1, LBR, BCAS2, CTSB, HIST1H1C, MAP2K3, SPECC1, 2700097O09RIK, PRNP, HSPA8, GPX1, HIST1H2AH, APLP2, STARD10, ATPIF1, SFRS2, PRKAB1, SOD1, D17WSU92E, 1700037H04RIK, NGFRAP1, SLC25A39, PSME3, MKRN1, KLF9, ANP32E, 1100001G20RIK, TXNIP, MCM4, HDGF, ANAPC5, TMCC2, SSBP3, BAT5, ATF4
46	ATF3_ChIP-Seq_GBM1-GSC_Human	1.74e-17	-0.99	36.0	DYRK3, ISCA1, CLIC4, RPL3, MCM7, HIST2H2AB, GHITM, COMT, PSMD8, RPS16, HIST1H2AG, KNTC1, BCAS2, HIST1H1C, MAP2K3, GPX1, ACSL1, SPHK1, DAPK2, GLRX5, ARRDC3, RFX2, DNTTIP1, PLRG1, GTPBP2, MRPS18C, CARHSP1, NDUFS7, MORF4L2, PSME3, HAT1, RPL24, WBP2, ENDOD1, DNAJB2, DNAJB1, UBB, FIGNL1, LMNA, BAG1, E2F1, RBM38, PRNP, UBE2H, RPL41, H3F3B, TXNRD2, GADD45A, BSDC1, PDAP1, ASNS, COX6C, TPCN1, ISG20, CSDA, RPS29, EIF3I, UBE2O, SERINC3, GSTM5, AARS
47	XRN2_ChIP-Seq_HELA_Human	4.01e-15	-1.1	34.29	RPL3, TFRC, MCM7, ARL6IP1, PIGQ, CETN3, CDCA8, PPOX, CENPA, NUDT4, RPL7A, TUBA1B, UBB, FTH1, SEC61G, E2F1, RPLP2, RPS2, SLC38A2, RPL41, GCH1, H3F3B, RPS8, GADD45A, RPL23, H2AFX, DNTTIP1, BSDC1, SFRS2, HNRNPAB, SOD1, RPS26, TUBB2C, SLC25A39, NDUFS7, RPS29, HAT1, MKRN1, BIRC5, RPL24, HDGF, SERINC1, PABPC1, XIST, RPS24, ATF4, GRINA
48	CEBPB_ChIP-Seq_MC3T3_Mouse	8.79e-17	-0.96	33.52	RB1, OTUD5, ALAS2, LDB1, ETFA, PSMD8, HEBP1, TUBA1B, FTH1, SEC61G, FNTB, RPLP2, RAB8B, TMEM14C, BNIP3L, 2810453I06RIK, ACSL1, ATPIF1, JOSD2, D030056L22RIK, TUBB2C, NGFRAP1, NDUFS7, EEF1D, PGP, TBCEL, CCDC23, GYPC, ODC1, RPL36A, ATP5H, PPOX, FAM132A, DNAJB1, UGCG, BTAF1, UBB, PRKAR2B, WBP5, FN3K, 2510006D16RIK, FAHD1, GADD45A, HRAS1, ORC6L, MT1, LSM4, SFRS1, RPS26, D17WSU92E, PHF5A, SLC25A39, RPS29, RPA3, UBE2O, GSTM5, GRINA
49	CUX1_ChIP-ChIP_MULTIPLE HUMAN CANCER  TYPES_Human	1.02e-08	-1.81	30.95	RPL3, MCM7, APEH, HS6ST1, RPS16, UROD, NUSAP1, HIST1H2AG, KNTC1, LBR, ERMAP, TMOD1, HIST1H2AH, RPS8, LMO2, RANGAP1, PSME3, HAT1, PABPC1, MNS1, ABCG4, MCM2, FECH, WBP2, MGST3, BHLHB2, RPL36A, DLST, PPOX, CLCN3, ADIPOR1, NT5C3, DNAJB2, DNAJB1, ARHGAP21, FZR1, FIGNL1, TDE2, HSPA8, SMOX, ORC6L, PPBP, DEK, COX6C, SFRS1, SOD1, TPCN1, RPS29, PRC1, RPA3, ANP32E, GCLM, RPS24, BAT5, GSTM5
50	TBX5_ChIP-Seq_HL-1_Mouse	1.15e-12	-1.2	30.83	BC008163, DYRK3, CLIC4, LDB1, MIR16, ATP5C1, GHITM, HS6ST1, ALAD, PSMD8, SAMD14, TUBB5, PSMD4, 6330505N24RIK, RPLP2, KNTC1, LBR, MAP2K3, KLF13, IFRD2, 1190002H23RIK, RPL23, AP1B1, NIPA1, JOSD2, PLRG1, TFDP2, BOLA3, BIRC5, ANAPC5, HAGH, ATF4, GGNBP2, PON2, TSPAN33, 2310003F16RIK, 2700029M09RIK, 4930570C03RIK, FZR1, UBB, FCHO1, ST3GAL5, PSMF1, CDR2, SPECC1, RBM38, FN3K, RPL41, TXNRD2, EIF2AK1, SEMA4B, SLC25A37, 1810022K09RIK, SSBP3
51	YAP1_ChIP-Seq_MESC_Mouse	7.46e-17	-0.87	30.59	BC008163, RNF10, SLC4A1, MKI67, HS6ST1, NUDT4, AQP1, HEBP1, FTL1, TUBB5, MYD116, FTH1, SEC61G, TLK1, TAPT1, CTSB, HIST1H1C, ACSL1, APLP2, H2AFX, NIPA1, ANK1, CARHSP1, BIRC5, MCM5, PABPC1, ARF5, GYPA, GYPC, WBP2, BHLHB2, MRPL14, SAMSN1, 2700029M09RIK, DNAJB1, UGCG, PRDX2, ARHGAP21, UBB, LMNA, SLC38A2, SNCA, HIST1H3E, CAR2, CDT1, H3F3B, GADD45A, SEMA4B, STARD10, ASNS, COX6C, SFRS2, LSM4, SOD1, CSDA, EIF5, MKRN1, KLF9, ANP32E, AGRN, GCLM, SSBP3
52	VDR_ChIP-Seq_CD4+_Human	6.20e-16	-0.9	29.62	RNF10, RPL3, TFRC, CETN3, HIST2H2AB, ALAD, EEF1B2, PSMD8, RABGEF1, RPL7A, FAM134A, FNTB, PSMD1, RPLP2, BCAS2, HIST1H1C, BNIP3L, IFRD2, RPL23, H2AFX, RPS3A, KIF22, JOSD1, RANGAP1, HCFC1, MRPS18C, TUBB2C, NDUFS7, PSME3, HAT1, PGP, MCM4, RPL24, PABPC1, UBA52, ATF4, GGNBP2, FECH, ODC1, CENPA, DNAJB1, UBB, FCHO1, NUP85, SLC38A2, RPL41, H3F3B, SEMA4B, GINS4, COX6C, SFRS2, LSM4, RPS26, ISG20, SLC25A39, CENPL, ANP32E, SERINC3, AARS
53	TRIM28_ChIP-ChIP_MESC_Mouse	4.36e-15	-0.93	28.95	RNF10, DYRK3, AHCTF1, RNF11, CLIC4, CETN3, ATP5C1, HS6ST1, ALAD, 6330505N24RIK, HMGN2, LBR, MAP2K3, PAQR9, KLF13, RPS8, PABPC4, IFRD2, APLP2, H2AFX, ATPIF1, JOSD2, JOSD1, DYNLL1, THOC4, HIST2H3B, TFDP2, TAL1, TAX1BP1, CD47, UBA52, ANK, ATF4, ODC1, ENDOD1, DLST, CLCN3, ADIPOR1, NT5C3, 2310003F16RIK, DNAJB1, PRDX2, UBB, BAG1, RPS2, CDR2, SPECC1, RBM38, CAR2, NFE2, CDT1, GCH1, SMOX, MT1, SFRS2, AW146242, A130092J06RIK, SFRS1, SOD1, KLF1, PHF5A, MAFG, MKRN1, KLF9, UBE2O, TMCC2, NCAPD3, RPS24, AARS
54	LMO2_ChIP-Seq_HPC-7_Mouse	6.35e-15	-0.94	28.83	DYRK3, CLIC4, FEN1, CMAS, HBB-B2, MKI67, MPO, ALAD, EEF1B2, SAMD14, TUBA1B, PSMD4, KNTC1, CTSE, FADS1, TMEM14C, HIST1H1C, MAP2K3, DNTTIP1, GTPBP2, PGP, TXNIP, MCM6, HAGH, ANK, HEMGN, WBP2, PON2, ENDOD1, CLCN3, DNAJB2, 2410076I21RIK, WBP5, E2F2, RBM38, NFE2, PRNP, TXNRD2, GADD45A, UROS, STARD10, BSDC1, PDZK1IP1, 2900010M23RIK, LSM4, DARC, GFI1B, HDGF, RHAG, GRINA
55	CREB1_ChIP-ChIP_HEK293T_Human	3.31e-06	-2.45	28.72	RB1, BNIP3L, UBE2H, TFRC, H3F3B, IFRD2, MRPS12, ORC6L, GHITM, SFRS2, CLCN3, RANGAP1, CENPA, MRPS18C, PSMD8, EIF5, PRC1, RPS29, PSME3, TAX1BP1, MCM6, NDUFV1, BCAS2
56	TCFCP2L1_ChIP-Seq_MESC_Mouse	2.23e-13	-1.04	28.44	RNF10, AHCTF1, RNF11, ATP5C1, HS6ST1, PSMD8, RPL7A, SAMD14, RPS16, 5730469M10RIK, RPLP2, 1300017J02RIK, LBR, MAP2K3, HIST1H2AN, KLF13, GPX1, PABPC4, PRKAB1, 1810027O10RIK, TUBB2C, NDUFS7, EEF1D, BOLA3, SPNB1, MCM4, PABPC1, HAGH, ABCG4, ANK, FECH, WBP2, MGST3, ENDOD1, ADIPOR1, TSPAN33, UGCG, BTAF1, FIGNL1, E2F1, SPECC1, HSPA8, GADD45A, SEMA4B, SFRS2, PDZK1IP1, SLC25A39, MAFG, MKRN1, HDGF, AARS
57	POU5F1_ChIP-Seq_MESC_Mouse	2.84e-18	-0.74	28.12	RNF10, BC008163, DYRK3, RPL3, CMAS, LDB1, HIST2H2AB, HS6ST1, NUDT4, EEF1B2, RPL7A, RABGEF1, FTL1, RPS16, TUBB5, MYD116, UROD, SEC61G, HIST1H2AD, PSMD1, HIST1H2AF, EAR4, HIST1H1C, RAB8B, MAP2K3, HIST1H2AN, GPX1, RPS8, IFRD2, 1190002H23RIK, ARRDC3, H2AFX, RFX2, RPS3A, PRKAB1, ANK1, MRPS18C, TUBB2C, CARHSP1, HIST2H3B, NDUFS7, HAT1, TXNIP, MCM4, MCM5, CD47, TBCEL, ABCB4, SLC43A1, BHLHB2, DLST, ATP5H, CLCN3, NT5C3, CENPA, DEDD2, H2-EA, PRDX2, UGCG, ARHGAP21, UBB, BAG1, RPS2, ACSS1, SLC38A2, NDUFV1, HIST1H3E, KLHDC2, HSPA8, RPL41, UBE2H, 2510006D16RIK, H3F3B, GADD45A, SEMA4B, GINS4, MT1, COX6C, LSM4, 2900010M23RIK, SFRS1, RPS26, D17WSU92E, CSDA, ST5, MKRN1, KLF9, UBE2O, SSBP3, AARS
58	SRF_ChIP-Seq_HL-1_Mouse	4.12e-10	-1.39	27.92	MCM7, FECH, HIST2H2AB, CDCA8, ATP5C1, UBE2L6, PPOX, ALAD, PSMD8, PRDX2, SRR, FTL1, UROD, FNTB, LMNA, 6330505N24RIK, RPLP2, PSMF1, BCAS2, TMEM14C, KLF13, UROS, EIF2AK1, IFRD2, RPS3A, EEF1G, SLC25A37, SH3YL1, PHF5A, EIF3K, TFDP2, ST5, BOLA3, RANBP10, SERINC1, NCAPD3, CD47, MNS1, SERINC3, ATF4
59	SPI1_ChIP-ChIP_GC-B_Mouse	2.50e-10	-1.34	27.63	MCM7, CD82, ARL6IP1, HIST2H2AB, BHLHB2, RPL36A, CENPA, SAMSN1, 2310003F16RIK, EEF1B2, PSMD8, FTL1, TUBB5, HIST1H2AD, HIST1H2AF, NDUFV1, RAB8B, HIST1H3E, 2700097O09RIK, BNIP3L, IGH-VJ558, RPL41, GPX1, HIST1H2AI, RIOK3, BSDC1, JOSD1, IIGP2, MRPS18C, EEF1G, RPS26, ISG20, TUBA6, GFI1B, CARHSP1, KLF9, IGTP, 1100001G20RIK, CHI3L4, CD47, SSBP3
60	POU5F1_ChIP-Seq_MESC_Mouse	7.00e-09	-1.51	26.26	RPL3, GPX1, 3110056O03RIK, MIR16, HIST1H2AH, SEMA4B, CETN3, ATP5C1, MT1, SFRS2, A630082K20RIK, EEF1B2, PRDX2, EIF5, SLC25A39, RPS16, MKRN1, RPLP2, HAGH, GCLM, AARS
61	PPARG_ChIP-Seq_3T3-L1 PREADIPOCYTE _Mouse	1.24e-19	-0.62	25.65	OTUD5, ALAS2, RNF11, TFRC, CD82, ETFA, SLC4A1, GHITM, ALAD, RABGEF1, TUBB5, RNF19A, FTH1, FNTB, 5730469M10RIK, RPLP2, TLK1, LBR, FADS1, TAPT1, RAB8B, CTSB, 2700097O09RIK, PAQR9, 2810453I06RIK, KLF13, GPX1, ACSL1, GLRX5, 1190002H23RIK, APLP2, DNTTIP1, RANGAP1, HCFC1, MRPS18C, EEF1G, CARHSP1, CYB5, HAT1, TAX1BP1, 1100001G20RIK, CHI3L4, CD47, ANK, ATF4, PON2, MGST3, ABCB4, ENDOD1, TSPAN33, ARHGAP21, 2410076I21RIK, UBB, PRKAR2B, FIGNL1, LMNA, PSMF1, SLC38A2, NDUFV1, HIST1H3E, PRNP, CDT1, H3F3B, GADD45A, EIF2AK1, GINS4, IRGM1, ASNS, BSDC1, MEMO1, MT1, SOD1, CSDA, PHF5A, COL5A1, ST5, RPS29, KLF9, RANBP10, HDGF, GCLM, SERINC3, SSBP3, AARS
62	E2F1_ChIP-Seq_MCF7_Human	3.12e-10	-1.24	25.3	RB1, CLIC4, MCM7, PIGQ, MGST3, COX17, CENPA, ARHGAP21, SEC61G, RPLP2, E2F2, CDT1, GCH1, H3F3B, HIST1H2AH, SPHK1, EIF2AK1, RPS3A, DEK, ANK1, SFRS1, HCFC1, KLF1, PHF5A, RPA3, KLF9, MCM5, NCAPD3, CD47, MCM6, MNS1, RPS24, MCM2
63	PDX1_ChIP-ChIP_MIN6_Mouse	7.52e-09	-1.45	25.28	2700097O09RIK, PSCD3, MCM7, WBP2, GADD45A, RPS27L, PPOX, 2310003F16RIK, NT5C3, DEDD2, EEF1B2, UBB, SEC61G, RPA3, HAT1, RANBP10, NUSAP1, ST3GAL5, MCM4, BLVRB, HAGH, SNCA, ATF4
64	CHD1_ChIP-ChIP_MESC_Mouse	1.58e-09	-1.34	25.19	RPL3, CETN3, CDCA8, CENPA, CCNB1, TUBB5, NUP85, FNTB, WBP5, KNTC1, HIST1H3E, HIST1H1C, BNIP3L, SLMO2, D12ERTD647E, GADD45A, RPL23, LSM4, KLF1, RPS26, SLC25A39, EIF3K, CYB5, TXNIP, ANAPC5, PABPC1, GCLM
65	SMAD1_ChIP-Seq_MESC_Mouse	7.03e-09	-1.42	24.79	CDT1, RPL41, KLF13, HIST1H2AN, H3F3B, ACSL1, HIST1H2AH, PON2, ICAM4, HS6ST1, NUDT4, EEF1B2, FTL1, UBB, MAFG, KLF9, MKRN1, CENPL, TXNIP, E2F2, BCAS2, HIST1H1C
