	Term	p-value	z-score	CS	Related Genes
30	RUNX1_ChIP-Seq_MEGAKARYOCYTES_Human	2.27e-34	-0.74	54.37	EIF4A1, NDUFA13, MIDN, RPL31, ZFAND3, GMFG, RAB3D, NCF4, ENO1, ACTB, LGALS3, RPS14, KRTCAP2, VPREB1, LGALS1, RPS19, RGS1, RASSF5, RPS6KA1, COTL1, JUNB, TMSB10, RPS9, SEPX1, ACTN1, TALDO1, MIF, ATP1B1, EEF1A1, DOK2, TYROBP, SPATA13, RIN3, TAGLN2, RPL29, PFN1, PPIA, LY6E, CDCA7, TWF2, PLAC8, PRDX5, TCTEX1D2, CD14, SERF2, EGR1, NDFIP1, ARPC5, SLC6A6, ARHGAP30, BCL6, GNB2, RPL27A, CALM3, MAN2B1, WDR1, DBI, SLC2A3, ARRB2, CD3D, SLC2A6, ARHGAP4, UBL5, LASP1, LBH, GM2A, RAC2, SH3BGRL3, FFAR2, ACADM, CAP1, FCER1G, H2AFY, DUSP1, ANXA3, TSC22D3, H2AFV, EMP3, FOS, MMP9, VAV1, RHOB, PSMA4, DNAJC7, CDC42EP3, IRF2, ARHGEF3, LCP1, HCST, GAPDH, LTF, SELPLG, PNKP, POMP, NEDD9, GDPD3, PRCP, ATP1A1, COX5A, GNAI2, CLN5, CST3, ADRBK1, LRRC8D, CSK, CKB, RABAC1, RNF130, PTPN18, CD72, PKM2, PLEKHA2, NDUFA3, SYVN1, LAPTM5, ARID3A, SORL1, SC4MOL, ASPRV1, TSPAN14, KLF6, OSTM1, POU2AF1, STK17B, ALOX5AP, ZYX, CD9, FOSB, PTPN6, PI16, CD69, MYO1F
31	SOX2_ChIP-Seq_MESC_Mouse	1.89e-21	-1.21	54.3	EIF4A1, IFITM1, MIDN, IFITM2, OLFML2B, WDR1, ATP2A3, SLC2A3, ENO1, VPREB3, UBL5, RPS14, LASP1, VPREB1, HNRPL, RPS19, ALDH2, SIRPA, EMB, OSTF1, RPS11, JUNB, TMSB10, CLIC1, IFITM6, TPD52, HIST1H2AO, RPS9, H2AFY, DUSP1, ACTN1, MIF, FOS, ATP1B1, RHOB, EEF1A1, ACLY, DOK2, DNAJC7, CDC42EP3, BOLA2, CHI3L1, RPL27, RPL29, PFN1, GAPDH, VPS28, LY6E, PRR13, PFKFB4, VCP, CEBPE, POMP, TWF2, CXCR4, PRCP, ATP1A1, ACAA1A, COX5A, GNAI2, CLN5, ZFP36L1, CST3, P2RY5, AXUD1, SPP1, CKB, CD14, RPL18, SLC15A3, MCL1, MCTS1, CMTM7, PTPN18, PKM2, PLEKHA2, PRSS34, KLF2, SLC6A6, MARCKS, KLF6, ALOX5AP, PTPN6, P4HB, PI16, MYD88
32	RUNX2_ChIP-Seq_MC3T3_Mouse	2.84e-22	-1.16	54.3	IFITM1, SAMD9L, OLFML2B, ALAS1, LST1, AATK, ACTB, TRIOBP, ARHGAP4, GPI1, LGALS3, LASP1, KRTCAP2, GLIPR1, LGALS1, RPS19, ALDH2, RASSF5, TMSB4X, ARHGDIB, RAC2, PGLYRP1, JUNB, TMSB10, CLIC1, RAB8A, CAP1, FCER1G, ANXA2, DUSP1, ACTN1, TSC22D3, FOS, EMP3, 2310014H01RIK, RHOB, EEF1A1, CDC42EP3, SPATA13, ARHGEF3, RIN3, TAGLN2, PFN1, VCP, CBFB, CDCA7, TACSTD2, GNAI2, ZFP36L1, LDHA, CCL9, SPP1, INPP5K, CSK, S100A11, MCL1, PKM2, LAPTM5, ARID3A, DHRS7, ARHGAP30, ARPC3, ZYX, CD9, FOSB, DYNLRB1, P4HB
33	MEIS1_ChIP-Seq_HPC-7_Mouse	1.51e-18	-1.3	50.24	BTG1, GMFG, NCF4, ATP2A3, LRMP, KRTCAP2, PSTPIP1, GM2A, RGS1, RAC2, COTL1, SH3BGRL3, JUNB, CLIC1, DUSP1, TALDO1, HMHA1, EMP3, ATP1B1, VAV1, RHOB, DOK2, CLEC4D, IL1B, IRF2, ARHGEF3, RIN3, RPL27, PRKD2, PRTN3, LTB, HCST, PRR13, ATP6V0E, LTF, CEBPE, MGST2, CXCR4, IQGAP1, CORO1A, CCL9, 2010107H07RIK, LRRC8D, RABAC1, SLC15A3, LAPTM5, SLC6A6, OSTM1, ZYX, PI16, TGFBI, 2310016M24RIK
34	CEBPB_ChIP-Seq_THIOMACROPHAGE_Mouse	1.23e-19	-1.18	48.41	EIF4A1, APP, TNFAIP8, NCF4, RPL10A, MRPL33, PIGX, FCRLA, RPS14, RGS1, CASP1, TSPO, CYTIP, 1810033B17RIK, DUSP1, LMO4, ANXA3, NME2, HMHA1, MYL6, CLEC4D, DNAJC7, FCGR4, PRTN3, GAPDH, PPIA, PFDN5, ATF3, VPS28, H2-D1, LY6E, PRR13, CEBPB, CEBPE, LYZ2, TWF2, PRCP, ACAA1A, CD79B, ADRBK1, TCTEX1D2, CCL4, PSAP, INPP5K, NCKAP1L, OSM, ARID3A, KLF6, SELL, CDK2AP2, CD9, DEGS1, DYNLRB1, 2310016M24RIK, MYD88, ITM2B
35	LMO2_ChIP-Seq_HPC-7_Mouse	7.19e-20	-1.16	48.17	RNPEPL1, GMFG, GIMAP1, LST1, ATP2A3, LRMP, ARRB2, ACTB, PSTPIP1, KRTCAP2, VPREB1, GM2A, RGS1, TMSB4X, ARHGDIB, COTL1, SH3BGRL3, FFAR2, ACADM, ATP6V1E1, CYTIP, PRKACB, CLIC1, TPD52, KLRA17, VAV1, SCAMP2, 2310014H01RIK, DOK2, CLEC4D, SLPI, PRKD2, TAGLN2, CEBPE, GLO1, TWF2, MGST2, GATA2, CCL9, CCL5, CCL3, NCKAP1L, SLC15A3, RNF130, MCL1, 1500031L02RIK, CMTM7, EGR1, 2010001M09RIK, CMTM6, LAPTM5, G0S2, AI467606, ASPRV1, ALOX5AP, ZYX, DEGS1, PI16, DYNLRB1
36	CEBPB_ChIP-Seq_MC3T3_Mouse	1.18e-19	-1.12	46.08	TNFAIP8, MIDN, WDR1, RNPEPL1, RPL31, RPL34, RPL10A, ACTB, UBL5, RPS14, ZFP36, LGALS1, RPS19, RPL36AL, TMSB4X, MYEOV2, OSTF1, ATP6V1E1, 1110032A13RIK, IFITM6, RPS12, RPS9, FCER1G, DUSP1, TSC22D3, 2700094K13RIK, RPS6, CYBA, FOS, MIF, 2310014H01RIK, RHOB, 2010107E04RIK, PSMA4, IRF2, BOLA2, ERP29, RPL27, SLC25A5, RPL29, TLR2, GSTP1, ZFP36L1, LDHA, PSAP, CSK, S100A11, BC037034, EGR1, NDUFA7, NDFIP1, PLEKHA2, NDUFA1, RAB27A, DSTN, ARID3A, PSMB8, KLF2, KLF6, CDK2AP2, LRP10, CLEC2D, MYD88
37	NUCKS1_ChIP-Seq_HEPATOCYTES_Mouse	7.47e-15	-1.47	45.05	EIF4A1, CEBPB, CBFB, ARPC1B, IQGAP1, ZFP36L1, LDHA, ZFP36, CSK, JUNB, B2M, MCL1, EGR1, H2AFY, DUSP1, PKM2, LMO4, NME2, FOS, ARPC5, VAV1, PPP1CA, BCL6, ZYX, FOSB, PTPN6, CALM3, DYNLRB1, GAPDH, ATF3
38	SMARCA4_ChIP-ChIP_TROPHOBLAST STEM CELLS_Mouse	1.88e-14	-1.48	44.28	VCP, WDR1, ARPC1B, GLO1, PRCP, IQGAP1, ARRB2, ENO1, GATA2, LITAF, ACTB, ZFP36L1, LGALS3, LASP1, LDHA, ZFP36, GM2A, PSAP, LRRC8D, RPL39, JUNB, CLIC1, MARK2, NDEL1, ANXA2, DUSP1, PKM2, PLEKHA2, OSM, TALDO1, DSTN, SCOTIN, MYL4, TSPAN14, TYROBP, ERP29, FOSB, RIN3, TAGLN2, CRLF3
39	SOX17_ChIP-Seq_XEN_Mouse	7.37e-16	-1.22	40.0	EIF4A1, APP, NDUFA13, ORM1, IFITM2, WDR1, RPL31, ARRB2, ENO1, GPI1, FCRLA, UBL5, GLIPR1, HNRPL, COTL1, ACADM, OSTF1, EMB, RPS11, JUNB, TMSB10, CLIC1, CAP1, 1810033B17RIK, ACTN1, FOS, ATP1B1, SCAMP2, EEF1A1, EIF3S5, MYL6, CLEC4D, CDC42EP3, IRF2, TAGLN2, PPIA, CEBPE, GLO1, CDCA7, MGST2, CST3, CENTD3, P2RY5, PSAP, RPS3, MYLC2B, NDFIP1, RAB27A, PRSS34, MARCKS, KLF6, RPL27A, ZYX, DYNLRB1, 2310016M24RIK, MYD88
40	SPI1_ChIP-Seq_K562_Human	6.19e-16	-1.2	39.49	OLFML2B, SELPLG, MS4A3, BTG1, ARPC1B, NCF4, ATP2A3, MGST2, PRCP, IQGAP1, CORO1A, GNAI2, GLIPR1, RPS19, ALDH2, RASSF5, RPS6KA1, RAC2, RPS3, NCKAP1L, OSTF1, RPS11, NADK, S100A11, MCL1, OSBPL9, PDIA3, PTPN18, PLEKHA2, STX7, LAPTM5, TALDO1, EMP3, ARPC5, VAV1, SLC6A6, DOK3, ARPC3, RPL27A, IRF2, BOLA2, BTK, LCP1, LRP10, HCST, PFDN5, MYD88
41	SETDB1_ChIP-Seq_MESC_Mouse	8.79e-16	-1.2	39.4	HIST2H2AA2, APP, IFITM1, IFITM2, RNPEPL1, 5730427N09RIK, LST1, DBI, SLC2A3, RPL10A, UBL5, RPS14, KRTCAP2, BCL7A, ALDH2, SH3BGRL3, ACADM, CAP1, PDIA3, LYPLA2, CD52, DUSP1, ACTN1, CYBA, PGD, SCAMP2, RHOB, RAB32, COX7A2L, LTB4R1, BOLA2, ERP29, RIN3, PFN1, GAPDH, ARL8A, GRN, CEBPB, 1110003E01RIK, GATA2, CENTD3, LRRC8D, CKB, MARK2, EGR1, PTPN18, ARPC5, SCOTIN, PSMB9, SLC6A6, GNB2, STK17B, ZYX, CD9, PTPN6, CALM3, PLP2
42	ATF3_ChIP-Seq_GBM1-GSC_Human	2.13e-18	-1.02	39.29	TNFAIP8, MIDN, BTG1, WDR1, RPL32, ENO1, FCRLA, RPS14, LASP1, GLIPR1, RPL36AL, RGS1, RASSF5, TMSB4X, ACADM, CLIC1, RPS13, ANXA2, DUSP1, ANXA3, ACTN1, TSC22D3, H2AFV, EMP3, PGD, ATP1B1, EEF1A1, RAB32, MYL6, CDC42EP3, IRF2, TAGLN2, RPL27, ATF3, CD63, CEBPB, SELPLG, RPN2, CEBPE, GLO1, NEDD9, ATP1A1, IQGAP1, ZFP36L1, LDHA, PRDX5, SPP1, CCL3, MCL1, MCTS1, CMTM7, EGR1, TMEM184B, PKM2, OSM, SORL1, SC4MOL, HIGD2A, SLC6A6, TSPAN14, KLF6, BCL6, EIF3F, TGFBI
43	KLF4_ChIP-ChIP_MESC_Mouse	2.41e-15	-1.23	38.99	EIF4A1, MIDN, IFITM1, IFITM2, CDCA7, TACSTD2, ATP2A3, CXCR4, SLC2A3, ENO1, GATA2, LITAF, ACTB, ZFP36L1, LASP1, LDHA, ZFP36, HNRPL, SPP1, ACADM, SLC15A3, RPS11, JUNB, NADK, NDEL1, MCL1, TPD52, RPS9, 1200013B08RIK, PKM2, LMO4, 2700094K13RIK, SYVN1, ARID3A, EMP3, FOS, MIF, KLF2, KLF6, RPL27A, GNB2, TAGLN2, RPL27, CRLF3, GAPDH, PPIA, ARL8A, H2-AB1
44	KLF4_ChIP-Seq_MESC_Mouse	1.03e-16	-1.12	38.73	EIF4A1, MIDN, ZFAND3, RAB3D, 5730427N09RIK, ATP2A3, PYGL, ENO1, LGALS3, KRTCAP2, RPS19, GM2A, RASSF5, TMSB4X, RPS6KA1, TSPO, ACADM, RPS11, JUNB, TMSB10, 1110032A13RIK, NDEL1, LYPLA2, ANXA2, ACTN1, 2700094K13RIK, NME2, MIF, EEF1A1, ACLY, ERP29, PPIA, ATF3, ARL8A, LY6E, GRN, CBFB, POMP, 1110003E01RIK, UNC84B, GDPD3, PRCP, COX5A, CST3, PSAP, LRRC8D, CSK, RNF130, CMTM7, NDUFA7, PKM2, PLEKHA2, CMTM6, DSTN, ARID3A, AI467606, SC4MOL, PPP1CA, TSPAN14, OSTM1, PTPN6, CALM3, CRLF3, LRP10, 2310016M24RIK
45	WT1_ChIP-ChIP_NEPHRON PROGENITOR_Mouse	1.46e-15	-1.18	38.03	APP, MIDN, HIBADH, WDR1, ZFAND3, DBI, PYGL, RCSD1, LASP1, ZFP36, LGALS1, HNRPL, TMSB4X, SH3BGRL3, CLIC1, DUSP1, LMO4, ACTN1, 2700094K13RIK, APRT, DNAJC7, ADPRH, IRF2, SLC25A5, PPIA, ATF3, CD63, CBFB, POMP, 1110003E01RIK, PRCP, COX5A, ZFP36L1, PRDX5, AXUD1, LRRC8D, S100A11, OSBPL9, EGR1, NDFIP1, CD72, PLEKHA2, SYVN1, LAPTM5, ARPC5, SCOTIN, KLF6, GNB2, ZYX, TGFBI, 2310016M24RIK
46	CREB1_ChIP-Seq_HIPPOCAMPUS_Rat	4.03e-20	-0.9	37.96	EIF4A1, MIDN, BTG1, RPL34, ACTB, RPS14, KRTCAP2, RPS19, PRKACB, JUNB, B2M, RPS13, RAB8A, NDEL1, CAP1, H2AFY, SSR4, DUSP1, ACTN1, TSC22D3, SSU72, H2AFV, FOS, MIF, SCAMP2, RHOB, EEF1A1, ACLY, MYL6, PRKD2, SLC25A5, GAPDH, PPIA, ATF3, H2-D1, GRN, CEBPB, VCP, RPN2, 1110003E01RIK, PRCP, ATP1A1, COX5A, GNAI2, LDHA, ADRBK1, RPS3, CKB, SERF2, MARK2, MCTS1, EGR1, CD74, NDUFA7, PKM2, SYVN1, SORL1, SC4MOL, KLF2, HIGD2A, KLF6, GNB2, CDK2AP2, FOSB, CALM3, DYNLRB1, P4HB, 2310016M24RIK, MYD88, H2-AB1
47	MYC_ChIP-Seq_BL_Human	5.84e-11	-1.63	36.03	EIF4A1, SELPLG, CBFB, ARPC1B, CORO1A, PIGX, CD79B, RPS14, LASP1, ZFP36, BCL7A, ADRBK1, COTL1, LRRC8D, CSK, JUNB, RAB8A, RPS12, EGR1, LAPTM5, SYVN1, HMHA1, CYBA, ARID3A, EMP3, SLC6A6, PFN1, GAPDH, PPIA
48	PPARG_ChIP-Seq_3T3-L1 PREADIPOCYTE _Mouse	2.56e-22	-0.75	35.39	TNFAIP8, SAMD9L, MIDN, BTG1, IFITM2, HIBADH, WDR1, RPL31, ZFAND3, RPL34, AATK, DBI, ENO1, LITAF, TRIOBP, PIK3CG, ACTB, MRPL33, RPS14, LASP1, ZFP36, ACADM, ATP6V1E1, JUNB, CAMP, CPA3, CAP1, PSENEN, TPD52, ANXA2, LMO4, ANXA3, FOS, 2310014H01RIK, RHOB, MYL4, NGP, IRF2, ERP29, PRKD2, RPL27, SLC25A5, LY6E, ATP6V0E, PRR13, CEBPB, GRN, LYZ2, POMP, 1110003E01RIK, CDCA7, TWF2, NEDD9, ACAA1A, ZFP36L1, PLAC8, CST3, LDHA, PSAP, SPP1, LRRC8D, CKB, RPL18, RABAC1, S100A11, SERF2, MARK2, MCL1, OSBPL9, EGR1, TMEM184B, PKM2, SYVN1, G0S2, ARPC5, SC4MOL, ASPRV1, KLF2, SLC6A6, MARCKS, DHRS7, KLF6, BCL6, ALOX5AP, ZYX, CD9, EIF3F, DYNLRB1, CD69, CLEC2D, ITM2B
49	MYBL2_ChIP-ChIP_MESC_Mouse	2.54e-13	-1.22	33.35	EIF4A1, IFITM1, IFITM2, RPL31, RPL34, AATK, DBI, ACTB, GPI1, RPS14, LASP1, VPREB1, ZFP36, HNRPL, RPS19, RPS11, RPL39, RAB8A, 1110032A13RIK, IFITM6, RPS12, NDEL1, RPS9, SEPX1, 2700094K13RIK, H2AFV, EMP3, MIF, EEF1A1, 0910001L09RIK, DNAJC7, IRF2, BTK, PPIA, VCP, GSTP1, TWF2, COX5A, ATP5L, CLN5, ZFP36L1, SPP1, LRRC8D, MYLC2B, SERF2, BC037034, MCL1, NDUFA7, PKM2, CMTM6, SYVN1, RAB27A, MARCKS, KLF6, BCL6, LCN2
50	FLI1_ChIP-Seq_MEGAKARYOCYTES_Human	1.48e-29	-0.53	33.3	EIF4A1, NDUFA13, MIDN, RPL32, RPL31, ZFAND3, RPL34, GMFG, NCF4, ENO1, ACTB, LGALS3, RPS14, ZFP36, KRTCAP2, LGALS1, RPS19, RGS1, RPS6KA1, ARHGDIB, COTL1, MYEOV2, SIRPA, OSTF1, RPS11, ATP6V1E1, JUNB, ACTN1, HMHA1, SCAMP2, RAB32, TYROBP, BTK, PRKD2, TAGLN2, RPL27, RPL29, PFN1, ATF3, GLO1, IQGAP1, ATP5L, ZFP36L1, PLAC8, PRDX5, LDHA, NCKAP1L, CD14, ATP6V1D, S100A11, EGR1, TMEM184B, SHFM1, HIGD2A, SLC6A6, ARHGAP30, SELL, ARPC3, RPL27A, LCN2, CALM3, DYNLRB1, LRP10, BTG1, ATP2A3, DBI, SLC2A3, ARRB2, CXCL2, CD3D, PIK3CG, ARHGAP4, MRPL33, UBL5, LASP1, LBH, TMSB4X, RAC2, SH3BGRL3, CTSG, RAB8A, NDEL1, CAP1, LYPLA2, FCER1G, H2AFY, DUSP1, FOS, MMP9, VAV1, APRT, RHOB, DNAJC7, IL1B, CDC42EP3, IRF2, ARHGEF3, LCP1, HCST, GAPDH, PFDN5, TLR2, PNKP, POMP, WAS, NEDD9, CXCR4, GNAI2, CLN5, CST3, ADRBK1, CCL5, RPS3, LRRC8D, CSK, CMTM7, SEMA4A, PTPN18, PKM2, SYVN1, LAPTM5, ARID3A, ASPRV1, KLF2, DHRS7, KLF6, OSTM1, POU2AF1, ALOX5AP, CDK2AP2, CD9, FOSB, PTPN6, MYO1F
51	NANOG_ChIP-PET_MESC_Mouse	2.84e-08	-2.04	33.14	IFITM1, ALAS1, BTG1, IFITM2, HIBADH, LST1, SLC2A3, ENO1, PYGL, PIK3CG, VPREB3, LASP1, BCL7A, TMSB4X, RPS6KA1, RAC2, RPS13, 1110032A13RIK, TPD52, ACTN1, GLRX1, MIF, ATP1B1, PGD, DNAJC7, LTB4R1, ARHGEF3, LTB, SLC25A5, CBFB, RPN2, GLO1, CDCA7, IQGAP1, GNAI2, ZFP36L1, CST3, SPP1, RABAC1, MARK2, OSBPL9, 1500031L02RIK, NDFIP1, OSM, DSTN, RAB27A, TBCA, STFA1, NSEP1, SLC6A6, MARCKS, KLF6, OSTM1, KLHL6, BGLAP2, CD9, FOSB, CRLF3, LRP10, ITM2B, MYO1F
52	XRN2_ChIP-Seq_HELA_Human	1.08e-15	-1.02	33.12	EIF4A1, BTG1, RPL32, WDR1, RPL31, RPL10A, RPL9, ACTB, RPS14, KRTCAP2, BCL7A, RPS19, TMSB10, B2M, NDEL1, RPS12, LYPLA2, RPS9, DUSP1, ACTN1, TSC22D3, RPS6, SSU72, NME2, H2AFV, APRT, RHOB, EEF1A1, MYL6, COX7A2L, TAGLN2, RPL27, RPL29, PFN1, GAPDH, PPIA, VPS28, GATA2, CKB, RPL18, SERF2, NDUFA7, PKM2, HIGD2A, RPL27A, CDK2AP2, CALM3, P4HB, LRP10
53	HSF1_ChIP-Seq_STHDH STRIATAL_Mouse	4.15e-09	-1.79	32.21	CEBPB, BTG1, IFITM2, WDR1, ARPC1B, TRIOBP, ACTB, MRPL33, LY6C1, GLIPR1, LASP1, ZFP36, LGALS1, ALDH2, RABAC1, NADK, RPS13, 1110032A13RIK, MCL1, PDIA3, ANXA2, DUSP1, ARID3A, PGD, RAB32, TYROBP, FOSB, RIN3, HCST, GAPDH, PFDN5, ATF3
54	RUNX1_ChIP-Seq_EML_Mouse	2.40e-16	-0.95	32.09	MIDN, WDR1, ATP2A3, ENO1, RCSD1, SLC2A6, LGALS3, GLIPR1, LGALS1, ALDH2, SH3BGRL3, ATP6V1E1, JUNB, CPA3, DUSP1, HMHA1, FOS, AKR1A4, MMP9, 2310014H01RIK, MYL6, PSMA4, SLPI, LTB4R1, PRKD2, LCP1, SLC25A5, HCST, H2-D1, CD63, VCP, SELPLG, POMP, CDCA7, WAS, GATA2, GNAI2, SPP1, LRRC8D, SLC15A3, NADK, S100A11, EGR1, NAPSA, CD72, SHFM1, LAPTM5, ARID3A, KLF2, KLF6, ARHGAP30, ARPC3, CD69, 2310016M24RIK
55	TAL1_ChIP-Seq_PRIMARY FETAL LIVER ERYTHROID _Mouse	6.19e-16	-0.97	32.03	HIST2H2AA2, TNFAIP8, NDUFA13, BTG1, RPL32, RPL31, ATP2A3, SLC2A3, RPL10A, RCSD1, ACTB, FCNB, ZFP36, RPS19, RAC2, SH3BGRL3, 1110032A13RIK, NDEL1, PDIA3, DUSP1, TSC22D3, TALDO1, HMHA1, FOS, ATP1B1, EEF1A1, 2010107E04RIK, CDC42EP3, ADSSL1, RIN3, TAGLN2, GAPDH, PPIA, RPN2, TWF2, MGST2, PRCP, ATP1A1, GATA2, GNAI2, ZFP36L1, TCTEX1D2, CSK, MARK2, MCL1, EGR1, NDFIP1, ASPRV1, KLF6, ALOX5AP, CD9, FOSB, P4HB, CRLF3, ITM2B
56	ZFP281_ChIP-ChIP_E14_Mouse	1.22e-13	-1.13	31.57	EIF4A1, MIDN, IFITM2, GMFG, SLC2A3, ENO1, ACTB, LASP1, KRTCAP2, VPREB1, ZFP36, HNRPL, BCL7A, RASSF5, RPS6KA1, COTL1, SH3BGRL3, CTSG, EMB, JUNB, PSENEN, PDIA3, CD52, DUSP1, 2700094K13RIK, CYBA, MMP9, RHOB, EEF1A1, ACLY, TAGLN2, PFN1, CD63, GSTP1, GATA2, ZFP36L1, CST3, LDHA, AXUD1, CSK, EGR1, SEMA4A, PKM2, PLEKHA2, G0S2, ARID3A, PSMB8, KLF2, SLC6A6, OSTM1, CALM3, PLP2, CRLF3
57	TRIM28_ChIP-ChIP_MESC_Mouse	3.30e-16	-0.92	31.0	EIF4A1, APP, NDUFA13, IFITM1, ALAS1, D3UCLA1, IFITM2, RPL32, ATP2A3, AATK, ARRB2, RPL10A, MRPL33, LASP1, RPS19, RPL36AL, RASSF5, RPS6KA1, SIRPA, OSTF1, JUNB, RAB8A, NDEL1, TPD52, PDIA3, DUSP1, RPS6, SSU72, HMHA1, ATP1B1, APRT, RHOB, EIF3S5, PSMA4, LTB4R1, RIN3, SLC25A5, PFN1, PPIA, CEBPB, VCP, CBFB, RPN2, CDCA7, WAS, ATP1A1, ACAA1A, COX5A, GNAI2, LRRC8D, CKB, MYLC2B, NADK, SERF2, MCL1, EGR1, PTPN18, PKM2, 2010001M09RIK, G0S2, DSTN, ARPC5, AI467606, KLF2, HIGD2A, SLC6A6, OSTM1, BCL6, RPL27A, CRLF3, LRP10, MYD88, H2-AB1
58	ELK1_ChIP-Seq_MCF10A_Human	4.76e-12	-1.24	30.5	NDUFA13, CEBPB, ORM1, BTG1, RPL32, RPL34, CDCA7, UNC84B, IQGAP1, LITAF, ACTB, RPS14, RPS19, ADRBK1, JUNB, MCL1, CAP1, EGR1, ANXA2, PLEKHA2, ANXA3, ACTN1, RPS6, SORL1, MYL6, KLF6, RPL27A, CDC42EP3, RIN3, RPL27, PLP2, PFN1, LRP10
59	SOX2_ChIP-Seq_SW620_Human	1.15e-14	-0.98	29.61	TNFAIP8, IFITM1, BTG1, RAB3D, HP, ATP2A3, F13A1, SLC2A3, PYGL, LITAF, ZFP36, LGALS1, LBH, RASSF5, ARHGDIB, CTSH, SH3BGRL3, PRKACB, NDEL1, PSENEN, PDIA3, H2AFY, LMO4, EMP3, ATP1B1, ARHGEF3, RIN3, PRKD2, TAGLN2, LCP1, ATF3, LY6E, GRN, PFKFB4, CBFB, TACSTD2, NEDD9, MGST2, PRCP, IQGAP1, GATA2, PLAC8, CENTD3, PSAP, CKB, CD14, RABAC1, NADK, NDFIP1, NDUFA3, LAPTM5, G0S2, ARID3A, KLF2, PSMB9, TSPAN14, LRG1, BCL6, GNB2, STK17B, LCN2, LRP10, CLEC2D
60	CTCF_ChIP-Seq_MESC_Mouse	7.19e-13	-1.12	29.44	APP, MIDN, HIBADH, RNPEPL1, RPL32, GMFG, ATP2A3, CXCR4, PRCP, SLC2A3, RPL10A, COX5A, CXCL2, CLN5, RPS14, SERPINB1A, KRTCAP2, RPS19, BCL7A, ADRBK1, RASSF5, RPS6KA1, CTSH, CSK, ATP6V1D, SSR4, DUSP1, NDUFA3, RAB27A, G0S2, RAB32, EIF3S5, SLC6A6, MYL6, 2010107E04RIK, SELL, ARPC3, BOLA2, ZYX, FOSB, TAGLN2, RPL27, CLEC2D, 2310016M24RIK, PRR13
61	TBP_ChIP-Seq_C3H10T1-2_Mouse	7.50e-09	-1.63	28.42	MIDN, GRN, NDUFA13, CEBPB, ZFP36L1, GPI1, VPREB1, LASP1, ZFP36, AXUD1, TSPO, LRRC8D, RPL18, RPS11, JUNB, NADK, CD74, PKM2, LMO4, SYVN1, ARPC5, SCOTIN, 2310014H01RIK, MYL6, BCL6, DNAJC7, IRF2, BTK, PTPN6, GAPDH
62	POU5F1_ChIP-Seq_MESC_Mouse	4.75e-18	-0.74	27.74	EIF4A1, NDUFA13, IFITM1, ORM1, IFITM2, WDR1, RPL31, 5730427N09RIK, ATP2A3, SLC2A3, ENO1, RPL9, ACTB, GPI1, RPS14, LASP1, ZFP36, KRTCAP2, VPREB1, RPS19, ALDH2, EG630499, RPS6KA1, SIRPA, EMB, OSTF1, RPS11, PRKACB, JUNB, TMSB10, CLIC1, RAB8A, IFITM6, 1810033B17RIK, TPD52, H2AFY, DUSP1, ACTN1, HMHA1, MIF, FOS, PGD, RHOB, EEF1A1, ACLY, COX7A2L, DOK2, DNAJC7, CDC42EP3, ADPRH, CHI3L1, RPL27, RPL29, GAPDH, VPS28, LY6E, GRN, POMP, CDCA7, TWF2, ATP1A1, IQGAP1, COX5A, GNAI2, ZFP36L1, PLAC8, CST3, P2RY5, AXUD1, SPP1, RPS3, CKB, CD14, RPL18, SLC15A3, MCL1, PTPN18, PLEKHA2, G0S2, DSTN, ARID3A, KLF2, HIGD2A, SLC6A6, TSPAN14, KLF6, ARPC3, LCN2, CD9, PTPN6, PLP2, CLEC2D
63	POU5F1_ChIP-ChIP_MESC_Mouse	9.48e-08	-1.82	27.56	IFITM1, IFITM2, DUSP1, GSTP1, GLO1, CDCA7, ENO1, FOS, MIF, SCOTIN, TMSB4X, ALOX5AP, SPP1, RPL27, SH3BGRL3, EMB, CKB, OSTF1, CLIC1, LY6E
