	Term	p-value	z-score	CS	Related Genes
122	SPI1_K562_hg19	5.69e-07	-1.23	15.39	GRN, YWHAB, NCF4, CIB1, CFP, PIK3CG, PSMB10, GABARAP, FGD2, PRDX5, RPL36AL, RPS3, EIF4H, TMEM208, POLR2G, OSTF1, RPS11, CAMP, MCL1, MCTS1, TIMM8B, PSENEN, CD52, NDUFA7, RPL41, NDUFA2, RAB27A, ARPC5, DYNLL1, LYZ, NME1, RAB32, RPS25, OSTM1, EIF3I, BOLA2, ERP29, RNF181, PTPN6, PRTN3, AURKAIP1
123	POLR2A_lung_mm9	1.70e-07	-1.11	15.11	SLC46A3, IFITM2, HIBADH, NCF4, ATP5G3, IFI30, UBE2L3, KRTCAP2, RASSF5, HIST1H2AD, PGLYRP1, SEC13, HIST1H2AI, H2AFZ, HIST1H2AK, SSR3, UTP11L, COX6B1, RAB32, COX7A2L, DOK3, 2010107E04RIK, TYROBP, SLC25A5, TRUB2, COPB2, NDUFB8, CDCA7, PSMA7, HSP90B1, CD79B, C3, ATP5B, PSMB1, POLR2G, SEC11C, MCTS1, NFE2, 3110001D03RIK, H2-AA, ATOX1, PSMB9, HIGD2A, RPS26, TSPAN14, 1810022K09RIK, ALOX5AP, LCN2, CDK2AP2, RNF181
124	CREB1_K562_hg19	8.24e-07	-1.24	15.1	COPB2, VCP, TNFAIP8, HIBADH, MRPS33, SLC40A1, CIB1, NEDD8, MRPL12, CENPA, COX5A, PSMA7, NUP160, EEF1B2, ATP5B, LAMP1, RPL36AL, PSMB1, RPS3, PIP4K2A, TMEM208, RPS2, RPS11, B2M, RPS9, NDUFA7, RPL41, SEC13, RPS8, DUSP1, SHFM1, SSR3, SSU72, NSMCE1, H2AFV, RPL13A, UTP11L, FOS, NME1, EEF1A1, RPS26, CDK2AP2, OCIAD1, ERH, MAPRE1, EIF1B
125	NFIC_HepG2_hg19	6.49e-07	-1.21	14.94	ANAPC13, HIBADH, ARL6IP1, RPL31, MRPS33, DBI, ATP5G3, RPL10A, MRPL33, ATP5B, RPS14, UBL5, KRTCAP2, LAMP1, RPL36AL, SUMO2, RPS3, RPS2, CHCHD1, RNF130, MCL1, NDUFA9, RPS9, RPL41, SEC13, CCDC56, H2AFZ, SHFM1, NDUFA2, SSR3, RPL13A, CYBASC3, HIGD2A, SAP30, ATP5J2, EEF1A1, RPS25, EIF3I, AURKAIP1, EIF1B
126	E2F4_CH12.LX_mm9	4.13e-07	-1.16	14.91	MTCH1, ARRB2, ATP5G2, UBE2L3, HINT1, 2310036O22RIK, SUMO2, HIST1H2AD, SH3BGRL3, VPS35, HIST1H2AF, RPS11, CHCHD1, TMEM14C, PSENEN, CD52, HIST1H2AN, DUSP1, HIST1H2AH, H2AFZ, RPS5, 2700094K13RIK, SSR3, NSMCE1, SSU72, H2AFV, ATP5J2, PGP, ERH, GAPDH, NDUFB8, MRPS33, A930005H10RIK, CDCA7, MRPL12, PRDX4, PSAP, RPS2, TIMM8B, RPL41, SIVA1, HNRNPAB, HIGD2A, PSMB9, RPS26, GNB2, POU2AF1, 2310009A05RIK, DYNLRB1
127	CHD2_HeLa-S3_hg19	4.13e-07	-1.16	14.81	IFITM3, IFITM2, WDR1, RPL31, RPLP1, UBE2L3, UBL5, ZFP36, LGALS1, RASSF5, SUMO2, RPS6KA1, NPTN, MYEOV2, TMEM14C, SEC13, GPX4, NUP210, HIST1H2AH, RPS8, IMP3, SSR3, NSMCE1, H2AFV, UTP11L, PGD, COX6B1, ATP5J2, EEF1A1, PLA2G15, RPL29, ARL8A, S100A8, PRR13, COPB2, CENPA, HSP90B1, NDUFV2, NFE2, SEPT11, CCDC56, SHFM1, NDUFA2, MRPL23, PPP1CA, RPS26, OSTM1, EIF3I, PTPN6
128	CEBPB_GM12878_hg19	2.03e-06	-1.28	14.54	RPL41, HIST1H2AI, RPS8, HIST1H2AH, H2AFZ, NDUFA3, DBI, GABARAP, PIGX, HIST2H2AC, NME1, RPS26, RPS25, ZFP36, TMSB4X, ERP29, CCL3, HIST1H2AD, DEGS1, RPS2, AURKAIP1, CLEC2D, NADK
129	GTF2F1_HeLa-S3_hg19	4.13e-07	-1.12	14.4	IFITM3, IFITM1, ALAS1, HIBADH, ATP5C1, RPL10A, HIST2H2AC, UBE2L3, EEF1B2, UBL5, RPL36AL, MYEOV2, SH3BGRL3, CHCHD1, SEC13, IMP3, RPS5, SSR3, NSMCE1, FOS, COX6B1, ATP5J2, NME1, IL1B, AURKAIP1, SLC25A5, PPIA, EIF1B, S100A8, TRUB2, VCP, POMP, MRPL12, PSMB10, GABARAP, ATP5L, PRDX4, PSMB1, PSAP, MCTS1, NFE2, RPL41, CCDC56, HIGD2A, RPS26, EIF3I, OCIAD1, PTPN6, CNIH4
130	REST_PFSK-1_hg19	4.87e-07	-1.13	14.24	MTCH1, IFITM2, RPL31, RPLP1, DBI, RPL10A, RPS4X, EEF1B2, RPS14, UBL5, TMSB4X, RASSF5, ARHGDIB, MYEOV2, RPS11, TMEM14C, RPS9, GPX1, ANXA2, RPS8, DUSP1, HIST1H2AK, UTP11L, DUSP6, NME1, SAP30, ATP5J2, RBX1, EEF1A1, RAB32, ERP29, ERH, RPL29, TRUB2, GRN, MRPS33, MRPL12, COX5A, GABARAP, ATP5L, FGD2, ATP5B, RPS3, RPS2, POLR2L, MCL1, SEC11C, TIMM8B, NDUFA9, RPL41, NDUFA7, RPS26, MARCKS, OSTM1, GNB2
131	TAL1_MEL cell line_mm9	7.19e-07	-1.16	14.22	SLC46A3, ARL6IP1, RPLP1, LST1, SLC40A1, CIB1, ARRB2, IFI30, HIST2H2AC, FTL1, LGALS1, ARHGDIB, B2M, TMEM14C, CTSB, HIST1H2AO, GPX1, ANXA2, RNASE6, TALDO1, DUSP6, DOK3, IL1B, LTB4R1, PRTN3, PRR13, GRN, GLO1, MGST2, PLD4, GLRX, CENPA, GABARAP, CCL9, SEC11C, TIMM8B, RPL41, SIVA1, NDUFA3, PRG2, OSM, COX6C, AI467606, PSMB8, PSMB9, RPS26, OSTM1, EIF3I, OCIAD1, RNF181, DEGS1, PTPN6, ITM2B
132	MAFK_HepG2_hg19	5.71e-07	-1.13	14.11	MTCH1, ARL6IP1, RPL31, ATP5G3, RPL10A, EEF1B2, RPS4X, KRTCAP2, LAMP1, RPL36AL, MYEOV2, B2M, TMEM14C, PSENEN, SEC13, RPS9, DUSP1, RPS8, IMP3, H2AFZ, RPS5, HIST1H2AK, SSR3, SSU72, RPL13A, FOS, NUDT16L1, MMP9, COX6B1, ATP5J2, PLA2G15, EEF1G, ERP29, AURKAIP1, SLC25A5, GAPDH, EIF1B, ANAPC13, TRUB2, GRN, GLO1, GLRX, MRPL12, HSP90B1, ATP5L, C3, PSAP, TMEM208, RPS2, RNF130, NDUFA9, TIMM8B, NDUFA7, RPL41, CCDC56, SHFM1, NDUFA2, LYZ, HNRNPAB, HIGD2A, RPS26, SPCS1, EIF3I, CDK2AP2, PTPN6, DYNLRB1
133	CEBPB_A549_hg19	6.15e-07	-1.13	14.02	IFITM2, RPL31, YWHAB, SLC40A1, DBI, ATP5G3, ETFB, ATP5G2, HIST2H2AC, KRTCAP2, ALDH2, TMSB4X, SUMO2, RPS11, CHCHD1, CAMP, TMEM14C, PSENEN, HIST1H2AI, MRPS24, GPX4, HIST1H2AH, H2AFZ, DUSP1, RPS5, HIST1H2AK, NSMCE1, RPL13A, H2AFV, UBE2E2, DUSP6, APRT, EEF1G, PLA2G15, EEF1A1, DNAJC7, SLPI, IL1B, S100A6, S100A9, PRR13, ANAPC13, MRPS33, GSTP1, CDCA7, NEDD8, PRCP, COX5A, C3, PRDX5, PRDX4, PSMB1, S100A11, NADK, MCL1, MCTS1, PSMB8, ALOX5AP, LCN2, DEGS1, DYNLRB1, CNIH4
134	ATF1_K562_hg19	9.80e-07	-1.15	13.86	COPB2, GRN, VCP, IFITM1, IFITM2, HIBADH, GLO1, MRPS33, CIB1, MRPL12, CFP, COX5A, GABARAP, PIK3CG, CLN5, EEF1B2, FCRLA, RPL36AL, TMSB4X, ARHGDIB, RPS3, TMEM208, SH3BGRL3, CAMP, TIMM8B, MCTS1, SEC13, NDUFA7, RPS9, RPL41, GPX4, IMP3, HIST1H2AK, NDUFA2, NSMCE1, SSU72, LYZ, COX6B1, RBX1, PLA2G15, RPS26, IFI27, EIF3I, ERP29, RNF181, RPL29, MAPRE1, AURKAIP1
135	IKZF1_GM12878_hg19	9.80e-07	-1.15	13.85	IFITM1, TNFRSF13B, GSTP1, NCF4, CDCA7, GLRX, ETFB, ARRB2, CFP, PIK3CG, PIGX, FGD2, HIST2H2AC, HSP90B1, PLAC8, FCRLA, RPL36AL, TMSB4X, CCL3, OSTF1, NADK, CAMP, SERF2, TMEM14C, SEC11C, MCL1, CD52, SEMA4A, SEPT11, GPX1, HIST1H2AI, NUP210, GPX4, HIST1H2AH, RNASE6, MMP9, PSMB8, MPEG1, EEF1A1, MARCKS, TYROBP, SELL, POU2AF1, ERP29, PTPN6, DEGS1, IRF5, GAPDH
136	ATF2_GM12878_hg19	1.06e-06	-1.15	13.84	COPB2, IFITM1, HIBADH, RPLP1, GLO1, MRPS33, POMP, ATP5C1, ATP5G3, CFP, IFI30, RPL10A, ATP5L, CLN5, FCRLA, EEF1B2, ATP5B, RPS14, RPL36AL, ARHGDIB, CCL3, RPS2, MCTS1, NDUFA9, RPS9, NDUFA7, RPL41, SEC13, SIVA1, MRPS24, RPS8, NDUFA2, SSU72, RNASE6, RPL13A, UTP11L, FOS, APRT, RPS26, COX7A2L, RPL29, AURKAIP1
137	TRIM28_K562_hg19	9.66e-07	-1.14	13.77	RPL31, RPLP1, MRPL36, ARRB2, ATP5G2, HIST2H2AC, UBE2L3, EEF1B2, RPS14, SUMO2, HIST1H2AD, ACADM, RPS12, HIST1H2AI, HIST1H2AH, RPS8, DUSP1, H2AFZ, SSR3, SSU72, RPL13A, H2AFV, UTP11L, PGD, ATP5J2, EEF1G, EEF1A1, DNAJC7, UQCRC2, ADNP, AURKAIP1, EIF1B, PPIA, TRUB2, GLO1, MRPS33, GSPT1, RNF130, NADK, TIMM8B, RPL41, SIVA1, SHFM1, CYBASC3, HIGD2A, RPS26, RPS25, LRG1, GNB2
138	FOS_K562_hg19	9.80e-07	-1.1	13.33	SLC46A3, VCP, GRN, HIBADH, ARL6IP1, GLO1, RPLP1, CENPA, HIST2H2AC, HSP90B1, ATP5B, LAMP1, RPL36AL, SUMO2, NPTN, HIST1H2AD, VPS35, RPS2, B2M, TIMM8B, GPX4, HIST1H2AI, SSR4, SIVA1, IMP3, H2AFZ, HIST1H2AH, HIST1H2AK, NDUFA2, SSR3, NSMCE1, RPL13A, H2AFV, UTP11L, PGD, NUDT16L1, HNRNPAB, COX6B1, RBX1, PLA2G15, ERP29, CDK2AP2, PGP, RNF181, DYNLRB1, MAPRE1, PPIA, PRR13
139	POLR2AphosphoS2_CH12.LX_mm9	9.80e-07	-1.09	13.22	MTCH1, NDUFB8, ALAS1, GSTP1, IFI30, COX5A, NUP160, GABARAP, UBE2L3, FGD2, CST3, ZFP36, FTL1, LGALS1, ALDH2, 2310036O22RIK, RNPEP, SIRPA, NDUFV2, POLR2J, SERF2, NADK, MCTS1, HIST1H2AN, GPX4, MRPS24, SSR4, H2AFZ, IMP3, HIST1H2AK, NDUFA2, OSM, H2AFV, UTP11L, ATOX1, RBX1, 2010107E04RIK, DOK3, OSTM1, EIF3I, PTPN6, VDAC1, DYNLRB1, UQCRC2, GAPDH, ITM2B, MYO1F, H2-AB1
140	MYC_GM12878_hg19	2.28e-06	-1.14	12.94	MTCH1, ARL6IP1, MRPS33, POMP, ATP5C1, DBI, MRPL12, RPL10A, UQCRH, HSP90B1, PIGX, ATP5L, CD79B, EEF1B2, KRTCAP2, HINT1, PRDX4, LAMP1, PSMB1, TMEM208, RPS2, B2M, TMEM14C, TIMM8B, RPS9, SEC13, GPX1, GPX4, SIVA1, RPS5, NSMCE1, SSU72, UBE2E2, HNRNPAB, CYBASC3, HIGD2A, ATP5J2, RPS26, COX7A2L, SPCS1, GNB2, EIF3I, OCIAD1, CDK2AP2, AURKAIP1, EIF1B, PPIA
141	E2F4_GM12878_hg19	9.80e-07	-1.07	12.91	MTCH1, ANAPC13, HIBADH, ARL6IP1, GLO1, ATP5G3, ARRB2, ETFB, MRPL12, RPL10A, COX5A, CLN5, PIGX, UBE2L3, EEF1B2, UBL5, LAMP1, RPL36AL, RPS3, TMEM208, HIST1H2AD, CHCHD1, SEC13, NUP210, HIST1H2AI, IMP3, RPS8, H2AFZ, RPS5, NDUFA3, SSR3, NDUFA2, TALDO1, ARPC5, FOS, UTP11L, NUDT16L1, PGD, NME1, APRT, CYBASC3, PLA2G15, DNAJC7, POU2AF1, ERP29, OCIAD1, SFXN1, ERH
142	PBX3_GM12878_hg19	2.12e-06	-1.13	12.85	SLC46A3, VCP, HIBADH, WDR1, CENPA, HIST2H2AC, ATP5B, ZFP36, RPL36AL, TMSB4X, ARHGDIB, CCL3, VPS35, RPS2, RPS11, B2M, MCL1, TPI1, HIST1H2AI, SSR4, HIST1H2AH, RPS5, NSMCE1, H2AFV, PGD, HNRNPAB, COX6B1, EEF1A1, RPS26, GNB2, BOLA2, OCIAD1, PGP, DYNLRB1, PPIA, PRR13
143	RCOR1_HeLa-S3_hg19	2.28e-06	-1.13	12.83	IFITM3, MRPS33, ATP5C1, DBI, ETFB, MRPL12, PSMB10, UBE2L3, ATP5B, LGALS3, KRTCAP2, RPL36AL, RASSF5, MYEOV2, HIST1H2AD, TMEM208, NDUFV2, RNF130, CHCHD1, CAMP, MCL1, NFE2, SEC13, GPX4, NUP210, ANXA2, CCDC56, HIST1H2AH, NDUFA2, SSU72, UBE2E2, ARPC5, HNRNPAB, COX6B1, RBX1, APRT, ATP5J2, PLA2G15, RPS26, EIF3I, RPL27A, VDAC1, RPL29, S100A9, CNIH4, ARL8A, S100A8
144	NFYA_GM12878_hg19	9.80e-07	-1.06	12.82	SLC46A3, GRN, VCP, HIBADH, ARL6IP1, YWHAB, GLO1, ETFB, CENPA, HIST2H2AC, HSP90B1, ATP5B, LGALS1, RPL36AL, HIST1H2AD, VPS35, RPS2, B2M, SERF2, GPX4, SSR4, HIST1H2AI, SIVA1, IMP3, HIST1H2AH, H2AFZ, RPS5, HIST1H2AK, NDUFA2, SSR3, NSMCE1, RPL13A, H2AFV, UTP11L, PGD, NUDT16L1, HNRNPAB, COX6B1, PLA2G15, PGP, CDK2AP2, RNF181, DYNLRB1, UQCRC2, MAPRE1, PPIA, GAPDH, PRR13
145	CUX1_GM12878_hg19	9.80e-07	-1.06	12.82	SLC46A3, VCP, IFITM1, SAMD9L, ALAS1, HIBADH, TNFRSF13B, RPL31, GSTP1, GLO1, POMP, ATP5C1, RPL10A, IFI30, FGD2, PIGX, CLN5, CD79B, PLAC8, UBL5, LGALS1, LAMP1, ARHGDIB, PSAP, CCL3, TMEM208, POLR2G, SH3BGRL3, RPS11, CAMP, CD52, TPI1, H2AFZ, RPS8, SHFM1, RPS5, NDUFA3, RNASE6, ARPC5, ATP5J2, APRT, EEF1G, PLA2G15, RNF181, PTPN6, UQCRC2, EIF1B, GAPDH
146	CHD2_CH12.LX_mm9	9.80e-07	-1.05	12.72	SLC46A3, COPB2, MTCH1, ARL6IP1, RPL31, MRPS33, GSTP1, GLO1, CIB1, MRPL12, IFI30, CENPA, NUP160, EEF1B2, KRTCAP2, LGALS1, H2-OB, SIRPA, SH3BGRL3, RPS2, CHCHD1, CAMP, SERF2, MCTS1, PSENEN, GPX1, MRPS24, GPX4, RPS5, NDUFA2, NSMCE1, H2AFV, NUDT16L1, AI467606, H2-AA, PSMB8, PLA2G15, EEF1A1, TSPAN14, FCGR4, EIF3I, GNB2, OCIAD1, 2310009A05RIK, RNF181, PTPN6, DYNLRB1, H2-AB1
147	CEBPB_K562_hg19	1.15e-06	-1.06	12.68	IFITM2, HIBADH, RPL31, DBI, ATP5G3, RPL10A, UBE2L3, FCRLA, RPS4X, KRTCAP2, HINT1, ALDH2, LAMP1, SUMO2, HIST1H2AD, CHCHD1, CAMP, TMEM14C, SEC13, HIST1H2AI, DUSP1, H2AFZ, RPS5, HIST1H2AK, NSMCE1, RPL13A, NME1, COX6B1, EEF1A1, COX7A2L, IL1B, PRTN3, UQCRC2, EIF1B, PRR13, TRUB2, COPB2, ANAPC13, MRPS33, GSTP1, PRCP, PRDX5, PRDX4, PSAP, PSMB1, TMEM208, RPS2, S100A11, MCL1, MCTS1, RPL41, PRG2, HNRNPAB, ATOX1, RPS26, LRG1, EIF3I, CDK2AP2, CNIH4
148	RCOR1_CH12.LX_mm9	2.28e-06	-1.11	12.61	C1QB, MTCH1, SAMD9L, NDUFB8, ARL6IP1, WDR1, RPL31, MRPS33, RPLP1, POMP, CIB1, ARRB2, MRPL12, CLN5, CST3, RPL36AL, RNPEP, SIRPA, SH3BGRL3, ACADM, CHCHD1, S100A11, SERF2, CTSB, TMEM14C, POLR2L, GPX1, NUP210, HIST1H2AH, DUSP1, 2700094K13RIK, FOS, DYNLL1, MPEG1, APRT, PSMB9, EEF1G, EEF1A1, COX7A2L, DOK3, POU2AF1, EIF3I, 2310009A05RIK, ERH, DYNLRB1, EIF1B, GAPDH
149	SMARCB1_HeLa-S3_hg19	9.80e-07	-1.03	12.48	ANAPC13, MTCH1, COPB2, TNFAIP8, ALAS1, WDR1, RPLP1, POMP, CDCA7, MRPL36, ARRB2, NUP160, MRPL33, HIST2H2AC, PIGX, LAMP1, PSAP, EIF4H, NPTN, MYEOV2, CHCHD1, PRKACB, SERF2, SEC11C, MRPS24, NUP210, DUSP1, IMP3, NDUFA2, ARPC5, NUDT16L1, PGD, ATOX1, HIGD2A, CYBASC3, SAP30, EEF1G, EEF1A1, COX7A2L, OSTM1, EIF3I, GNB2, ERP29, S100A6, RNF181, VDAC1, DYNLRB1, EIF1B
150	EP300_ES-Bruce4_mm9	2.28e-06	-1.09	12.47	GRN, HIBADH, ARL6IP1, CBFB, MRPS33, GSTP1, RPLP1, A930005H10RIK, PRCP, ATP5G3, ATP5G2, COX5A, MRPL33, UBE2L3, LGALS3, FTL1, TUBB5, LAMP1, TMSB4X, PSAP, NPTN, SERF2, CTSB, MCL1, RPS12, RPL41, NDUFA7, GPX1, HIST1H2AI, SSR4, H2AFY, ANXA2, ANXA3, HIST1H2AH, DUSP1, RPS8, 2700094K13RIK, H2AFV, CYBA, DYNLL1, AI467606, DUSP6, PPP1CA, NME1, GNB2, ITM2B, PRR13
151	ZNF384_MEL cell line_mm9	2.28e-06	-1.08	12.33	SAMD9L, VCP, TNFAIP8, WDR1, CBFB, GLO1, A930005H10RIK, CIB1, DBI, ARRB2, PIK3CG, FCNA, ATP5B, ZFP36, SUMO2, H2-OB, NPTN, EIF4H, HIST1H2AF, OSTF1, CHCHD1, PRKACB, NADK, MCTS1, CD52, RPL41, MRPS24, ANXA2, RPS8, H2AFZ, NDUFA3, RNASE6, COX6C, DYNLL1, PGD, SAP30, RPS26, DOK3, GNB2, BOLA2, LTB4R1, ZYX, RNF181, SFXN1, DYNLRB1, ITM2B, PRR13
152	USF1_H1-hESC_hg19	1.93e-06	-1.06	12.13	MTCH1, YWHAB, RPLP1, MRPL36, DBI, IFI30, RPS14, LAMP1, RPL36AL, NPTN, VPS35, TMEM14C, CTSB, RPS9, GPX1, RPS8, H2AFZ, DUSP1, IMP3, RPS5, SSR3, RPL13A, UTP11L, NME1, SAP30, ATP5J2, RBX1, RAB32, COX7A2L, DNAJC7, ERP29, S100A6, MAPRE1, SLC25A5, EIF1B, PPIA, PRR13, TRUB2, ANAPC13, GRN, COX5A, UQCRH, HSP90B1, PRDX4, EIF4H, RPS2, SEC11C, NDUFA9, NDUFA7, ARPC5, OSTM1, GNB2, CDK2AP2, OCIAD1, RNF181, CNIH4
153	SIN3A_PFSK-1_hg19	2.27e-06	-1.06	12.07	IFITM3, TRUB2, ANAPC13, MTCH1, GRN, IFITM2, HIBADH, ARL6IP1, RPLP1, DBI, RPL10A, NUP160, GABARAP, HIST2H2AC, HSP90B1, UBL5, LAMP1, RPS3, RPS2, RPS11, TMEM14C, POLR2L, TIMM8B, PSENEN, NDUFA7, RPL41, SEC13, ANXA2, RPS8, RPS5, HIST1H2AK, NDUFA2, SSU72, RPL13A, CYBASC3, SAP30, NME1, MARCKS, EIF3I, UQCRC2, AURKAIP1
154	RELA_GM15510_hg19	2.28e-06	-1.06	12.06	COPB2, ALAS1, TNFRSF13B, RPLP1, GSTP1, MRPS33, POMP, DBI, ETFB, IFI30, PSMA7, PIGX, CD79B, ATP5B, KRTCAP2, LAMP1, PSAP, CCL3, MYEOV2, HIST1H2AD, RPS2, CHCHD1, SEC11C, MCL1, POLR2L, RPS9, GPX4, NUP210, RPS8, NDUFA3, NDUFA2, SSU72, NSMCE1, H2AFV, RAB27A, NUDT16L1, ATOX1, ATP5J2, APRT, NME1, RPS26, LRG1, GNB2, POU2AF1, AURKAIP1, CLEC2D, PRR13
155	ATF3_A549_hg19	2.02e-06	-1.05	11.97	TRUB2, ANAPC13, HIBADH, ARL6IP1, RPL31, RPLP1, MRPS33, MRPL36, MRPL12, RPL10A, CENPA, COX5A, HSP90B1, EEF1B2, RPS14, KRTCAP2, ZFP36, LAMP1, TMEM208, RPS2, RPS11, POLR2L, RPS12, PSENEN, RPS9, SEC13, HIST1H2AH, IMP3, RPS5, NDUFA3, NDUFA2, DYNLL1, HNRNPAB, DUSP6, HIGD2A, NME1, APRT, EEF1A1, RPS26, COX7A2L, DNAJC7, CDK2AP2, ERP29, S100A6, RPL29, AURKAIP1, GAPDH
156	TBL1XR1_K562_hg19	1.50e-06	-1.02	11.93	IFITM3, IFITM1, ALAS1, ARL6IP1, SLC40A1, ATP5C1, DBI, ARRB2, RPL10A, PIK3CG, MRPL33, HIST2H2AC, UBE2L3, EEF1B2, UBL5, RPS14, LAMP1, MYEOV2, PIP4K2A, SH3BGRL3, TMEM14C, RPS9, NUP210, ANXA2, MRPS24, GPX4, SSR3, TALDO1, RPL13A, FOS, DYNLL1, COX6B1, ATP5J2, PLA2G15, EEF1G, UQCRC2, RPL29, SLC25A5, AURKAIP1, COPB2, GRN, GLRX, COX5A, UQCRH, PSMA7, CLN5, FGD2, PRDX4, PSAP, POLR2J, NDUFA9, NDUFA7, SEPT11, RPL41, CCDC56, NDUFA2, CYBASC3, HIGD2A, PPP1CA, RPS26, RPS25, SPCS1, LRG1, GNB2, EIF3I, PTPN6, SFXN1, DYNLRB1, CNIH4
157	USF1_HepG2_hg19	3.85e-06	-1.09	11.87	MTCH1, TRUB2, ANAPC13, GRN, MRPL36, DBI, IFI30, COX5A, UQCRH, GABARAP, EEF1B2, RPS14, PRDX4, LAMP1, RPL36AL, PSAP, NPTN, VPS35, POLR2J, TMEM14C, SEC11C, CTSB, NDUFA7, GPX1, H2AFZ, DUSP1, SSR3, CYBA, SAP30, NME1, ATP5J2, RBX1, APRT, RAB32, OSTM1, BOLA2, ERP29, S100A6, RNF181, EIF1B
158	MAFF_K562_hg19	2.28e-06	-1.03	11.79	IFITM3, COPB2, TRUB2, ANAPC13, MTCH1, SAMD9L, IFITM2, GSTP1, GLO1, MRPS33, CDCA7, ATP5C1, GLRX, MRPL12, RPL10A, UQCRH, UBE2L3, HIST2H2AC, HINT1, LAMP1, PSAP, ARHGDIB, NPTN, RPS2, RPS11, POLR2L, MCL1, MCTS1, RPS9, NDUFA7, RPL41, MRPS24, HIST1H2AI, SSR4, IMP3, HIST1H2AH, SHFM1, FOS, MMP9, HIGD2A, COX6B1, NME1, RPS26, GNB2, ERH, UQCRC2, AURKAIP1
159	BCL3_A549_hg19	3.01e-06	-1.05	11.7	TRUB2, GRN, VCP, ALAS1, RPLP1, GSTP1, MRPS33, DBI, RPL10A, UQCRH, MRPL33, C3, UBL5, KRTCAP2, LAMP1, RPL36AL, TMEM208, RPS2, RPS11, B2M, TMEM14C, SEC13, GPX1, CCDC56, HIST1H2AH, H2AFZ, SSU72, NSMCE1, CYBA, NUDT16L1, CYBASC3, NME1, ATP5J2, HIGD2A, EEF1A1, RPS26, RPS25, DYNLRB1, RPL29, AURKAIP1, EIF1B, PRR13
160	MXI1_CH12.LX_mm9	2.28e-06	-1.02	11.64	ANAPC13, HIBADH, YWHAB, GSTP1, PRCP, MRPL12, NUP160, PIK3CG, PIGX, ATP5L, HIST2H2AC, ALDH2, MYEOV2, TMEM208, POLR2G, VPS35, RPS2, POLR2J, PRKACB, SERF2, TMEM14C, TIMM8B, PSENEN, RPS9, DUSP1, HIST1H2AH, ANXA3, RPS5, NDUFA3, OSM, H2AFV, RAB27A, FOS, AI467606, RBX1, PLA2G15, EEF1A1, TSPAN14, COX7A2L, DOK3, 2010107E04RIK, RNF181, PTPN6, ERH, VDAC1, RPL29, MYO1F
161	MAX_MEL cell line_mm9	2.28e-06	-1.02	11.58	MTCH1, ANAPC13, GRN, IFITM2, GLO1, RPLP1, A930005H10RIK, MRPL12, PSMA7, ATP5L, KRTCAP2, HINT1, PRDX4, LAMP1, ALDH2, EIF4H, RPS2, NDUFV2, RPS11, CHCHD1, RNF130, SERF2, RPS12, BRD3, MCTS1, NDUFA7, GPX4, SSR4, 2700094K13RIK, OSM, RPL13A, DYNLL1, HNRNPAB, PSMB8, HIGD2A, SAP30, APRT, EEF1A1, COX7A2L, SPCS1, IL1B, EIF3I, PGP, VDAC1, ERH, MAPRE1, SLC25A5
162	ATF2_H1-hESC_hg19	3.43e-06	-1.05	11.57	TRUB2, COPB2, HIBADH, ARL6IP1, RPL31, RPLP1, MRPS33, ATP5G3, MRPL12, COX5A, MRPL33, HSP90B1, ATP5L, EEF1B2, ATP5B, LAMP1, PSMB1, TMEM208, SH3BGRL3, RPS2, RPS11, TIMM8B, PSENEN, NDUFA7, SEC13, CCDC56, RPS8, H2AFZ, DUSP1, IMP3, SHFM1, SSU72, UTP11L, CYBASC3, HIGD2A, NME1, APRT, EEF1G, RPS26, RPS25, CDK2AP2, OCIAD1, ZYX, RPL29, AURKAIP1
163	eGFP-GATA2_K562_hg19	2.28e-06	-1.02	11.57	COPB2, ARL6IP1, RPL31, GLO1, DBI, ATP5G3, MRPL12, GABARAP, MRPL33, FGD2, FCRLA, PRDX5, TMSB4X, ARHGDIB, SUMO2, HIST1H2AD, SH3BGRL3, RPS11, B2M, RPS12, MCTS1, TIMM8B, CD52, RPL41, HIST1H2AH, RPS8, SHFM1, NDUFA3, NDUFA2, PRG2, NSMCE1, SSU72, UTP11L, HIGD2A, CYBASC3, NME1, PPP1CA, RPS26, LRG1, RPL27A, OCIAD1, CDK2AP2, ERP29, RNF181, AURKAIP1, EIF1B, PRR13
164	RFX5_HeLa-S3_hg19	2.28e-06	-1.01	11.46	IFITM3, NDUFB8, IFITM1, ALAS1, RPL31, ATP5C1, PRCP, GLRX, CIB1, ETFB, UBE2L3, CST3, EEF1B2, UBL5, RPS6KA1, TMEM208, MYEOV2, POLR2G, OSTF1, RNF130, CAMP, MCL1, TMEM14C, BRD3, NDUFA9, NFE2, NDUFA7, SEC13, GPX4, CCDC56, IMP3, NSMCE1, TALDO1, ARPC5, ATP5J2, COX6B1, RPS26, EEF1G, EIF3I, PTPN6, SFXN1, TGFBI, RPL29, SLC25A5, S100A9, EIF1B, ARL8A
