	Term	p-value	z-score	CS	Related Genes
92	USF1_SK-N-SH_hg19	2.42e-08	-1.31	20.05	OTUD5, FEN1, MRPS12, ETFA, EEF1B2, RABGEF1, FAM134A, PSMD4, UROD, RNF19A, FTH1, NPTN, RPLP2, HMGN2, FADS1, BCAS2, TMEM14C, CTSB, BNIP3L, GPX1, ATP6AP1, RPL23, IFRD2, AP1B1, RPS3A, MRPS18C, NGFRAP1, NDUFS7, HAT1, TXNIP, RPL24, BIRC5, HAGH, UBA52, ATF4, MCM2, TBCEL, WBP2, SLC43A1, DLST, MRPL14, ATP5H, PPOX, CCNB1, PRKAR2B, WBP5, ST3GAL5, NDUFV1, CDT1, UBE2H, FAHD1, GADD45A, EIF2AK1, UROS, STARD10, RPA1, MARCH8, SOD1, SLC25A38, ISG20, SLC25A37, SLC25A39, EIF3K, PRC1, MAFG, RANBP10, GRINA, AARS
93	CEBPB_ECC-1_hg19	4.13e-08	-1.34	19.88	OTUD5, CLIC4, GGNBP2, GYPC, WBP2, HIST2H2AB, GHITM, ATP5H, ADIPOR1, TSPAN33, UBB, FNTB, NUSAP1, E2F2, HIST1H2AG, SLC38A2, FADS1, TMEM14C, MAP2K3, HSPA8, GADD45A, RIOK3, RPL23, ATPIF1, PDAP1, ASNS, RPS3A, PLRG1, RANGAP1, GTPBP2, ISG20, CSDA, NDUFS7, TAL1, RPA3, MORF4L2, RANBP10, RPL24, HDGF, RPS24, AARS
94	POLR2A_ES-Bruce4_mm9	1.28e-08	-1.24	19.71	RNF10, CLIC4, MCM7, MRPS12, NUDT4, ALAD, FTL1, PSMD4, HIST1H2AD, HIST1H2AF, TAPT1, 2700097O09RIK, MAP2K3, BNIP3L, APLP2, ARRDC3, RPS3A, KIF22, D030056L22RIK, HIST2H3B, CARHSP1, NDUFS7, PSME3, MORF4L2, BOLA3, PABPC1, MCM6, UBA52, MGST3, SLC43A1, COX17, MRPL14, CENPA, 2700029M09RIK, UBB, FIGNL1, SLC38A2, HSPA8, UBE2H, FAHD1, H3F3B, SIVA1, GADD45A, ASNS, TPCN1, SOD1, MARCH2, RPS26, 1700037H04RIK, PHF5A, EIF3K, PRC1, RPA3, KLF9, GRINA, AARS
95	ATF3_H1-hESC_hg19	5.21e-08	-1.34	19.69	FEN1, TBCEL, MCM7, WBP2, CDCA8, GHITM, TRAK2, FAM134A, RPS16, UBB, NPTN, RPLP2, HMGN2, SLC38A2, NDUFV1, RAB8B, BNIP3L, RPL41, FAHD1, GPX1, SIVA1, RPS8, RPL23, IFRD2, DNTTIP1, PDAP1, MARCH8, UBAC1, MRPS18C, SLC25A38, ISG20, NGFRAP1, PHF5A, EIF3K, RPS29, MAFG, PSME3, RPL24, ANAPC5, HAGH, UBA52, ATF4, MCM2
96	CEBPD_HepG2_hg19	4.85e-08	-1.33	19.61	RPL3, GGNBP2, TFRC, DLST, ATP5H, TRAK2, DNAJB2, RPL7A, FAM134A, UBB, RNF19A, FTH1, LMNA, ST3GAL5, SLC38A2, TMEM14C, RAB8B, FN3K, RPL41, GPX1, HIST1H2AI, SMOX, GADD45A, SPHK1, PABPC4, H2AFX, DNTTIP1, PLRG1, TPCN1, EEF1G, ISG20, PQLC1, BOLA3, RPL24, SERINC1, NCAPD3, UBA52, ATF4, AARS
97	MAX_C2C12_mm9	3.19e-08	-1.28	19.34	DYRK3, UROD, FNTB, PSMD1, BCAS2, GPX1, RPS8, RPL23, IFRD2, ATPIF1, H2AFX, JOSD2, RANGAP1, PRKAB1, MRPS18C, TFDP2, NDUFS7, EEF1D, HAT1, TXNIP, BIRC5, MCM5, ANAPC5, MNS1, MCM6, UBA52, MCM2, TBCEL, UHRF1, ODC1, RPL36A, CLCN3, ADIPOR1, NT5C3, PRDX2, SRR, NUP85, FIGNL1, RPS2, SLC38A2, NDUFV1, SLMO2, SIVA1, RPA1, ASNS, MARCH8, MT1, LSM4, HNRNPAB, SOD1, RPS26, PHF5A, EIF3I, SERINC1, GCLM
98	MAZ_HeLa-S3_hg19	3.19e-08	-1.28	19.31	TFRC, COMT, APEH, ALAD, PSMD1, HMGN2, ERMAP, BCAS2, HIST1H2AI, ACSL1, PABPC4, RPL23, DAPK2, GLRX5, RFX2, AP1B1, DNTTIP1, RPS3A, KIF22, PRKAB1, EEF1G, NGFRAP1, EEF1D, BOLA3, RPL24, TXNIP, BLVRB, BIRC5, MCM5, MCM6, HAGH, UBA52, MCM2, TBCEL, ODC1, ATP5H, PRDX2, UBB, NUP85, BAG1, NDUFV1, RBM38, NFE2, RPL41, FAHD1, SIVA1, GINS4, LSM4, RPS26, EIF5, LPCAT3, CENPL, SERINC3, GRINA, CDKN3
99	GTF2F1_HeLa-S3_hg19	3.19e-08	-1.26	18.98	RNF10, FEN1, CLIC4, CETN3, ATP5C1, ETFA, NUDT4, PSMD8, EEF1B2, RPS16, UROD, KNTC1, HIST1H2AG, MAP2K3, IFRD2, SPHK1, APLP2, ATPIF1, H2AFX, NIPA1, RPS3A, PLRG1, BOLA3, TXNIP, RPL24, BIRC5, PABPC1, UHRF1, PPOX, CCNB1, TSPAN8, WBP5, E2F1, NDUFV1, NFE2, PRNP, RPL41, FAHD1, H3F3B, GCH1, EIF2AK1, GINS4, STARD10, SOD1, RPS26, SLC25A37, CSDA, EIF3K, COL5A1, LPCAT3, EIF3I, MKRN1, RANBP10, ANP32E, CDKN3
100	EP300_A549_hg19	9.07e-08	-1.33	18.97	RPL3, TFRC, ARL6IP1, WBP2, PON2, MRPS12, RPL36A, RPS27L, ETFA, PPOX, DEDD2, DNAJB2, EEF1B2, DNAJB1, UBB, PSMD4, NUP85, FNTB, LBR, FADS1, HSPA8, FAHD1, HIST1H2AH, SEMA4B, PDAP1, MARCH8, RPS3A, KIF22, PRKAB1, RPS26, ISG20, EIF5, EIF3K, MAFG, PSME3, ANP32E, RPL24, BIRC5, HAGH, GCLM, ATF4, AARS
101	BRCA1_GM12878_hg19	7.83e-08	-1.32	18.93	RNF10, RNF11, MRPS12, ATP5C1, ETFA, APEH, RPL7A, RPS16, SEC61G, BNIP3L, HIST1H2AH, RPS8, IFRD2, ATPIF1, H2AFX, DNTTIP1, RFX2, NIPA1, PLRG1, DYNLL1, PRKAB1, HAT1, RPL24, BLVRB, MCM5, ATF4, PON2, DLST, CDCA8, PPOX, NT5C3, PRDX2, CCNB1, UBB, NUP85, ST3GAL5, RPS2, UBE2H, RPL41, SIVA1, H3F3B, GINS4, MARCH8, HNRNPAB, TPCN1, SLC25A37, EIF5, PQLC1, PRC1, ANP32E, CENPL, RHAG, GCLM, CDKN3
102	CTCF_MEL cell line_mm9	1.47e-08	-1.18	18.6	RB1, ISCA1, CMAS, ARL6IP1, UBE2L6, ICAM4, MKI67, COMT, APEH, HS6ST1, PSMD8, FAM134A, FNTB, PSMD1, HIST1H2AG, FADS1, RPS8, DAPK2, APLP2, IFRD2, DNTTIP1, RFX2, PRKAB1, BOLA3, MORF4L2, TXNIP, XIST, GYPA, GGNBP2, FECH, ABCB4, MGST3, ENDOD1, 2700029M09RIK, CCNB1, PRKAR2B, NUP85, BAG1, NDUFV1, SLC38A2, CDR2, HIST1H3E, NFE2, H3F3B, GADD45A, EIF2AK1, ASNS, IRGM1, MEMO1, LSM4, RPS26, 1810022K09RIK, RPS29, ANP32E, UBE2O, TMCC2, GCLM, SERINC3, CLIC4, MRPS12, HIST2H2AB, RPL7A, NPTN, 1300017J02RIK, TAPT1, 2700097O09RIK, PABPC4, H2AFX, RPS3A, DYNLL1, D030056L22RIK, NDUFS7, TFDP2, MCM5, CD47, HAGH, ARF5, WBP2, RPL36A, RPS27L, PPOX, CLCN3, SRR, 2410076I21RIK, BTAF1, RPS2, RBM38, CAR2, FAHD1, GCH1, TXNRD2, GINS4, HRAS1, DEK, HNRNPAB, SOD1, SLC25A38, SLC25A37, GFI1B, CSDA, LPCAT3, EIF3I, GRINA
103	TCF3_myocyte_mm9	6.36e-08	-1.28	18.59	RB1, CLIC4, RNF11, AHCTF1, RPL3, CD82, PIGQ, HS6ST1, NUDT4, TUBA1B, FTL1, UROD, RNF19A, FTH1, TLK1, HMGN2, TAPT1, USP7, KLF13, ACSL1, D030056L22RIK, CARHSP1, TFDP2, PACS2, EEF1D, BOLA3, MORF4L2, IGTP, ANK, ATF4, FECH, ODC1, ENDOD1, ATP5H, ADIPOR1, TSPAN33, DNAJB1, UGCG, BTAF1, NUP85, BAG1, LMNA, E2F2, FN3K, H3F3B, GADD45A, MARCH8, UBAC1, TPCN1, SLC25A39, EIF5, ST5, KLF9, SSBP3
104	PBX3_SK-N-SH_hg19	3.60e-08	-1.24	18.58	OTUD5, CLIC4, ISCA1, ARL6IP1, MRPS12, APEH, PSMD8, PSMD4, UROD, RNF19A, NUSAP1, HIST1H1C, MAP2K3, ATP6AP1, GLRX5, ATPIF1, H2AFX, RFX2, EEF1G, NGFRAP1, RPL24, BLVRB, HAGH, XIST, UBA52, ATP5H, PPOX, CLCN3, CENPA, DNAJB2, UGCG, FCHO1, UBB, ST3GAL5, RPS2, CDR2, HIST1H3E, FAHD1, H3F3B, GADD45A, BSDC1, LSM4, HNRNPAB, TPCN1, MARCH2, RPS26, ISG20, EIF5, PHF5A, COL5A1, PRC1, ANP32E, TMCC2, SSBP3, CDKN3, AARS
105	CEBPB_C2C12_mm9	8.07e-08	-1.29	18.5	FEN1, CLIC4, RPL3, GGNBP2, WBP2, MRPS12, ADIPOR1, DEDD2, RABGEF1, FTL1, UBB, HIST1H2AD, HIST1H2AF, HMGN2, SLC38A2, MAP2K3, HSPA8, RPL41, KLF13, HIST1H2AI, ACSL1, GADD45A, RPL23, PDAP1, RANGAP1, JOSD1, TPCN1, ISG20, SLC25A37, CSDA, HIST2H3B, NDUFS7, PSME3, MORF4L2, HAT1, RANBP10, CENPL, TXNIP, BIRC5, CD47, PABPC1, RPS24, ARF5, AARS, ATF4
106	SP2_K562_hg19	3.89e-08	-1.23	18.29	OTUD5, MCM7, CD82, ARL6IP1, CETN3, MRPS12, ATP5C1, APEH, SEC61G, PSMD1, MAP2K3, BNIP3L, ATP6AP1, GLRX5, APLP2, PABPC4, ATPIF1, RFX2, RPS3A, KIF22, EEF1G, BOLA3, PGP, MCM5, HAGH, ATF4, RPL36A, CDCA8, RPS27L, ATP5H, PPOX, CENPA, DNAJB1, FCHO1, E2F1, CDR2, KLHDC2, HSPA8, FAHD1, SIVA1, RIOK3, BSDC1, MARCH8, HNRNPAB, LSM4, TPCN1, SOD1, MARCH2, SLC25A37, EIF5, PHF5A, PRC1, LPCAT3, ANP32E, TMCC2, NCAPD3, SSBP3, CDKN3, AARS
107	USF1_C2C12_mm9	7.83e-08	-1.26	18.12	FEN1, RPL3, MCM7, CETN3, ALAD, FTL1, FAM134A, TUBB5, UROD, NPTN, RPLP2, HMGN2, BCAS2, CTSB, BNIP3L, GPX1, HIST1H2AH, RPL23, IFRD2, SPHK1, GTPBP2, JOSD1, D030056L22RIK, MRPS18C, EEF1G, PSME3, PABPC1, HAGH, MCM2, ATF4, TBCEL, WBP2, SLC43A1, ATP5H, PRKAR2B, WBP5, E2F1, ST3GAL5, NDUFV1, SLC38A2, SPECC1, FAHD1, UROS, GINS4, RPA1, IRGM1, MARCH8, MT1, LSM4, 1700037H04RIK, PHF5A, MAFG, HDGF, AARS
108	BHLHE40_K562_hg19	7.83e-08	-1.26	18.11	RNF10, DYRK3, RNF11, CMAS, CETN3, ETFA, EEF1B2, ALAD, RPL7A, ERMAP, BCAS2, TAPT1, TMEM14C, RAB8B, RPS8, GLRX5, SPHK1, RPL23, RFX2, RPS3A, RANGAP1, DYNLL1, IFI27, HAT1, BIRC5, RPL24, MCM5, HAGH, MCM2, FECH, UHRF1, COX17, RPL36A, MRPL14, SAMSN1, DEDD2, CCNB1, UBB, NUP85, FIGNL1, FN3K, NFE2, RPL41, SIVA1, GINS4, HNRNPAB, UBAC1, RPS26, GFI1B, EIF3K, SERINC1, TMCC2, SERINC3, AARS
109	POLR2A_GM10847_hg19	7.83e-08	-1.26	18.08	RB1, RNF11, RPL3, MRPS12, ATP5C1, ETFA, COMT, RPL7A, FAM134A, RPS16, PSMD4, SEC61G, NUSAP1, KNTC1, ERMAP, BCAS2, GPX1, HIST1H2AI, RPL23, ATPIF1, AP1B1, DNTTIP1, RPS3A, PLRG1, NDUFS7, BOLA3, PSME3, HAT1, RPL24, MCM5, UBA52, ARF5, GGNBP2, FECH, ENDOD1, DLST, PPOX, CENPA, TRAK2, NUP85, LMNA, NDUFV1, KLHDC2, SLMO2, RYK, EIF2AK1, GINS4, DEK, SLC25A37, PQLC1, RPS29, LPCAT3, SERINC1, AARS
110	SP1_GM12878_hg19	7.91e-08	-1.24	17.84	DYRK3, TFRC, CETN3, GHITM, ATP5H, APEH, PSMD8, EEF1B2, PRDX2, RPL7A, CCNB1, RPS16, PSMD4, UROD, SEC61G, NUSAP1, RPS2, SLC38A2, NDUFV1, SLMO2, UBE2H, H3F3B, GADD45A, RPL23, ATPIF1, RFX2, MARCH8, HNRNPAB, LSM4, SOD1, EEF1G, ISG20, SLC25A37, PRC1, EIF3I, HAT1, RPL24, BIRC5, SERINC1, MCM5, MNS1, SERINC3
111	MYC_MCF 10A_hg19	4.74e-08	-1.21	17.78	RNF10, RNF11, TFRC, MRPS12, ATP5C1, UBE2L6, GHITM, RPL7A, RABGEF1, FAM134A, RPS16, PSMD4, UROD, FTH1, NUSAP1, BCAS2, HIST1H1C, TMEM14C, BNIP3L, RSAD2, ATP6AP1, HIST1H2AH, SPHK1, PABPC4, DNTTIP1, NIPA1, PLRG1, RANGAP1, MRPS18C, EEF1G, MORF4L2, PSME3, BOLA3, BIRC5, RPL24, BLVRB, XIST, MCM6, MNS1, S100A9, UBA52, MCM2, TBCEL, FECH, MGST3, ADIPOR1, CLCN3, DNAJB2, UGCG, CCNB1, FCHO1, NUP85, FIGNL1, E2F1, RPS2, NDUFV1, CDR2, KLHDC2, SPECC1, UBE2H, FAHD1, GCH1, H3F3B, GADD45A, TXNRD2, EIF2AK1, UROS, ASNS, MARCH8, DEK, LSM4, RPS26, ISG20, SLC25A39, EIF5, EIF3I, MAFG, SERINC1
112	POLR2A_GM18526_hg19	7.83e-08	-1.24	17.77	FEN1, CLIC4, RPL3, ARL6IP1, PIGQ, MRPS12, APEH, ALAD, RPS16, PSMD4, PSMD1, HIST1H2AD, KNTC1, HMGN2, ERMAP, GPX1, ATP6AP1, ATPIF1, AP1B1, PLRG1, PRKAB1, EEF1D, BOLA3, HAT1, XIST, UBA52, ATF4, FECH, ENDOD1, DLST, NT5C3, TRAK2, DNAJB1, PRDX2, UBB, NUP85, BAG1, NDUFV1, SLMO2, RPL41, RYK, EIF2AK1, GINS4, RPA1, MEMO1, MARCH2, PQLC1, RPS29, LPCAT3, EIF3I, RANBP10, CENPL, SERINC1, SERINC3
113	ZBTB33_HCT116_hg19	1.17e-07	-1.24	17.37	GGNBP2, TFRC, HIST2H2AB, ATP5C1, ETFA, PPOX, ADIPOR1, RPL7A, UBB, UROD, RNF19A, FNTB, NPTN, KNTC1, HIST1H2AG, RPS2, NDUFV1, RPL41, HIST1H2AI, HIST1H2AH, RPL23, PABPC4, BSDC1, RPS3A, JOSD2, COX6C, PRKAB1, MRPS18C, EEF1G, EIF5, PHF5A, SLC25A39, NDUFS7, PACS2, RPL24, ATF4
114	SIN3A_PFSK-1_hg19	1.01e-07	-1.22	17.31	RNF11, CLIC4, TBCEL, MCM7, TFRC, ARL6IP1, WBP2, MGST3, DEDD2, ALAD, DNAJB1, RPS16, PSMD4, UROD, LMNA, E2F1, NUSAP1, RPLP2, KNTC1, RPS2, TMEM14C, CDT1, BNIP3L, RPL41, FAHD1, RPS8, RPL23, GINS4, H2AFX, DNTTIP1, BSDC1, MARCH8, PLRG1, MRPS18C, SOD1, CARHSP1, PSME3, EIF3I, TXNIP, RPL24, SERINC1, MCM5, MNS1, HAGH, UBA52, MCM2, AARS
115	HA-E2F1_HeLa-S3_hg19	7.83e-08	-1.18	16.96	RB1, DYRK3, CMAS, LDB1, PIGQ, COMT, PSMD8, HEBP1, RPS16, FTH1, RNF19A, NUSAP1, TAPT1, USP7, ACSL1, DAPK2, IFRD2, SPHK1, RFX2, DYNLL1, THOC7, HAT1, PGP, MCM6, MCM2, FECH, MGST3, PON2, ENDOD1, DLST, MRPL14, ATP5H, UGCG, FZR1, SRR, BTAF1, KLHDC2, CDT1, SLMO2, TXNRD2, RYK, GADD45A, SEMA4B, EIF2AK1, RPA1, DEK, LSM4, UBAC1, PHF5A, PQLC1, PRC1, CENPL, TMCC2, AARS
116	STAT3_HeLa-S3_hg19	1.26e-07	-1.21	16.91	OTUD5, ARL6IP1, CETN3, HIST2H2AB, UBE2L6, ETFA, EEF1B2, SEC61G, RNF19A, FTH1, FNTB, NPTN, HIST1H2AD, KNTC1, HIST1H2AG, HMGN2, HIST1H1C, MAP2K3, GPX1, HIST1H2AI, HIST1H2AH, ARRDC3, RANGAP1, GTPBP2, CARHSP1, NDUFS7, MORF4L2, RPL24, TXNIP, S100A9, GYPC, WBP2, MGST3, ODC1, ADIPOR1, DNAJB1, UGCG, BTAF1, TSPAN8, LMNA, PRNP, H3F3B, GADD45A, SEMA4B, MEMO1, ISG20, CSDA, RPA3, KLF9, CENPL, ANP32E, GCLM, RPS24
117	MAFF_HepG2_hg19	7.83e-08	-1.17	16.83	FEN1, RNF11, ARL6IP1, TFRC, CETN3, ETFA, UBE2L6, APEH, EEF1B2, RPS16, PSMD4, FTH1, SEC61G, FNTB, HIST1H2AD, PSMD1, RPLP2, LBR, FADS1, BCAS2, TMEM14C, MAP2K3, ATPIF1, DNTTIP1, RPS3A, DYNLL1, PRKAB1, MRPS18C, PSME3, RPL24, PABPC1, MNS1, MGST3, RPS27L, ATP5H, TRAK2, NUP85, RPS2, KLHDC2, PRNP, RPL41, H3F3B, GADD45A, TPCN1, RPS26, SLC25A39, PRC1, RPS29, CENPL, RANBP10, UBE2O, SERINC1, GCLM, SERINC3
118	POLR2A_thymus_mm9	7.83e-08	-1.16	16.66	CLIC4, MRPS12, HIST2H2AB, ETFA, APEH, HS6ST1, PSMD4, HIST1H2AD, RPLP2, HIST1H2AF, FADS1, MAP2K3, BNIP3L, HIST1H2AI, GLRX5, IFRD2, ARRDC3, H2AFX, DNTTIP1, KIF22, PLRG1, RANGAP1, PRKAB1, THOC7, HIST2H3B, CYB5, PSME3, HAT1, PGP, TXNIP, PABPC1, WBP2, COX17, CDCA8, PPOX, CENPA, 2700029M09RIK, FCHO1, FIGNL1, SLC38A2, HIST1H3E, HSPA8, UBE2H, H3F3B, GCH1, SIVA1, TXNRD2, GADD45A, UBAC1, TPCN1, SOD1, KLF9, HDGF, GRINA
119	BACH1_K562_hg19	1.88e-07	-1.22	16.6	RNF11, TFRC, HIST2H2AB, APEH, COMT, ALAD, PSMD4, FNTB, NUSAP1, PSMD1, HMGN2, LBR, BNIP3L, HIST1H2AH, PABPC4, IFRD2, SPHK1, H2AFX, ARRDC3, RFX2, TAL1, EEF1D, PSME3, BLVRB, MCM5, PABPC1, ATF4, FECH, UHRF1, MGST3, ODC1, RPL36A, CDCA8, CLCN3, DNAJB2, DNAJB1, PRDX2, SRR, SPECC1, HSPA8, CDT1, GINS4, PDAP1, ASNS, HNRNPAB, SOD1, ISG20, RPS26, PRC1, ANP32E, GCLM, RPS24, AARS
120	SMC3_HeLa-S3_hg19	1.88e-07	-1.2	16.39	DYRK3, RPL3, MRPS12, ETFA, UBE2L6, PSMD4, NUSAP1, KNTC1, ERMAP, BCAS2, TMEM14C, BNIP3L, GPX1, RPS8, IFRD2, ATPIF1, RFX2, NIPA1, AP1B1, KIF22, DYNLL1, PRKAB1, NGFRAP1, BIRC5, BLVRB, MCM5, HAGH, MCM6, MCM2, TBCEL, DLST, MRPL14, DEDD2, TRAK2, CCNB1, TSPAN8, NUP85, NDUFV1, SLC38A2, NFE2, FAHD1, TXNRD2, MARCH8, RPS26, ISG20, SLC25A37, EIF3K, LPCAT3, EIF3I, MKRN1, ANP32E, TMCC2, SERINC3
121	FOXM1_ECC-1_hg19	4.91e-07	-1.27	16.32	ARL6IP1, UHRF1, RPS8, SEMA4B, GLRX5, H2AFX, HIST2H2AB, CDCA8, RANGAP1, MKI67, GTPBP2, CENPA, CCNB1, FZR1, PRC1, ANP32E, NUSAP1, CENPL, E2F2, TXNIP, BIRC5, HDGF, LBR, CDKN3
122	NFE2_GM12878_hg19	1.88e-07	-1.19	16.21	OTUD5, FEN1, CLIC4, EEF1B2, FAM134A, PSMD4, UROD, FNTB, NUSAP1, NPTN, HIST1H2AD, HIST1H2AG, HMGN2, BCAS2, HIST1H1C, BNIP3L, GPX1, RPL23, GLRX5, MRPS18C, PSME3, TXNIP, MCM4, HAGH, UBA52, MCM2, ATF4, TBCEL, WBP2, MGST3, CLCN3, PPOX, SAMSN1, CCNB1, FZR1, E2F1, ST3GAL5, RPS2, FAHD1, GADD45A, RIOK3, RPA1, MARCH8, HNRNPAB, SOD1, SLC25A38, ISG20, SLC25A39, PHF5A, EIF3K, RPS29, MAFG, AARS
123	CREB1_ECC-1_hg19	2.48e-07	-1.21	16.18	RB1, OTUD5, ISCA1, RPL3, TFRC, MRPS12, CDCA8, GHITM, CLCN3, TRAK2, PSMD8, EEF1B2, RABGEF1, RPS16, UBB, RPS2, SLC38A2, NDUFV1, TAPT1, BCAS2, RAB8B, BNIP3L, UBE2H, RPL41, H3F3B, SIVA1, RPS8, RPL23, IFRD2, APLP2, DNTTIP1, BSDC1, UBAC1, RPS26, SLC25A37, EIF3K, RPS29, PRC1, EIF3I, PSME3, HAT1, ANP32E, CENPL, RPL24, UBE2O, SERINC1, SERINC3, UBA52
124	CHD4_K562_hg19	1.88e-07	-1.15	15.63	ALAS2, CLIC4, DYRK3, TFRC, ARL6IP1, ICAM4, COMT, ALAD, RPL7A, RNF19A, NUSAP1, KNTC1, HMGN2, ERMAP, FADS1, RAB8B, TMEM14C, MAP2K3, SPHK1, DNTTIP1, DYNLL1, CARHSP1, KEL, PACS2, TAL1, HAT1, CCDC23, FECH, GYPC, UHRF1, MGST3, RPS27L, DLST, CDCA8, MRPL14, NT5C3, DEDD2, DNAJB2, UGCG, FZR1, FCHO1, LMNA, FN3K, GCH1, TXNRD2, UROS, LSM4, SLC25A39, MAFG, EIF3I, MKRN1, CENPL, ANP32E
125	POLR2A_myocyte_mm9	1.88e-07	-1.14	15.61	RPL3, ARL6IP1, MCM7, MRPS12, HIST2H2AB, UBE2L6, HEBP1, FAM134A, NUSAP1, RPLP2, HIST1H1C, ACSL1, APLP2, IFRD2, H2AFX, RFX2, THOC7, PACS2, MCM5, XIST, MCM6, ANK, MCM2, WBP2, MGST3, SLC43A1, RPS27L, ADIPOR1, CLCN3, PRDX2, UBB, PRKAR2B, BAG1, E2F1, ST3GAL5, PSMF1, FN3K, HSPA8, SLMO2, UBE2H, RIOK3, TXNRD2, SEMA4B, EIF2AK1, GINS4, ASNS, PDAP1, MARCH8, MARCH2, PRC1, SSBP3, AARS, GSTM5
126	MAFK_HeLa-S3_hg19	1.88e-07	-1.14	15.48	FEN1, RPL3, MRPS12, ETFA, EEF1B2, RABGEF1, NUSAP1, KNTC1, HIST1H2AG, BCAS2, TMEM14C, MAP2K3, ATP6AP1, RPS8, IFRD2, PABPC4, RFX2, DNTTIP1, RPS3A, PLRG1, KIF22, JOSD1, DYNLL1, BIRC5, TXNIP, MCM5, HAGH, DLST, MRPL14, ATP5H, ADIPOR1, DEDD2, DNAJB2, DNAJB1, FIGNL1, BAG1, E2F1, NDUFV1, RPL41, FAHD1, GCH1, H3F3B, TXNRD2, EIF2AK1, UBAC1, RPS26, SLC25A38, ISG20, CSDA, RPS29, RANBP10, UBE2O, SERINC3
127	CREB1_HepG2_hg19	2.80e-07	-1.17	15.46	RB1, RNF11, FEN1, TBCEL, RPL3, TFRC, ARL6IP1, MGST3, MRPS12, EEF1B2, UBB, RNF19A, WBP5, HIST1H2AG, RPS2, NDUFV1, TAPT1, BCAS2, RPL41, RPS8, HIST1H2AH, GINS4, RPS3A, PLRG1, RANGAP1, UBAC1, SOD1, RPS26, EIF3K, EEF1D, RPS29, PRC1, EIF3I, CENPL, RPL24, MCM5, MCM6, SERINC3, UBA52, SSBP3, AARS, MCM2
128	POLR2AphosphoS2_MEL cell line_mm9	1.88e-07	-1.13	15.43	OTUD5, ISCA1, ARL6IP1, PIGQ, HIST2H2AB, COMT, HS6ST1, RABGEF1, FTL1, RNF19A, HIST1H2AD, HIST1H2AG, HMGN2, HIST1H1C, MAP2K3, 2700097O09RIK, BNIP3L, ATP6AP1, HIST1H2AI, HIST1H2AH, APLP2, PABPC4, IFRD2, H2AFX, KIF22, GTPBP2, HCFC1, PGP, BIRC5, HAGH, UBA52, UHRF1, RPL36A, MRPL14, DEDD2, DNAJB2, FAM132A, FZR1, CCNB1, WBP5, HIST1H3E, HSPA8, RPL41, FAHD1, GCH1, TXNRD2, MEMO1, SLC25A38, SH3YL1, D17WSU92E, SLC25A39, 1810022K09RIK, TMCC2
129	ZBTB33_SK-N-SH_hg19	4.01e-07	-1.19	15.39	AHCTF1, GGNBP2, TFRC, CETN3, HIST2H2AB, ATP5C1, ETFA, PPOX, ADIPOR1, RPL7A, NPTN, HIST1H2AD, HIST1H2AG, KNTC1, RPS2, FADS1, HIST1H1C, HIST1H3E, RPL41, HIST1H2AI, HIST1H2AH, RPL23, IFRD2, PABPC4, RPS3A, JOSD2, GTPBP2, PRKAB1, MRPS18C, EEF1G, EIF5, PHF5A, PRC1, CENPL, RPL24, MCM4, ANAPC5, ATF4
130	FOS_HeLa-S3_hg19	6.41e-07	-1.22	15.28	GYPC, WBP2, ADIPOR1, CENPA, LMNA, NPTN, HIST1H2AD, HIST1H2AG, CDR2, FAHD1, ATP6AP1, H3F3B, HIST1H2AH, GADD45A, GLRX5, ATPIF1, HNRNPAB, TPCN1, MARCH2, ISG20, CARHSP1, EIF5, RPA3, MORF4L2, ANP32E, PGP, TXNIP, ANAPC5, HAGH, AARS
131	TBP_CH12.LX_mm9	4.42e-07	-1.17	15.12	PIGQ, ATP5C1, ETFA, GHITM, PSMD8, FTL1, PSMD4, UROD, HMGN2, HIST1H1C, TMEM14C, RPL23, PLRG1, DYNLL1, PRKAB1, MRPS18C, EEF1D, ALDH1A1, TXNIP, ANAPC5, MCM2, ATF4, RPL36A, MRPL14, ATP5H, ADIPOR1, PPOX, TRAK2, DNAJB2, CCNB1, LMNA, WBP5, RPS2, SLC38A2, RBM38, H3F3B, GCH1, TXNRD2, EIF2AK1, IRGM1, MT1, COX6C, MARCH2, SLC25A37, EIF5, 1810022K09RIK, EIF3I, RPA3, RANBP10, ANP32E, SERINC1, AARS
