TargetID	cd1	cd2	cd3	gat1	gat2	gat3	logFC	student's t-test	p-value
C530046F07RIK	0	0	0	0.3	0	0	0.137503524	1	0.373900966
C530046N22RIK	0	0	0	4.2	2.1	0	1.632268215	1.732050808	0.158302423
C530047J20RIK	2.5	0.2	0	10.6	0	2.6	1.506959989	1.064195262	0.347216902
C530048O03RIK	2.3	4	15.8	1.8	5.1	8.7	-0.432384743	0.462028234	0.668072791
C530050E15RIK	3.7	0.1	9.1	4.2	3	8.7	0.249359469	0.318626494	0.765953353
C5AR1	0	2.6	0.4	4	2	1.2	0.765534746	1.206418478	0.294127528
C6	1	0.8	3.1	53.5	0	22.3	3.318271071	1.521529295	0.202776812
C630001F15RIK	4.4	3.7	0.4	2.9	3.4	3.4	0.143194636	0.32140295	0.763998543
C630001G20	1.3	1.3	6.7	0.6	0	6	-0.357552005	0.343121783	0.748781526
C630002C17RIK	3.7	1.2	3	0	1	1.6	-0.960829403	2.010404591	0.114745988
C630002L24RIK	17.9	9.7	16	6.8	4.9	9.5	-0.945322907	2.652792331	0.056815928
C630004H02RIK	8.4	7.4	11.3	35.5	0	7.3	0.605584111	0.480704851	0.655836178
C630004L07	0	0.1	1.8	0	0	0	-0.707819249	1.084387277	0.339181409
C630004M23RIK	5.9	2.6	0.3	0.3	0.8	4.3	-0.490325627	0.551407744	0.610707079
C630007B19RIK	0.3	0	0	1.2	0	0	0.347923303	0.727606875	0.507157507
C630007L23RIK	0	0	0	0	0	0.3	0.137503524	1	0.373900966
C630011I23	0	0	0.5	0	0	0	-0.222392421	1	0.373900966
C630012A10RIK	1.8	0	1	0	1.2	2.6	0.229481846	0.364662479	0.733824681
C630013B14RIK	0	1.7	2.9	0	1.8	2.9	0.018859027	0.02795085	0.979040274
C630015A19RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
C630015B10RIK	6.2	4.9	4.7	13.2	3.3	3	0.25919234	0.364465693	0.733960689
C630015D03RIK	0	1.2	0	2.8	0.8	0	0.652076697	0.866025404	0.435330943
C630016C03RIK	0.9	1.3	0	0	0	0	-0.793549123	1.907641933	0.129096283
C630016N16RIK	2	0.7	0.6	1	2.6	4.9	0.868210127	1.422656703	0.227913111
C630017J20RIK	0	0	0.7	1.3	0	0	0.216811389	0.406371277	0.705271763
C630022N07RIK	182.1	138.6	162.7	189.1	291.3	99.2	0.260362473	0.563553585	0.60315187
C630023I10RIK	3	2	0	2.8	2.5	1.9	0.350497247	0.796453476	0.470365292
C630023P03RIK	2	0	0	0	2	0	0	0	1
C630024B01RIK	2.6	4.9	4.7	0	4.4	2.4	-0.633217669	1.225059999	0.287757545
C630025L14	0	0	0	3.5	0.1	3.3	1.722466024	2.088034988	0.105063817
C630026L07RIK	4.2	5.3	1.9	6.3	2.4	0.7	-0.215728691	0.344214195	0.748019704
C630028L02RIK	0	0	0	1.6	0	2.5	1.242856524	1.869439086	0.134918619
C630028M04RIK	2.4	0	0	0.7	1.5	0	-0.054447784	0.073274331	0.945105637
C630028N24RIK	15.5	12.1	30.6	18.4	10.1	14.6	-0.408764902	0.815680153	0.460467399
C630029M13RIK	0	0	2.4	0	0.1	0.8	-0.469485283	0.596196475	0.583143918
C630030A18RIK	0.4	1.1	0.7	12.6	5	4.6	2.276840205	2.553838991	0.063048269
C630030D09RIK	2.8	3.6	0	9.4	9.4	0.4	1.239827015	1.336527646	0.252334553
C630030K01RIK	2.1	0.1	0	4.4	0	0	0.509013647	0.453150945	0.673933404
C630031E19	0	2.9	0	0	0	0	-0.975752454	1	0.373900966
C630031L12RIK	0	0	2.9	0	0	0	-0.975752454	1	0.373900966
C630032P22RIK	1.6	0	3.9	6.7	2.5	7.9	1.241660755	1.94280057	0.12397784
C630035N08RIK	5.5	2.5	2.8	5.4	4	4.6	0.300866479	1.029050626	0.361609244
C630044O20RIK	8.9	4.5	4.9	6.3	8.2	6.2	0.154033629	0.516756763	0.632583404
C630050I24RIK	0	0	0	1.3	0.2	0	0.584962501	1.237179148	0.283686623
C7	2.6	0.1	2.1	0.5	0.4	3.2	-0.135655099	0.195503271	0.854528519
S100A9	5648.1	6677.5	3531.3	9084.3	10672.2	7309.1	0.771236598	2.783866724	0.049621963
C730004N19RIK	0.4	7.2	6.3	4.6	5.1	5.2	0.082936341	0.155718665	0.883797257
C730007P19RIK	1.7	2.3	0	0	0.5	0	-1	1.64626152	0.175055287
C730009A15RIK	0	0	0	0	1.9	0	0.707819249	1	0.373900966
C730009D12	0	0	0.1	1	0	1.3	0.773724144	1.85933936	0.13650482
CRCP	94.1	83.9	95.5	125.1	172.1	171.6	0.770895938	4.066958744	0.015261064
C730010J01RIK	8.3	6.3	26.4	0	3.7	5.9	-1.80407979	1.580946427	0.189046532
C730013H20RIK	0	0.9	0	0	0	0	-0.378511623	1	0.373900966
C730013O11RIK	7.5	4.8	125.1	16.8	67.8	39.2	-0.14698819	0.107133353	0.919841538
C730014E05RIK	0	0	0.7	0	0.8	0	0.038474148	0.094072087	0.929575711
C730016G14RIK	5.6	3.5	2.8	3.4	0	2.3	-0.776225025	1.579906293	0.189278482
C730018L13RIK	0.3	1.3	2.7	1.3	0	3.9	0.167727446	0.223675844	0.833969004
C730019C21RIK	0	1	0.7	2	0	0	0.089267338	0.137073499	0.897595322
C730023J07RIK	9.5	6.2	7.6	12.8	8.1	11.1	0.412292123	1.732394162	0.158238873
C730024G19RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
C730025H23RIK	15.5	11.6	23.4	13.9	5.2	3.4	-1.069041644	1.965117936	0.12084358
C730025P13RIK	85.1	72.3	38.8	48.9	63.2	70.1	-0.105133549	0.308033972	0.773430434
C730026E21RIK	56.6	30.9	33.4	33.2	32	41.1	-0.180882786	0.561613238	0.604354858
C730026J16	165.3	211.6	254.4	270.7	122.1	217.7	-0.048101998	0.137233712	0.897476563
PEX10	8	9.2	8.7	13.6	17.4	15.2	0.767588823	5.857665047	0.004238916
C730027P07RIK	2.7	1.9	2.8	0.9	2.5	1.8	-0.342887714	1.348906547	0.248671988
C730029A08RIK	1.2	27.3	4.6	114.8	9.2	4.7	1.867184603	0.863723942	0.436455383
C730029F17RIK	49.7	87	108.8	67.2	123.4	96.6	0.223801668	0.586789314	0.588865022
C730029N23RIK	3.5	1.7	2.6	4.2	1.4	0.6	-0.231325546	0.441221947	0.681852876
C730031B13RIK	0	3.3	2.7	1.5	0	3.2	-0.225066556	0.315667905	0.768038716
C730031G09RIK	0	0	4.5	0	1.5	0.4	-0.614108846	0.553567512	0.609359282
C730034F03RIK	3.3	1.1	4.5	2.9	0	4.1	-0.250961574	0.402799194	0.707695228
C730036B14RIK	0.8	0.7	0	0.4	0	0.6	-0.169925001	0.542326145	0.616394796
C730036N12RIK	6.5	10.6	12	13.8	5.3	15	0.208845889	0.480236719	0.656141325
C730037B14RIK	1.4	3.7	5.3	0.1	5.5	4.7	-0.010806755	0.016437678	0.987672436
IL1F9	0	0	0	0.5	1.1	0.5	0.765534746	3.5	0.024896163
C730039N23RIK	2.7	3.3	5.8	4.4	3.7	5	0.121463512	0.424465046	0.693061484
C730040K02RIK	3.5	1.2	2	6.2	1.3	2.9	0.466176348	0.774540094	0.481847334
C730046C01RIK	51.5	16	97.4	26.9	29.6	29.9	-0.909255494	1.10963624	0.329369888
C730048C13RIK	0.3	1.7	0.5	3	0	0	0.125530882	0.152711805	0.886019226
C76746	0	0	0	1.3	0	3.3	1.341036918	1.597646037	0.185362449
C77080	0	0	0	0	0	0.1	0.047305715	1	0.373900966
C77370	0.1	0.7	0.8	0	0	0	-0.61667136	2.439977125	0.071210177
GEMIN4	25.9	28.5	47.5	63.4	63.3	48.4	0.763672839	2.891970689	0.044474811
C78339	148.7	104.2	128.2	106.5	142.3	104.7	-0.107579887	0.518126482	0.631709737
C78409	0	0.2	0.1	0.3	0	0	0	2.4037E-16	1
C79127	0	8.3	4.3	0	4.6	1.1	-0.842458723	0.830662386	0.452868903
C79267	28.8	33.9	30.1	38.7	13.4	14.1	-0.469253618	1.048235672	0.353688265
C79407	7.5	15.9	7.7	26.4	58.3	18.4	1.637581012	1.920355085	0.127219489
C80008	0.4	1.8	0	0	0	0	-0.793549123	1.343863888	0.250157638
C80913	153.1	130.6	144.8	74.1	87.7	127.8	-0.56043079	2.660002066	0.056390238
C820002F04RIK	1.7	1	4	0	4.8	1	-0.140481224	0.174404195	0.870019168
DSCR2	36.8	61	40	84.4	81.3	70.3	0.763363284	3.757106029	0.019824535
C820007E08RIK	2.9	2	4	18.1	5.7	4.8	1.408962985	1.516551643	0.203972439
C820012K02RIK	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
C820017N15RIK	0	0.5	2.2	1.2	0.1	0	-0.406625259	0.606976979	0.576632758
C820018A03RIK	15.7	10.3	20.2	12.3	1.6	5.9	-1.109624491	2.082682248	0.105701696
C85492	0	1.9	4.8	16.1	26.4	2.4	2.303969004	1.795942654	0.146930535
C85627	2.1	2.1	0.1	0.9	2.1	0	-0.282933963	0.480165956	0.656187459
C86695	1.1	3.7	0	0	0.6	0	-1.115477217	1.255550679	0.277619826
C87414	1	1.9	0	3.7	0.3	1.2	0.474908955	0.663400206	0.543354587
C87436	44.4	48.1	59.3	51.9	63.1	63.7	0.231152948	1.520259345	0.203081172
C87499	0.1	0.7	0.9	0	0	0	-0.647698256	2.357475834	0.077877094
C87860	153.5	86.6	263.9	62.3	30	62.5	-1.683888542	2.204160713	0.092223999
C8A	0	4.2	0	1.1	2.4	0	-0.147557188	0.149342361	0.888510639
C8B	12.3	13.1	17.1	19.7	11.4	17	0.167456746	0.652709026	0.549555892
C8G	19	19.1	26.8	33.5	24.4	21	0.270451877	1.028244977	0.361945279
C9	1	1.6	3.3	2.2	2	0	-0.30580843	0.576023025	0.595457429
C920004C08RIK	1507	937	1664.1	1313	1423.6	1698.4	0.110385203	0.43790811	0.684061763
C920005C14RIK	2.3	7	3.8	47.9	43.6	6.7	2.652076697	2.157329045	0.097179569
C920006C10RIK	130.4	164.4	180.9	101.5	130.3	175.7	-0.221739584	0.867024423	0.434843579
C920006O11RIK	0.8	0	2.9	14.5	0	35.4	2.981034722	1.493558763	0.20958913
C920007D24RIK	150.7	115.9	71.5	24.5	64.7	48.6	-1.276547421	2.595493895	0.06033367
C920008G01RIK	0.5	0.1	0.3	0	0	0	-0.378511623	2.598076211	0.060169847
C920011N12RIK	40.8	66.6	56.4	34.9	30.4	36.7	-0.667729961	2.664114852	0.05614905
C920016K16RIK	0	0	3.8	0	0	0	-1.180572246	1	0.373900966
CTNNB1	114.2	159.6	174.1	237.7	300.3	223.6	0.76189769	3.522731704	0.02438986
C920025C15RIK	19.1	10.8	77.8	6.3	1.8	14.3	-2.12375482	1.328595968	0.254708997
C920027I18RIK	0.6	0	0	9.5	1	0	1.906890596	1.092539553	0.335984939
C920027J16RIK	20.9	16.3	42.1	1.2	8.9	9.6	-1.858200133	2.368344878	0.076959579
C920030L09RIK	0	0	1	0	0	2	0.321928095	0.447213595	0.677868829
CAB39	0	1	0	0	0	0	-0.415037499	1	0.373900966
CAB39L	63.9	100.5	99.9	64.3	121.4	149.1	0.337709491	0.847044406	0.444675098
CABC1	33.7	17.9	10.2	3.3	3.1	4.8	-2.190102883	2.431175544	0.07188966
CABIN1	0	1.8	2.2	3.9	1.8	1.4	0.528928466	1.0041885	0.372106502
CABLES1	14.7	10.9	2.5	5.8	12.8	2.6	-0.361907533	0.489669674	0.65000825
CABLES2	64.7	64.7	63.5	21.1	35.5	55.3	-0.7697386	2.72130965	0.052915263
CABP1	0	0	0	4.7	0	0	1.359895945	1	0.373900966
CABP2	0	0	0	0	1.4	2.7	1.242856524	1.753033412	0.154468022
ZFP119	7.3	8.1	3.9	10.3	13	11.4	0.757520813	3.405446522	0.027140862
CABP5	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
CABP7	0	2	0	0	0	0	-0.736965594	1	0.373900966
CABYR	10	5.8	0	0.9	0.8	0.5	-1.854149134	1.562392929	0.1932283
CACHD1	3.5	0.4	1.3	1	3.7	0.7	0.034765418	0.050283646	0.962307118
CACNA1A	3.5	2.6	0.4	0.8	2.2	1.1	-0.420108489	0.788688936	0.474409225
CACNA1B	0.3	0	0.3	0	0.9	0	0.115477217	0.316227766	0.767643915
CACNA1C	0.5	0	1.5	0	1	0.1	-0.286304185	0.551825406	0.610446292
CACNA1D	2.7	5.7	3.6	0	28.1	6.4	1.321928095	0.877247985	0.429881604
GEMIN6	23.1	24.6	18	39.1	33.3	40.7	0.756985968	5.254033257	0.006279934
CACNA1F	0	0	0	0	2.3	3.8	1.600904045	1.840055781	0.139589407
CACNA1G	0	0	0	0.2	0	0	0.093109404	1	0.373900966
CACNA1H	3.7	5.5	12.3	74	1.5	10.3	1.857777927	0.932235597	0.4039879
CACNA1I	0	0.4	0	0	0	0	-0.180572246	1	0.373900966
CACNA1S	76.9	82.2	60.5	179	1.8	36.7	-0.013674937	0.012823596	0.990382633
CACNA2D1	0	0	0.9	0	3.4	0	0.714597781	0.710812668	0.516451049
CACNA2D3	0	0.6	2.8	1.6	2.2	3.3	0.658211483	1.250828297	0.279167361
CACNA2D4	0	1.4	2.3	0	0	1	-0.744161096	1.203870498	0.295008462
CACNB1	1.6	4.6	0	0	4.1	1.2	-0.148522525	0.165172374	0.87681981
CACNB2	0.8	2.6	1.6	4.5	3.8	1.9	0.722466024	1.853599815	0.137415177
CACNB3	3.1	1.1	3.1	0	0	1.6	-1.162938571	2.225476107	0.090062367
CACNB4	5.4	4.4	6.4	8.2	1.3	4.6	-0.167109986	0.33743921	0.75274999
CACNG1	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
CACNG2	0	0	0	0.5	0	0	0.222392421	1	0.373900966
CACNG3	1.3	0	0	0	0	0	-0.519374159	1	0.373900966
CACNG4	0.3	1	0	0	0	0	-0.519374159	1.462614271	0.217396623
CACNG5	0	0.2	0.2	0	0	0	-0.180572246	2	0.116116524
CACNG6	0	2.5	0	0	0	0.1	-0.827163403	0.95923292	0.391761908
CACNG7	0	0	0.8	0	0	0	-0.341036918	1	0.373900966
CACNG8	0	1.9	0	0	0	3.4	0.385290156	0.385122124	0.719749344
CACYBP	8.8	5.3	22.2	21.2	15.7	23.2	0.683110693	1.412369639	0.230702039
CAD	44	47	68.5	96.3	64.2	57.6	0.444259307	1.373009339	0.241689818
CADM2	1	1.9	0	0.5	0	0	-0.753360032	1.394971665	0.23549636
CADM3	0	0.2	0	0	0	0	-0.093109404	1	0.373900966
CADPS	0	4.2	0	0.2	0	0	-1.169925001	0.951302988	0.395319995
CADPS2	0	6.3	1.1	0	5.8	0.8	-0.115477217	0.100306087	0.924927708
CAGE1	0	0	1.7	0.2	0.8	1.9	0.328054198	0.530330086	0.623957907
CALB1	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
CALB2	0	0	1.5	0.3	0	0	-0.447458977	0.784464541	0.476620667
CALCA	3.8	3.9	1.3	1.5	4.7	0.9	-0.248679113	0.435546178	0.685638482
CALCB	1	0	0.5	0	0	0	-0.584962501	1.732050808	0.158302423
CALCOCO1	1.9	6.8	8.2	1.6	4.1	11.1	-0.007268	0.009732158	0.992701025
CALCOCO2	0	0	0	1.1	0	0	0.450661409	1	0.373900966
CALCR	0	0	0.4	0	0	0	-0.180572246	1	0.373900966
CALCRL	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
CALD1	1.3	2	2.1	0.6	3.8	1.8	0.131244533	0.275862069	0.796319399
CALM1	0	0	0	0	0	0.8	0.341036918	1	0.373900966
CALM2	371.7	225	80.7	109.8	185.5	165.5	-0.552880321	0.829838281	0.453284259
CALM3	769.9	680.5	573.6	755.6	1154.8	780.8	0.410510862	1.577376946	0.189843751
CALM4	0	0	0	0	3.4	1.9	1.468148836	1.795836491	0.146948692
CALM5	0	0	0.8	0	0	0	-0.341036918	1	0.373900966
CALML3	1.1	0	0	8.5	0.5	0	1.549338591	0.947893842	0.396858085
CALML4	0.5	0	3.1	3.6	11.1	4	1.717157113	1.922046935	0.126971967
CALN1	1.1	3.5	3.5	3.4	0.1	3.9	-0.093976148	0.162527211	0.878770781
CALR	87.3	91.9	47.7	139.7	35.3	53.9	0.012496354	0.019004608	0.985747617
CALR3	0	1.6	0.6	0.6	0	0.7	-0.274174963	0.582161605	0.591692829
CALR4	2.4	0	0	0	0	0	-0.847996907	1	0.373900966
CALU	93.5	84.6	56.1	107.9	85.5	59.4	0.108912254	0.344638328	0.747724017
CALY	0	0	0	0	0.6	0	0.263034406	1	0.373900966
CAMK1	15.1	1.6	2.8	8.9	47.3	9.4	1.608283575	1.144269406	0.316332626
CAMK1D	6	10	6.7	0.9	8.1	9.4	-0.264157563	0.491372418	0.648904707
CAMK1G	0	4.3	2.5	0	0	0	-1.707819249	1.818025856	0.143205172
CAMK2A	0.6	4.1	1.7	3.7	3.1	1.3	0.239827015	0.449710271	0.676212444
1500011H22RIK	34.1	35.9	28.9	58.3	59	51.8	0.756093046	7.529259617	0.001666175
HIST1H2AI	4883.9	6904.8	7249	10951.7	12437.4	8598.8	0.748575062	3.223752583	0.032165669
CAMK2G	21.5	20.2	21.1	19.7	42.3	31.4	0.550945562	1.560412325	0.193680297
LOC545208	34.8	36.5	19.2	52.3	51.7	50	0.747726289	3.815069781	0.01885788
CAMK2N2	42.1	20.6	12.3	16.5	32.1	13.2	-0.267480311	0.414259485	0.699935025
2700016E08RIK	4.9	5	3.3	8.1	9.2	6.9	0.747612838	4.249670751	0.013161529
CAMKK1	5.5	4.1	0	0	4	0.9	-0.673499175	0.765265291	0.486771512
CAMKK2	24	26	32	15.7	72.6	23.9	0.43860597	0.561743086	0.604274306
CAMKV	3.2	2.7	5	0.7	1.9	3.2	-0.659509454	1.692494445	0.165807246
CAML	31.8	27.5	35.4	37.7	35.7	52	0.394214735	1.821645704	0.142604219
CAMP	2826.9	4011.3	1374.8	3310.4	9356.1	3733.6	0.997460407	1.304275226	0.262126251
CAMSAP1	2.9	2	3.8	3.2	1.2	1.4	-0.410933101	1.17707369	0.304424373
UTP6	29.9	42.1	44.7	53.4	74.5	70	0.747054412	3.437993853	0.026342061
CAMTA1	144.2	131.3	83.1	104	120.2	120.9	-0.054892864	0.232011511	0.827915596
CAMTA2	424.2	488.7	869.2	359.2	480.4	516.9	-0.392928744	0.966453785	0.388545809
WNT16	0.1	0	0	0.4	0.9	0.9	0.746243408	4.118438838	0.014631051
CAND2	0	1.4	3	1.7	0.8	0	-0.428093652	0.635810757	0.559457535
CANT1	105.7	138.5	157.2	112.5	120.8	154.4	-0.049721742	0.231057252	0.828607861
CANX	0	0.9	0.6	0	0.1	0	-0.537656786	1.75	0.155016211
CAP1	536.4	862	835.1	676.3	1703.4	788.4	0.503740615	0.911927168	0.413395581
CAP2	0	0.7	0	0	0	0	-0.30256277	1	0.373900966
CAPG	334.7	436	564.7	256.8	459.1	489.6	-0.147291877	0.438170789	0.683886531
CAPN1	48.2	63.4	64.4	75.3	84.1	53.6	0.271071725	1.178003486	0.304093003
CAPN10	32.7	20.8	21.1	26.7	18.8	20	-0.179952664	0.655882473	0.547710034
CAPN11	0	0	1.3	0	1.2	0	-0.033947332	0.056523342	0.957635686
CAPN12	3	6.5	0	0	1	0	-1.64385619	1.485296896	0.21164547
CAPN13	0	0	0	1.1	0	0	0.450661409	1	0.373900966
CAPN2	25	23.6	22.1	22.3	25.5	22.6	-0.005884556	0.075761441	0.943246763
CAPN3	0.5	2	0.9	0	1.6	1.1	-0.167109986	0.358151157	0.738331217
CAPN5	54	86	90.5	206.8	65.8	72.3	0.575250129	0.805015228	0.465937331
CAPN6	0	0	0	1.8	0	0	0.678071905	1	0.373900966
CAPN7	210.3	147.5	171.2	134.5	138	183.3	-0.213560854	1.011213715	0.36911359
CAPN8	0.3	1.3	0	1.1	1.9	0	0.38332864	0.689730495	0.528292821
CAPN9	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
CAPNS1	373.4	423	261.5	408.2	525.5	423.8	0.358848282	1.656670706	0.172927039
PYGB	44	53.6	71.5	77.9	94.6	113	0.745324221	2.996320152	0.040087214
CAPPA2	0.6	1.3	0	0	0	0	-0.707819249	1.685977368	0.167079229
CAPRIN1	213.4	280.6	216.6	297.4	290.2	310.6	0.336731698	2.75639249	0.051038227
CAPRIN2	0	0.3	2.2	0	0	0.2	-0.781359714	1.107871017	0.330047365
CAPS2	0	0	0	1.8	0	0.6	0.847996907	1.511857892	0.205106455
CAPSL	0	0	0	0	4.7	0	1.359895945	1	0.373900966
CAPZA1	35.1	35.5	21	20.7	37.7	45.2	0.172295349	0.461074891	0.668700811
CAPZA2	0	1.1	0	0	2.9	1.1	0.771731012	1.049183178	0.353301086
CAPZA3	0	0.2	0	1.2	0	0	0.392317423	0.821994937	0.457252536
CAPZB	329.8	334.3	202	194.1	301.2	331.9	-0.066063253	0.215351212	0.840028321
CAR1	110.4	241.6	47.1	954.4	170	99.3	1.609156227	0.981900327	0.381742099
CAR10	3.5	3.7	1.3	10.6	5.2	1.9	0.847996907	1.157347158	0.31153443
CAR11	5.8	2.7	7.7	91.8	1.7	7.1	2.431845787	0.963095133	0.390038896
CAR12	7	5.1	6.6	4.9	6.4	5.4	-0.139499413	0.916698497	0.411168981
CAR13	26.9	21.7	0.1	35	27.8	16.1	0.663699171	1.018684461	0.36595401
CAR14	0	0	1.8	0	0	0	-0.678071905	1	0.373900966
TEX261	188.8	182.5	191.3	287.6	382.8	274.2	0.744496078	3.713822515	0.020585196
CAR2	35	169.9	58.1	371	73.9	18.6	0.810450835	0.570830078	0.598654127
CAR3	0	0	0	0	7.1	0	1.751320887	1	0.373900966
CAR4	0	2	0	0	0	0	-0.736965594	1	0.373900966
CAR5B	2.4	2.2	2.9	3.9	3.5	1	0.118644496	0.322251693	0.763401395
CAR6	0.5	0	0.1	0	0	0	-0.263034406	1.309307341	0.260574547
CAR7	1	0	0	0.5	1.6	1.8	0.786596362	1.845225813	0.138755127
CAR8	0	1	0	0	0	0	-0.415037499	1	0.373900966
CAR9	1.8	2.3	2.3	2.8	9.5	4.1	1.045323991	1.619658871	0.18061944
CARD10	3	2.6	3.8	7.7	56.5	5	2.541658717	1.19086416	0.299544032
CARD11	208.6	199.9	330	75.8	40.4	214.2	-1.153192588	2.011128026	0.114651356
CARD14	0	0	0.2	0	0	0.8	0.247927513	0.727606875	0.507157507
CARD6	1.6	2.1	3.2	6.4	2.9	6.9	0.955605881	2.30633653	0.082363171
CARF	0.1	0.5	0.5	1.4	2	0	0.642447995	1.26228899	0.275425867
CARHSP1	131.7	165	71.2	215.3	257.5	80.5	0.584832838	1.029615079	0.361373975
CARKD	86.5	80.7	103.9	104.7	218.1	140.2	0.765627627	1.869955631	0.13483803
CARM1	10.9	19.5	19.9	23.5	17	19.5	0.241216296	0.925658489	0.407014804
CARS	0.6	1.2	0	4.1	0	0	0.564784619	0.543779293	0.615482498
CARS2	75	86.3	135.9	72.3	59.6	92.6	-0.400057432	1.152441967	0.313326188
CART	0	0.4	0	0	1.7	0.8	0.693896872	1.375755742	0.240906595
CARTPT	1.5	3.9	3.6	0	5.9	2.9	-0.024247546	0.035782813	0.973170046
CASC1	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
CASC3	491.2	330	403.6	182.7	315.5	351.8	-0.525457928	1.800919123	0.14608207
CASC4	2.6	1.7	0	0.6	0	0.9	-0.697971463	1.156669339	0.311781456
CASC5	1.3	3.1	4	15.9	8.8	3.1	1.433896527	1.707810002	0.162857936
CASD1	4.4	0	0	0	0	0	-1.30256277	1	0.373900966
CASK	19	24.2	17.6	11.2	102.3	20.7	1.104652152	0.84416401	0.446107116
CASKIN1	0.2	0	0.3	0	0.6	0.6	0.263034406	1.067489992	0.345894193
CASKIN2	1.3	7.1	6.6	10.4	4.8	10.4	0.66801824	1.342417597	0.250585342
CASP1	898.2	982.1	1468.1	710.5	1064.8	885	-0.331548941	1.118952024	0.325815529
CASP12	2.1	0	2.1	2	3	0.4	0.222392421	0.38790491	0.717845069
CASP14	0	0.2	0	1.5	0	1.7	0.95419631	1.849879248	0.138008791
CASP2	250.9	292.1	366.4	381.8	588.7	438.4	0.629899559	2.365738972	0.077178438
CASP3	14.4	6.9	8.8	4.9	8.6	5.4	-0.595900347	1.474450225	0.214376203
CASP4	129.5	109.2	59.9	39.7	56.4	46.1	-1.054594975	2.455667563	0.070016902
CASP6	101.5	80.9	78.7	74.2	74.4	99.2	-0.074546953	0.40200537	0.708234365
CASP7	17.3	23.8	31.5	22	87.3	44.9	1.056143078	1.390314959	0.236796302
CASP8	137	205.1	320	136.4	233.9	238.2	-0.121218772	0.284046322	0.790471885
CASP8AP2	0	0	0.6	0	0	0	-0.263034406	1	0.373900966
CASP9	23.2	36	63.8	51.1	66.2	67.2	0.573466862	1.568882656	0.191754856
CASQ1	0	0	0	2.9	0	0	0.975752454	1	0.373900966
CASQ2	0	0	0	0	0	1.7	0.647698256	1	0.373900966
CASR	0.6	1.9	3.2	0.3	2.7	1.2	-0.273018494	0.487177352	0.651625474
CASS4	0.5	2	5.1	6.1	0.5	3	0.249359469	0.315754489	0.767977654
CAST	2.2	1.9	1.3	0	1.9	0.2	-0.719892081	1.671019956	0.170037467
LOC100044727	1.8	2.2	1.9	3.1	4	4.8	0.743435089	3.95628284	0.016729656
ZDHHC6	71.2	82.7	94.6	137.7	148.1	131.6	0.741204269	6.785814508	0.002462318
CATNA2	0	0	0.4	0.1	0	0	-0.133266531	0.727606875	0.507157507
CATNAL1	4.7	6.8	2.5	1.7	0	1.4	-1.478653599	2.696500293	0.054290847
CATNB	137.5	112.5	326.5	57.3	38.8	62.7	-1.840597053	2.049364242	0.109769514
CATNS	0.1	2.3	0	1.3	6.5	2.5	1.300394933	1.511702186	0.205144184
CATSPER1	0	0.9	0	0	0	0	-0.378511623	1	0.373900966
CATSPER2	14.5	11.9	26.5	9.8	9.1	15.4	-0.583672653	1.260531805	0.275996392
CATSPER3	0	3.3	0	0	1.8	4.5	0.561878888	0.585205736	0.589831691
CATSPER4	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
CAV1	2	0	5.3	4.9	10.7	20	1.90595651	2.023701349	0.113020231
CAV2	3.6	0.9	0	0	0	0	-1.321928095	1.386750491	0.237796144
CAV3	0	0	0	0	1.8	0	0.678071905	1	0.373900966
CBARA1	23.7	43.3	31.4	42.1	67.1	47.8	0.658014253	2.062153418	0.108188019
CBFA2T1H	0.1	0	0.1	2.4	0	0	0.754887502	0.915871984	0.411553965
CBFA2T2	0	4.4	2.5	0.3	4	3.7	0.152003093	0.210605885	0.843488384
CBFA2T3H	19.4	46.9	28.4	32.9	68.6	49.8	0.659307595	1.439258029	0.2234832
CBFB	520.7	621.3	706.8	483.7	852.1	813.2	0.216749786	0.77788489	0.48008091
CBL	11.6	11.4	4.3	8.8	8	8.5	-0.098515741	0.276394996	0.795938133
CBLB	30.2	21.6	15.7	11.1	8.1	19.7	-0.750673014	1.746143688	0.155716093
CBLC	0.5	0.7	0.5	1	0	1.4	0.20029865	0.553398591	0.60946463
CBLL1	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
CBLN1	2	0	0.8	3.3	2.8	0.3	0.696607857	1.095952618	0.334654803
CBLN2	0	0	0	0	0	0.1	0.047305715	1	0.373900966
CBLN3	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
CBLN4	0	0	1	0	0	4.2	0.847996907	0.741185687	0.499734308
CBR1	19.8	30.9	30.2	41.7	24.8	43.8	0.433405145	1.399302109	0.234293851
CBR2	3.5	2.8	3.1	3.5	21.8	2.7	1.321928095	0.993445743	0.376724103
CBR3	11.4	15.4	17.7	8.3	34.7	27.8	0.635693303	1.080102629	0.340872383
