	SC	BMC
4931406B18RIK	0.899071091	0.0
4931406C07RIK	2.174774401	0.318970742
4931406H21RIK	-1.097610797	-0.337034987
4931406P16RIK	-0.685234431	-0.90697401
4931407G18RIK	0.263034406	-0.584962501
4931407J08RIK	0.765534746	0.093109404
4931408A02RIK	0.030373649	0.64385619
4931408C20RIK	1.403355694	0.575312331
4931409K22RIK	0.821029859	-0.777607579
4931412M21	0.0	-1.415037499
4931413A09RIK	0.316473665	1.571906348
4931413I07RIK	0.683526335	-0.938599455
4931413K05RIK	0.784271309	-0.678071905
4931414P19RIK	0.0	-0.256339753
4931415C11RIK	0.765534746	0.30256277
4931415C17RIK	-2.672425342	0.303392143
4931415K24RIK	-0.841302254	0.027480736
4931417E11RIK	-1.975752454	-0.821029859
4931417G12RIK	0.732066795	0.268488836
4931419E09RIK	1.784271309	0.540568381
4931419H13RIK	-0.500073603	0.224560258
4931420C21RIK	1.359895945	0.0
4931422A03RIK	0.939245969	0.080919995
4931422A14RIK	-0.552541023	-1.432959407
4931423N10RIK	0.378511623	-0.093109404
4931426K16RIK	0.684019589	-0.286368339
4931427P12RIK	0.222392421	0.765534746
4931428F02RIK	-1.081529885	-0.152003093
4931428F04RIK	-0.872764812	-0.816400062
4931428L18RIK	0.552541023	1.700439718
4931429I11RIK	-0.956278623	1.388139328
4931429L15RIK	0.0	1.662965013
4931429P17RIK	-0.165059246	0.137503524
4931431C16RIK	1.115477217	-0.713695815
4931431F19RIK	0.089005006	-0.022900402
4931432E15RIK	0.824428435	0.0
4931432M23RIK	1.378511623	-0.119298928
4931433A01RIK	-0.378511623	1.736965594
4931433E08RIK	0.626900712	0.288748302
4931436F15RIK	0.537028024	-0.944656966
4931437C01RIK	0.497499659	-0.028014376
4931440B09RIK	0.377235467	-0.078002512
4931440F15RIK	0.657894023	0.257797757
4931440L10RIK	0.456857675	-0.352516415
4932407I05	-1.26497221	-0.457045026
4932408B21RIK	0.700439718	-0.596644306
4932408C11RIK	-0.436099115	0.263034406
4932408F19	0.37529132	-0.044394119
4932408L24RIK	-0.093109404	-0.577057303
4932409F11RIK	0.0	0.855610091
4932409G17RIK	0.35614381	0.915607813
4932410M19RIK	-1.405455892	-0.910046788
4932411E22RIK	0.415037499	-0.450661409
4932411G08RIK	0.556081381	0.195664322
4932411G14RIK	0.222392421	0.381870635
4932411K12	-1.748938236	1.012174714
4932411N02RIK	0.53287399	0.107383535
4932411N23RIK	-0.485426827	1.021061616
4932412G04RIK	0.551409941	0.108934372
4932412H11RIK	-0.242570303	0.302387908
4932413F04RIK	0.949302758	-0.17410728
4932413O14RIK	-0.450661409	0.299560282
4932414J04RIK	0.403355694	0.0
4932414N04RIK	0.047305715	0.662965013
4932415A06RIK	-0.188445089	-0.91753784
4932415D10RIK	-0.211504105	1.386058432
4932415G12RIK	0.684261841	-0.308631272
4932415M13RIK	0.0	-0.519374159
4932416A11RIK	-0.827163403	-0.647698256
4932416C15RIK	-1.666262603	-0.407948074
4932416G22RIK	0.353972348	0.224123309
4932416K20RIK	-0.166009951	0.407657969
4932417H02RIK	-0.135962731	0.363992154
4932417I16RIK	-0.303780748	-0.36491402
4932418B07RIK	-0.260389685	-0.145197916
4932418E24RIK	-0.559427409	-1.874469118
4932418N15RIK	-0.203533394	0.727920455
4932422M17RIK	0.584962501	-0.199308808
4932425I24RIK	0.0	0.415037499
4932429P05RIK	0.150025444	-0.142604395
4932430I15RIK	-0.180572246	0.222392421
4932431H17RIK	-0.462971976	0.552541023
4932431P20RIK	-0.254317189	0.794415866
4932432K03RIK	0.0	-1.485426827
4932433F15RIK	0.180572246	1.114332675
4932434L04RIK	-1.242856524	0.967578522
4932435O22RIK	0.450661409	0.0
4932438A13RIK	-0.594612671	0.156054188
4932438H23RIK	-0.311944006	0.140862536
4932439E07RIK	-0.139595903	-0.191365526
4932441B19RIK	-0.36994961	-1.131244533
4932441J05RIK	-3.023535514	0.251538767
4932441K18RIK	-0.124847238	0.003315272
4932441N08RIK	-0.394476177	-1.613390909
4932441P04RIK	-0.301032871	-0.025450628
4932442C03RIK	-0.118644496	-0.498453507
4932442E05RIK	0.472068444	-0.7744403
4932442I06RIK	-0.08246216	-1.023846742
4932442L08RIK	-1.038135129	0.686842115
4932442L11RIK	-0.420331799	-0.299560282
4932443D20	0.197939378	-0.201633861
4932443E23RIK	-0.321928095	0.465663572
4932443H13RIK	-0.143735477	0.185555653
4932443I19RIK	0.0	0.0
4932702F08RIK	0.304006187	-0.280107919
4932702K14RIK	0.04580369	-0.365649472
4932702M20RIK	0.447458977	0.222392421
4933400A11RIK	-0.744742945	-0.2410081
4933400A22RIK	0.635235707	-0.154033629
4933400C05RIK	0.59946207	0.847996907
4933400C23	0.255257055	-0.311201688
4933400N17RIK	0.372477037	-0.617977558
4933401B06RIK	0.925999419	-0.707819249
4933401B08RIK	-1.440933265	-0.171025036
4933401F05RIK	-0.341036918	1.0
4933401J08RIK	-0.716207034	-0.477047162
4933401L05RIK	0.0	0.118644496
4933401P20RIK	1.911066272	1.18023001
4933402D05RIK	0.925999419	0.450661409
4933402D24RIK	0.569365646	-0.263034406
4933402E13RIK	0.678071905	-1.450661409
4933402G07RIK	0.519374159	-0.040641984
4933402J07RIK	-0.128733314	-1.285402219
4933402J10RIK	-0.710493383	-0.821029859
4933402J24RIK	-0.093109404	0.415037499
4933402K11RIK	0.193343889	0.491853096
4933402N03RIK	-0.552541023	-0.519374159
4933402P03RIK	0.345135486	0.166649869
4933403F05RIK	-1.180572246	0.0
4933403G14RIK	1.85025288	0.854660637
4933403G17RIK	0.519374159	-0.263034406
4933403K19RIK	-1.012624539	0.637429921
4933403O03RIK	0.0	-0.378511623
4933403O08RIK	0.841737916	-0.016488123
4933403O12RIK	-1.087462841	-0.447458977
4933404A18RIK	-0.029146346	0.925999419
4933404G15RIK	-0.061400545	0.215728691
4933404K08RIK	-0.059233107	-0.009109391
4933404M02RIK	0.531523242	-1.638245293
4933404O12RIK	0.398549376	-0.091147888
4933405I11RIK	-0.101086125	-0.38426515
4933405K21RIK	-1.879504708	-0.446952679
4933405L10RIK	0.650992371	0.0
4933405O20RIK	1.375039431	-0.691877705
4933405P16RIK	1.062735755	-1.290219235
4933406B17RIK	-0.4639471	-1.321928095
4933406C08RIK	-0.197939378	-0.492396382
4933406E20RIK	0.244622369	0.022026306
4933406G16RIK	-0.678071905	-0.029146346
4933406I18RIK	1.485426827	1.0
4933406J08RIK	-0.584962501	0.754887502
4933406L05RIK	-0.514573173	0.04508789
4933406L09RIK	0.0	-0.437405312
4933406M09RIK	0.095157233	-0.201633861
4933406P04RIK	-0.847996907	0.18966122
4933407C03RIK	-0.485677993	-0.148296912
4933407H18RIK	-0.556393349	-0.415037499
4933407I08RIK	0.619051391	-0.858580245
4933407I18RIK	0.647698256	-0.571906348
4933407L21RIK	-1.074000581	0.0
4933407L23RIK	-2.248937781	-0.093565304
4933407M15RIK	-0.612518223	0.035128223
4933407N01RIK	0.908747145	-0.312621933
4933407P14RIK	0.654707912	0.166549557
4933408B17RIK	-0.647698256	0.376148486
4933408F15	0.206450877	-1.338801913
4933408G09RIK	0.180572246	1.129283017
4933408J17RIK	0.317740298	0.078002512
4933408M05RIK	-0.821029859	0.0
4933408N05RIK	0.646363045	1.023846742
4933409A11RIK	0.0	0.0
4933409F16RIK	1.295455884	0.981852653
4933409G03RIK	0.125530882	-2.058893689
4933409K12RIK	0.125530882	-0.180572246
4933409L06RIK	-0.843140365	-0.222392421
4933409N07RIK	-0.082989365	0.956931278
4933411B03RIK	-0.625834782	-0.111031312
4933411D12RIK	-0.40345798	-1.48202558
4933411G06RIK	0.462343214	-1.938599455
4933411G11RIK	0.0	0.0
4933411K16RIK	-0.097141158	0.282842887
4933411K20RIK	0.500502148	0.334724679
4933411O13RIK	0.0	0.03562391
4933412A02RIK	-0.615989396	0.079263279
4933412A06RIK	0.10346332	-0.42281485
4933412A08RIK	-0.137503524	-0.426264755
4933412E12RIK	0.065486829	0.458585215
4933412E14RIK	0.488286481	-0.611434712
4933412E24RIK	0.156725504	0.041820176
4933413A10	0.175086707	0.564784619
4933413B09RIK	1.047305715	0.222392421
4933413G11RIK	-0.61667136	-0.584962501
4933413G19RIK	0.0	0.415037499
4933413H15RIK	0.874469118	-1.289506617
4933413J09RIK	0.832890014	0.485426827
4933413N12RIK	0.952171475	0.0
4933414E15RIK	0.485426827	-0.095157233
4933414I15RIK	-0.510961919	-1.023846742
4933414I19RIK	0.137503524	0.0
4933415A04RIK	-0.030806047	0.617530363
4933415F23RIK	-0.263034406	0.0
4933415I03RIK	-0.281412935	0.137503524
4933416C03RIK	-0.094636874	0.395928676
4933416E05RIK	-0.044394119	0.934904972
4933416G09RIK	-0.567040593	0.148098639
4933416I08RIK	0.784271309	0.247927513
4933417A18RIK	0.874469118	-1.144389909
4933417C16RIK	-0.085729874	-0.925999419
4933417E01RIK	0.553484269	-0.267621675
4933417E08RIK	-1.49848298	-0.93122658
4933417G07RIK	-0.678071905	-0.61667136
4933417O13RIK	0.255257055	1.131911676
4933421B21RIK	0.874469118	0.0
4933421E11RIK	-0.4680812	0.679984026
4933421E18RIK	-0.534776744	-0.717600269
4933421G18RIK	-1.374416965	-0.698134101
4933421H10RIK	2.299560282	-0.101283336
4933421I07RIK	-0.549338591	-0.03170886
4933421P21RIK	-0.119298928	0.334419039
4933422H20RIK	0.925999419	1.396890153
4933424A20RIK	-1.693896872	0.432524926
4933424B01RIK	0.193941883	0.0343978
4933424B12RIK	0.893084796	-0.874469118
4933424G06RIK	0.95419631	-1.552541023
4933424N09RIK	-0.847996907	-0.520007059
4933425A18RIK	0.625604485	-0.760812336
4933425B16RIK	0.148098639	0.0
4933425K02RIK	0.031026896	0.0
4933425L03RIK	-0.286276887	-0.232323403
4933425L06RIK	0.0	-1.137503524
4933425L21RIK	-0.723159795	-0.83824893
4933425M15RIK	0.0	0.0
4933425O20RIK	0.61667136	-1.033947332
4933426E01RIK	-0.28757659	0.489384841
4933426E21RIK	0.459431619	-0.156119202
4933426G20RIK	0.61667136	-0.263034406
4933426I21RIK	0.055141554	0.601738213
4933426K07RIK	0.022367813	0.0
4933426M11RIK	-1.049184012	-0.382364412
4933427C01RIK	-1.306279184	0.612976877
4933427D06RIK	-0.450661409	0.646363045
4933427D14RIK	-0.227615943	0.294278062
4933427E11RIK	-0.983880335	0.565597176
4933427E13RIK	0.723790205	0.0
4933427G17RIK	0.639597757	-1.278535499
4933427G23	0.598637438	-0.678071905
4933427G23RIK	0.188088668	0.207752362
4933427I18RIK	0.0	-0.847996907
4933427I22RIK	0.621488377	-0.777607579
4933427L07RIK	1.30256277	-0.163498732
4933428A15RIK	3.551615244	0.188235411
4933428D01RIK	0.736965594	-1.572889668
4933428G09RIK	-0.553777796	-0.077602818
4933428G20RIK	1.490391181	-1.043077843
4933428L19RIK	0.026152288	0.199308808
4933428M09RIK	0.043068722	1.0
4933428P19RIK	0.353636955	-0.137503524
4933429E06RIK	0.888185997	0.684172105
4933429E10RIK	-0.137503524	0.0
4933429F08RIK	-0.056583528	-0.802060622
4933429H19RIK	0.584962501	-0.574978412
4933430A09	-0.040641984	-0.30256277
4933430B08RIK	-0.378511623	0.485426827
4933430H15RIK	1.364274386	-0.263034406
4933430I17RIK	0.285402219	1.282933963
4933430N04RIK	-0.234465254	-0.584962501
4933431K14RIK	-0.256743926	-0.641169606
4933432B09RIK	-0.637429921	0.285908872
4933432B13RIK	-0.845014709	0.0115071
4933432I09RIK	0.591037015	-1.045514659
4933432P15RIK	-1.177031888	0.681288618
4933433C11RIK	-0.093109404	0.338801913
4933433H22RIK	-0.246160587	0.341036918
4933433J03RIK	-0.485426827	-0.341036918
4933433P14RIK	0.072553027	0.178733459
4933434C23RIK	-1.047305715	0.03170886
4933434E20RIK	0.041746829	0.370286894
4933434I06RIK	-2.896164189	-1.878107695
4933434I20RIK	-0.956931278	-0.409644241
4933434L15RIK	1.169058258	1.039019244
4933434M16RIK	0.101879614	0.584962501
4933435E02RIK	0.169925001	-0.728697978
4933436C20RIK	0.35614381	0.434402824
4933436E20RIK	0.0	0.984569959
4933436I01RIK	0.552541023	0.30256277
4933436N17RIK	-0.608421474	-1.69743723
4933437C06RIK	-1.0	-0.085729874
4933437F05RIK	0.377637527	0.874469118
4933437K13RIK	-2.263194982	-0.450193945
4933437N03RIK	-0.029383807	0.577226852
4933439C10RIK	-0.505345333	0.083564717
4933439C20RIK	-0.795691255	0.283969669
4933439F18RIK	0.686842115	0.280107919
4933439G19RIK	-0.115477217	0.626185163
4933439J11RIK	1.286522759	0.368867318
4933439J20RIK	0.798760695	-0.628718777
4933439M10RIK	-1.32475019	-0.172180975
4933440H19RIK	-0.117356951	-0.131911676
4933440L10RIK	-0.255257055	0.986824611
4933440M02RIK	1.436439976	-1.053938807
4933440N22RIK	-0.595158268	-0.459431619
4CYTL1	0.955145764	1.341036918
5-HTR2C, GPCR	0.881355504	0.187627003
5031404C24RIK	0.155278225	-0.856227286
5031408O05RIK	-0.263034406	0.327164743
5031409G22RIK	-0.027480736	1.222392421
5031409G23	0.278301162	0.123988717
5031411O12RIK	1.55359833	0.350497247
5031412K01RIK	0.713695815	-1.222392421
5031414D18RIK	0.958179824	0.65829128
5031425D22RIK	0.115477217	1.0
5031425E22RIK	-2.258589746	-1.160134498
5031425M16RIK	1.337581359	0.333126301
5031428M13RIK	-1.971087308	-1.397759508
5031431M05RIK	-0.821029859	-0.746243408
5031434C07RIK	0.31410859	-0.552541023
5031434O11RIK	-1.370837695	-0.66801824
5031436O03RIK	0.10606571	0.047821571
5031438A03RIK	-0.180572246	0.0
5031439A09RIK	0.979482	0.042541517
5031439G07RIK	0.575558233	0.936292272
5033403J15RIK	-0.284541679	0.450125544
5033405K12RIK	-1.242856524	0.935869663
5033411B22RIK	0.120294234	-0.137503524
5033411D12RIK	-1.30256277	-0.263034406
5033413D16RIK	-1.017791471	-1.135375131
5033413D22RIK	-0.674229839	0.134301092
5033414D02RIK	-0.380761869	0.302810353
5033414K04RIK	1.685994887	0.428236997
5033417D07RIK	1.570748642	0.105610188
5033423K11RIK	-0.392317423	-0.823122238
5033424B07RIK	-0.545968369	0.337996464
5033425G24RIK	-0.222392421	-1.159198595
5033428B15RIK	-0.222392421	-0.793549123
5033430I15RIK	-0.914772796	-0.21172004
5133400G04RIK	0.338861211	-0.869712495
5133400J02RIK	-0.307822328	-0.474779583
5133400O11RIK	-0.18668352	0.497840521
5133401H10RIK	0.614709844	-0.236700258
5133401N09RIK	0.109327987	0.317608645
5230400G24RIK	0.707819249	0.038474148
5230400J09RIK	-1.215728691	0.975752454
5230401M06RIK	-0.179168846	-0.472752997
5330401F18RIK	-1.420632962	-0.750427854
5330401P04RIK	-0.755676317	0.347194853
5330402L21RIK	-0.087462841	-1.853158612
5330403D14RIK	-2.099223368	-0.742409733
5330403J18RIK	1.206962381	0.137503524
5330403O16RIK	0.247927513	1.485426827
5330404D22RIK	-0.773034849	-0.469485283
5330406H09RIK	-0.505235308	0.395928676
5330408M12RIK	-1.415037499	0.180572246
5330408N05RIK	-0.420217738	-0.754243586
5330411L03RIK	-0.529109266	-0.05246742
5330414O08RIK	2.334695391	1.872888082
5330416C01RIK	-0.729910837	1.584962501
5330417C22RIK	-0.847996907	0.0
5330417K06RIK	-0.162271429	0.575114715
5330417P21RIK	-0.561878888	0.030373649
5330420J21RIK	1.469485283	-0.971027092
5330421F07RIK	-0.215728691	-0.075948853
5330421K23RIK	-0.328325866	0.466318004
5330423I11RIK	-0.21818017	-0.247927513
5330423N11RIK	-0.958580073	0.051530301
5330425C20RIK	0.070389328	0.0
5330426L24RIK	0.712197689	0.0
5330426P16RIK	-0.289506617	0.347923303
5330427M13RIK	-0.282399731	-0.528819423
5330429D05RIK	-1.770912926	0.304257069
5330429J23RIK	-0.341036918	-0.925999419
5330430C04RIK	0.249978253	1.596935142
5330430O04RIK	-1.197191867	-1.228531558
5330430P07RIK	0.159363631	0.005717695
5330431K02RIK	-2.544320516	1.556393349
5330431N19RIK	0.289594697	0.36401458
5330432B20RIK	0.111031312	-0.162271429
5330432E05RIK	-1.160822794	0.169925001
5330432H08RIK	-1.525800428	-1.334575471
5330434F23RIK	0.600392541	1.201633861
5330435L01RIK	0.13058411	0.631132682
5330437I02RIK	0.678071905	-0.155278225
5330438D12RIK	-0.511430045	-0.357327862
5330438F10RIK	0.72038271	-0.081794091
5330438F16RIK	0.341036918	0.632268215
5330438I03RIK	0.154123145	0.200000665
5330438O12RIK	-0.896164189	1.180572246
5330439B14RIK	0.0	0.0
5330439C02RIK	-0.085729874	1.018859027
5330439J01RIK	0.204358499	-0.321928095
5330439K02RIK	1.276331228	0.419376435
5330439M10RIK	-0.080170349	0.0
5330440M16RIK	0.321928095	-0.137503524
5330440O04RIK	-0.680931559	-0.522421035
5430400L16RIK	0.361336479	0.594206345
5430401O09RIK	0.847996907	-0.596644306
5430404L10RIK	-0.080170349	0.30256277
5430405C01RIK	-0.400133492	0.233097122
5430405G05RIK	-0.818161677	0.0
5430405G24RIK	-0.355949887	-0.226605215
5430406J06RIK	-0.669383324	-0.193665492
5430407P10RIK	-1.727920455	0.475919741
5430409I15RIK	0.556393349	0.263034406
5430409I18RIK	-0.125530882	0.9510904
5430411C19RIK	-1.291153342	0.141043881
5430411J08RIK	0.0	0.0
5430411K18RIK	-0.270723671	-0.197446064
5430414B19RIK	0.504189877	-0.164884385
5430416O09RIK	0.488499661	0.280107919
5430417C01RIK	-0.119739244	-1.466085105
5430417J04RIK	-0.746243408	0.226770862
5430417L22RIK	0.421896454	0.468138943
5430417M23RIK	-0.938599455	0.024874669
5430419D17RIK	0.59724083	0.765534746
5430420C16RIK	0.8259706	1.779609932
5430420E18RIK	1.821029859	-0.595609745
5430425J12RIK	0.0	-0.204358499
5430426E14RIK	0.762960803	0.260235772
5430426F23RIK	0.204358499	-0.711238769
5430427G11RIK	-0.222392421	-0.335184192
5430427O19RIK	-0.124270754	0.747511322
5430432H19RIK	-0.436570661	0.782901878
5430432N15RIK	0.10433666	-0.774933444
5430433E21RIK	0.263034406	-0.693338662
5430433G21RIK	0.645335119	0.241438177
5430433J05RIK	0.703018262	0.222392421
5430434G16RIK	-0.828184002	-1.121805337
5430435G22RIK	-0.46967565	-1.204204484
5430437P03RIK	-0.101873182	-0.312373587
5430439C17RIK	0.079434467	-0.861023587
5430439D08RIK	-1.289506617	0.525628361
5430439G14RIK	0.454258809	-0.035189428
5430440L12RIK	-0.133592582	-0.117623553
5530400B01RIK	-0.777837876	-2.753945048
5530400B04RIK	-0.866733469	0.584962501
5530400C07RIK	0.678071905	0.137503524
5530400K22RIK	-0.033409422	0.287363735
5530401A10RIK	-0.129079949	0.50942987
5530401A14RIK	0.450661409	0.275634443
5530401J07RIK	-0.713767772	0.262768985
5530401N06RIK	1.556393349	-0.886343218
5530401N12RIK	0.729910837	-0.058364163
5530401P20RIK	0.047305715	1.093109404
5530402F09RIK	-0.793549123	0.0
5530601H04RIK	-0.217591435	0.881355504
5530601I19RIK	0.485067098	0.30539799
5630401D06RIK	-1.567559859	-0.513065508
5630401D24RIK	0.694586992	0.483517237
5730402C02RIK	0.125530882	-0.403722186
5730403B10RIK	0.741153391	0.630010542
5730403I07RIK	0.654503434	-0.03562391
5730403M16RIK	-0.704851236	-0.618044856
5730405D16RIK	-1.432610129	1.010971118
5730405G21RIK	-2.178337241	-1.021373651
5730405I09RIK	-1.061653259	-0.269898653
5730405M06RIK	-0.289506617	-0.046293652
5730405N03RIK	0.222392421	-0.94596016
5730406F04RIK	-0.779387585	0.012926174
5730406M06RIK	-0.360405495	0.038607806
5730407I07RIK	0.0	-1.023846742
5730407K14RIK	-0.328622747	-0.371968777
5730408A14RIK	-0.025995209	-0.569365646
5730408I11RIK	-0.551539499	0.693896872
5730409E04RIK	1.396890153	-1.047305715
5730409E15RIK	-0.08246216	-0.63454453
5730409G15RIK	-0.152641878	0.497499659
5730409K12RIK	1.291766124	1.794681092
5730409N16RIK	0.851901361	0.449802917
5730410E15RIK	-0.975752454	0.645335119
5730410I19RIK	0.436121776	-0.198949614
5730412N02RIK	0.351472371	0.0
5730414N17RIK	-0.708537186	-0.859137464
5730416F02RIK	1.00698643	-1.402964667
5730417B17RIK	-0.94137227	0.089152378
5730419A02RIK	-0.899835838	0.012072832
5730419I09RIK	0.05134688	0.09555233
5730420D15RIK	-0.519374159	0.381870635
5730420E01RIK	0.979822118	0.30256277
5730422E09RIK	0.0	0.968973104
5730427M17RIK	-1.11353382	-0.017316396
5730427N09RIK	-0.32811984	0.17883482
5730433N10RIK	-0.433653177	0.2410081
5730437N04RIK	0.228342703	0.254724634
5730437O09RIK	0.356934545	-0.61667136
5730442P18RIK	-0.436099115	1.477047162
5730445E20RIK	-0.239465935	0.208108195
5730449L18RIK	0.121393385	-0.256365075
5730453I16RIK	-0.314033522	0.102320124
5730455O13RIK	0.415737667	0.536558724
5730455P16RIK	-0.40298081	-0.253405126
5730458M16RIK	-0.187085553	1.893084796
5730460C07RIK	-1.552541023	-0.1627295
5730466H23RIK	0.889817082	-0.552541023
5730469M10RIK	-0.163498732	-1.084495233
5730470C09RIK	-2.130075489	-0.053958983
5730470L24RIK	0.0	-1.396890153
5730472N09RIK	0.445108353	-0.76956211
5730478M09RIK	0.776723303	-0.826197528
5730481H23RIK	-0.596277814	0.385891154
5730485H21RIK	-0.034765418	-0.208586622
5730488B01RIK	-0.311201688	1.177304532
5730493B19RIK	-1.240203697	-0.358453971
5730494J16RIK	-0.576922057	0.479335007
5730494M16RIK	-0.155853047	-0.062342168
5730494N06RIK	0.868665346	0.583339489
5730496N17RIK	0.41814341	-0.85940167
5730502D15RIK	0.476233473	0.530939039
5730507A09RIK	-0.148098639	0.584962501
5730507C01RIK	-1.090197809	-0.645335119
5730507C05RIK	-1.415037499	-1.313157885
5730508B09RIK	-0.347923303	0.0
5730510P18RIK	0.811238357	-0.321928095
5730521N16RIK	0.23236271	-1.059687095
5730521P14RIK	-0.296531318	-0.005495988
5730522E02RIK	0.595609745	0.462343214
5730525O22RIK	-0.32831777	0.340354228
5730526A15RIK	0.047305715	-1.568842835
5730528L13RIK	2.483140665	0.332645648
5730530J16RIK	-0.222392421	1.06608919
5730531E12RIK	-0.143590854	0.238159737
5730533B08RIK	1.21790503	0.31259023
5730536A07RIK	0.047305715	-0.453717967
5730543M03RIK	-0.958464429	-0.949302758
5730550L01RIK	0.083110126	0.805312891
5730552E08RIK	-0.227068909	0.263677175
5730557B15RIK	-0.765534746	0.784271309
5730557L09RIK	1.180572246	1.036836768
5730559C18RIK	-0.144389909	-0.63076619
5730564E11RIK	0.0	-2.159198595
5730564L20RIK	0.438121112	-0.164327312
5730575G16RIK	0.978626349	-0.222392421
5730577I03RIK	1.36923381	-0.438884241
5730585A16RIK	0.208108195	0.496567385
5730588I11RIK	0.637259581	-0.579427353
5730588L14RIK	0.569365646	0.0
5730589K01RIK	-0.680102333	-0.210755681
5730590C14RIK	0.471305719	0.108934372
5730590G19RIK	-0.765534746	-0.815575429
5730591F21RIK	0.981852653	-1.070389328
5730591J02RIK	-0.038474148	0.0
5730593F17RIK	0.909131495	-0.951316445
5730593H20RIK	-1.657607803	0.375211519
5730593N15RIK	0.726981506	0.712197689
5730594E03RIK	0.02116461	-0.499571009
5730596B20RIK	0.282730207	1.693022247
5730596K20RIK	0.251073306	-0.301723299
5730598B06	-0.295890234	0.046693235
5730599A22RIK	-0.540568381	0.0
5730601F06RIK	-0.007204485	-0.029483022
5830400N10RIK	0.087462841	0.453365618
5830403F22RIK	1.222392421	-0.821662759
5830403L16RIK	0.0	0.827163403
5830403M04RIK	-0.397335498	0.832648942
5830404H04RIK	0.851446269	-0.688055994
5830405M20RIK	-0.765534746	0.222392421
5830405N20RIK	-0.823640679	0.997838659
5830406C15RIK	-0.172060746	-0.265238677
5830406C17RIK	-2.129564674	-1.49088814
5830407P18RIK	-2.259690963	-1.642503029
5830409B07RIK	-0.943544848	-1.287770247
5830410F13RIK	-1.361976256	-1.155404584
5830411E10RIK	-0.908576972	1.375039431
5830411G16RIK	-1.035597571	0.092557042
5830411I20	0.906299379	-0.247819277
5830411J07RIK	-2.153389634	-0.251099858
5830411K21RIK	-0.909487707	-0.774168495
5830411N06RIK	-0.408464845	1.227805918
5830411O09RIK	-0.389411692	-0.436099115
5830415B17RIK	1.064130337	-0.109121722
5830415F09RIK	0.069962558	-0.519608763
5830415L20RIK	-0.32643191	-0.616822317
5830416P10RIK	-0.08246216	-1.267480311
5830417C01RIK	-0.00573637	-0.268412586
5830417I10RIK	-0.546158551	0.086756119
5830418G11RIK	0.987825286	0.548062918
5830418K08RIK	0.0	0.0
5830419M17RIK	0.023458973	0.987509056
5830420C15RIK	-0.853375086	-0.693535023
5830426I05RIK	-0.065095028	0.830813895
5830427D02RIK	-1.259468941	-0.75370545
5830427D03RIK	-1.12765387	-0.013905602
5830430H09RIK	-0.098462639	-0.023716069
5830431A10RIK	0.166470195	1.002065419
5830431I07RIK	-0.175086707	0.925999419
5830431I15RIK	-1.396705677	-0.255216268
5830432E09RIK	1.662337345	0.615276778
5830433I10RIK	-0.208586622	0.195256291
5830433M19RIK	0.048094288	-0.53638232
5830434K11RIK	0.423681594	-0.254572827
5830434P21RIK	-0.377601693	-0.021881056
5830435K17RIK	-1.175742328	0.336714638
5830436K05RIK	-0.157541277	0.64689025
5830443L24RIK	0.925999419	-2.081794091
5830445I20RIK	-0.314635602	0.296617006
5830448L21RIK	0.893084796	-0.062284278
5830454D03RIK	0.660891561	0.232167952
5830454E08RIK	-0.152480728	0.401362562
5830455K21RIK	-0.938599455	-0.647426588
5830457O10RIK	0.176216248	0.019455378
5830458K16RIK	-0.029544276	1.674229839
5830461H18RIK	-0.240654628	-0.153214933
5830467E07RIK	-1.269987166	-0.467205325
5830468F06RIK	-0.064130337	-1.450661409
5830468K18RIK	0.255689032	-0.246639968
5830469K17RIK	0.793549123	0.247927513
5830472F04RIK	-0.986325063	0.133483005
5830472H07RIK	-0.951411838	0.89219671
5830476G13RIK	-0.614108846	-1.330841151
5830477G23RIK	-0.040641984	0.362570079
5830482F20RIK	0.444662668	0.278900811
5830483C08RIK	-0.115477217	-0.30256277
5830484A20RIK	-0.037670418	1.430350555
5830487H14RIK	0.0	0.0
5830496L11RIK	-2.009221092	0.2007473
5832402A02RIK	1.246311048	-1.00921853
5832418A03	-0.678071905	0.415037499
5930400G23RIK	-0.353636955	-1.180035029
5930400O15RIK	1.482392767	-0.442518236
5930400O16RIK	-1.282399731	0.635235707
5930402G23RIK	0.310340121	0.067114196
5930403H17RIK	1.804675822	-0.116193018
5930403N24RIK	0.874469118	0.133266531
5930404A08RIK	0.466876431	0.955605881
5930404K09RIK	0.242360838	0.728697978
5930404L04RIK	-1.235628248	-0.095157233
5930407M05RIK	-1.0	0.324726728
5930409M18RIK	0.874469118	-1.321928095
5930412G12RIK	0.020464103	-0.029146346
5930413D20RIK	-0.489805268	0.785261151
5930416I19RIK	0.022762789	-0.1831036
5930418K15RIK	-0.392093628	-0.477638736
5930422O12RIK	0.719892081	0.087462841
5930426L19RIK	-0.44640167	0.572578776
5930429A15RIK	0.197446064	-1.310929096
5930430M20RIK	-0.120294234	1.049753035
5930431H10	-0.854802084	0.753839413
5930431L16RIK	-0.61667136	0.519374159
5930434A13RIK	-0.965234582	-0.047305715
5930434B04RIK	-0.225592486	0.439111634
5930437C20RIK	-1.351428111	-0.368287727
5930437L24RIK	-0.378511623	-0.793549123
6.03044E+24	-0.153623189	-0.065588342
6.33051E+19	0.925999419	1.105353
6030400N17RIK	0.086299846	0.154722595
6030405A18	0.975752454	-0.026967048
6030405A18RIK	0.378511623	-0.199308808
